0.80539,0.20655,-0.61697
-0.22198,-0.042645,0.57255
-0.35653,-0.48999,-0.12176
-0.24816,-0.48757,-0.31784
-0.0051895,-0.29025,-0.47733
-0.23681,1.3079,-0.041591
-0.30909,-0.55577,0.17524
-0.1471,-0.47236,-0.44869
-0.048221,-0.055375,0.032265
-0.13764,0.25685,-0.12299
0.66275,-0.11835,-0.017606
-0.34984,0.61932,0.12031
0.011536,-0.32139,-0.13083
-0.18035,-0.91675,-1.2577
-0.17034,-0.10635,-0.51436
-0.17879,-0.43114,-0.26155
-0.033821,-0.04062,-0.14394
-0.11797,-0.13474,-0.035146
-0.20061,-0.056416,-0.49675
-0.13642,-0.41003,-0.31182
