-0.014094,-0.013977,-0.013817,-0.013737,-0.013677,-0.013451,-0.01337,-0.013386,-0.013397,-0.013167,-0.012604,-0.012748,-0.012436,-0.011845,-0.010966,-0.01117,-0.0095113,-0.0058746,-0.00055812,0.0039567,0.0095467,0.014399,0.01682,0.018494,0.019563,0.020395,0.020883,0.020679,0.020647,0.021292,0.021027,0.022138,0.023566,0.023491,0.023421,0.022597,0.021767,0.021155,0.017949,0.017235,0.012179,0.0062323,0.00015946,-0.0054682,-0.010032,-0.011952,-0.015523,-0.017104,-0.017064,-0.018408,-0.019254,-0.019721,-0.021958,-0.020535,-0.021573,-0.021873,-0.021939,-0.022028,-0.021931,-0.021887,-0.021548,-0.020956,-0.020676,-0.019898,-0.018539,-0.016628,-0.016486,-0.015349,-0.01231,-0.014317,-0.012209,-0.01115,-0.010264,-0.0095666,-0.0089232,-0.0083651,-0.0078613,-0.0074227,-0.007064,-0.006796
-0.012317,-0.011949,-0.012245,-0.012622,-0.0137,-0.013246,-0.013723,-0.015185,-0.014225,-0.014957,-0.015774,-0.015202,-0.015077,-0.016039,-0.016824,-0.018807,-0.019513,-0.022222,-0.026907,-0.031268,-0.033902,-0.036478,-0.037122,-0.036534,-0.034509,-0.034717,-0.034534,-0.033788,-0.033863,-0.03387,-0.03362,-0.034035,-0.03416,-0.03443,-0.033738,-0.03354,-0.032895,-0.031686,-0.030614,-0.029791,-0.028849,-0.025283,-0.025304,-0.023348,-0.020363,-0.015842,-0.014531,-0.011878,-0.0098645,-0.0078579,-0.006394,-0.0056443,-0.0038692,-0.0037994,-0.0034949,-0.0034362,-0.0033531,-0.0032756,-0.0031837,-0.0030918,-0.0030342,-0.0030309,-0.0032036,-0.0034517,-0.0036599,-0.0037972,-0.0043797,-0.0044162,-0.0057141,-0.0069499,-0.0079177,-0.0087549,-0.008745,-0.0087981,-0.008983,-0.0097305,-0.010116,-0.010696,-0.011693,-0.012198
-0.030076,-0.030069,-0.030062,-0.030049,-0.03003,-0.030013,-0.029939,-0.029842,-0.029652,-0.029327,-0.028678,-0.028704,-0.028732,-0.027511,-0.027812,-0.027957,-0.027945,-0.026341,-0.02427,-0.023008,-0.020907,-0.020845,-0.020722,-0.020407,-0.020343,-0.02036,-0.020316,-0.020616,-0.020719,-0.021165,-0.021715,-0.022349,-0.022683,-0.022985,-0.023125,-0.02341,-0.023509,-0.023537,-0.023523,-0.023557,-0.023876,-0.025237,-0.026229,-0.028887,-0.029502,-0.030811,-0.031743,-0.03251,-0.033496,-0.033506,-0.033634,-0.033796,-0.033634,-0.033626,-0.033333,-0.033085,-0.032695,-0.032734,-0.03262,-0.03244,-0.032429,-0.032333,-0.032368,-0.032416,-0.03247,-0.032415,-0.032396,-0.032319,-0.032338,-0.03242,-0.032436,-0.03254,-0.032698,-0.032793,-0.032759,-0.032771,-0.032777,-0.032727,-0.032411,-0.03246
-0.041806,-0.041246,-0.04076,-0.040295,-0.039804,-0.039618,-0.039549,-0.039147,-0.03861,-0.038323,-0.0376,-0.037049,-0.035998,-0.032641,-0.020094,-0.020741,-0.016084,-0.018814,-0.016594,-0.018257,-0.014343,-0.0093208,-0.004672,-0.0020697,0.0034008,-4.0973e-05,0.0033476,0.0026356,0.0053996,0.0074925,0.0089642,0.008694,0.0083463,0.0078557,0.0087272,0.008849,0.0082876,0.0078447,0.0062113,0.0035048,0.00015503,-0.0055214,-0.0062866,-0.011911,-0.012726,-0.015466,-0.018482,-0.023369,-0.029224,-0.036565,-0.037419,-0.040596,-0.04085,-0.041403,-0.042212,-0.044064,-0.045329,-0.046639,-0.047632,-0.048102,-0.048597,-0.048759,-0.048814,-0.048756,-0.048534,-0.048204,-0.047977,-0.047869,-0.04789,-0.047714,-0.047355,-0.046913,-0.046344,-0.045256,-0.043631,-0.04388,-0.042543,-0.04263,-0.041107,-0.039289
0.96059,0.96061,0.96072,0.96085,0.96099,0.96102,0.96112,0.9612,0.96123,0.96132,0.96183,0.96192,0.96234,0.96225,0.96264,0.96403,0.96446,0.96538,0.96703,0.96619,0.96835,0.96985,0.97161,0.97419,0.9759,0.97597,0.97677,0.97735,0.97772,0.9781,0.98113,0.98103,0.98075,0.98029,0.9804,0.98008,0.97667,0.97722,0.97514,0.97505,0.97316,0.97307,0.97175,0.97016,0.96998,0.96925,0.96851,0.96774,0.96709,0.96638,0.96569,0.96516,0.96462,0.96399,0.963,0.96159,0.96281,0.96304,0.96324,0.96217,0.96245,0.96208,0.96207,0.96213,0.96204,0.96212,0.96226,0.96257,0.9627,0.96366,0.96321,0.96395,0.9644,0.96511,0.96631,0.96731,0.96801,0.9685,0.96857,0.96856
0.38413,0.38401,0.38397,0.38383,0.38383,0.38376,0.38376,0.38386,0.38402,0.38428,0.38433,0.38458,0.38454,0.38475,0.38501,0.3845,0.38468,0.38558,0.38518,0.38511,0.38331,0.37721,0.37424,0.37098,0.36685,0.36417,0.36285,0.36,0.35792,0.35401,0.35434,0.35274,0.35215,0.35258,0.35395,0.35485,0.35833,0.36413,0.36512,0.36727,0.37083,0.37089,0.37358,0.37388,0.3754,0.37668,0.37798,0.37897,0.37975,0.38089,0.38185,0.38277,0.38419,0.38429,0.38565,0.38728,0.38835,0.38878,0.38896,0.3892,0.3893,0.38922,0.38894,0.38816,0.38791,0.38376,0.38244,0.38303,0.37902,0.37965,0.37733,0.37514,0.37285,0.37294,0.37163,0.36938,0.36559,0.36544,0.36418,0.36434
0.018126,0.018052,0.017882,0.01749,0.017024,0.016533,0.016392,0.016278,0.015879,0.015623,0.01558,0.014406,0.013565,0.013469,0.011616,0.0095279,0.0090196,0.01046,0.010282,0.0082754,0.011038,0.012291,0.013647,0.021417,0.029272,0.03764,0.03734,0.041252,0.043957,0.045727,0.044778,0.043494,0.045994,0.045342,0.045334,0.043983,0.042079,0.036775,0.040356,0.037862,0.034678,0.03169,0.029902,0.026574,0.027177,0.027771,0.025538,0.025475,0.025485,0.025692,0.025337,0.024944,0.024834,0.024785,0.024649,0.024262,0.023669,0.023113,0.022633,0.022266,0.022212,0.022256,0.022099,0.021956,0.021897,0.021808,0.021864,0.021867,0.02182,0.021711,0.021494,0.021235,0.021115,0.0209,0.020568,0.020377,0.020127,0.019653,0.019606,0.019151
0.03307,0.032888,0.033001,0.034315,0.035648,0.036953,0.038575,0.038373,0.038437,0.039696,0.039456,0.039736,0.039141,0.04021,0.040097,0.04038,0.04648,0.047119,0.050224,0.050243,0.051892,0.053532,0.053427,0.042452,0.024819,0.022244,0.01511,0.0094083,0.0091569,0.0067838,0.011255,0.011292,0.013255,0.016841,0.019934,0.0222,0.029817,0.024801,0.028938,0.028507,0.027993,0.029629,0.032614,0.031129,0.030504,0.03033,0.031957,0.033036,0.034309,0.035965,0.038079,0.037837,0.037966,0.037985,0.03813,0.040249,0.041377,0.041983,0.042933,0.042931,0.040955,0.038486,0.038563,0.038595,0.038579,0.038567,0.038381,0.03815,0.037804,0.037626,0.037167,0.034497,0.031985,0.02887,0.028575,0.028679,0.029087,0.029523,0.029669,0.030533
0.97019,0.9702,0.97027,0.97031,0.97037,0.97051,0.97062,0.97075,0.97084,0.97086,0.97085,0.97082,0.97036,0.96503,-1,-0.98282,-0.97156,0.95116,0.96258,0.96935,0.97791,0.9816,0.9861,0.9865,0.98806,0.9915,0.99085,0.99032,0.98952,0.99065,0.99024,0.98941,0.98831,0.98722,0.98827,0.9875,0.9872,0.98736,0.98733,0.98681,0.98628,0.98526,0.98347,0.98208,0.97982,0.97822,0.97735,0.97681,0.97537,0.97488,0.97421,0.9731,0.97199,0.97215,0.97216,0.97216,0.9717,0.97126,0.97122,0.97049,0.9709,0.97094,0.97096,0.97047,0.97,0.96961,0.96957,0.96935,0.96927,0.96909,0.96904,0.96906,0.96894,0.96884,0.96867,0.96853,0.96795,0.96711,0.96728,0.96661
-0.45922,-0.45919,-0.4589,-0.45876,-0.45838,-0.45721,-0.45608,-0.45518,-0.45053,-0.44279,-0.43114,-0.419,-0.38433,-0.33908,-0.38482,-0.38216,-0.39677,-0.20927,-0.20298,-0.16454,-0.1301,-0.11325,-0.085801,-0.053671,-0.02128,-0.00033111,0.011753,0.019227,0.023889,0.025207,0.016796,0.0063763,-0.017143,-0.048472,-0.086207,-0.10227,-0.13223,-0.16103,-0.21807,-0.26464,-0.30347,-0.33437,-0.35919,-0.38054,-0.4033,-0.40973,-0.40848,-0.41062,-0.4158,-0.42127,-0.42625,-0.43136,-0.43206,-0.43474,-0.43577,-0.43736,-0.43857,-0.43887,-0.43996,-0.44149,-0.44749,-0.45359,-0.45971,-0.46103,-0.46183,-0.46314,-0.46461,-0.46549,-0.46649,-0.4671,-0.46754,-0.46784,-0.46757,-0.46775,-0.46894,-0.47061,-0.47149,-0.47268,-0.4731,-0.47444
-0.059071,-0.059124,-0.059799,-0.060341,-0.060296,-0.060734,-0.061661,-0.062336,-0.05614,-0.04679,-0.039736,-0.036246,-0.033046,-0.031564,-0.030153,-0.029281,-0.028319,-0.027968,-0.027413,-0.027115,-0.02684,-0.026641,-0.026497,-0.026389,-0.026313,-0.026258,-0.02623,-0.026207,-0.02618,-0.026166,-0.026154,-0.026142,-0.02614,-0.026135,-0.02613,-0.026127,-0.026124,-0.026123,-0.026121,-0.035053,-0.040262,-0.03661,-0.034465,-0.034006,-0.033221,-0.033027,-0.032308,-0.030241,-0.031677,-0.028933,-0.029302,-0.028173,-0.028192,-0.028075,-0.027808,-0.02764,-0.027432,-0.027127,-0.026932,-0.026808,-0.03304,-0.040215,-0.043274,-0.04452,-0.044983,-0.045143,-0.0495,-0.048329,-0.052011,-0.051299,-0.052728,-0.054299,-0.056222,-0.05646,-0.05699,-0.05711,-0.057085,-0.056981,-0.05693,-0.058427
-0.086915,-0.093797,-0.095492,-0.094471,-0.091382,-0.091384,-0.090067,-0.089067,-0.090829,-0.10513,-0.14906,-0.18492,-0.15805,-0.10886,0.65798,-0.30572,-0.37334,-0.25446,-0.078557,-0.049521,-0.065249,-0.13217,-0.15116,-0.134,-0.091455,-0.046262,-0.017406,0.01575,0.044633,0.062156,0.070397,0.073549,0.080747,0.08699,0.055904,0.095539,0.067715,0.036158,0.0068436,-0.045265,-0.080324,0.048135,-0.011853,-0.043018,-0.064427,-0.086041,-0.10594,-0.10435,-0.1045,-0.094804,-0.086002,-0.085594,-0.072349,-0.066341,-0.070939,-0.0682,-0.066216,-0.063035,-0.065707,-0.060626,-0.067168,-0.071315,-0.075305,-0.07658,-0.078778,-0.079495,-0.081525,-0.082933,-0.087721,-0.092824,-0.10232,-0.10277,-0.10771,-0.11071,-0.11093,-0.11084,-0.10947,-0.10825,-0.10962,-0.098626
1,1,1,0.99999,0.99997,0.9999,0.9998,0.99976,0.99965,0.99951,0.99926,0.99891,0.99896,0.99905,0.99911,0.99917,0.9991,0.99904,0.998,0.99714,0.99702,0.99651,0.9961,0.99612,0.9963,0.99645,0.99627,0.99615,0.99609,0.99608,0.99602,0.996,0.996,0.99606,0.99614,0.99633,0.99663,0.99669,0.99684,0.99745,0.99743,0.9974,0.99738,0.99738,0.99738,0.9974,0.99744,0.99752,0.99753,0.99763,0.99777,0.9978,0.99782,0.99784,0.99784,0.99785,0.99796,0.99798,0.998,0.99813,0.99817,0.99829,0.99829,0.99831,0.99829,0.99839,0.99838,0.99844,0.99847,0.99847,0.99851,0.99853,0.99855,0.99856,0.99858,0.99858,0.9986,0.99859,0.9986,0.9986
0.37346,0.37339,0.37315,0.3731,0.37287,0.37264,0.37264,0.37273,0.37284,0.37308,0.37474,0.37832,0.3816,0.38082,0.38212,0.38223,0.3818,0.38231,0.3832,0.38311,0.3829,0.38238,0.38259,0.38268,0.38275,0.38305,0.38315,0.38331,0.38376,0.38477,0.38414,0.3851,0.38483,0.38464,0.38473,0.38499,0.38565,0.38699,0.38698,0.38719,0.38714,0.3871,0.38729,0.38782,0.38775,0.38779,0.38802,0.38804,0.38812,0.38812,0.38807,0.38805,0.388,0.38789,0.38753,0.38709,0.38671,0.38666,0.38631,0.38579,0.38534,0.38494,0.38449,0.38409,0.38355,0.38347,0.38275,0.38122,0.3793,0.37961,0.37868,0.37827,0.37772,0.3774,0.3771,0.37686,0.3766,0.37644,0.37587,0.37599
0.063903,0.063917,0.063986,0.064009,0.064069,0.064055,0.064035,0.06406,0.063825,0.063646,0.062425,0.061185,0.060258,0.058473,0.056754,0.05699,0.056307,0.055341,0.053976,0.053124,0.052548,0.04996,0.048141,0.049605,0.047399,0.044931,0.04356,0.042997,0.042528,0.041031,0.041698,0.04247,0.041336,0.041129,0.041255,0.041405,0.041658,0.04181,0.044146,0.044726,0.046173,0.047282,0.048876,0.050474,0.055691,0.054782,0.055576,0.056963,0.056627,0.057103,0.057223,0.05736,0.057545,0.057528,0.057561,0.057597,0.057919,0.05788,0.058286,0.058364,0.058313,0.058336,0.058367,0.058625,0.059219,0.059878,0.064016,0.062112,0.069038,0.069526,0.072218,0.074102,0.076178,0.075494,0.077098,0.077244,0.077998,0.07862,0.07871,0.079078
-0.060991,-0.061013,-0.061094,-0.061221,-0.06125,-0.061252,-0.061255,-0.061339,-0.061424,-0.061455,-0.061338,-0.061053,-0.06036,-0.05895,-0.053367,-0.05329,-0.049671,-0.053412,-0.059117,-0.064907,-0.065164,-0.065893,-0.065703,-0.066358,-0.066016,-0.065623,-0.065188,-0.064794,-0.06482,-0.064469,-0.064361,-0.06404,-0.06394,-0.064135,-0.063949,-0.063839,-0.063735,-0.063558,-0.0634,-0.063278,-0.063256,-0.063241,-0.063178,-0.063094,-0.06263,-0.062689,-0.062528,-0.062387,-0.06224,-0.062237,-0.062167,-0.062115,-0.061781,-0.06115,-0.061431,-0.061107,-0.061136,-0.060866,-0.060823,-0.060674,-0.060399,-0.060383,-0.060344,-0.060406,-0.060474,-0.060546,-0.060637,-0.060755,-0.060805,-0.060851,-0.060858,-0.060882,-0.060985,-0.061065,-0.061116,-0.061132,-0.061109,-0.0611,-0.061098,-0.061096
