-0.4429,-0.43441,-0.4256,-0.41274,-0.39248,-0.3885,-0.37852,-0.36888,-0.35486,-0.3508,-0.34036,-0.3379,-0.33218,-0.33137,-0.3298,-0.32902,-0.32861,-0.32842,-0.32707,-0.326,-0.32621,-0.32642,-0.32591,-0.3257,-0.32579,-0.32605,-0.32723,-0.32926,-0.33127,-0.33521,-0.34376,-0.35575,-0.35813,-0.37159,-0.3728,-0.39287,-0.39318,-0.411,-0.43358,-0.45027,-0.46141,-0.46525
-0.53215,-0.5361,-0.5407,-0.5516,-0.55334,-0.55334,-0.55455,-0.55584,-0.55681,-0.55674,-0.55638,-0.55561,-0.55457,-0.55353,-0.55242,-0.5515,-0.55042,-0.54913,-0.54837,-0.54767,-0.54669,-0.54618,-0.5464,-0.54548,-0.54481,-0.54481,-0.54436,-0.54408,-0.54428,-0.54679,-0.54836,-0.55124,-0.55468,-0.55812,-0.56363,-0.56364,-0.56374,-0.56072,-0.55911,-0.54887,-0.54454,-0.53445
-0.50608,-0.50627,-0.50651,-0.5068,-0.50648,-0.50643,-0.50634,-0.50548,-0.50552,-0.50511,-0.50477,-0.50481,-0.50499,-0.50538,-0.50579,-0.50629,-0.50631,-0.50643,-0.50662,-0.50777,-0.50787,-0.50819,-0.50836,-0.50859,-0.50869,-0.50878,-0.50887,-0.50898,-0.50906,-0.50925,-0.50914,-0.50871,-0.5078,-0.50227,-0.4974,-0.49998,-0.50073,-0.50031,-0.50259,-0.50463,-0.50811,-0.50863
-0.53816,-0.51915,-0.49495,-0.45032,-0.44134,-0.43151,-0.39431,-0.3653,-0.35715,-0.33493,-0.32795,-0.30965,-0.30631,-0.30246,-0.29539,-0.2898,-0.2816,-0.28171,-0.27841,-0.27572,-0.26998,-0.26722,-0.26369,-0.26165,-0.26236,-0.25881,-0.25993,-0.25891,-0.26107,-0.27202,-0.28231,-0.3078,-0.31683,-0.34725,-0.37729,-0.39827,-0.41353,-0.43205,-0.45097,-0.46689,-0.49368,-0.5444
0.94699,0.94808,0.94772,0.94868,0.94963,0.95091,0.95156,0.95221,0.95265,0.95354,0.95547,0.9574,0.95856,0.95957,0.96433,0.96354,0.96394,0.96621,0.96482,0.96605,0.96592,0.96681,0.96665,0.96652,0.96717,0.96718,0.96748,0.96777,0.96804,0.96814,0.96773,0.96764,0.96694,0.96517,0.9649,0.96349,0.95913,0.95918,0.95709,0.95662,0.95671,0.95621
0.088508,0.091895,0.094698,0.098345,0.098426,0.098004,0.098912,0.099463,0.10081,0.099009,0.097356,0.096449,0.093369,0.082268,0.084343,0.083549,0.083792,0.080826,0.082431,0.081166,0.080194,0.079319,0.078752,0.078363,0.078087,0.077974,0.077974,0.077958,0.07799,0.079287,0.082447,0.089512,0.089253,0.089934,0.088848,0.090598,0.091279,0.096173,0.096222,0.094196,0.089934,0.081004
-0.4112,-0.41201,-0.41312,-0.41624,-0.42109,-0.42428,-0.42938,-0.42983,-0.43365,-0.43727,-0.43888,-0.43886,-0.43942,-0.43974,-0.4402,-0.44148,-0.44355,-0.44724,-0.44893,-0.44974,-0.45097,-0.45115,-0.45109,-0.45183,-0.45188,-0.45186,-0.45214,-0.45276,-0.45408,-0.4547,-0.45612,-0.45811,-0.45675,-0.45573,-0.44708,-0.4526,-0.44947,-0.45093,-0.45201,-0.45212,-0.44722,-0.442
-0.50346,-0.49572,-0.47745,-0.47192,-0.45766,-0.44272,-0.42869,-0.41252,-0.40307,-0.38875,-0.37963,-0.37413,-0.37335,-0.36818,-0.36108,-0.35292,-0.34266,-0.34232,-0.33908,-0.33764,-0.33657,-0.33582,-0.33305,-0.3297,-0.32558,-0.32299,-0.32404,-0.3251,-0.3261,-0.32581,-0.32826,-0.3315,-0.33472,-0.34902,-0.35727,-0.39918,-0.4427,-0.46558,-0.48999,-0.51419,-0.60793,-0.60472
0.95851,0.95782,0.95605,0.95239,0.94838,0.9472,0.94597,0.94629,0.94642,0.94707,0.94824,0.94902,0.94918,0.94939,0.94976,0.94963,0.94947,0.94971,0.94971,0.94963,0.94939,0.94937,0.94923,0.94921,0.94921,0.94923,0.94915,0.94915,0.9491,0.9491,0.94915,0.94939,0.9503,0.95286,0.95681,0.96303,0.9676,0.96511,0.96376,0.96425,0.96124,0.95717
-0.54681,-0.39814,-0.30448,-0.20179,-0.16072,-0.14131,-0.12703,-0.11933,-0.11609,-0.12476,-0.13236,-0.13471,-0.13247,-0.12956,-0.12633,-0.12223,-0.12215,-0.12183,-0.12316,-0.12311,-0.12377,-0.12455,-0.12468,-0.12453,-0.1245,-0.12435,-0.1169,-0.11026,-0.086839,-0.016668,-0.071605,-0.13432,-0.13687,-0.24449,-0.32871,-0.5779,-0.67029,-0.79535,-0.86024,-0.92785,-0.97642,-1
-0.51187,-0.51105,-0.51048,-0.51008,-0.50977,-0.50954,-0.50936,-0.50927,-0.50913,-0.50912,-0.50908,-0.50905,-0.50901,-0.50901,-0.509,-0.509,-0.509,-0.50899,-0.50899,-0.50898,-0.50898,-0.50898,-0.50898,-0.50898,-0.50898,-0.50898,-0.50898,-0.50897,-0.50897,-0.49973,-0.49304,-0.49749,-0.50075,-0.50305,-0.50462,-0.50527,-0.50619,-0.50582,-0.50643,-0.50647,-0.50632,-0.50649
-0.73802,-0.78007,-0.55066,-0.57029,-0.59491,-0.49911,-0.6182,-0.55946,-0.51099,-0.49959,-0.5006,-0.49972,-0.50143,-0.49688,-0.49955,-0.50364,-0.50729,-0.50895,-0.50939,-0.50937,-0.50902,-0.50857,-0.50808,-0.50728,-0.50659,-0.50416,-0.49455,-0.50172,-0.49668,-0.46873,-0.62997,-0.7328,-0.66236,-0.73452,-0.75194,-0.70538,-0.61627,-0.553,-0.51805,-0.49506,-0.46521,-0.45035
