-0.3834,-0.3779,-0.37398,-0.37465,-0.37227,-0.36968,-0.36722,-0.36336,-0.36043,-0.35612,-0.35111,-0.33718,-0.32935,-0.32757,-0.3211,-0.31919,-0.31517,-0.31437,-0.31312,-0.31321,-0.31451,-0.31627,-0.32059,-0.33045,-0.3331,-0.34255,-0.35398,-0.35557,-0.36404,-0.36761,-0.37766,-0.37646,-0.37755,-0.37607,-0.37508,-0.3736,-0.37307,-0.37218,-0.37136,-0.36994,-0.36961,-0.36868,-0.36722,-0.36651,-0.36581,-0.36442,-0.36456,-0.36463,-0.36474,-0.36491,-0.36308,-0.36229,-0.36186,-0.36125,-0.36169,-0.36094,-0.36094,-0.3608,-0.36084,-0.36091,-0.36092,-0.36108,-0.3612,-0.36129,-0.36151,-0.36181,-0.36209,-0.36248
-0.47435,-0.47557,-0.47715,-0.47782,-0.48065,-0.48447,-0.49243,-0.49525,-0.49946,-0.49837,-0.49888,-0.49904,-0.49848,-0.49361,-0.4899,-0.48882,-0.48885,-0.48912,-0.4891,-0.48735,-0.48765,-0.48879,-0.4905,-0.4926,-0.49384,-0.49656,-0.49523,-0.49583,-0.49505,-0.49331,-0.49067,-0.48593,-0.4764,-0.47584,-0.4687,-0.46937,-0.4676,-0.46487,-0.46323,-0.46223,-0.4601,-0.45772,-0.45617,-0.45591,-0.45577,-0.45608,-0.45733,-0.45687,-0.45791,-0.45911,-0.45984,-0.46067,-0.46059,-0.46303,-0.46322,-0.46413,-0.46477,-0.46525,-0.4653,-0.46592,-0.46568,-0.46564,-0.46563,-0.46592,-0.46586,-0.46614,-0.46614,-0.46624
-0.45678,-0.45679,-0.45687,-0.45676,-0.45654,-0.45636,-0.45618,-0.45763,-0.4585,-0.45949,-0.45866,-0.45822,-0.4582,-0.45786,-0.45862,-0.45942,-0.45995,-0.46046,-0.46101,-0.46114,-0.46016,-0.46007,-0.45948,-0.45856,-0.45713,-0.4543,-0.45155,-0.44849,-0.44969,-0.45122,-0.45044,-0.44969,-0.45178,-0.45249,-0.45381,-0.45578,-0.45661,-0.45671,-0.45769,-0.45864,-0.45913,-0.45952,-0.45972,-0.45996,-0.46045,-0.46083,-0.46109,-0.46098,-0.46088,-0.46079,-0.46062,-0.46044,-0.4601,-0.4602,-0.46004,-0.45987,-0.45961,-0.45941,-0.45927,-0.45929,-0.45931,-0.45935,-0.4593,-0.45927,-0.45925,-0.45923,-0.4592,-0.45921
-0.45756,-0.4588,-0.46299,-0.46993,-0.47507,-0.48685,-0.48338,-0.48283,-0.48898,-0.49441,-0.50485,-0.52458,-0.53761,-0.53912,-0.53979,-0.54262,-0.54211,-0.54159,-0.54636,-0.55103,-0.55136,-0.55387,-0.55371,-0.55616,-0.55944,-0.55641,-0.55634,-0.54973,-0.54266,-0.53532,-0.53041,-0.52924,-0.52484,-0.52176,-0.51984,-0.51685,-0.51677,-0.51574,-0.51454,-0.51352,-0.51383,-0.51412,-0.51418,-0.51274,-0.51115,-0.50846,-0.50841,-0.50557,-0.50324,-0.50162,-0.49993,-0.50028,-0.49858,-0.49738,-0.49664,-0.49618,-0.49604,-0.49598,-0.49596,-0.49577,-0.49546,-0.49437,-0.49492,-0.49519,-0.49606,-0.49646,-0.49773,-0.49916
0.94439,0.94759,0.95133,0.95348,0.95447,0.95531,0.95568,0.95726,0.95775,0.95922,0.9598,0.96054,0.96028,0.96832,0.96961,0.97075,0.97315,0.9746,0.97626,0.97671,0.97744,0.97673,0.97495,0.97342,0.9704,0.97028,0.96887,0.96715,0.96607,0.96472,0.96401,0.96431,0.96581,0.9664,0.96677,0.96674,0.96636,0.96583,0.96668,0.96651,0.9666,0.96662,0.96659,0.96638,0.96648,0.96646,0.96635,0.96619,0.966,0.96592,0.96588,0.96583,0.96575,0.96543,0.9654,0.96523,0.96507,0.96491,0.96477,0.9646,0.96458,0.9646,0.96449,0.96431,0.96416,0.96405,0.96395,0.96387
0.073849,0.059524,0.046777,0.0378,0.038005,0.03343,0.030874,0.063989,0.06798,0.073975,0.082147,0.086454,0.084009,0.069242,0.047014,0.032594,0.01606,0.012637,0.012542,0.0082037,0.006137,0.010286,0.017322,0.0502,0.05659,0.064194,0.070173,0.073171,0.07508,0.074827,0.071041,0.066718,0.056227,0.051273,0.047581,0.04755,0.037437,0.033856,0.028587,0.028997,0.027372,0.026315,0.026473,0.046635,0.054002,0.06167,0.067491,0.070173,0.07194,0.072761,0.073723,0.074165,0.073849,0.073518,0.073344,0.073313,0.073549,0.07396,0.074165,0.075095,0.07702,0.076862,0.07743,0.077998,0.077951,0.078961,0.078787,0.079734
-0.41642,-0.42535,-0.42665,-0.43479,-0.44388,-0.443,-0.44862,-0.41183,-0.36471,-0.33879,-0.31834,-0.30589,-0.3385,-0.37827,-0.39877,-0.42153,-0.43009,-0.42717,-0.43526,-0.43619,-0.43748,-0.44188,-0.44178,-0.4109,-0.36634,-0.34185,-0.32518,-0.32487,-0.3256,-0.3444,-0.34789,-0.3467,-0.3491,-0.34681,-0.34415,-0.34275,-0.36394,-0.39572,-0.41165,-0.42444,-0.43081,-0.43326,-0.43943,-0.41595,-0.38676,-0.37794,-0.37516,-0.37915,-0.38083,-0.38241,-0.38435,-0.38646,-0.38585,-0.38664,-0.38642,-0.38575,-0.38157,-0.37751,-0.3755,-0.37241,-0.36869,-0.36293,-0.35997,-0.35607,-0.34825,-0.3488,-0.34507,-0.33771
-0.43568,-0.45635,-0.47074,-0.46936,-0.4718,-0.47218,-0.4763,-0.47111,-0.46588,-0.46457,-0.47123,-0.48402,-0.48114,-0.47027,-0.47196,-0.4675,-0.46509,-0.46274,-0.4596,-0.4599,-0.462,-0.45686,-0.4523,-0.44511,-0.43841,-0.43896,-0.43336,-0.41632,-0.39595,-0.37303,-0.34867,-0.34256,-0.3404,-0.34032,-0.34014,-0.35468,-0.38807,-0.41935,-0.43488,-0.44439,-0.45857,-0.46102,-0.46758,-0.466,-0.45829,-0.45548,-0.45136,-0.43576,-0.42068,-0.4165,-0.41186,-0.40824,-0.40419,-0.39749,-0.38826,-0.38047,-0.38064,-0.38119,-0.38217,-0.38324,-0.39006,-0.40662,-0.40739,-0.42783,-0.43706,-0.46053,-0.49678,-0.49976
0.95622,0.95778,0.95909,0.96166,0.96638,0.96567,0.96528,0.9667,0.97007,0.97449,0.97454,0.97749,0.97641,0.97619,0.97708,0.97728,0.97747,0.97735,0.97714,0.97705,0.97692,0.9773,0.97774,0.97747,0.97731,0.97837,0.97856,0.97891,0.98026,0.98017,0.97971,0.97908,0.97777,0.97657,0.97695,0.97626,0.97572,0.97406,0.97436,0.97419,0.97408,0.97405,0.97394,0.97383,0.97383,0.97387,0.97383,0.97373,0.97364,0.97361,0.97364,0.97369,0.97373,0.97383,0.9743,0.97414,0.97438,0.97441,0.97438,0.97433,0.97454,0.97455,0.97471,0.97487,0.97496,0.97501,0.97504,0.97506
-0.88641,-0.86816,-0.79955,-0.73155,-0.61188,-0.46502,-0.34249,-0.27594,-0.2399,-0.199,-0.17625,-0.16377,-0.14552,-0.12072,-0.094311,-0.070647,-0.051841,-0.032136,-0.024343,-0.0023822,0.019121,-0.0083141,-0.063547,-0.04927,-0.19134,-0.33986,-0.46709,-0.6148,-0.70326,-0.78118,-0.84858,-0.89482,-0.9271,-0.94524,-0.95431,-0.9578,-0.96392,-0.96812,-0.97397,-0.97438,-0.97293,-0.97219,-0.97116,-0.98391,-0.99014,-0.99476,-0.99852,-0.99989,-0.99991,-1,-0.99893,-0.99833,-0.99733,-0.9964,-0.99542,-0.99462,-0.99412,-0.99393,-0.99317,-0.99257,-0.99222,-0.9923,-0.99238,-0.99227,-0.99247,-0.9927,-0.99314,-0.99345
