-0.31533,-0.31094,-0.31072,-0.30955,-0.30716,-0.30331,-0.30012,-0.29901,-0.29853,-0.29766,-0.29694,-0.29644,-0.29657,-0.29535,-0.29386,-0.29385,-0.29371,-0.29179,-0.28991,-0.29019,-0.28883,-0.2879,-0.28613,-0.2851,-0.28101,-0.28012,-0.27232,-0.27569,-0.2759
-0.31233,-0.31945,-0.32572,-0.33228,-0.33252,-0.34287,-0.35425,-0.35743,-0.35721,-0.35512,-0.35265,-0.35324,-0.35392,-0.35055,-0.34783,-0.34525,-0.34165,-0.33899,-0.33625,-0.33418,-0.33309,-0.3318,-0.33165,-0.33052,-0.32965,-0.32898,-0.32665,-0.32673,-0.32743
-0.335,-0.33482,-0.3346,-0.33486,-0.33485,-0.33428,-0.33346,-0.33385,-0.33426,-0.33491,-0.3355,-0.3347,-0.33369,-0.333,-0.33383,-0.33489,-0.3334,-0.33335,-0.33364,-0.3336,-0.33345,-0.33297,-0.33316,-0.33307,-0.33346,-0.33307,-0.33333,-0.33323,-0.33315
-0.33478,-0.32736,-0.32501,-0.32381,-0.31826,-0.31549,-0.31515,-0.31492,-0.31555,-0.31513,-0.31645,-0.31484,-0.31542,-0.3183,-0.32275,-0.32044,-0.32512,-0.32871,-0.34886,-0.34878,-0.35623,-0.35829,-0.36065,-0.36047,-0.35936,-0.36429,-0.36046,-0.35489,-0.34929
0.97427,0.97855,0.98259,0.98396,0.98565,0.97802,0.9681,0.9715,0.9797,0.98196,0.98532,0.97945,0.97164,0.9674,0.96787,0.97169,0.97507,0.97589,0.975,0.97494,0.9751,0.97507,0.97517,0.97524,0.97522,0.97447,0.97279,0.97078,0.96943
0.04531,0.015351,-0.016309,-0.031702,-0.032846,0.0049598,0.038863,0.033418,0.012878,-0.004874,-0.022212,-0.024799,-0.030859,-0.042122,-0.049826,-0.056659,-0.059574,0.00038592,0.0064177,0.017809,0.031831,0.040621,0.050427,0.066063,0.06482,0.059246,0.053371,0.038821,0.032117
-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626,-0.32626
-0.13712,0.007261,0.1144,0.18757,0.25669,0.34784,0.42445,0.43216,0.41658,0.39772,0.36724,0.34854,0.32713,0.31267,0.30991,0.30508,0.3033,0.13156,0.3221,0.37657,0.43907,0.19653,0.12734,0.025299,0.17311,0.23767,0.26906,0.28862,0.30106
0.93298,0.93202,0.93211,0.93026,0.9277,0.93042,0.93156,0.93274,0.93522,0.93718,0.93684,0.94108,0.94454,0.9458,0.94556,0.94583,0.946,0.94586,0.95205,0.96034,0.96264,0.9649,0.97007,0.96977,0.96941,0.97026,0.97254,0.97303,0.97191
-0.97843,-0.99315,-0.99114,-0.99541,-1,-0.99468,-0.99378,-0.9637,-0.93737,-0.9197,-0.90781,-0.88768,-0.86986,-0.863,-0.85407,-0.85189,-0.84215,-0.84369,-0.82779,-0.80578,-0.79961,-0.79259,-0.79263,-0.76974,-0.75217,-0.73395,-0.71441,-0.70715,-0.71213
-0.32694,-0.3268,-0.32662,-0.32658,-0.32657,-0.32651,-0.32648,-0.32645,-0.32641,-0.32639,-0.32636,-0.32637,-0.32637,-0.32637,-0.32636,-0.32635,-0.32633,-0.32632,-0.32632,-0.32632,-0.32632,-0.32631,-0.3263,-0.32629,-0.32628,-0.32627,-0.32627,-0.32627,-0.32626
-0.14538,-0.14688,-0.13314,-0.13168,-0.12602,-0.12132,-0.11766,-0.054329,0.010477,0.033203,0.057016,0.068065,0.077384,0.090333,0.09122,0.095836,0.10245,0.10766,0.12848,0.14869,0.1556,0.16632,0.16412,0.2242,0.29894,0.33456,0.43636,0.40171,0.33469
0.99121,0.99111,0.99009,0.98994,0.98962,0.98635,0.98159,0.98378,0.98376,0.98419,0.98522,0.98489,0.98551,0.98625,0.98644,0.98702,0.98775,0.98788,0.98822,0.98971,0.98878,0.98868,0.98964,0.98961,0.99052,0.99057,0.99428,0.99358,0.99438
0.1016,0.11042,0.10972,0.11938,0.13217,0.15385,0.17699,0.18267,0.18794,0.19732,0.19968,0.20639,0.21529,0.21932,0.21977,0.22029,0.22175,0.22002,0.21967,0.21963,0.21959,0.21816,0.21719,0.21607,0.21416,0.21164,0.20684,0.20494,0.20238
-0.22551,-0.22398,-0.2247,-0.2309,-0.24264,-0.24746,-0.25875,-0.26662,-0.26858,-0.27128,-0.27653,-0.28723,-0.28658,-0.28716,-0.28642,-0.28257,-0.28148,-0.27978,-0.27791,-0.27701,-0.27549,-0.27422,-0.27254,-0.2716,-0.27179,-0.27241,-0.27244,-0.27305,-0.2741
-0.27737,-0.27712,-0.27555,-0.27795,-0.27956,-0.29805,-0.31852,-0.32093,-0.32075,-0.32146,-0.32192,-0.32953,-0.34162,-0.34253,-0.34693,-0.34588,-0.34571,-0.34974,-0.3499,-0.35186,-0.35383,-0.3542,-0.35754,-0.3576,-0.36199,-0.3638,-0.36207,-0.36117,-0.36544
0.99057,0.99232,0.99367,0.99415,0.99513,0.99467,0.99418,0.99757,0.999,0.99907,0.99976,0.99996,0.99997,1,1,0.99967,0.99951,0.99953,0.99877,0.99861,0.9986,0.99803,0.99818,0.99784,0.99774,0.99768,0.99764,0.9977,0.99807
-0.85149,-0.85277,-0.85285,-0.85302,-0.85189,-0.8565,-0.85685,-0.84945,-0.83901,-0.83075,-0.82544,-0.82182,-0.81569,-0.81623,-0.81567,-0.81703,-0.82201,-0.82298,-0.82475,-0.82406,-0.82196,-0.82119,-0.81925,-0.81274,-0.81181,-0.80561,-0.79624,-0.78897,-0.7832
-0.35951,-0.35884,-0.35675,-0.34525,-0.34503,-0.32626,-0.32684,-0.31825,-0.3227,-0.31783,-0.31252,-0.30698,-0.3022,-0.28771,-0.27449,-0.27329,-0.25636,-0.25194,-0.2487,-0.24922,-0.24742,-0.24574,-0.23628,-0.23456,-0.23294,-0.23237,-0.23925,-0.24845,-0.24906
-0.31077,-0.30755,-0.30524,-0.30679,-0.30453,-0.3202,-0.33831,-0.3409,-0.34159,-0.34179,-0.34201,-0.34917,-0.35776,-0.36111,-0.36373,-0.35877,-0.35731,-0.35733,-0.35936,-0.36101,-0.36271,-0.3631,-0.3657,-0.36925,-0.37192,-0.3798,-0.37752,-0.38469,-0.38888
