-0.33678,-0.33747,-0.33894,-0.33823,-0.33946,-0.33996,-0.33978,-0.33946,-0.33901,-0.33815,-0.33786,-0.33332,-0.33544,-0.33371,-0.33098,-0.32927,-0.32748,-0.32618,-0.32557,-0.32458,-0.32421,-0.3239,-0.32396,-0.32413,-0.32407,-0.32407,-0.32453,-0.32451,-0.32503,-0.32576,-0.32733,-0.32669,-0.32749,-0.32815,-0.32815,-0.32848,-0.32948,-0.33198,-0.33212,-0.33684,-0.34022,-0.34849,-0.35519,-0.36491,-0.36744,-0.37212,-0.37164,-0.37152,-0.37061,-0.3694,-0.36942,-0.36872,-0.36821,-0.36768,-0.36709,-0.36498,-0.36514,-0.36411,-0.36312,-0.36244,-0.36254,-0.36257,-0.36114,-0.35989,-0.35902,-0.35927
-0.4449,-0.4462,-0.44587,-0.44535,-0.44543,-0.44551,-0.4459,-0.44581,-0.44534,-0.4447,-0.44403,-0.44363,-0.44371,-0.44372,-0.44377,-0.44382,-0.44385,-0.44394,-0.44414,-0.44485,-0.44485,-0.4461,-0.44684,-0.44747,-0.44767,-0.44804,-0.44866,-0.44957,-0.45038,-0.45103,-0.45141,-0.45142,-0.45154,-0.45155,-0.45141,-0.45115,-0.45106,-0.45104,-0.45149,-0.45152,-0.45241,-0.45376,-0.45352,-0.45258,-0.45193,-0.44991,-0.44975,-0.44735,-0.44512,-0.44559,-0.44511,-0.44441,-0.44373,-0.4427,-0.44206,-0.44102,-0.44026,-0.43955,-0.43884,-0.43656,-0.43614,-0.43526,-0.43461,-0.43441,-0.43191,-0.43331
-0.44203,-0.44117,-0.44137,-0.44055,-0.4407,-0.44087,-0.4404,-0.44014,-0.44022,-0.44041,-0.44051,-0.44085,-0.4408,-0.44098,-0.44106,-0.44127,-0.44155,-0.44163,-0.44201,-0.44258,-0.44302,-0.44333,-0.44394,-0.44442,-0.44467,-0.44489,-0.44529,-0.44565,-0.44565,-0.44571,-0.44574,-0.44576,-0.44604,-0.44621,-0.44628,-0.44623,-0.44613,-0.44447,-0.44421,-0.44303,-0.44206,-0.44074,-0.44077,-0.44044,-0.44042,-0.44059,-0.44059,-0.44109,-0.44159,-0.44215,-0.44251,-0.44276,-0.44308,-0.4432,-0.44358,-0.444,-0.44363,-0.44391,-0.44394,-0.44388,-0.44392,-0.44385,-0.44375,-0.44368,-0.44352,-0.44336
-0.39291,-0.39692,-0.40194,-0.4067,-0.40554,-0.40664,-0.40613,-0.40545,-0.40379,-0.40132,-0.39009,-0.3898,-0.38254,-0.37261,-0.36358,-0.34261,-0.34291,-0.33421,-0.32816,-0.32234,-0.31787,-0.31309,-0.30977,-0.30177,-0.30007,-0.29798,-0.29692,-0.29292,-0.29277,-0.29175,-0.29174,-0.29205,-0.29141,-0.29075,-0.28979,-0.29054,-0.29076,-0.29846,-0.30706,-0.31265,-0.32468,-0.33696,-0.34589,-0.35805,-0.36705,-0.38731,-0.41168,-0.4225,-0.44426,-0.46573,-0.48492,-0.51665,-0.51675,-0.523,-0.52766,-0.53126,-0.53351,-0.53406,-0.53769,-0.54082,-0.54511,-0.54783,-0.55065,-0.55599,-0.55564,-0.55681
0.94135,0.94149,0.94169,0.94211,0.9434,0.94283,0.94288,0.94372,0.94355,0.9439,0.94409,0.94319,0.94253,0.94289,0.94189,0.94205,0.94127,0.93996,0.93783,0.93602,0.93635,0.93482,0.93506,0.93514,0.93387,0.934,0.93278,0.93302,0.93314,0.93215,0.93238,0.93199,0.93191,0.9319,0.932,0.93182,0.93158,0.93051,0.93059,0.93048,0.93088,0.93174,0.93263,0.93425,0.93647,0.93671,0.93766,0.9387,0.94043,0.94071,0.94227,0.94429,0.9459,0.94714,0.94844,0.94942,0.95001,0.95082,0.95163,0.9522,0.95385,0.95401,0.95384,0.95382,0.95396,0.95404
0.14824,0.15054,0.14941,0.14916,0.15025,0.15026,0.15101,0.15112,0.15227,0.15481,0.158,0.16036,0.16758,0.17495,0.17727,0.18339,0.19304,0.1958,0.20192,0.20652,0.21008,0.21848,0.21315,0.22187,0.22235,0.2219,0.22475,0.22597,0.2264,0.22553,0.22542,0.22441,0.22341,0.22232,0.22095,0.22192,0.22352,0.22299,0.22284,0.22003,0.21018,0.19667,0.2003,0.17489,0.17414,0.16243,0.14519,0.13871,0.13119,0.12471,0.11524,0.11343,0.10946,0.093014,0.086193,0.076989,0.068657,0.062879,0.058456,0.071569,0.075323,0.078749,0.081147,0.081163,0.078453,0.078375
-0.31647,-0.32103,-0.31828,-0.31987,-0.32077,-0.32145,-0.32418,-0.32688,-0.32987,-0.33028,-0.33002,-0.32972,-0.32966,-0.32986,-0.33015,-0.33118,-0.33301,-0.33374,-0.33742,-0.34084,-0.34015,-0.34271,-0.34472,-0.34608,-0.34701,-0.3471,-0.34746,-0.34777,-0.34785,-0.34727,-0.34574,-0.34456,-0.34374,-0.34232,-0.34282,-0.34362,-0.34466,-0.34589,-0.3466,-0.34843,-0.34932,-0.35275,-0.35327,-0.35649,-0.35607,-0.35465,-0.35441,-0.35145,-0.34905,-0.34827,-0.34649,-0.33815,-0.32121,-0.34844,-0.38013,-0.41036,-0.40775,-0.41495,-0.41748,-0.39101,-0.35575,-0.32557,-0.32437,-0.32298,-0.31826,-0.31808
-0.40189,-0.40601,-0.40968,-0.4132,-0.41413,-0.41629,-0.41575,-0.4138,-0.41425,-0.41447,-0.41629,-0.41843,-0.41703,-0.42092,-0.42317,-0.40249,-0.38225,-0.373,-0.37427,-0.38799,-0.40375,-0.42043,-0.42169,-0.42758,-0.42468,-0.4255,-0.42906,-0.43208,-0.43075,-0.43445,-0.43782,-0.44476,-0.43997,-0.44302,-0.44217,-0.44171,-0.44131,-0.44251,-0.42925,-0.4175,-0.40977,-0.412,-0.40539,-0.38208,-0.38358,-0.36597,-0.36956,-0.36222,-0.35824,-0.34754,-0.34397,-0.34494,-0.35191,-0.35833,-0.38069,-0.37528,-0.385,-0.40146,-0.38584,-0.3929,-0.39435,-0.39569,-0.3961,-0.38829,-0.38668,-0.38345
0.95438,0.9559,0.95636,0.9577,0.958,0.95798,0.95865,0.95862,0.95786,0.95572,0.95403,0.95305,0.95074,0.94884,0.94728,0.94588,0.9447,0.94319,0.942,0.9395,0.93647,0.93244,0.93057,0.93,0.92891,0.92755,0.92615,0.9243,0.92319,0.92165,0.92085,0.91941,0.91833,0.91846,0.91769,0.91758,0.91984,0.92476,0.93685,0.94454,0.94747,0.95463,0.95823,0.96303,0.96452,0.9642,0.96459,0.96474,0.96636,0.96734,0.96779,0.96853,0.96943,0.96997,0.97057,0.97152,0.97134,0.97203,0.97212,0.97248,0.97301,0.9736,0.97413,0.97461,0.97486,0.97586
-0.85762,-0.89305,-0.91182,-0.91357,-0.89514,-0.86579,-0.83162,-0.79633,-0.77152,-0.75627,-0.75295,-0.75951,-0.76811,-0.77849,-0.7929,-0.79159,-0.79819,-0.7993,-0.80375,-0.81905,-0.83616,-0.84755,-0.86177,-0.87608,-0.87571,-0.88992,-0.89768,-0.90698,-0.91313,-0.91765,-0.92392,-0.92873,-0.93582,-0.93834,-0.96205,-0.98835,-1,-0.99164,-0.98024,-0.97153,-0.9635,-0.95818,-0.95716,-0.95714,-0.95765,-0.95987,-0.96111,-0.96145,-0.96147,-0.95999,-0.95812,-0.96641,-0.97155,-0.9738,-0.97514,-0.9756,-0.97651,-0.97799,-0.97848,-0.97922,-0.97974,-0.97996,-0.97989,-0.98011,-0.98011,-0.98002
