-0.3453,-0.33463,-0.32637,-0.31895,-0.30604,-0.30578,-0.2971,-0.29618,-0.29144,-0.28647,-0.27582,-0.26922,-0.26553,-0.26452,-0.25927,-0.25731,-0.25606,-0.25598,-0.25522,-0.25419,-0.24959,-0.24948,-0.25083,-0.25326,-0.25709,-0.26172,-0.2685,-0.28066,-0.28446,-0.29325,-0.30088,-0.30749,-0.3135
-0.33433,-0.33564,-0.33765,-0.3426,-0.34228,-0.35071,-0.36423,-0.38183,-0.38581,-0.39636,-0.39988,-0.39879,-0.39843,-0.39873,-0.39909,-0.39968,-0.40078,-0.40157,-0.40063,-0.3996,-0.39818,-0.39334,-0.39138,-0.39059,-0.38985,-0.3888,-0.38676,-0.38767,-0.3881,-0.3873,-0.3868,-0.38546,-0.38441
-0.36593,-0.36686,-0.36817,-0.368,-0.3668,-0.3656,-0.36339,-0.36049,-0.36116,-0.36187,-0.36147,-0.36243,-0.36356,-0.3629,-0.36162,-0.35993,-0.36032,-0.35985,-0.3595,-0.35986,-0.36011,-0.36207,-0.36448,-0.36487,-0.36514,-0.36555,-0.36497,-0.3647,-0.36348,-0.36207,-0.35892,-0.36017,-0.35852
-0.4719,-0.44046,-0.42812,-0.4049,-0.39461,-0.3804,-0.35287,-0.3276,-0.30941,-0.27496,-0.25123,-0.22816,-0.22967,-0.22439,-0.22443,-0.22523,-0.22609,-0.22622,-0.22664,-0.23223,-0.23807,-0.23648,-0.24063,-0.24379,-0.24703,-0.25072,-0.25981,-0.27736,-0.28381,-0.29598,-0.30753,-0.31888,-0.32717
0.95796,0.95852,0.96103,0.96368,0.96873,0.96848,0.97304,0.97816,0.97875,0.98066,0.97927,0.97882,0.97942,0.97995,0.98071,0.98104,0.98113,0.98107,0.98106,0.98144,0.98302,0.9891,0.99615,0.99672,0.99514,0.99337,0.99143,0.98899,0.98597,0.98409,0.98135,0.98135,0.97883
0.11426,0.11177,0.12043,0.1308,0.12963,0.13868,0.12461,0.11069,0.11016,0.11238,0.11506,0.11629,0.11629,0.11197,0.1062,0.10333,0.10292,0.10283,0.10292,0.10212,0.099043,0.079281,0.064054,0.066819,0.06913,0.073182,0.077395,0.083801,0.093207,0.098809,0.10267,0.10557,0.1077
-0.29316,-0.29202,-0.29114,-0.28975,-0.28763,-0.28917,-0.29974,-0.30356,-0.30474,-0.31038,-0.31443,-0.31899,-0.31895,-0.32687,-0.33259,-0.33471,-0.3373,-0.33788,-0.33956,-0.33941,-0.34041,-0.34131,-0.34299,-0.3426,-0.34415,-0.34443,-0.34446,-0.33467,-0.33114,-0.3298,-0.32148,-0.31273,-0.31349
-0.24631,-0.24778,-0.2579,-0.25666,-0.26021,-0.26136,-0.25997,-0.27712,-0.29262,-0.29282,-0.29334,-0.29416,-0.29644,-0.31895,-0.33651,-0.33459,-0.33629,-0.33556,-0.33649,-0.33594,-0.33532,-0.33679,-0.33168,-0.31967,-0.31047,-0.30061,-0.29339,-0.28692,-0.28367,-0.28187,-0.28275,-0.28133,-0.28111
0.95302,0.94408,0.96391,0.98673,0.99674,1,0.9971,0.99359,0.99191,0.99103,0.99061,0.98678,0.98717,0.98739,0.98777,0.98822,0.9888,0.98875,0.98783,0.98414,0.98062,0.97515,0.97721,0.9744,0.9737,0.97294,0.97254,0.97222,0.97134,0.97153,0.97161,0.97168,0.97192
-0.71615,-0.70313,-0.48824,-0.39919,-0.30052,-0.24677,-0.25355,-0.27411,-0.28866,-0.28551,-0.2716,-0.25616,-0.2347,-0.20667,-0.19579,-0.19776,-0.20082,-0.1914,-0.17944,-0.1889,-0.19652,-0.22745,-0.27523,-0.32706,-0.36341,-0.37878,-0.44435,-0.53315,-0.56884,-0.60222,-0.64082,-0.68529,-0.72739
