0.052095,0.052909,0.055408,0.056102,0.056663,0.057815,0.058917,0.059694,0.060958,0.061313,0.062855,0.067308,0.072235,0.075353,0.085761,0.087521,0.094896,0.095697,0.098707,0.1027,0.10348,0.10706,0.1069,0.10775,0.10844,0.11083,0.11339,0.11331,0.11313,0.11652,0.11745,0.11748,0.11795,0.11782,0.11753,0.11644,0.11587,0.11431,0.11215,0.10937,0.1072,0.10786,0.10637,0.10289,0.10035,0.098302,0.096329,0.094023,0.089388,0.086533,0.080257,0.073191,0.069302,0.065568,0.061341,0.057859,0.048654,0.046281,0.045256,0.043045,0.039187,0.037109,0.037105,0.036139,0.035267
-0.009563,-0.011603,-0.014343,-0.015211,-0.016877,-0.01747,-0.01795,-0.018033,-0.018682,-0.018893,-0.019358,-0.019409,-0.019831,-0.020327,-0.020858,-0.021878,-0.022068,-0.022,-0.022028,-0.022126,-0.022104,-0.021124,-0.020424,-0.020321,-0.019714,-0.019741,-0.019847,-0.019963,-0.019965,-0.019779,-0.019296,-0.018749,-0.018183,-0.017192,-0.01718,-0.016289,-0.016628,-0.016379,-0.016672,-0.016963,-0.01722,-0.017647,-0.018337,-0.019366,-0.019222,-0.018918,-0.018587,-0.018006,-0.017554,-0.017261,-0.016802,-0.016796,-0.016911,-0.017075,-0.017482,-0.017581,-0.017939,-0.018211,-0.016673,-0.016704,-0.015642,-0.014032,-0.012817,-0.010987,-0.0098621
-0.013033,-0.011155,-0.012387,-0.012598,-0.011908,-0.01155,-0.011295,-0.011157,-0.010772,-0.0095438,-0.0093431,-0.0085619,-0.0085664,-0.0076323,-0.0059002,-0.0057812,-0.0052353,-0.0050287,-0.0051259,-0.0052772,-0.0055623,-0.0056921,-0.0070704,-0.0073129,-0.0079413,-0.0082724,-0.0089682,-0.0095202,-0.0099312,-0.010247,-0.010244,-0.010166,-0.010269,-0.010254,-0.010284,-0.010272,-0.010234,-0.010188,-0.010148,-0.010087,-0.010046,-0.0099444,-0.0099157,-0.0098899,-0.0099169,-0.0099689,-0.010016,-0.010051,-0.010057,-0.010082,-0.010192,-0.010646,-0.010708,-0.012147,-0.011478,-0.013118,-0.012059,-0.01214,-0.011879,-0.011295,-0.010551,-0.0099227,-0.0096585,-0.0091837,-0.0090009
0.0064969,0.0084837,0.010588,0.011669,0.013105,0.013555,0.015585,0.021322,0.018833,0.023361,0.030274,0.04533,0.04927,0.059403,0.073206,0.085342,0.085209,0.098034,0.10042,0.10522,0.10486,0.1086,0.1137,0.11363,0.11763,0.12185,0.12364,0.12582,0.12796,0.12896,0.12912,0.12949,0.1296,0.12951,0.12978,0.12989,0.13,0.13004,0.1297,0.12947,0.12923,0.12893,0.12722,0.12571,0.12407,0.12243,0.11972,0.11459,0.11496,0.11251,0.10751,0.099424,0.092143,0.069083,0.059999,0.019461,0.011319,-0.012274,-0.034191,-0.05601,-0.074643,-0.097646,-0.098385,-0.10731,-0.12196
0.97424,0.97441,0.97419,0.97418,0.97424,0.97416,0.97421,0.97428,0.97432,0.97446,0.97479,0.97582,0.97591,0.97595,0.97661,0.97774,0.97784,0.97766,0.97799,0.9781,0.97813,0.9781,0.97803,0.97789,0.97789,0.97791,0.97792,0.97775,0.97779,0.97776,0.97773,0.9775,0.97718,0.97713,0.97706,0.97679,0.97643,0.97603,0.97492,0.97548,0.97477,0.97475,0.97463,0.97444,0.97447,0.97459,0.97381,0.97314,0.97259,0.97212,0.97213,0.97112,0.97168,0.97115,0.97126,0.97135,0.97096,0.97081,0.97057,0.97035,0.96985,0.96905,0.96629,0.96678,0.9662
0.32848,0.33204,0.33889,0.34101,0.3456,0.34867,0.34996,0.35325,0.35811,0.35577,0.35776,0.35756,0.35836,0.36082,0.36281,0.36587,0.36789,0.37054,0.37293,0.3755,0.38088,0.38157,0.38612,0.38595,0.38936,0.3929,0.39507,0.39595,0.39657,0.397,0.39693,0.39708,0.39822,0.39808,0.39888,0.39967,0.4011,0.40099,0.4007,0.40198,0.40587,0.40628,0.40994,0.4092,0.40948,0.40944,0.40995,0.40997,0.41011,0.41012,0.41001,0.40945,0.40862,0.40668,0.4016,0.39894,0.39609,0.39093,0.37433,0.37412,0.36832,0.36143,0.35754,0.35308,0.34963
0.063065,0.062377,0.062494,0.060275,0.059299,0.059281,0.059059,0.058692,0.058116,0.058326,0.058613,0.057787,0.056372,0.054379,0.052076,0.048163,0.047442,0.044399,0.042081,0.039988,0.032639,0.036515,0.032796,0.031481,0.029811,0.02851,0.027517,0.026314,0.02555,0.024113,0.02332,0.023095,0.022999,0.023051,0.023096,0.022917,0.022873,0.022859,0.022873,0.022954,0.023023,0.022848,0.021564,0.021615,0.021894,0.022839,0.022691,0.023435,0.024117,0.025334,0.02793,0.031398,0.033942,0.033667,0.033696,0.034526,0.035598,0.040156,0.045407,0.045834,0.051843,0.054919,0.061819,0.069258,0.070634
-0.021989,-0.031,-0.037811,-0.038816,-0.033087,-0.036344,-0.035121,-0.035199,-0.035414,-0.035454,-0.035519,-0.035389,-0.035083,-0.034333,-0.033218,-0.032998,-0.032001,-0.03098,-0.030249,-0.029431,-0.029283,-0.028866,-0.028726,-0.029009,-0.029272,-0.029346,-0.029441,-0.029966,-0.029775,-0.030057,-0.030956,-0.03094,-0.031554,-0.032743,-0.032835,-0.03401,-0.034166,-0.034016,-0.034291,-0.034311,-0.034379,-0.034281,-0.034075,-0.03428,-0.034399,-0.035188,-0.035131,-0.035762,-0.037176,-0.037638,-0.038963,-0.040733,-0.04205,-0.039215,-0.024839,-0.023559,-0.0092996,0.011194,0.020216,0.036178,0.050264,0.057203,0.073034,0.07105,0.071989
-0.99679,-0.99748,-0.99741,-0.99809,-0.99847,-0.99876,-0.99862,-0.999,-0.99916,-0.99912,-0.99899,-0.99879,-0.9987,-0.99825,-0.99821,-0.99796,-0.99741,-0.99649,-0.99673,-0.99694,-0.99552,-0.99459,-0.99349,-0.99371,-0.99389,-0.99211,-0.99123,-0.99053,-0.9907,-0.99062,-0.99049,-0.99053,-0.98918,-0.98836,-0.98794,-0.9871,-0.98725,-0.98723,-0.98577,-0.98519,-0.98509,-0.98459,-0.98458,-0.9845,-0.98328,-0.98376,-0.98364,-0.9835,-0.98282,-0.98264,-0.98257,-0.98268,-0.98285,-0.9831,-0.98328,-0.98493,-0.98551,-0.98582,-0.98738,-0.98947,-0.99151,-0.99394,-0.99539,-0.99668,-1
-0.36369,-0.36104,-0.34651,-0.3421,-0.33444,-0.32759,-0.31163,-0.28586,-0.25826,-0.2263,-0.19871,-0.1808,-0.17129,-0.17323,-0.17953,-0.18752,-0.18777,-0.19607,-0.20808,-0.21986,-0.23343,-0.24372,-0.24918,-0.25508,-0.25641,-0.25692,-0.25816,-0.25807,-0.25275,-0.25243,-0.25116,-0.25185,-0.25253,-0.25244,-0.25225,-0.25196,-0.25054,-0.24847,-0.24189,-0.24298,-0.24388,-0.245,-0.24551,-0.24651,-0.25014,-0.25754,-0.25655,-0.2604,-0.28001,-0.30555,-0.31927,-0.32787,-0.33375,-0.33412,-0.33929,-0.34586,-0.35335,-0.36352,-0.3634,-0.36209,-0.36132,-0.36115,-0.36041,-0.35856,-0.35533
