-0.24119,-0.24565,-0.25328,-0.26514,-0.26531,-0.26857,-0.27129,-0.27371,-0.2783,-0.27742,-0.28312,-0.28708,-0.28799,-0.28832,-0.28813,-0.28828,-0.28815,-0.28789,-0.28654,-0.28646,-0.28576,-0.28596,-0.28601,-0.28547,-0.28555,-0.28516,-0.28431,-0.28189,-0.28355,-0.28364,-0.28205,-0.28087,-0.27926,-0.27755,-0.27636,-0.27573,-0.27458,-0.27329,-0.27084,-0.26733,-0.26429,-0.25856,-0.25713,-0.25499,-0.24487,-0.23913,-0.22676,-0.21618,-0.20048,-0.19022,-0.1826,-0.18161,-0.17758,-0.17606,-0.17615
-0.28588,-0.28467,-0.2811,-0.27989,-0.27875,-0.27373,-0.2706,-0.27083,-0.27084,-0.27015,-0.26898,-0.26889,-0.26706,-0.26553,-0.26544,-0.26418,-0.26436,-0.26427,-0.26426,-0.26401,-0.26385,-0.26329,-0.26355,-0.26274,-0.26314,-0.26265,-0.26201,-0.26146,-0.2603,-0.26051,-0.25963,-0.25953,-0.25908,-0.25706,-0.25754,-0.25759,-0.25696,-0.25698,-0.25586,-0.25562,-0.25565,-0.25482,-0.25386,-0.25243,-0.25207,-0.254,-0.26323,-0.26302,-0.26748,-0.27091,-0.26906,-0.27054,-0.26992,-0.27019,-0.27045
-0.28043,-0.27947,-0.27829,-0.2779,-0.27775,-0.27768,-0.27778,-0.27776,-0.27786,-0.27801,-0.27813,-0.27821,-0.27831,-0.27823,-0.27833,-0.27852,-0.27863,-0.27868,-0.27866,-0.27877,-0.27881,-0.27884,-0.27885,-0.27885,-0.27888,-0.27894,-0.27883,-0.27883,-0.27878,-0.27874,-0.27867,-0.27863,-0.27866,-0.27868,-0.27871,-0.27873,-0.27878,-0.27883,-0.27897,-0.27871,-0.27866,-0.27871,-0.27906,-0.27935,-0.27907,-0.27919,-0.27906,-0.27941,-0.27958,-0.27981,-0.27993,-0.28009,-0.28047,-0.28102,-0.2815
-0.29234,-0.29095,-0.29299,-0.29465,-0.29693,-0.30279,-0.31463,-0.33004,-0.34579,-0.36603,-0.36965,-0.37748,-0.38654,-0.39651,-0.39654,-0.4014,-0.40192,-0.40513,-0.40554,-0.40701,-0.40812,-0.40922,-0.41145,-0.41437,-0.41638,-0.41863,-0.4211,-0.4243,-0.42717,-0.43102,-0.43242,-0.43544,-0.43679,-0.43637,-0.43607,-0.43552,-0.43511,-0.43552,-0.43543,-0.43661,-0.43798,-0.43784,-0.43702,-0.43474,-0.43408,-0.43621,-0.43563,-0.43632,-0.43632,-0.43713,-0.43724,-0.43688,-0.42842,-0.41959,-0.41575
0.95126,0.95066,0.94405,0.94231,0.92907,0.9259,0.92651,0.92467,0.92057,0.91663,0.91352,0.91093,0.91005,0.90808,0.90874,0.90679,0.90514,0.90328,0.90329,0.90337,0.90355,0.90227,0.90162,0.90118,0.90015,0.90101,0.90135,0.90082,0.90086,0.90078,0.90076,0.90078,0.9008,0.90086,0.90134,0.90145,0.90391,0.9024,0.90227,0.90271,0.90455,0.90563,0.90641,0.91002,0.91212,0.91789,0.92509,0.92541,0.93056,0.9364,0.94152,0.94652,0.9516,0.95714,0.95759
0.19948,0.14983,0.13936,0.12711,0.12076,0.12431,0.12765,0.14432,0.15984,0.16399,0.16738,0.16915,0.17397,0.18169,0.17346,0.16557,0.16667,0.16514,0.17015,0.18313,0.19516,0.20387,0.20029,0.19632,0.19687,0.2103,0.2283,0.23686,0.24084,0.23794,0.23791,0.2372,0.23699,0.22874,0.22058,0.20349,0.18486,0.18146,0.18059,0.1779,0.18269,0.18316,0.19095,0.1882,0.17996,0.16436,0.16142,0.14916,0.13748,0.11438,0.076686,0.11764,0.12365,0.13801,0.14259
-0.27401,-0.2751,-0.27606,-0.27676,-0.27727,-0.27755,-0.27774,-0.27795,-0.27813,-0.27824,-0.27833,-0.27836,-0.27843,-0.27845,-0.27848,-0.2785,-0.27851,-0.27852,-0.27853,-0.27854,-0.27854,-0.27854,-0.27854,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.27855,-0.18662,-0.19065,-0.18135,-0.16332
-0.13481,-0.16374,-0.18898,-0.78122,-0.76475,-0.94669,-1,-0.99241,-0.86408,-0.80318,-0.72402,-0.67552,-0.62433,-0.49599,-0.73298,-0.57415,-0.56225,-0.5649,-0.54341,-0.51835,-0.49654,-0.45165,-0.40282,-0.37645,-0.28094,0.20051,0.038851,0.020559,0.038041,-0.024225,-0.058504,-0.11874,-0.17811,-0.11282,-0.12095,-0.033798,-0.45471,0.22172,-0.7038,-0.062527,-0.21168,-0.16203,0.023896,0.23988,0.32921,0.34326,0.42514,0.40833,0.25735,0.16744,0.10425,-0.047325,-0.12462,-0.23633,-0.30477
0.96296,0.96085,0.96133,0.95951,0.95526,0.95546,0.95382,0.95277,0.95116,0.94953,0.9488,0.94726,0.94586,0.9461,0.94626,0.94508,0.94106,0.9404,0.93775,0.93889,0.93934,0.93979,0.93923,0.93911,0.93915,0.94048,0.94361,0.94536,0.94586,0.94579,0.94644,0.94728,0.94828,0.94862,0.94836,0.94818,0.94917,0.95066,0.95159,0.95427,0.95504,0.95758,0.95942,0.96063,0.96402,0.96557,0.96902,0.96659,0.96521,0.96449,0.96477,0.96524,0.96571,0.96576,0.96628
-0.66866,-0.6761,-0.66627,-0.65773,-0.65859,-0.66061,-0.67513,-0.68251,-0.67178,-0.65319,-0.63546,-0.62507,-0.62758,-0.64789,-0.6535,-0.65524,-0.66461,-0.67076,-0.67643,-0.68896,-0.70511,-0.70502,-0.70383,-0.70272,-0.70093,-0.70031,-0.7028,-0.70325,-0.70311,-0.70298,-0.70303,-0.70259,-0.70279,-0.69769,-0.69216,-0.68883,-0.68236,-0.68136,-0.67311,-0.66264,-0.66355,-0.65961,-0.66061,-0.6576,-0.65234,-0.65461,-0.65453,-0.66522,-0.71799,-0.72527,-0.72115,-0.75564,-0.75792,-0.75862,-0.74541
