-0.19755,-0.19755,-0.19766,-0.1978,-0.19781,-0.19778,-0.1979,-0.19836,-0.19771,-0.19573,-0.19512,-0.1915,-0.1913,-0.18597,-0.18511,-0.1798,-0.17353,-0.17277,-0.16983,-0.1673,-0.16541,-0.16364,-0.16211,-0.15363,-0.15504,-0.1526,-0.15075,-0.14723,-0.14971,-0.1498,-0.14809,-0.14654,-0.14424,-0.14253,-0.14278,-0.1429,-0.14283,-0.14262,-0.14077,-0.13673,-0.13531,-0.13507,-0.13538,-0.1359,-0.13543,-0.13635,-0.13715,-0.13896,-0.14419,-0.14951,-0.15622,-0.1622,-0.16663
-0.29094,-0.29103,-0.29052,-0.29058,-0.28994,-0.29023,-0.2904,-0.28966,-0.28947,-0.28912,-0.2893,-0.28976,-0.29143,-0.29065,-0.29352,-0.2934,-0.29473,-0.29628,-0.29806,-0.30134,-0.3058,-0.30371,-0.30564,-0.30539,-0.30515,-0.30694,-0.30677,-0.30658,-0.30831,-0.30797,-0.30925,-0.30935,-0.30919,-0.30977,-0.31033,-0.31035,-0.31022,-0.31007,-0.30987,-0.31007,-0.31017,-0.31025,-0.31033,-0.31019,-0.30986,-0.30985,-0.30939,-0.30899,-0.30775,-0.30496,-0.30436,-0.3003,-0.30269
-0.28368,-0.28367,-0.28367,-0.28368,-0.28372,-0.28385,-0.2838,-0.28413,-0.284,-0.28443,-0.28491,-0.28501,-0.28544,-0.28579,-0.28621,-0.28596,-0.28559,-0.28589,-0.28571,-0.2853,-0.28529,-0.28516,-0.28488,-0.28481,-0.28455,-0.28458,-0.28448,-0.28444,-0.28444,-0.28446,-0.28448,-0.28451,-0.28455,-0.28458,-0.28464,-0.28466,-0.28469,-0.28474,-0.28474,-0.28477,-0.28478,-0.28477,-0.28477,-0.28474,-0.28477,-0.28469,-0.28458,-0.28452,-0.2844,-0.28441,-0.28444,-0.28454,-0.28468
-0.43054,-0.42943,-0.42978,-0.42949,-0.42844,-0.42453,-0.42371,-0.40083,-0.39252,-0.38279,-0.36004,-0.34998,-0.33239,-0.31495,-0.29666,-0.2781,-0.25417,-0.23736,-0.2318,-0.23177,-0.22878,-0.22351,-0.22069,-0.21839,-0.21719,-0.21535,-0.21494,-0.2151,-0.21515,-0.2151,-0.21495,-0.21476,-0.21462,-0.2142,-0.21393,-0.21318,-0.21159,-0.21188,-0.20993,-0.20828,-0.20724,-0.20747,-0.20714,-0.20771,-0.20872,-0.21373,-0.21653,-0.22085,-0.22899,-0.23528,-0.24375,-0.25124,-0.25699
0.96465,0.96462,0.96461,0.96458,0.96444,0.96382,0.96332,0.96363,0.96299,0.96207,0.96113,0.96052,0.96025,0.96028,0.96023,0.96009,0.95991,0.95989,0.95994,0.95984,0.95989,0.95996,0.95992,0.95977,0.95953,0.95934,0.95922,0.95923,0.95927,0.95922,0.95916,0.95915,0.95908,0.95908,0.95906,0.95904,0.95895,0.95888,0.95882,0.95877,0.95868,0.95846,0.95843,0.95839,0.95819,0.95807,0.95782,0.95757,0.95716,0.95687,0.9563,0.95559,0.95563
0.14893,0.14782,0.14405,0.14069,0.13783,0.1352,0.1342,0.13464,0.13404,0.12572,0.11853,0.11477,0.10787,0.10086,0.095479,0.096088,0.10292,0.10051,0.10089,0.097775,0.094497,0.09317,0.087334,0.082189,0.086365,0.087347,0.088716,0.088841,0.089892,0.093197,0.10432,0.11445,0.11118,0.10891,0.10773,0.09707,0.090404,0.09689,0.10681,0.10683,0.11398,0.10859,0.10711,0.1116,0.11455,0.11315,0.11059,0.1084,0.10581,0.10606,0.11198,0.11351,0.12386
-0.21191,-0.23612,-0.24836,-0.25962,-0.26831,-0.27223,-0.27584,-0.27869,-0.28085,-0.28225,-0.28311,-0.28394,-0.28441,-0.2848,-0.28505,-0.28511,-0.28514,-0.28531,-0.28545,-0.28555,-0.28562,-0.28562,-0.28567,-0.28571,-0.28575,-0.28575,-0.28577,-0.28578,-0.28578,-0.28579,-0.28579,-0.2858,-0.2858,-0.2858,-0.28581,-0.28581,-0.28581,-0.28581,-0.28581,-0.28581,-0.28581,-0.28581,-0.28581,-0.28581,-0.28581,-0.28581,-0.28581,-0.28581,-0.28581,-0.28581,-0.28581,-0.28581,-0.28581
-0.23605,-0.23784,-0.24973,-0.23877,-0.23502,-0.23358,-0.23523,-0.18586,-0.13729,-0.19357,-0.20558,-0.38731,-0.43798,-0.64801,-0.70085,-0.7091,-0.66055,-0.71644,-0.74541,-0.78171,-0.83392,-0.85501,-0.94833,-1,-0.91074,-0.90505,-0.79514,-0.81923,-0.83446,-0.84602,-0.72009,-0.69141,-0.65241,-0.6571,-0.68675,-0.85951,-0.88878,-0.85121,-0.8457,-0.86942,-0.85059,-0.90603,-0.92673,-0.82171,-0.75531,-0.75598,-0.74356,-0.77264,-0.78037,-0.76844,-0.74971,-0.60347,-0.35384
0.97892,0.97891,0.97872,0.97827,0.97754,0.97755,0.97663,0.97556,0.97468,0.97157,0.97027,0.9715,0.9707,0.96995,0.9688,0.96742,0.96736,0.96619,0.96465,0.96595,0.96364,0.96222,0.96197,0.96216,0.96238,0.96137,0.96155,0.96088,0.96046,0.96049,0.96035,0.96025,0.96018,0.96003,0.95999,0.95992,0.95987,0.95978,0.9596,0.95952,0.95934,0.95911,0.95908,0.95913,0.95902,0.9589,0.95879,0.95877,0.95864,0.95843,0.95836,0.95808,0.95811
-0.73588,-0.73601,-0.72573,-0.71594,-0.69888,-0.68361,-0.66953,-0.65671,-0.64797,-0.64482,-0.64323,-0.6419,-0.64038,-0.63847,-0.63776,-0.63821,-0.63834,-0.63255,-0.63706,-0.62758,-0.6261,-0.62276,-0.62451,-0.61799,-0.61154,-0.60963,-0.60685,-0.60844,-0.60764,-0.61276,-0.6167,-0.61576,-0.61291,-0.60991,-0.6058,-0.60676,-0.60466,-0.60544,-0.60521,-0.60601,-0.60537,-0.60486,-0.6047,-0.60384,-0.59987,-0.59553,-0.59432,-0.59543,-0.59709,-0.59706,-0.59441,-0.59225,-0.60161
-0.3728,-0.37577,-0.35871,-0.33485,-0.31859,-0.31186,-0.30481,-0.29829,-0.2957,-0.29295,-0.29097,-0.28952,-0.28859,-0.28788,-0.28727,-0.28747,-0.28719,-0.28689,-0.28655,-0.28636,-0.2862,-0.28612,-0.28607,-0.28601,-0.28597,-0.28595,-0.28592,-0.28589,-0.28588,-0.28586,-0.28585,-0.28585,-0.28584,-0.28583,-0.28583,-0.28583,-0.28583,-0.28582,-0.28582,-0.28582,-0.28582,-0.28582,-0.28582,-0.28582,-0.28582,-0.28582,-0.28582,-0.28582,-0.28582,-0.28582,-0.28582,-0.28582,-0.28582
-0.34832,-0.34719,-0.34489,-0.35953,-0.36215,-0.34491,-0.30924,-0.28364,-0.24145,-0.1994,-0.1565,-0.12131,-0.091455,0.0221,0.11934,0.081304,0.042042,0.23975,0.29937,0.32802,0.36693,0.38145,0.36452,0.4639,0.48047,0.46547,0.22082,0.16734,0.35423,0.34194,0.36796,0.39326,0.49026,0.50512,0.35943,0.43791,0.43779,0.4178,0.42529,0.44595,0.47532,0.4769,0.48294,0.35191,0.40121,0.4219,0.42323,0.43694,0.46101,0.49371,0.53646,0.5548,0.14135
0.9925,0.99248,0.99246,0.99244,0.99244,0.99228,0.9923,0.99237,0.99241,0.99244,0.99242,0.99249,0.99253,0.99249,0.99232,0.99228,0.99228,0.99227,0.99224,0.99213,0.9921,0.99199,0.99197,0.99185,0.99184,0.99179,0.99177,0.99173,0.99169,0.99167,0.99162,0.99162,0.99162,0.99162,0.99162,0.99162,0.99169,0.99176,0.99187,0.99187,0.99174,0.99176,0.99167,0.99181,0.9918,0.99191,0.99198,0.99203,0.99205,0.99209,0.99219,0.99248,0.99284
0.11172,0.11169,0.11241,0.11387,0.11716,0.11636,0.11553,0.11412,0.11254,0.11079,0.1134,0.1144,0.11456,0.1152,0.11586,0.11609,0.1161,0.11646,0.11691,0.11756,0.11935,0.12001,0.12007,0.1199,0.11967,0.11874,0.11779,0.1168,0.11669,0.11566,0.11564,0.11538,0.11532,0.11542,0.11549,0.11563,0.11568,0.11584,0.11582,0.11593,0.11593,0.11597,0.11599,0.1161,0.11618,0.11644,0.11649,0.11703,0.11674,0.11683,0.11644,0.11568,0.11494
-0.26363,-0.26422,-0.26593,-0.26797,-0.26983,-0.27251,-0.2812,-0.28018,-0.28343,-0.28711,-0.2891,-0.28882,-0.28873,-0.28958,-0.29069,-0.29409,-0.2967,-0.29951,-0.30215,-0.30491,-0.30735,-0.30995,-0.31392,-0.31624,-0.32405,-0.31987,-0.31869,-0.32168,-0.32125,-0.32403,-0.32423,-0.32522,-0.32533,-0.32591,-0.32606,-0.32611,-0.32619,-0.32687,-0.32718,-0.32805,-0.32852,-0.32956,-0.32949,-0.33099,-0.33172,-0.33131,-0.33266,-0.33266,-0.33313,-0.33315,-0.33298,-0.33311,-0.33302
-0.32352,-0.32355,-0.32368,-0.32381,-0.32379,-0.32383,-0.32394,-0.324,-0.32408,-0.32436,-0.32454,-0.32493,-0.32526,-0.3254,-0.32588,-0.32731,-0.32718,-0.32781,-0.3285,-0.32936,-0.33082,-0.33344,-0.33375,-0.33365,-0.33497,-0.33808,-0.33854,-0.33848,-0.34029,-0.34179,-0.34368,-0.34282,-0.3434,-0.34385,-0.34414,-0.34517,-0.34479,-0.34467,-0.34446,-0.3442,-0.34444,-0.34455,-0.34457,-0.34453,-0.34452,-0.34445,-0.34438,-0.34421,-0.34194,-0.34282,-0.34217,-0.33983,-0.33849
0.99297,0.99293,0.99289,0.99284,0.99239,0.99259,0.99234,0.99238,0.99226,0.99223,0.99232,0.99257,0.99282,0.99325,0.99389,0.99638,0.99661,0.99629,0.99602,0.9958,0.9956,0.99696,0.99761,0.99805,0.99934,0.99873,0.99864,0.99849,0.99838,0.99898,0.99942,0.99974,0.99975,0.99967,0.9996,0.99954,0.99953,0.99974,0.99979,0.99978,0.99997,1,0.99996,0.99988,0.99997,0.99996,0.99994,0.9999,0.99979,0.99954,0.99963,0.99945,0.99921
-0.68503,-0.68524,-0.6857,-0.6863,-0.68777,-0.68781,-0.68962,-0.69004,-0.6908,-0.6904,-0.69005,-0.69051,-0.69038,-0.68976,-0.68848,-0.68653,-0.68442,-0.68193,-0.68245,-0.68153,-0.68116,-0.68075,-0.68034,-0.67969,-0.67895,-0.67842,-0.67853,-0.67877,-0.67863,-0.6786,-0.67857,-0.67852,-0.67845,-0.67844,-0.67838,-0.67828,-0.67802,-0.67794,-0.6775,-0.67691,-0.67707,-0.67651,-0.67636,-0.67639,-0.67647,-0.67676,-0.67755,-0.68019,-0.68364,-0.68657,-0.68394,-0.68574,-0.68864
-0.22754,-0.22767,-0.22694,-0.22606,-0.22463,-0.22431,-0.22331,-0.22295,-0.22207,-0.22103,-0.22034,-0.21986,-0.21951,-0.21953,-0.2194,-0.21945,-0.21962,-0.22001,-0.22054,-0.22066,-0.2207,-0.22132,-0.22171,-0.22219,-0.2229,-0.22429,-0.22562,-0.22757,-0.22719,-0.22833,-0.22836,-0.22819,-0.228,-0.22843,-0.22882,-0.22893,-0.22923,-0.22969,-0.23037,-0.23072,-0.23171,-0.2331,-0.23407,-0.23415,-0.23404,-0.23378,-0.23407,-0.23423,-0.23414,-0.23407,-0.23383,-0.23363,-0.23307
-0.56419,-0.56288,-0.48186,-0.4336,-0.39181,-0.35555,-0.33224,-0.3164,-0.30727,-0.29643,-0.29626,-0.28925,-0.28934,-0.28694,-0.2818,-0.36568,-0.41667,-0.45845,-0.49387,-0.5167,-0.53224,-0.54458,-0.56835,-0.59002,-0.59484,-0.60965,-0.60394,-0.60064,-0.60338,-0.6038,-0.60353,-0.60297,-0.60117,-0.60017,-0.59912,-0.59785,-0.59244,-0.59294,-0.59009,-0.49427,-0.43737,-0.3895,-0.34759,-0.32016,-0.30184,-0.2924,-0.28459,-0.27993,-0.27204,-0.27144,-0.26943,-0.26832,-0.26971
