-0.35552,-0.35584,-0.35568,-0.35378,-0.35311,-0.35302,-0.35216,-0.35016,-0.34647,-0.33554,-0.33478,-0.3244,-0.32385,-0.31689,-0.31292,-0.30948,-0.30609,-0.30352,-0.30186,-0.30046,-0.29926,-0.29394,-0.2941,-0.29306,-0.29244,-0.29193,-0.29183,-0.29144,-0.29153,-0.29114,-0.29128,-0.29125,-0.29168,-0.2932,-0.29956,-0.30825,-0.31377,-0.31715,-0.32362
-0.45001,-0.4474,-0.44559,-0.44233,-0.43998,-0.43807,-0.43761,-0.43638,-0.43632,-0.4377,-0.43893,-0.44024,-0.44175,-0.44295,-0.44408,-0.44475,-0.44497,-0.44475,-0.44533,-0.44558,-0.44548,-0.4455,-0.4457,-0.44568,-0.4457,-0.44585,-0.44675,-0.44678,-0.44671,-0.44697,-0.44708,-0.44715,-0.44732,-0.44757,-0.44775,-0.44729,-0.44709,-0.44686,-0.44724
-0.42787,-0.42773,-0.42817,-0.42882,-0.42963,-0.43082,-0.43185,-0.43584,-0.4331,-0.43474,-0.43422,-0.43403,-0.43394,-0.43384,-0.43322,-0.43319,-0.43295,-0.43282,-0.43276,-0.43276,-0.43257,-0.43251,-0.43244,-0.43245,-0.43244,-0.43243,-0.4324,-0.43236,-0.43238,-0.43243,-0.43258,-0.43285,-0.43322,-0.43365,-0.43375,-0.43515,-0.43542,-0.43633,-0.43666
-0.44732,-0.45726,-0.46026,-0.46113,-0.46783,-0.47093,-0.46859,-0.45721,-0.43591,-0.42923,-0.41469,-0.40001,-0.39052,-0.37535,-0.36077,-0.34807,-0.33934,-0.33454,-0.33086,-0.32467,-0.32157,-0.30963,-0.31216,-0.31094,-0.31062,-0.31204,-0.32082,-0.3356,-0.35909,-0.36139,-0.37335,-0.3855,-0.40245,-0.40584,-0.41297,-0.42811,-0.42824,-0.4401,-0.45237
0.95804,0.95816,0.95818,0.95839,0.95868,0.95902,0.95899,0.95927,0.9593,0.95928,0.95927,0.95918,0.95911,0.95888,0.95848,0.95828,0.9583,0.95831,0.95831,0.95833,0.95839,0.95839,0.95838,0.95879,0.95882,0.95887,0.95858,0.95861,0.95851,0.95841,0.95841,0.95842,0.95839,0.95833,0.95827,0.95819,0.95801,0.95758,0.95759
0.12745,0.12622,0.1252,0.12322,0.12164,0.12016,0.12001,0.12082,0.12091,0.12474,0.1258,0.12951,0.1288,0.13557,0.1365,0.13843,0.13927,0.13909,0.14066,0.14204,0.14296,0.14278,0.14255,0.14275,0.14276,0.14307,0.14312,0.14356,0.14347,0.14321,0.14266,0.14141,0.14164,0.14096,0.14013,0.13941,0.13844,0.13397,0.1312
-0.33953,-0.33237,-0.32893,-0.33342,-0.32782,-0.32648,-0.32654,-0.32637,-0.32641,-0.32704,-0.32802,-0.33049,-0.33214,-0.33559,-0.33824,-0.34015,-0.34136,-0.3423,-0.34307,-0.34384,-0.34425,-0.34431,-0.34444,-0.34444,-0.34441,-0.3446,-0.34476,-0.34504,-0.34522,-0.34531,-0.3452,-0.34475,-0.34432,-0.3437,-0.34293,-0.34219,-0.34085,-0.33868,-0.33555
-0.6981,-0.68554,-0.66739,-0.65455,-0.64586,-0.62709,-0.62421,-0.61782,-0.61084,-0.6041,-0.59889,-0.59551,-0.59134,-0.58846,-0.58625,-0.5847,-0.58353,-0.58267,-0.57925,-0.57988,-0.5806,-0.57716,-0.57471,-0.57177,-0.57158,-0.57126,-0.57084,-0.56993,-0.5676,-0.54595,-0.51741,-0.50739,-0.5009,-0.47927,-0.48053,-0.4818,-0.48385,-0.47021,-0.45437
0.96972,0.9686,0.96756,0.96596,0.9637,0.96276,0.96133,0.95988,0.95916,0.95765,0.95664,0.9557,0.95219,0.95256,0.95103,0.94992,0.95012,0.94663,0.94649,0.94543,0.94561,0.94578,0.945,0.94448,0.9442,0.94412,0.94361,0.94374,0.94337,0.94292,0.94248,0.94172,0.9408,0.94002,0.93942,0.93912,0.93977,0.94089,0.94345
-0.9084,-0.90925,-0.90528,-0.88355,-0.85523,-0.82471,-0.79874,-0.76429,-0.73088,-0.72222,-0.71873,-0.71729,-0.72039,-0.71903,-0.72224,-0.73336,-0.74367,-0.75285,-0.75281,-0.76666,-0.78382,-0.79805,-0.79394,-0.79878,-0.81248,-0.83829,-0.86735,-0.89212,-0.90743,-0.92107,-0.94611,-0.95958,-0.9825,-0.99443,-1,-0.99339,-0.98112,-0.9657,-0.95452
-0.43412,-0.43341,-0.4325,-0.43128,-0.43063,-0.43007,-0.42944,-0.42942,-0.42922,-0.42908,-0.42899,-0.42894,-0.42889,-0.42885,-0.42883,-0.4288,-0.42879,-0.42878,-0.42879,-0.42877,-0.42877,-0.42877,-0.42875,-0.42875,-0.42875,-0.42873,-0.42873,-0.42873,-0.42873,-0.42872,-0.42872,-0.42872,-0.42872,-0.42872,-0.42872,-0.42872,-0.42872,-0.42872,-0.42872
-0.35979,-0.38107,-0.42208,-0.44331,-0.43704,-0.42723,-0.44722,-0.43036,-0.37311,-0.36065,-0.3625,-0.37502,-0.41511,-0.37077,-0.33467,-0.34074,-0.34851,-0.35823,-0.37092,-0.38474,-0.39154,-0.39424,-0.39301,-0.37156,-0.33913,-0.32539,-0.36739,-0.42059,-0.45524,-0.48549,-0.50256,-0.53638,-0.57353,-0.57194,-0.56453,-0.55688,-0.55093,-0.5451,-0.53601
0.9889,0.98867,0.98917,0.98933,0.98931,0.98953,0.9895,0.98948,0.98937,0.98925,0.98936,0.98937,0.98941,0.98947,0.98953,0.98961,0.98984,0.98993,0.99014,0.99047,0.99077,0.99084,0.99104,0.99108,0.99127,0.99128,0.99127,0.99142,0.99147,0.99142,0.99136,0.99127,0.99128,0.99124,0.99119,0.99116,0.99102,0.99102,0.99088
0.0299,0.03013,0.029715,0.030791,0.032621,0.035297,0.037542,0.039433,0.040863,0.039371,0.039279,0.038618,0.03788,0.037065,0.03625,0.035051,0.033313,0.033328,0.03136,0.031453,0.031299,0.028992,0.026717,0.024887,0.024041,0.023657,0.02358,0.023365,0.023165,0.023042,0.023072,0.023226,0.023534,0.024979,0.027593,0.029469,0.031283,0.032621,0.031652
-0.47398,-0.47139,-0.45965,-0.45977,-0.4611,-0.45878,-0.45891,-0.45848,-0.45813,-0.45844,-0.45889,-0.45934,-0.46007,-0.46127,-0.46173,-0.46352,-0.46796,-0.46832,-0.46798,-0.47005,-0.47129,-0.47231,-0.47316,-0.47299,-0.47299,-0.47592,-0.4742,-0.47547,-0.47548,-0.47594,-0.47638,-0.47639,-0.47656,-0.47658,-0.47633,-0.476,-0.47519,-0.47237,-0.47049
-0.48293,-0.47926,-0.48082,-0.48283,-0.48458,-0.48212,-0.48116,-0.48102,-0.481,-0.48166,-0.48133,-0.48151,-0.48189,-0.48207,-0.48209,-0.48225,-0.48218,-0.4821,-0.48197,-0.48193,-0.48173,-0.48149,-0.4814,-0.48148,-0.48156,-0.48172,-0.4819,-0.48205,-0.48229,-0.48245,-0.48251,-0.48239,-0.48229,-0.48254,-0.48275,-0.48296,-0.48317,-0.48352,-0.48412
0.99417,0.99379,0.99339,0.9931,0.993,0.99276,0.99248,0.99231,0.99243,0.99337,0.99502,0.99468,0.99439,0.99682,0.99676,0.99708,0.99749,0.99745,0.99743,0.99742,0.998,0.99834,0.99903,0.99914,0.9996,0.99982,0.99989,0.99994,0.99995,0.99995,1,0.99997,0.99989,0.9996,0.99932,0.99882,0.99809,0.99754,0.99728
-0.87027,-0.87035,-0.87004,-0.86976,-0.86922,-0.86855,-0.86865,-0.86835,-0.86612,-0.85586,-0.85574,-0.85239,-0.84803,-0.84748,-0.84442,-0.84465,-0.84358,-0.84296,-0.84242,-0.84239,-0.84195,-0.84211,-0.84187,-0.84184,-0.84191,-0.84184,-0.84178,-0.84168,-0.8417,-0.84178,-0.84187,-0.84219,-0.84321,-0.8451,-0.84914,-0.85113,-0.85385,-0.86087,-0.8608
-0.38874,-0.38668,-0.37896,-0.37948,-0.37695,-0.37095,-0.37078,-0.37147,-0.3702,-0.37005,-0.3708,-0.37198,-0.37188,-0.37317,-0.37381,-0.37449,-0.37647,-0.37619,-0.37855,-0.38245,-0.38087,-0.38093,-0.38075,-0.38286,-0.38458,-0.38599,-0.38589,-0.38581,-0.38703,-0.38792,-0.38794,-0.3882,-0.38829,-0.38805,-0.38709,-0.38248,-0.38503,-0.38264,-0.37991
-0.74164,-0.76649,-0.80026,-0.81734,-0.8165,-0.81539,-0.81527,-0.81422,-0.81338,-0.80961,-0.80633,-0.80343,-0.79937,-0.79497,-0.79652,-0.79777,-0.79137,-0.78574,-0.67297,-0.60927,-0.55377,-0.50598,-0.47563,-0.45605,-0.43713,-0.43276,-0.42891,-0.42837,-0.42567,-0.42391,-0.42204,-0.4205,-0.51692,-0.49998,-0.46523,-0.46102,-0.55803,-0.6028,-0.57605
