-0.42202,-0.41395,-0.40768,-0.40775,-0.40751,-0.40352,-0.40117,-0.39093,-0.3976,-0.39789,-0.38555,-0.3851,-0.37913,-0.37979,-0.37874,-0.37692,-0.37538,-0.37415,-0.37313,-0.37231,-0.37171,-0.37167,-0.37137,-0.37134,-0.37141,-0.37122,-0.37108,-0.37105,-0.37093,-0.37089,-0.37071,-0.37055,-0.37038,-0.37029,-0.37029,-0.37025,-0.37028,-0.37032,-0.3704,-0.37045,-0.37051,-0.37066,-0.37074,-0.37074,-0.37075,-0.37039,-0.37003,-0.36937,-0.3695,-0.36977,-0.36965
-0.48423,-0.48591,-0.48618,-0.48623,-0.48656,-0.48733,-0.48803,-0.48816,-0.48871,-0.48961,-0.49016,-0.49046,-0.49079,-0.49096,-0.49087,-0.4909,-0.49072,-0.4906,-0.49054,-0.49039,-0.49007,-0.4897,-0.48977,-0.48947,-0.48922,-0.48902,-0.48887,-0.48873,-0.48857,-0.48846,-0.48843,-0.48843,-0.48845,-0.48843,-0.48837,-0.48827,-0.48823,-0.48823,-0.48825,-0.48829,-0.48835,-0.48835,-0.48832,-0.48833,-0.48824,-0.48815,-0.48798,-0.48799,-0.488,-0.48803,-0.48796
-0.47958,-0.47983,-0.48009,-0.48022,-0.48042,-0.48054,-0.48061,-0.48089,-0.48086,-0.4809,-0.48084,-0.4808,-0.48076,-0.48072,-0.48062,-0.48041,-0.47983,-0.48009,-0.47989,-0.47952,-0.47911,-0.47876,-0.47841,-0.4782,-0.47776,-0.47786,-0.47756,-0.47735,-0.47719,-0.47703,-0.47682,-0.47698,-0.47704,-0.47694,-0.47695,-0.477,-0.47701,-0.47702,-0.47711,-0.4772,-0.47721,-0.47723,-0.47725,-0.47734,-0.47734,-0.47737,-0.47734,-0.47731,-0.47723,-0.47711,-0.47696
-0.47558,-0.47576,-0.47585,-0.47578,-0.47584,-0.4758,-0.47556,-0.47458,-0.47349,-0.47191,-0.47082,-0.47071,-0.47062,-0.47041,-0.47022,-0.47044,-0.47073,-0.47114,-0.47168,-0.47242,-0.47292,-0.47339,-0.47303,-0.47282,-0.47253,-0.47215,-0.47197,-0.47161,-0.47023,-0.47108,-0.4712,-0.47117,-0.47009,-0.46921,-0.46923,-0.4689,-0.46843,-0.46783,-0.46724,-0.4671,-0.46624,-0.46603,-0.46608,-0.46626,-0.46683,-0.47156,-0.47455,-0.47841,-0.49054,-0.51979,-0.52858
0.94717,0.94748,0.9475,0.94733,0.94712,0.9469,0.94694,0.94678,0.94624,0.94629,0.94553,0.94479,0.94342,0.9432,0.94242,0.94251,0.9418,0.94127,0.94054,0.9388,0.93847,0.93861,0.93853,0.93845,0.93828,0.93679,0.93593,0.93547,0.93514,0.93482,0.93456,0.93444,0.93436,0.9342,0.93405,0.93396,0.93396,0.93401,0.93409,0.93413,0.93418,0.93432,0.93432,0.93439,0.93452,0.93498,0.93576,0.93603,0.93824,0.94016,0.94231
0.028632,0.02527,0.029078,0.028918,0.022912,0.014133,0.0054809,0.0074407,0.010038,0.010101,0.0040629,-0.0023899,-0.0015296,-0.0022625,0.00060545,0.00039832,0.0022147,0.0056084,0.0080621,0.0088587,0.0081099,0.010978,0.0098944,0.013894,0.014658,0.017255,0.017208,0.018928,0.018068,0.017829,0.017208,0.018259,0.018195,0.017909,0.017399,0.01673,0.016538,0.014531,0.014292,0.013591,0.012619,0.014626,0.020267,0.02997,0.04423,0.059478,0.069611,0.073499,0.061645,0.034957,0.01042
-0.47552,-0.47616,-0.47656,-0.47688,-0.47706,-0.47721,-0.47739,-0.47747,-0.47756,-0.47803,-0.47798,-0.47795,-0.47794,-0.47789,-0.47788,-0.47786,-0.47786,-0.47785,-0.47784,-0.47784,-0.47783,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47781,-0.47781,-0.47781,-0.47781,-0.47781,-0.47781,-0.47781,-0.47781,-0.47781,-0.47781
-0.78867,-0.8498,-0.91775,-0.94753,-0.91909,-0.93988,-0.96683,-0.86736,-0.82858,-0.79115,-0.83729,-0.8581,-0.8481,-0.87531,-0.8342,-0.79663,-0.82117,-0.81268,-0.83774,-0.77356,-0.78148,-0.81852,-0.82646,-0.82923,-0.81347,-0.78398,-0.76765,-0.75763,-0.74976,-0.73433,-0.7196,-0.72323,-0.72608,-0.73382,-0.73938,-0.74138,-0.743,-0.74627,-0.7496,-0.77179,-0.77077,-0.70336,-0.62251,-0.56504,-0.4654,-0.43386,-0.43517,-0.41446,-0.37897,-0.31004,-0.34283
0.9519,0.95169,0.95145,0.95137,0.95078,0.95035,0.94987,0.94933,0.94903,0.94871,0.94843,0.94806,0.94758,0.9478,0.94737,0.94707,0.94675,0.94631,0.94589,0.94592,0.94589,0.94505,0.94422,0.94347,0.94264,0.94184,0.9418,0.94189,0.94199,0.94161,0.94124,0.94124,0.94105,0.94081,0.94051,0.94011,0.94,0.93963,0.9396,0.9393,0.93938,0.93949,0.93928,0.93933,0.93952,0.94122,0.94377,0.94954,0.94916,0.95238,0.9551
-0.93691,-0.93686,-0.93487,-0.93864,-0.94095,-0.94157,-0.94207,-0.94347,-0.94423,-0.94594,-0.94793,-0.94973,-0.95131,-0.9519,-0.95117,-0.94984,-0.93898,-0.92461,-0.91203,-0.91129,-0.90851,-0.90588,-0.90733,-0.90679,-0.90281,-0.90459,-0.90862,-0.90964,-0.912,-0.91269,-0.90982,-0.90936,-0.90947,-0.90832,-0.90827,-0.90829,-0.90858,-0.90888,-0.90901,-0.90898,-0.90902,-0.90698,-0.90905,-0.9136,-0.92946,-0.95037,-0.96724,-0.97704,-0.96523,-0.94159,-0.92476
-0.48017,-0.47951,-0.47918,-0.47893,-0.47869,-0.47855,-0.47842,-0.47835,-0.4783,-0.47826,-0.47822,-0.4782,-0.47818,-0.47817,-0.47819,-0.47812,-0.47804,-0.47799,-0.47796,-0.47795,-0.47792,-0.47789,-0.47787,-0.47785,-0.47785,-0.47784,-0.47783,-0.47783,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47782,-0.47781,-0.47781,-0.47781,-0.47781,-0.47781,-0.47781,-0.47781,-0.47781,-0.47781,-0.47781
-0.45348,-0.31154,-0.30128,-0.35113,-0.37928,-0.38611,-0.48632,-0.43599,-0.40384,-0.39054,-0.39952,-0.39048,-0.41128,-0.43104,-0.4693,-0.51463,-0.35578,-0.35086,-0.3735,-0.37867,-0.41217,-0.33697,-0.4082,-0.39175,-0.37001,-0.40989,-0.43352,-0.40544,-0.43869,-0.38675,-0.3772,-0.37653,-0.36994,-0.36954,-0.36862,-0.36745,-0.36794,-0.36794,-0.35202,-0.34452,-0.31649,-0.29393,-0.28663,-0.30316,-0.34175,-0.43388,-0.47575,-0.52446,-0.56665,-0.58589,-0.58887
0.99543,0.99563,0.9957,0.99578,0.99592,0.9961,0.99619,0.99626,0.99627,0.99637,0.99638,0.99648,0.99648,0.99654,0.99653,0.99653,0.99656,0.99659,0.99659,0.99661,0.99664,0.9967,0.99675,0.99675,0.99681,0.99685,0.99685,0.99689,0.99692,0.99696,0.99696,0.99699,0.99715,0.99726,0.99734,0.99739,0.99745,0.99751,0.9975,0.9975,0.9975,0.9975,0.99755,0.99759,0.99763,0.99758,0.99745,0.99712,0.99696,0.99685,0.99677
-0.02664,-0.028265,-0.029364,-0.030177,-0.02997,-0.030352,-0.030416,-0.030336,-0.030209,-0.03005,-0.029858,-0.029587,-0.029014,-0.029396,-0.029396,-0.02938,-0.028871,-0.028934,-0.02895,-0.028886,-0.028775,-0.028138,-0.028185,-0.027452,-0.027532,-0.027134,-0.026863,-0.026401,-0.026337,-0.026385,-0.026433,-0.02613,-0.026082,-0.026098,-0.026114,-0.025875,-0.025604,-0.025413,-0.025397,-0.025413,-0.025461,-0.025477,-0.025859,-0.02605,-0.026576,-0.026783,-0.025732,-0.024457,-0.022497,-0.019948,-0.020219
-0.51974,-0.51925,-0.51924,-0.51935,-0.51913,-0.51917,-0.51908,-0.51903,-0.51897,-0.51897,-0.51896,-0.5189,-0.51887,-0.51882,-0.51867,-0.51864,-0.51851,-0.5185,-0.51844,-0.51846,-0.51848,-0.51854,-0.51859,-0.51865,-0.51877,-0.51889,-0.51913,-0.51922,-0.51951,-0.51975,-0.51992,-0.52004,-0.52013,-0.52022,-0.5203,-0.52035,-0.52038,-0.52046,-0.5205,-0.52064,-0.52077,-0.52082,-0.521,-0.52111,-0.52114,-0.52137,-0.52177,-0.52229,-0.52279,-0.5227,-0.52242
