-0.41037,-0.40816,-0.40171,-0.38776,-0.38264,-0.37848,-0.37869,-0.37704,-0.37688,-0.37611,-0.37498,-0.37497,-0.37525,-0.37518,-0.37596,-0.37719,-0.37989,-0.38266,-0.38556,-0.39062,-0.39825,-0.40662,-0.41547,-0.42228,-0.43436,-0.43363,-0.43882
-0.48576,-0.48695,-0.49009,-0.49564,-0.49982,-0.50022,-0.50378,-0.50372,-0.50422,-0.50388,-0.50294,-0.50198,-0.50047,-0.49979,-0.49712,-0.49275,-0.48972,-0.48741,-0.48578,-0.48367,-0.48196,-0.47947,-0.47655,-0.47082,-0.4666,-0.46472,-0.46119
-0.43868,-0.43733,-0.43634,-0.43498,-0.43353,-0.43185,-0.42984,-0.42969,-0.42927,-0.42953,-0.42926,-0.42967,-0.4302,-0.43103,-0.43176,-0.43232,-0.4338,-0.43366,-0.4343,-0.43484,-0.43541,-0.43697,-0.43875,-0.43929,-0.44135,-0.44329,-0.4446
-0.46677,-0.46686,-0.46778,-0.46784,-0.46771,-0.46476,-0.4643,-0.4602,-0.45644,-0.45165,-0.44889,-0.44582,-0.43747,-0.43679,-0.43421,-0.4326,-0.43359,-0.43526,-0.43198,-0.43776,-0.4386,-0.44318,-0.44823,-0.45317,-0.45908,-0.46549,-0.47143
0.9434,0.94333,0.94344,0.94302,0.94276,0.94312,0.94361,0.94375,0.94421,0.94491,0.94472,0.94567,0.94767,0.95096,0.94968,0.95072,0.9517,0.95194,0.95183,0.95177,0.9511,0.94976,0.94946,0.94928,0.94909,0.94886,0.94856
0.12776,0.12867,0.13074,0.13196,0.13018,0.13004,0.1284,0.12795,0.12714,0.12632,0.12616,0.12417,0.12385,0.12371,0.12361,0.1217,0.11965,0.12,0.12039,0.12091,0.12269,0.12591,0.12713,0.12464,0.12271,0.11753,0.11079
-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214,-0.44214
-0.2478,-0.26979,-0.30204,-0.33116,-0.34889,-0.32412,-0.30394,-0.30155,-0.27838,-0.28552,-0.32117,-0.29859,-0.33921,-0.40344,-0.39403,-0.40476,-0.45015,-0.45802,-0.44321,-0.38859,-0.38381,-0.4228,-0.4945,-0.54348,-0.55137,-0.48916,-0.43352
0.97122,0.9718,0.97247,0.97651,0.97689,0.98462,0.98291,0.98728,0.99005,0.98686,0.98827,0.98788,0.98729,0.98739,0.98785,0.98812,0.98816,0.98809,0.98804,0.98739,0.98679,0.98641,0.98561,0.98441,0.98259,0.979,0.9802
-0.63336,-0.55525,-0.48431,-0.41081,-0.14127,-0.24945,-0.22444,-0.20171,-0.1919,-0.18748,-0.20324,-0.224,-0.26023,-0.33747,-0.37389,-0.44252,-0.51878,-0.58321,-0.68774,-0.76169,-0.81509,-0.85817,-0.88787,-0.90943,-0.93234,-0.94741,-0.94332
-0.45687,-0.45692,-0.45493,-0.45181,-0.38182,-0.38799,-0.4134,-0.41983,-0.42092,-0.4269,-0.43118,-0.43426,-0.43694,-0.43759,-0.43849,-0.43868,-0.43948,-0.4403,-0.4405,-0.43461,-0.43346,-0.43543,-0.43709,-0.43773,-0.43784,-0.43856,-0.43913
-0.45961,-0.47324,-0.48369,-0.43149,-0.34014,-0.31034,-0.29712,-0.27556,-0.25754,-0.23439,-0.22731,-0.23288,-0.18614,-0.1683,-0.26704,-0.3183,-0.33539,-0.36623,-0.40934,-0.44546,-0.47,-0.48484,-0.49918,-0.52035,-0.52023,-0.5285,-0.53757
0.98905,0.98854,0.98819,0.98664,0.98508,0.98546,0.98406,0.98319,0.98326,0.98357,0.98336,0.98342,0.98469,0.98412,0.98547,0.98529,0.98642,0.98767,0.98833,0.98977,0.98945,0.98907,0.98992,0.99017,0.99026,0.99033,0.99039
0.090481,0.084601,0.078753,0.075533,0.074226,0.072266,0.06984,0.066542,0.066122,0.064193,0.060336,0.056587,0.059169,0.059263,0.056385,0.05469,0.055405,0.056354,0.056665,0.057707,0.059823,0.06214,0.065998,0.068595,0.06844,0.072111,0.075828
-0.43672,-0.43667,-0.43668,-0.43668,-0.43695,-0.43722,-0.43805,-0.43905,-0.43892,-0.43934,-0.43944,-0.43942,-0.4395,-0.43954,-0.43956,-0.43962,-0.43968,-0.43973,-0.43977,-0.43951,-0.43953,-0.43917,-0.43881,-0.43849,-0.43782,-0.43784,-0.43785
-0.33898,-0.33307,-0.32763,-0.32182,-0.31412,-0.30971,-0.3064,-0.30159,-0.298,-0.34709,-0.33829,-0.311,-0.30802,-0.29829,-0.29673,-0.29347,-0.29173,-0.29024,-0.28902,-0.28891,-0.28962,-0.28964,-0.28971,-0.29131,-0.29653,-0.33632,-0.36413
0.99697,0.99784,0.99768,0.99776,0.99883,0.99974,0.99969,0.99994,0.99989,1,0.99992,0.99974,0.9997,0.99967,0.99967,0.99964,0.99953,0.99924,0.99905,0.99829,0.99662,0.99662,0.99608,0.99499,0.99393,0.99392,0.99368
-0.98404,-0.9853,-0.98745,-0.98931,-0.98866,-0.98916,-0.98964,-0.99025,-0.99104,-0.99242,-0.99689,-0.99729,-0.99631,-0.99773,-0.99751,-0.99709,-0.99599,-0.99482,-0.9942,-0.99533,-0.99599,-0.99701,-0.99855,-1,-0.99932,-0.99938,-0.99936
-0.40251,-0.40977,-0.41305,-0.41044,-0.41372,-0.42011,-0.42327,-0.42738,-0.42913,-0.42809,-0.43055,-0.43143,-0.43091,-0.42998,-0.42863,-0.42867,-0.42775,-0.42588,-0.42435,-0.42241,-0.41676,-0.41693,-0.41043,-0.40923,-0.4075,-0.40289,-0.39983
-0.53976,-0.53907,-0.54261,-0.54488,-0.5459,-0.54472,-0.54371,-0.54261,-0.54162,-0.54012,-0.53848,-0.5357,-0.53419,-0.53181,-0.52368,-0.52497,-0.52141,-0.51827,-0.51871,-0.51429,-0.51697,-0.51704,-0.51648,-0.51517,-0.51289,-0.50888,-0.50946
