-0.25857,-0.26211,-0.26606,-0.26976,-0.27349,-0.27747,-0.28143,-0.28707,-0.28747,-0.29056,-0.29164,-0.29465,-0.29304,-0.29315,-0.29269,-0.29183,-0.28975,-0.28338,-0.28656,-0.28555,-0.28245,-0.28066,-0.27885,-0.27737,-0.27468,-0.27495,-0.2746,-0.27363,-0.26894,-0.26338,-0.25491,-0.24989,-0.24681,-0.24043,-0.23515,-0.23318,-0.23247
-0.34083,-0.33995,-0.33966,-0.33971,-0.34253,-0.34383,-0.34803,-0.34784,-0.35219,-0.35233,-0.35277,-0.35447,-0.35711,-0.35784,-0.3577,-0.35754,-0.3575,-0.35739,-0.35741,-0.35751,-0.35757,-0.35754,-0.35745,-0.35742,-0.35712,-0.35994,-0.36139,-0.36257,-0.36421,-0.3652,-0.36451,-0.36377,-0.36361,-0.36283,-0.36158,-0.36031,-0.35862
-0.34031,-0.34038,-0.34071,-0.34134,-0.34242,-0.34265,-0.34341,-0.34408,-0.34499,-0.34499,-0.3452,-0.34534,-0.34572,-0.346,-0.34644,-0.34658,-0.34638,-0.34621,-0.34647,-0.34677,-0.3471,-0.34753,-0.34751,-0.34761,-0.34777,-0.34745,-0.34744,-0.34718,-0.3469,-0.34654,-0.34585,-0.34516,-0.34523,-0.34506,-0.34457,-0.34385,-0.34384
-0.41551,-0.40535,-0.38936,-0.37167,-0.33364,-0.32725,-0.3124,-0.31226,-0.29777,-0.2891,-0.28514,-0.27825,-0.27401,-0.2715,-0.26829,-0.26666,-0.26558,-0.26274,-0.26354,-0.26018,-0.25811,-0.2586,-0.25747,-0.25723,-0.25716,-0.25683,-0.25528,-0.25238,-0.2501,-0.24677,-0.24495,-0.24655,-0.24978,-0.25316,-0.26516,-0.28229,-0.29855
0.96079,0.96057,0.9606,0.96047,0.96048,0.96057,0.9606,0.96085,0.96166,0.9622,0.96269,0.96318,0.96312,0.96356,0.96421,0.96402,0.96369,0.96399,0.96388,0.96382,0.96386,0.96389,0.96392,0.96398,0.96411,0.96389,0.96368,0.96365,0.96391,0.96507,0.96572,0.96748,0.9692,0.96861,0.96936,0.97003,0.97074
0.12487,0.12342,0.11988,0.11633,0.11234,0.098616,0.097078,0.093075,0.092567,0.085313,0.076203,0.068761,0.064758,0.06528,0.064917,0.063249,0.063858,0.063815,0.064351,0.064555,0.063583,0.063031,0.062016,0.06145,0.060681,0.059419,0.057084,0.045942,0.0079496,-0.011997,0.085865,0.10245,0.13481,0.15521,0.15458,0.14565,0.13778
-0.33338,-0.33619,-0.33836,-0.33993,-0.34106,-0.34187,-0.34245,-0.34292,-0.34281,-0.34298,-0.34313,-0.34334,-0.34349,-0.34356,-0.34368,-0.34378,-0.34383,-0.34383,-0.34384,-0.34385,-0.34387,-0.34387,-0.34387,-0.34388,-0.3439,-0.3439,-0.34391,-0.34392,-0.34392,-0.34393,-0.26178,-0.26228,-0.27458,-0.27438,-0.26425,-0.255,-0.25059
-0.2937,-0.29438,-0.34698,-0.42599,-0.51188,-0.57388,-0.62878,-0.63767,-0.59252,-0.64402,-0.63462,-0.72446,-0.76894,-0.74201,-0.69027,-0.80731,-0.82981,-0.8482,-0.89764,-0.93566,-0.95658,-0.97207,-0.98468,-1,-0.94196,-0.80579,-0.71139,-0.66332,-0.73057,-0.5336,-0.47467,-0.43555,-0.39996,-0.38492,-0.40402,-0.40681,-0.38501
0.97116,0.971,0.97103,0.97004,0.96669,0.96611,0.96408,0.9644,0.96508,0.96575,0.96611,0.96434,0.96089,0.96141,0.96083,0.96059,0.95985,0.95886,0.95803,0.95755,0.95738,0.95732,0.95731,0.95731,0.95737,0.95751,0.95803,0.95966,0.96172,0.96376,0.97104,0.96981,0.97145,0.97424,0.97541,0.9764,0.97743
-0.75044,-0.74959,-0.74091,-0.74109,-0.75079,-0.75007,-0.74526,-0.74525,-0.74174,-0.73789,-0.73137,-0.72922,-0.72604,-0.7211,-0.72346,-0.71885,-0.72101,-0.72082,-0.72131,-0.72163,-0.72101,-0.72024,-0.71206,-0.71219,-0.71835,-0.71494,-0.71441,-0.70208,-0.69231,-0.71199,-0.70238,-0.67385,-0.7231,-0.67259,-0.70518,-0.71493,-0.73144
