-0.30953,-0.30844,-0.30675,-0.3047,-0.30277,-0.30125,-0.29926,-0.29898,-0.29794,-0.298,-0.29701,-0.29699,-0.29696,-0.2955,-0.29368,-0.29201,-0.2904,-0.29047,-0.28847,-0.28625,-0.28591,-0.28428,-0.28242,-0.27725,-0.27675,-0.27416,-0.27431,-0.27176,-0.27213,-0.27048,-0.26918,-0.26802,-0.26604,-0.25968,-0.25683,-0.25175,-0.24847,-0.24825,-0.24593,-0.24311,-0.23433,-0.22982,-0.23262,-0.22614,-0.22546,-0.22412,-0.22431,-0.22625,-0.22245
-0.37873,-0.3783,-0.37813,-0.3775,-0.37665,-0.37692,-0.37617,-0.3758,-0.37552,-0.37551,-0.37558,-0.37583,-0.37647,-0.37746,-0.37866,-0.38066,-0.38281,-0.38245,-0.38373,-0.38465,-0.38567,-0.38572,-0.3857,-0.38559,-0.38551,-0.38546,-0.386,-0.38624,-0.38667,-0.38756,-0.38901,-0.38922,-0.39138,-0.39103,-0.39083,-0.39327,-0.39483,-0.39565,-0.3963,-0.39631,-0.39697,-0.39689,-0.39682,-0.39588,-0.39553,-0.39391,-0.39238,-0.39155,-0.39137
-0.38482,-0.3847,-0.38463,-0.38473,-0.38487,-0.38487,-0.38506,-0.38519,-0.38533,-0.38563,-0.38548,-0.38541,-0.38546,-0.38522,-0.38491,-0.3844,-0.38444,-0.38358,-0.38276,-0.38209,-0.38157,-0.38111,-0.38122,-0.38087,-0.38063,-0.38067,-0.38075,-0.38087,-0.38096,-0.38098,-0.3811,-0.38128,-0.38139,-0.38163,-0.38157,-0.38179,-0.38162,-0.38159,-0.38136,-0.3812,-0.38103,-0.38099,-0.38094,-0.38095,-0.3809,-0.38079,-0.38062,-0.38058,-0.38032
-0.43235,-0.43731,-0.43667,-0.43723,-0.43753,-0.437,-0.43583,-0.42888,-0.42019,-0.41587,-0.41025,-0.3995,-0.39714,-0.39368,-0.39688,-0.39523,-0.39556,-0.39644,-0.39815,-0.4006,-0.40824,-0.4091,-0.41102,-0.41025,-0.41515,-0.41494,-0.41332,-0.40357,-0.40218,-0.38929,-0.3775,-0.36025,-0.34023,-0.32626,-0.30933,-0.29962,-0.30603,-0.30141,-0.30046,-0.30097,-0.30066,-0.30557,-0.31406,-0.3267,-0.34163,-0.36678,-0.37283,-0.38638,-0.39901
0.96481,0.96474,0.96533,0.96569,0.96584,0.96594,0.9659,0.96561,0.96515,0.96478,0.9643,0.96378,0.96389,0.96226,0.96213,0.96036,0.96112,0.9618,0.96188,0.96179,0.95984,0.95436,0.95438,0.95365,0.9529,0.95326,0.9528,0.95223,0.95217,0.95234,0.95208,0.95202,0.95217,0.9524,0.95272,0.95296,0.95519,0.95493,0.95589,0.95633,0.95677,0.95706,0.95807,0.95927,0.96017,0.96078,0.96125,0.96142,0.96152
0.10573,0.097129,0.092663,0.087691,0.084625,0.084654,0.082377,0.079965,0.078388,0.075991,0.072359,0.071778,0.07026,0.074145,0.073237,0.071912,0.061626,0.048646,0.042141,0.035413,0.040831,0.052531,0.053082,0.039432,0.025157,0.021242,0.030322,0.035562,0.035487,0.049569,0.062028,0.049867,0.037675,0.034326,0.02733,0.029563,0.02803,0.038673,0.046696,0.045267,0.032853,0.033359,0.031855,0.029697,0.014796,0.0089165,0.0046592,0.0034683,-0.00026794
-0.28971,-0.30809,-0.3319,-0.34775,-0.3559,-0.36354,-0.36793,-0.37276,-0.37451,-0.37667,-0.378,-0.37973,-0.37983,-0.38003,-0.38042,-0.38067,-0.38104,-0.38123,-0.38139,-0.38149,-0.38157,-0.38162,-0.38165,-0.38168,-0.38171,-0.38173,-0.38174,-0.38176,-0.38176,-0.38177,-0.38177,-0.38178,-0.38178,-0.38178,-0.38178,-0.38178,-0.38178,-0.38178,-0.38178,-0.38178,-0.38178,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179
-0.33583,-0.39096,-0.40711,-0.38553,-0.3819,-0.28887,-0.28073,-0.29956,-0.30444,-0.30249,-0.3213,-0.33221,-0.32902,-0.35561,-0.35382,-0.31492,-0.63057,-0.66248,-0.71327,-0.73468,-0.66677,-0.5463,-0.51094,-0.62393,-0.67149,-0.62061,-0.56848,-0.75323,-0.79522,-0.82779,-0.84081,-0.85187,-0.8666,-0.89266,-0.93444,-0.97009,-0.9758,-0.85623,-0.9454,-0.91557,-0.90247,-0.91852,-0.78018,-0.8164,-0.89864,-0.95975,-1,-0.85689,-0.75875
0.97105,0.97112,0.97088,0.9706,0.97051,0.97021,0.9702,0.97011,0.96953,0.96969,0.96917,0.96889,0.96887,0.96844,0.96783,0.96661,0.96596,0.96554,0.96511,0.96433,0.96433,0.96374,0.96374,0.96381,0.9639,0.96366,0.96365,0.96344,0.96316,0.96299,0.96292,0.96273,0.96237,0.96197,0.96209,0.96151,0.96152,0.96139,0.96173,0.96218,0.9621,0.96298,0.96407,0.96527,0.96636,0.96721,0.96707,0.96838,0.96996
-0.88772,-0.8795,-0.86448,-0.84303,-0.82052,-0.80345,-0.7916,-0.78614,-0.78525,-0.7838,-0.78091,-0.77943,-0.7788,-0.77904,-0.78072,-0.77605,-0.76204,-0.74264,-0.72608,-0.72048,-0.72539,-0.7296,-0.73508,-0.73538,-0.73383,-0.73321,-0.74026,-0.75084,-0.75568,-0.75338,-0.74886,-0.7366,-0.72669,-0.71549,-0.70138,-0.69474,-0.68547,-0.68474,-0.68331,-0.67222,-0.67244,-0.6722,-0.67329,-0.67326,-0.67246,-0.67476,-0.67811,-0.67932,-0.68377
