0.99944,0.99945,0.99947,0.99951,0.99957,0.99958,0.99951,0.99935,0.99891,0.99829,0.99746,0.99655,0.99651,0.99617,0.99576,0.99551,0.99531,0.99538,0.99557,0.99555,0.9959,0.99637,0.99687,0.99755,0.99798,0.99839,0.99871,0.99906,0.99938,0.99973,1
-0.41612,-0.41924,-0.42286,-0.42307,-0.42264,-0.42718,-0.42419,-0.42554,-0.42479,-0.4238,-0.42289,-0.42304,-0.42074,-0.42167,-0.41804,-0.42021,-0.42083,-0.4197,-0.42071,-0.42034,-0.41942,-0.41905,-0.41846,-0.41775,-0.41795,-0.41725,-0.41591,-0.41652,-0.41741,-0.41858,-0.42041
-0.40344,-0.40444,-0.40626,-0.40476,-0.40459,-0.40375,-0.40152,-0.39875,-0.39125,-0.39181,-0.38891,-0.38653,-0.38457,-0.3826,-0.3818,-0.38111,-0.38074,-0.37963,-0.37853,-0.37893,-0.37902,-0.37929,-0.37963,-0.38148,-0.38173,-0.38389,-0.38594,-0.38835,-0.39004,-0.39592,-0.39846
-0.40345,-0.40352,-0.40365,-0.40407,-0.40451,-0.4059,-0.40604,-0.40736,-0.408,-0.40846,-0.40932,-0.40937,-0.40985,-0.4099,-0.41005,-0.41023,-0.4108,-0.41078,-0.41064,-0.41065,-0.41049,-0.41029,-0.40994,-0.40934,-0.40869,-0.40728,-0.40727,-0.40659,-0.40594,-0.40497,-0.40527
-0.42054,-0.42053,-0.42017,-0.41959,-0.41975,-0.4198,-0.41953,-0.41858,-0.41657,-0.41228,-0.40365,-0.41096,-0.40684,-0.39947,-0.40522,-0.40247,-0.40023,-0.4001,-0.39996,-0.39927,-0.39874,-0.39872,-0.40048,-0.40181,-0.40187,-0.40546,-0.40931,-0.41371,-0.41705,-0.4204,-0.42767
-0.47627,-0.50542,-0.55368,-0.57476,-0.58775,-0.6078,-0.56375,-0.58408,-0.62129,-0.63709,-0.66251,-0.6776,-0.67707,-0.68874,-0.68821,-0.68978,-0.68871,-0.68523,-0.68194,-0.67864,-0.67283,-0.66935,-0.66629,-0.66443,-0.65821,-0.64741,-0.64776,-0.64266,-0.64339,-0.59397,-0.53677
-0.41182,-0.41002,-0.40785,-0.40746,-0.40672,-0.40587,-0.40811,-0.40854,-0.40647,-0.40506,-0.40501,-0.40516,-0.40475,-0.4046,-0.40445,-0.40412,-0.40352,-0.40384,-0.40358,-0.40362,-0.40346,-0.40334,-0.40325,-0.40318,-0.40317,-0.40312,-0.40306,-0.403,-0.40298,-0.4054,-0.40797
-0.40343,-0.40332,-0.40316,-0.40308,-0.40298,-0.40278,-0.40271,-0.40257,-0.40265,-0.40273,-0.40313,-0.40363,-0.40362,-0.40373,-0.40395,-0.40421,-0.40441,-0.40455,-0.40464,-0.40466,-0.40456,-0.40455,-0.40438,-0.4044,-0.40442,-0.40447,-0.40448,-0.40448,-0.40446,-0.40436,-0.40434
-0.42664,-0.42562,-0.42478,-0.42306,-0.42351,-0.42255,-0.42089,-0.41846,-0.41579,-0.41291,-0.40938,-0.40677,-0.40486,-0.40348,-0.40289,-0.40009,-0.39812,-0.39687,-0.3959,-0.39542,-0.39548,-0.39583,-0.39679,-0.39906,-0.40537,-0.41441,-0.41357,-0.41651,-0.41936,-0.42285,-0.42616
-0.41843,-0.47942,-0.53375,-0.54137,-0.54871,-0.59,-0.64064,-0.70299,-0.79433,-0.86179,-0.91534,-0.95585,-0.99882,-0.99545,-0.99816,-1,-0.99537,-0.99464,-0.9821,-0.96073,-0.92074,-0.87794,-0.80031,-0.74042,-0.71098,-0.67826,-0.64169,-0.58886,-0.53525,-0.49761,-0.46346
-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40211,-0.4019,-0.40216,-0.40238
-0.80659,0.15219,0.18281,0.15704,-0.80121,-0.69331,-0.63107,-0.56272,-0.51683,-0.47743,-0.4426,-0.4154,-0.40099,-0.39366,-0.38733,-0.38211,-0.37861,-0.37786,-0.37199,-0.37005,-0.36509,-0.36184,-0.36265,-0.374,-0.38318,-0.3919,-0.39388,-0.39714,-0.3978,-0.39892,-0.39962
-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241
-0.47823,-0.47824,-0.47828,-0.47824,-0.47817,-0.47794,-0.47752,-0.47704,-0.47734,-0.47663,-0.47686,-0.47709,-0.47703,-0.477,-0.47703,-0.47703,-0.47697,-0.47681,-0.47625,-0.47489,-0.47464,-0.47441,-0.47366,-0.47293,-0.47183,-0.47218,-0.47248,-0.47117,-0.47135,-0.47137,-0.47028
-0.40216,-0.40217,-0.40217,-0.4022,-0.40223,-0.40226,-0.40236,-0.40235,-0.40244,-0.4024,-0.40233,-0.40227,-0.40221,-0.40232,-0.4024,-0.40241,-0.40238,-0.40246,-0.40246,-0.40246,-0.40245,-0.40244,-0.40242,-0.40239,-0.40238,-0.40238,-0.40238,-0.40237,-0.40235,-0.40232,-0.40223
-0.41141,-0.4098,-0.40984,-0.40677,-0.40862,-0.40748,-0.40701,-0.40708,-0.40753,-0.40803,-0.40827,-0.40849,-0.40912,-0.40974,-0.41049,-0.41123,-0.4115,-0.41158,-0.41169,-0.41175,-0.41182,-0.41185,-0.41184,-0.41194,-0.41202,-0.41203,-0.41199,-0.41184,-0.41161,-0.41098,-0.41093
-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241,-0.40241
-0.32312,-0.3229,-0.32361,-0.32391,-0.32401,-0.32403,-0.32394,-0.32371,-0.32285,-0.32066,-0.3209,-0.32038,-0.31973,-0.31927,-0.3189,-0.31864,-0.31812,-0.31786,-0.31899,-0.31885,-0.31956,-0.32345,-0.32402,-0.3264,-0.32758,-0.32842,-0.32809,-0.32761,-0.32828,-0.33127,-0.33177
-0.40271,-0.40273,-0.4028,-0.40286,-0.40296,-0.40313,-0.40333,-0.40347,-0.40357,-0.4037,-0.40388,-0.40413,-0.40392,-0.40404,-0.40412,-0.4041,-0.40407,-0.40404,-0.4041,-0.40412,-0.40412,-0.4041,-0.40412,-0.40412,-0.40412,-0.4041,-0.40409,-0.404,-0.40401,-0.40403,-0.40402
-0.38325,-0.38228,-0.38061,-0.37919,-0.37967,-0.37894,-0.37901,-0.37925,-0.37984,-0.38048,-0.38119,-0.3819,-0.38207,-0.38298,-0.38297,-0.38528,-0.38387,-0.38343,-0.38426,-0.38449,-0.38464,-0.38483,-0.38482,-0.38485,-0.385,-0.3851,-0.38508,-0.38497,-0.38469,-0.38431,-0.38304
