0.99831,0.99733,0.99687,0.99549,0.99366,0.99217,0.99039,0.98744,0.98386,0.97913,0.97692,0.97682,0.97548,0.97479,0.97448,0.97298,0.97368,0.97264,0.97238,0.97248,0.97267,0.97303,0.97509,0.97555,0.9792,0.98138,0.98735,0.99251,0.99803,0.99871,1,0.99981,0.99857,0.99687,0.99518,0.99389,0.99332,0.99261,0.99202,0.99163
-0.56399,-0.57539,-0.57678,-0.57932,-0.58396,-0.58796,-0.59054,-0.58773,-0.58372,-0.58541,-0.58445,-0.58341,-0.58166,-0.58104,-0.57851,-0.57555,-0.57538,-0.5739,-0.57219,-0.57252,-0.57364,-0.57304,-0.57423,-0.5757,-0.57555,-0.57465,-0.57257,-0.56812,-0.56288,-0.55387,-0.5383,-0.53803,-0.53011,-0.52941,-0.52957,-0.52942,-0.5298,-0.53073,-0.53229,-0.53567
-0.53544,-0.53924,-0.53507,-0.53393,-0.53401,-0.53431,-0.5339,-0.53249,-0.53268,-0.531,-0.53016,-0.52951,-0.52939,-0.52915,-0.52802,-0.52708,-0.52599,-0.52429,-0.5228,-0.52279,-0.52202,-0.52224,-0.52265,-0.52341,-0.52356,-0.5235,-0.52669,-0.5313,-0.53611,-0.53966,-0.54437,-0.54906,-0.55322,-0.55688,-0.55973,-0.5617,-0.56312,-0.5642,-0.56634,-0.56489
-0.55177,-0.554,-0.55532,-0.55492,-0.55724,-0.55943,-0.56133,-0.56118,-0.56167,-0.56211,-0.56282,-0.56325,-0.56314,-0.56334,-0.56338,-0.56336,-0.56334,-0.56331,-0.56229,-0.56289,-0.56181,-0.5594,-0.55817,-0.55568,-0.5522,-0.55182,-0.55049,-0.54922,-0.54918,-0.54875,-0.54688,-0.54686,-0.54557,-0.54409,-0.54244,-0.54161,-0.54081,-0.54021,-0.5394,-0.53948
-0.52492,-0.52478,-0.52575,-0.522,-0.51887,-0.51681,-0.51585,-0.51534,-0.5146,-0.51337,-0.5133,-0.51318,-0.51179,-0.51023,-0.50843,-0.50752,-0.50542,-0.50198,-0.49915,-0.49713,-0.49773,-0.49842,-0.4977,-0.49807,-0.49866,-0.49918,-0.50052,-0.5023,-0.5057,-0.51447,-0.51602,-0.52679,-0.52878,-0.53402,-0.53768,-0.54113,-0.54589,-0.55152,-0.5544,-0.55386
-0.5881,-0.56869,-0.5447,-0.54263,-0.54077,-0.53741,-0.5313,-0.53376,-0.52998,-0.52752,-0.52616,-0.52294,-0.52143,-0.52044,-0.51918,-0.51673,-0.51594,-0.51443,-0.51239,-0.51097,-0.51061,-0.50908,-0.50641,-0.5059,-0.50708,-0.50749,-0.51677,-0.52218,-0.52262,-0.53982,-0.54493,-0.54604,-0.70045,-0.75755,-0.82466,-0.88445,-0.95615,-0.95908,-0.98261,-1
-0.55957,-0.55929,-0.55869,-0.55717,-0.55609,-0.55595,-0.55481,-0.55425,-0.55364,-0.55379,-0.55379,-0.55377,-0.55372,-0.5533,-0.55337,-0.55318,-0.55315,-0.55315,-0.55316,-0.55316,-0.55317,-0.55324,-0.55321,-0.55317,-0.55341,-0.55337,-0.55443,-0.55466,-0.55484,-0.55507,-0.55661,-0.55776,-0.55539,-0.55272,-0.55148,-0.55032,-0.54964,-0.54921,-0.54906,-0.5489
-0.54898,-0.54898,-0.54885,-0.5485,-0.54814,-0.54792,-0.54746,-0.54748,-0.5473,-0.54717,-0.54709,-0.54702,-0.54693,-0.54681,-0.54674,-0.54662,-0.54665,-0.54659,-0.54661,-0.54663,-0.54663,-0.54668,-0.54666,-0.54663,-0.54667,-0.54664,-0.54651,-0.54624,-0.54581,-0.54589,-0.54606,-0.54507,-0.54472,-0.5456,-0.54614,-0.54641,-0.5471,-0.54755,-0.54738,-0.54766
-0.52259,-0.5184,-0.51736,-0.51505,-0.51331,-0.51393,-0.51451,-0.51282,-0.51118,-0.51126,-0.50949,-0.50765,-0.50487,-0.50511,-0.5018,-0.49933,-0.49905,-0.49743,-0.49482,-0.49337,-0.49244,-0.49222,-0.49267,-0.49349,-0.49339,-0.49521,-0.49743,-0.50159,-0.50205,-0.50809,-0.51575,-0.52197,-0.52798,-0.53323,-0.53675,-0.5425,-0.54623,-0.54872,-0.54968,-0.55013
-0.43591,-0.47387,-0.51953,-0.58382,-0.6302,-0.65428,-0.69081,-0.71393,-0.71768,-0.75059,-0.76279,-0.79166,-0.83292,-0.84036,-0.84232,-0.84917,-0.84608,-0.82539,-0.78462,-0.7631,-0.57805,-0.49914,-0.39699,-0.34382,-0.33381,-0.33948,-0.33812,-0.32741,-0.30696,-0.33813,-0.3922,-0.41987,-0.44589,-0.46314,-0.47788,-0.49466,-0.49831,-0.44543,-0.44575,-0.48464
