0.99275,0.99456,0.99632,0.99804,0.99991,0.99997,1,0.9998,0.99942,0.99873,0.99798,0.997,0.99703,0.9968,0.9962,0.99661,0.99675,0.9966,0.99674,0.99712,0.99799,0.99789,0.99805,0.99847,0.99876,0.999,0.99931,0.99931,0.9994,0.99951,0.99962,0.99971,0.99988,0.99997
-0.55421,-0.55158,-0.56477,-0.57691,-0.57661,-0.57579,-0.58103,-0.58009,-0.58104,-0.57877,-0.57659,-0.57454,-0.57159,-0.56762,-0.56664,-0.56633,-0.56605,-0.56886,-0.56981,-0.57468,-0.58007,-0.57876,-0.58122,-0.58399,-0.58688,-0.58603,-0.58488,-0.58552,-0.58499,-0.5843,-0.58233,-0.58229,-0.58271,-0.58274
-0.52871,-0.52465,-0.52901,-0.52622,-0.52465,-0.52333,-0.51789,-0.51245,-0.50983,-0.50791,-0.49944,-0.50034,-0.49878,-0.50097,-0.50039,-0.50002,-0.49866,-0.49711,-0.49492,-0.49359,-0.49029,-0.49337,-0.4948,-0.49686,-0.49584,-0.4972,-0.49908,-0.49893,-0.50021,-0.50253,-0.50468,-0.50469,-0.50979,-0.51038
-0.52785,-0.52835,-0.52922,-0.53169,-0.53188,-0.53384,-0.53607,-0.53755,-0.5388,-0.54022,-0.54163,-0.54216,-0.54324,-0.54454,-0.54531,-0.54572,-0.54693,-0.54678,-0.54673,-0.54643,-0.54574,-0.54571,-0.54508,-0.54504,-0.54499,-0.54399,-0.54316,-0.54289,-0.54226,-0.54243,-0.54187,-0.5406,-0.54011,-0.53915
-0.5823,-0.58262,-0.5689,-0.55344,-0.54161,-0.54244,-0.53772,-0.53533,-0.52905,-0.52664,-0.52224,-0.51643,-0.5171,-0.51266,-0.50871,-0.50577,-0.50259,-0.4987,-0.49717,-0.49442,-0.49341,-0.49305,-0.49319,-0.49515,-0.49486,-0.50214,-0.5014,-0.50335,-0.50648,-0.50988,-0.5146,-0.5254,-0.52796,-0.53244
-0.56188,-0.56203,-0.55158,-0.53964,-0.53304,-0.5296,-0.52317,-0.5182,-0.51396,-0.50867,-0.50493,-0.50333,-0.49968,-0.49963,-0.49916,-0.49897,-0.49511,-0.49429,-0.49316,-0.49192,-0.49074,-0.49109,-0.49146,-0.49086,-0.49086,-0.49124,-0.49252,-0.49362,-0.49487,-0.49469,-0.4972,-0.49871,-0.50233,-0.50409
-0.53725,-0.5371,-0.53802,-0.53799,-0.53833,-0.53949,-0.53948,-0.53987,-0.53989,-0.54002,-0.54056,-0.54068,-0.54096,-0.54161,-0.54247,-0.54171,-0.54214,-0.54309,-0.54295,-0.54306,-0.54304,-0.54325,-0.54333,-0.54333,-0.54332,-0.54325,-0.543,-0.54285,-0.54245,-0.54234,-0.54212,-0.54189,-0.54168,-0.54133
-0.53355,-0.53352,-0.53343,-0.53304,-0.53274,-0.53274,-0.53285,-0.53346,-0.53438,-0.5344,-0.53425,-0.53411,-0.53415,-0.53408,-0.53386,-0.53382,-0.5338,-0.5334,-0.53322,-0.53328,-0.53301,-0.53246,-0.53285,-0.53265,-0.53261,-0.53252,-0.53308,-0.53318,-0.53317,-0.53338,-0.53352,-0.5337,-0.53421,-0.53469
-0.47631,-0.47525,-0.5668,-0.55119,-0.54033,-0.53276,-0.52696,-0.52346,-0.51903,-0.5175,-0.51183,-0.50835,-0.49921,-0.50349,-0.50215,-0.50056,-0.49886,-0.49447,-0.49189,-0.49061,-0.49019,-0.48893,-0.48934,-0.49025,-0.4921,-0.4956,-0.49787,-0.50045,-0.50416,-0.50814,-0.51331,-0.52075,-0.53079,-0.53657
-0.34191,-0.40683,-0.47412,-0.5203,-0.59491,-0.66055,-0.7122,-0.74661,-0.79568,-0.80699,-0.84714,-0.88513,-0.90992,-0.92351,-0.93048,-0.93106,-0.93799,-0.94928,-0.9693,-0.98611,-0.99726,-1,-0.98529,-0.94407,-0.87027,-0.77811,-0.68133,-0.52853,-0.61033,-0.60893,-0.60215,-0.60462,-0.59071,-0.57817
-0.53036,-0.53034,-0.53033,-0.53031,-0.53031,-0.5303,-0.5303,-0.5303,-0.5303,-0.53029,-0.53029,-0.53029,-0.53029,-0.53029,-0.53029,-0.53029,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.52517,-0.52493,-0.52513,-0.52608,-0.52712,-0.52741
-0.3686,-0.63093,-0.62026,-0.57189,-0.55842,-0.55542,-0.58178,-0.61026,-0.61443,-0.58714,-0.57473,-0.5608,-0.55052,-0.54739,-0.5512,-0.54711,-0.54551,-0.54508,-0.53933,-0.53566,-0.53094,-0.52766,-0.29333,-0.42775,-0.32195,-0.44072,-0.42211,-0.45983,-0.47369,-0.48649,-0.49816,-0.50729,-0.51452,-0.51944
-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028
-0.59286,-0.59296,-0.59342,-0.59438,-0.59985,-0.59972,-0.60042,-0.60132,-0.60211,-0.60322,-0.60393,-0.60551,-0.60666,-0.60697,-0.60696,-0.60689,-0.60682,-0.60679,-0.60666,-0.60603,-0.60607,-0.6051,-0.60558,-0.60528,-0.60554,-0.6056,-0.60565,-0.60564,-0.60568,-0.60562,-0.60563,-0.60558,-0.60536,-0.60497
-0.52725,-0.5272,-0.52707,-0.52687,-0.52685,-0.52685,-0.5269,-0.52694,-0.52703,-0.52716,-0.52722,-0.52722,-0.52723,-0.52715,-0.52717,-0.5269,-0.52687,-0.52677,-0.52669,-0.52655,-0.52646,-0.52633,-0.52636,-0.52643,-0.52638,-0.52637,-0.52638,-0.5264,-0.52643,-0.52645,-0.52649,-0.52656,-0.5267,-0.52667
-0.50103,-0.50166,-0.49489,-0.49382,-0.49195,-0.49184,-0.49216,-0.49222,-0.49237,-0.49377,-0.49537,-0.4973,-0.49881,-0.50054,-0.49988,-0.50163,-0.50296,-0.50318,-0.50338,-0.50334,-0.5033,-0.50329,-0.50298,-0.50241,-0.50212,-0.50205,-0.50218,-0.50192,-0.50195,-0.50179,-0.50161,-0.50156,-0.50094,-0.49995
-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028,-0.53028
-0.50861,-0.50285,-0.49732,-0.48607,-0.46533,-0.4573,-0.45258,-0.45228,-0.4483,-0.44155,-0.43314,-0.43176,-0.4289,-0.42553,-0.42699,-0.42346,-0.42052,-0.42071,-0.42059,-0.4214,-0.4232,-0.42292,-0.42537,-0.4259,-0.42913,-0.42984,-0.43264,-0.43663,-0.43723,-0.44402,-0.44236,-0.44625,-0.45736,-0.45756
-0.52549,-0.52569,-0.52617,-0.52661,-0.52673,-0.52697,-0.52719,-0.5274,-0.52776,-0.52792,-0.52795,-0.5282,-0.52808,-0.52836,-0.5283,-0.52823,-0.52817,-0.52831,-0.5283,-0.52833,-0.52834,-0.52834,-0.52834,-0.52833,-0.52832,-0.5283,-0.52826,-0.52821,-0.5282,-0.52808,-0.52788,-0.5278,-0.52762,-0.5274
-0.45065,-0.45185,-0.44988,-0.44598,-0.4468,-0.44852,-0.44893,-0.44896,-0.44979,-0.45122,-0.45266,-0.45454,-0.45594,-0.45746,-0.45812,-0.45858,-0.45906,-0.46025,-0.4604,-0.46054,-0.46043,-0.46026,-0.4599,-0.45928,-0.45893,-0.4585,-0.45844,-0.45847,-0.45842,-0.45808,-0.4576,-0.45689,-0.45583,-0.45422
