0.9949,0.99555,0.99593,0.99676,0.99692,0.99724,0.99754,0.99776,0.99795,0.9985,0.99853,0.99882,0.99897,0.9992,0.99934,0.99959,0.99968,0.99972,0.99984,0.99997,0.99997,1,1,1,0.99998,0.99998,0.99994,0.99992,0.99989,0.99983,0.9997,0.99964,0.99967,0.99964,0.99965,0.99967,0.99968,0.9997,0.99957,0.99932,0.99908,0.99883,0.99861,0.99844,0.99826,0.99836,0.99837,0.99842,0.99847
-0.58729,-0.5882,-0.59072,-0.59096,-0.59223,-0.59095,-0.5887,-0.58786,-0.5866,-0.58584,-0.58355,-0.58157,-0.57832,-0.57619,-0.57401,-0.57234,-0.57062,-0.56892,-0.56687,-0.56294,-0.56015,-0.5571,-0.55562,-0.55089,-0.55034,-0.54875,-0.54812,-0.54834,-0.54866,-0.54801,-0.54698,-0.54605,-0.54558,-0.54483,-0.54432,-0.54503,-0.54869,-0.5521,-0.5625,-0.5874,-0.60309,-0.61113,-0.62853,-0.63674,-0.63622,-0.63456,-0.62669,-0.61755,-0.60623
-0.5741,-0.57415,-0.5742,-0.57451,-0.57488,-0.57505,-0.57523,-0.57633,-0.57691,-0.57709,-0.57696,-0.57709,-0.57687,-0.57648,-0.57563,-0.57494,-0.57441,-0.57363,-0.57362,-0.57369,-0.57419,-0.57465,-0.5747,-0.57496,-0.57561,-0.5757,-0.57625,-0.5764,-0.57667,-0.57695,-0.57715,-0.57753,-0.57756,-0.5777,-0.57799,-0.57803,-0.57818,-0.57832,-0.57837,-0.57846,-0.57845,-0.57812,-0.57816,-0.57799,-0.57811,-0.57857,-0.5796,-0.58133,-0.58401
-0.58062,-0.57983,-0.57858,-0.57808,-0.57795,-0.57653,-0.57626,-0.57531,-0.57461,-0.57454,-0.57467,-0.57593,-0.57648,-0.5787,-0.57906,-0.58198,-0.58307,-0.58335,-0.58426,-0.58574,-0.58869,-0.59083,-0.58994,-0.59023,-0.59134,-0.59193,-0.59219,-0.59221,-0.5922,-0.59256,-0.59294,-0.59308,-0.59323,-0.59335,-0.59353,-0.5935,-0.59342,-0.59295,-0.59265,-0.59145,-0.58989,-0.58785,-0.58575,-0.5836,-0.58131,-0.57969,-0.57841,-0.57795,-0.5771
-0.58444,-0.58578,-0.5868,-0.58638,-0.5859,-0.58624,-0.586,-0.58598,-0.58632,-0.58787,-0.59291,-0.5909,-0.59159,-0.59386,-0.59514,-0.59677,-0.59856,-0.60254,-0.60293,-0.60425,-0.60564,-0.60763,-0.60891,-0.60879,-0.61218,-0.61187,-0.61532,-0.61714,-0.61986,-0.61787,-0.61751,-0.61938,-0.61913,-0.61887,-0.6203,-0.62108,-0.62096,-0.62017,-0.62057,-0.62103,-0.62046,-0.61871,-0.61841,-0.61522,-0.61615,-0.61503,-0.61453,-0.61383,-0.61257
-1,-0.97225,-0.93496,-0.79589,-0.7326,-0.67595,-0.63593,-0.61755,-0.60482,-0.60524,-0.60492,-0.60254,-0.59915,-0.59951,-0.59997,-0.60285,-0.60471,-0.60733,-0.60995,-0.61295,-0.61523,-0.61741,-0.62003,-0.62267,-0.62614,-0.62856,-0.63009,-0.63119,-0.63109,-0.63164,-0.63226,-0.63482,-0.63432,-0.63711,-0.63669,-0.63814,-0.6394,-0.64216,-0.6439,-0.64736,-0.64766,-0.64686,-0.64359,-0.64307,-0.63995,-0.63939,-0.637,-0.63565,-0.74379
-0.57796,-0.57796,-0.57796,-0.57933,-0.57862,-0.57842,-0.5783,-0.57789,-0.57729,-0.57621,-0.57553,-0.57488,-0.57435,-0.57426,-0.57474,-0.57485,-0.57522,-0.5754,-0.57563,-0.57576,-0.57584,-0.57617,-0.57618,-0.57627,-0.57634,-0.57635,-0.5764,-0.57643,-0.57654,-0.5765,-0.57688,-0.57663,-0.57656,-0.57667,-0.57671,-0.57674,-0.57679,-0.57776,-0.57843,-0.58052,-0.58195,-0.5824,-0.58326,-0.58363,-0.58521,-0.58628,-0.5874,-0.58879,-0.58704
-0.61373,-0.60646,-0.59742,-0.59328,-0.58142,-0.57816,-0.57893,-0.57918,-0.57956,-0.57914,-0.57906,-0.57902,-0.5789,-0.57894,-0.57904,-0.57917,-0.57914,-0.57911,-0.57912,-0.57911,-0.5791,-0.57908,-0.57902,-0.57891,-0.57879,-0.57868,-0.57861,-0.57858,-0.57857,-0.57855,-0.57856,-0.57855,-0.57854,-0.57851,-0.57849,-0.57848,-0.57848,-0.57854,-0.57873,-0.5791,-0.57859,-0.57669,-0.57652,-0.57587,-0.57562,-0.57591,-0.57621,-0.5764,-0.5752
-0.58413,-0.58438,-0.58429,-0.58519,-0.58528,-0.58492,-0.58472,-0.58522,-0.58549,-0.58725,-0.58744,-0.58977,-0.59217,-0.59421,-0.59516,-0.59705,-0.59931,-0.603,-0.60559,-0.60985,-0.60763,-0.61315,-0.61657,-0.61361,-0.61377,-0.61447,-0.61793,-0.61995,-0.61955,-0.62396,-0.62419,-0.62576,-0.6269,-0.62672,-0.62751,-0.62735,-0.62523,-0.62255,-0.62341,-0.62383,-0.62382,-0.62281,-0.62102,-0.61734,-0.61708,-0.61698,-0.61637,-0.61564,-0.61481
-0.032245,-0.045045,-0.053868,-0.047823,-0.047018,-0.039994,-0.035875,-0.050648,-0.071592,-0.10002,-0.13097,-0.1601,-0.16348,-0.16402,-0.17158,-0.18176,-0.19814,-0.20104,-0.21018,-0.20791,-0.2067,-0.20962,-0.2159,-0.22527,-0.20949,-0.20864,-0.21025,-0.21984,-0.23012,-0.23106,-0.23203,-0.23444,-0.23847,-0.24633,-0.24914,-0.23787,-0.18359,-0.41582,-0.43657,-0.49343,-0.52665,-0.53543,-0.53631,-0.53315,-0.52851,-0.52522,-0.52617,-0.52784,-0.53437
