0.99896,0.99893,0.99896,0.99899,0.99899,0.99893,0.99882,0.99886,0.99892,0.99895,0.99895,0.99865,0.99879,0.9986,0.99865,0.99836,0.9985,0.99854,0.99842,0.99845,0.99846,0.99838,0.99838,0.99833,0.99833,0.99832,0.99829,0.99828,0.99825,0.99825,0.99826,0.99833,0.99847,0.99864,0.99879,0.99893,0.99904,0.99914,0.99922,0.99926,0.99929,0.99942,0.99961,0.9996,0.99988,1,0.99999,0.99999,0.99997,0.99993,0.99993,0.9999,0.99982,0.99968,0.99944
-0.40282,-0.40172,-0.40186,-0.39376,-0.37776,-0.36736,-0.36678,-0.36406,-0.36461,-0.36363,-0.36199,-0.35883,-0.35619,-0.35502,-0.35583,-0.35704,-0.35639,-0.35597,-0.35738,-0.35662,-0.3563,-0.3563,-0.35639,-0.35665,-0.35649,-0.35645,-0.35618,-0.35604,-0.35608,-0.35632,-0.35824,-0.36604,-0.36976,-0.37249,-0.37763,-0.37301,-0.37138,-0.36971,-0.38183,-0.38306,-0.38794,-0.38973,-0.39069,-0.39084,-0.39104,-0.39288,-0.39531,-0.39626,-0.39707,-0.39815,-0.3987,-0.39934,-0.40046,-0.40081,-0.40182
-0.38477,-0.38482,-0.38492,-0.38485,-0.38482,-0.38479,-0.38477,-0.38482,-0.38485,-0.38487,-0.38489,-0.38489,-0.38491,-0.38494,-0.38497,-0.38499,-0.38506,-0.38509,-0.38515,-0.38523,-0.38531,-0.3854,-0.38542,-0.38549,-0.38551,-0.38551,-0.38556,-0.38556,-0.38559,-0.38562,-0.38563,-0.38562,-0.38559,-0.38558,-0.38555,-0.38549,-0.38539,-0.38541,-0.38533,-0.38535,-0.3853,-0.3853,-0.38531,-0.38532,-0.38529,-0.38523,-0.38519,-0.38515,-0.38508,-0.38503,-0.38502,-0.38499,-0.38496,-0.38493,-0.38491
-0.38128,-0.38101,-0.38018,-0.37887,-0.37874,-0.37881,-0.37854,-0.37824,-0.37814,-0.37802,-0.37798,-0.378,-0.37807,-0.37807,-0.37803,-0.37808,-0.37806,-0.37806,-0.37806,-0.37807,-0.37811,-0.3782,-0.37841,-0.37828,-0.3784,-0.3785,-0.37864,-0.37859,-0.37857,-0.37857,-0.37874,-0.37891,-0.37881,-0.37889,-0.3789,-0.37892,-0.37902,-0.37905,-0.37911,-0.37914,-0.37916,-0.3792,-0.37928,-0.37945,-0.37955,-0.37966,-0.38045,-0.38086,-0.3814,-0.38159,-0.38151,-0.38189,-0.38195,-0.38195,-0.38239
-0.46172,-0.45942,-0.45512,-0.44007,-0.41698,-0.40018,-0.39005,-0.38915,-0.38911,-0.38734,-0.38126,-0.37775,-0.37431,-0.37215,-0.37361,-0.37522,-0.37689,-0.37775,-0.36964,-0.37343,-0.36983,-0.36998,-0.37024,-0.37045,-0.37076,-0.37069,-0.36933,-0.36447,-0.36535,-0.36527,-0.366,-0.36732,-0.3707,-0.37424,-0.37467,-0.37492,-0.37492,-0.37495,-0.3776,-0.38217,-0.38528,-0.38793,-0.38937,-0.39154,-0.39434,-0.39871,-0.40073,-0.40525,-0.40677,-0.40969,-0.41291,-0.41489,-0.41765,-0.42013,-0.42316
-0.49908,-0.5466,-0.59625,-0.65962,-0.75055,-0.80906,-0.84871,-0.85365,-0.84455,-0.81379,-0.78621,-0.73009,-0.68353,-0.75595,-0.79452,-0.85635,-0.90793,-0.92007,-0.90349,-0.91313,-0.91308,-0.89852,-0.94138,-0.99296,-0.98983,-0.98388,-1,-0.99686,-0.98226,-0.96767,-0.96055,-0.94972,-0.94387,-0.93872,-0.94263,-0.94188,-0.9419,-0.94003,-0.93754,-0.92767,-0.89982,-0.85253,-0.84359,-0.87439,-0.89018,-0.90207,-0.9,-0.86316,-0.84043,-0.87981,-0.65762,-0.64368,-0.56509,-0.51458,-0.58403
-0.38594,-0.38567,-0.3855,-0.38535,-0.38526,-0.38518,-0.38513,-0.38509,-0.38507,-0.38495,-0.38496,-0.38497,-0.38498,-0.38501,-0.38501,-0.38501,-0.385,-0.385,-0.38499,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.385,-0.38874,-0.38997,-0.3933,-0.39601,-0.3944
-0.40026,-0.39841,-0.3997,-0.39934,-0.41239,-0.42817,-0.44021,-0.44408,-0.44218,-0.42778,-0.41531,-0.38892,-0.35333,-0.37824,-0.41189,-0.43759,-0.46911,-0.47617,-0.46609,-0.46956,-0.47012,-0.46199,-0.44954,-0.4289,-0.44307,-0.46479,-0.48727,-0.49757,-0.49599,-0.49372,-0.49074,-0.48846,-0.48498,-0.48529,-0.48523,-0.48529,-0.48524,-0.48522,-0.484,-0.45256,-0.50147,-0.50737,-0.51605,-0.50291,-0.46408,-0.39532,-0.29067,-0.36381,-0.33942,-0.35133,-0.36035,-0.36985,-0.37653,-0.38375,-0.38554
-0.30687,-0.31079,-0.31388,-0.4405,-0.40156,-0.40175,-0.39932,-0.39246,-0.38846,-0.38835,-0.38594,-0.37994,-0.37675,-0.37384,-0.37111,-0.37266,-0.37233,-0.37214,-0.36893,-0.36628,-0.36555,-0.36525,-0.36575,-0.36654,-0.36751,-0.36785,-0.36731,-0.36555,-0.3634,-0.36442,-0.36479,-0.36578,-0.36828,-0.37214,-0.36944,-0.36702,-0.37025,-0.37105,-0.37256,-0.38112,-0.38521,-0.38605,-0.38838,-0.38974,-0.39289,-0.39474,-0.37061,-0.4052,-0.40699,-0.40871,-0.41349,-0.41659,-0.42045,-0.42323,-0.42632
-0.17543,-0.14598,-0.12645,-0.017476,0.012021,0.048569,0.08459,0.09661,0.13012,0.14833,0.14107,0.14571,0.14637,0.14651,0.14472,0.14476,0.14437,0.13911,0.13731,0.13538,0.13523,0.13568,0.1348,0.13456,0.13549,0.14957,0.16978,0.18174,0.19453,0.19053,0.16407,0.14161,0.14546,0.14215,0.13813,0.11856,0.1115,0.092613,0.083979,0.093459,0.13239,0.18109,0.21231,0.13363,0.11316,0.10187,-0.011341,-0.052303,-0.076136,-0.20417,-0.24273,-0.28603,-0.32051,-0.34056,-0.35341
