0.99034,0.99034,0.99034,0.99044,0.99068,0.99168,0.99316,0.99367,0.99453,0.99514,0.99646,0.99786,0.99801,0.99843,0.99874,0.99883,0.99902,0.99914,0.99923,0.99927,0.9993,0.99933,0.9994,0.99956,0.99972,0.99979,0.99984,0.99984,0.99997,0.99997,0.99997,0.99998,0.99998,0.99998,1,0.99997,0.99972,0.99956,0.99915,0.99825,0.99754,0.99646,0.99666,0.99576
-0.70116,-0.70114,-0.70092,-0.69968,-0.69729,-0.68755,-0.68297,-0.6849,-0.68814,-0.68356,-0.67667,-0.67553,-0.66689,-0.66201,-0.65163,-0.64291,-0.6367,-0.64151,-0.63873,-0.64456,-0.63828,-0.63166,-0.62807,-0.62067,-0.61405,-0.60882,-0.60876,-0.60971,-0.6088,-0.59748,-0.59192,-0.58874,-0.58252,-0.58525,-0.58391,-0.5872,-0.59245,-0.60314,-0.60924,-0.61955,-0.62407,-0.63204,-0.64018,-0.64522
-0.63162,-0.63164,-0.63161,-0.63162,-0.63166,-0.63168,-0.6317,-0.63169,-0.6317,-0.63178,-0.63143,-0.63133,-0.63104,-0.63053,-0.6301,-0.62986,-0.62985,-0.6299,-0.62995,-0.63016,-0.63031,-0.6305,-0.6308,-0.63096,-0.63093,-0.63142,-0.63194,-0.63193,-0.63247,-0.63252,-0.63257,-0.63296,-0.63315,-0.63339,-0.63345,-0.63334,-0.63313,-0.63301,-0.63298,-0.63262,-0.63254,-0.63227,-0.63223,-0.63206
-0.62784,-0.628,-0.62787,-0.62811,-0.62807,-0.62852,-0.62946,-0.6305,-0.63059,-0.63267,-0.63244,-0.63301,-0.63356,-0.63397,-0.63409,-0.63355,-0.63382,-0.63377,-0.63354,-0.63344,-0.63344,-0.63258,-0.63205,-0.63081,-0.62992,-0.62947,-0.62963,-0.62994,-0.63022,-0.6305,-0.63027,-0.6302,-0.63004,-0.62881,-0.62683,-0.62734,-0.62653,-0.62539,-0.62492,-0.62447,-0.62442,-0.62395,-0.62421,-0.62414
-0.70641,-0.70582,-0.70557,-0.70562,-0.70571,-0.70575,-0.7058,-0.70587,-0.70617,-0.70722,-0.70894,-0.70958,-0.71215,-0.71764,-0.72443,-0.7302,-0.73046,-0.72312,-0.71434,-0.71272,-0.71898,-0.73547,-0.73578,-0.73988,-0.74256,-0.73644,-0.73614,-0.73315,-0.73181,-0.73512,-0.74314,-0.7413,-0.74921,-0.75349,-0.75456,-0.75473,-0.75475,-0.75459,-0.75408,-0.75304,-0.75226,-0.75126,-0.74907,-0.74738
-0.69925,-0.69975,-0.6964,-0.69441,-0.69415,-0.71207,-0.74663,-0.77324,-0.79336,-0.8205,-0.84473,-0.86549,-0.87905,-0.89145,-0.91625,-0.92899,-0.95063,-0.97781,-0.99974,-1,-0.99648,-0.99246,-0.98935,-0.98905,-0.98282,-0.98138,-0.97929,-0.97783,-0.97411,-0.96202,-0.96729,-0.95968,-0.95861,-0.95839,-0.95787,-0.95869,-0.95777,-0.95619,-0.95471,-0.95374,-0.96738,-0.96327,-0.96572,-0.96084
-0.63163,-0.63184,-0.63209,-0.63256,-0.63291,-0.63278,-0.63239,-0.63208,-0.6317,-0.63167,-0.63155,-0.63142,-0.63142,-0.63135,-0.63133,-0.63131,-0.63131,-0.63129,-0.63129,-0.63129,-0.63129,-0.63129,-0.63128,-0.63128,-0.63128,-0.63128,-0.63127,-0.63128,-0.63127,-0.63127,-0.63126,-0.63126,-0.63126,-0.63126,-0.63126,-0.63126,-0.63126,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125
-0.5393,-0.50323,-0.55316,-0.56647,-0.58196,-0.59634,-0.6055,-0.61494,-0.62179,-0.62625,-0.63028,-0.63401,-0.63864,-0.64189,-0.64288,-0.64386,-0.64468,-0.64442,-0.6468,-0.64635,-0.64497,-0.64197,-0.63969,-0.63953,-0.64075,-0.64374,-0.64473,-0.64544,-0.64638,-0.64823,-0.6521,-0.65047,-0.65043,-0.65012,-0.65167,-0.65133,-0.65228,-0.65305,-0.65352,-0.65193,-0.65052,-0.64808,-0.64471,-0.6409
-0.55723,-0.55765,-0.55794,-0.55699,-0.55763,-0.5568,-0.55706,-0.55665,-0.55556,-0.71301,-0.72285,-0.73443,-0.74226,-0.5156,-0.50627,-0.50468,-0.49405,-0.75665,-0.74982,-0.75353,-0.49575,-0.48087,-0.47685,-0.47692,-0.47628,-0.78558,-0.78469,-0.7839,-0.78495,-0.46879,-0.46027,-0.45541,-0.45577,-0.45859,-0.79769,-0.79102,-0.78587,-0.78088,-0.77713,-0.77177,-0.76502,-0.76379,-0.75593,-0.75242
-0.62762,-0.60827,-0.52081,-0.39905,-0.31473,-0.25054,-0.24233,-0.26545,-0.30562,-0.37025,-0.44234,-0.49533,-0.51759,-0.51981,-0.5297,-0.54338,-0.57894,-0.64921,-0.67778,-0.70295,-0.689,-0.6602,-0.64445,-0.64372,-0.66652,-0.71211,-0.74686,-0.76533,-0.76481,-0.72891,-0.68065,-0.65443,-0.63707,-0.62609,-0.63957,-0.62926,-0.6261,-0.5947,-0.56548,-0.53781,-0.51147,-0.4836,-0.49737,-0.53568
-0.62911,-0.62952,-0.63014,-0.63049,-0.63069,-0.63085,-0.63093,-0.63103,-0.63109,-0.63113,-0.63117,-0.63119,-0.6312,-0.63122,-0.63123,-0.63123,-0.63124,-0.63124,-0.63124,-0.63124,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.62898,-0.62809
-0.62716,-0.62592,-0.62194,-0.61647,-0.61684,-0.62092,-0.63057,-0.63619,-0.63433,-0.63054,-0.90514,-0.96213,-0.95586,-0.75262,-0.7288,-0.74246,-0.6889,-0.68032,-0.66749,-0.66433,-0.65453,-0.60739,-0.58433,-0.60126,-0.53776,-0.69096,-0.74424,-0.73615,-0.73352,-0.82235,-0.72776,-0.67096,-0.66878,-0.62529,-0.63613,-0.63553,-0.63549,-0.63303,-0.62853,-0.62419,-0.62214,-0.62126,-0.62167,-0.62369
-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125,-0.63125
