0.99008,0.99095,0.99381,0.99528,0.99592,0.99769,0.99829,0.99938,0.99961,0.99991,1,0.99992,0.99967,0.99964,0.99953,0.99918,0.99943,0.9993,0.99925,0.99929,0.99932,0.99927,0.99927,0.99929,0.99929,0.99933,0.99936,0.99949,0.99969,0.99981,0.99989,0.99994,0.99995,0.99981,0.99935,0.9984,0.99541,0.99483
-0.59437,-0.58901,-0.59922,-0.59948,-0.60515,-0.6049,-0.60383,-0.60022,-0.59864,-0.60648,-0.61381,-0.62784,-0.62372,-0.60721,-0.60189,-0.59155,-0.58242,-0.57676,-0.5663,-0.56541,-0.56298,-0.55666,-0.55375,-0.54761,-0.552,-0.55513,-0.55857,-0.55987,-0.56004,-0.56051,-0.56127,-0.56315,-0.56284,-0.56125,-0.55989,-0.56449,-0.57129,-0.5782
-0.55141,-0.5506,-0.5489,-0.54529,-0.53629,-0.53693,-0.53573,-0.53429,-0.53469,-0.53765,-0.53936,-0.54595,-0.545,-0.54545,-0.54647,-0.5469,-0.5479,-0.54869,-0.54998,-0.54993,-0.55031,-0.55077,-0.55163,-0.55204,-0.553,-0.55361,-0.5536,-0.55429,-0.55405,-0.55413,-0.55411,-0.55409,-0.55403,-0.55403,-0.55396,-0.55385,-0.55375,-0.55371
-0.5529,-0.55601,-0.55675,-0.55777,-0.56042,-0.56406,-0.56598,-0.56761,-0.56658,-0.56597,-0.56554,-0.56426,-0.56379,-0.56385,-0.56336,-0.56315,-0.56164,-0.5615,-0.56116,-0.561,-0.56074,-0.56031,-0.55733,-0.55772,-0.55626,-0.55605,-0.55593,-0.55539,-0.55494,-0.55453,-0.55408,-0.5537,-0.55314,-0.5525,-0.55184,-0.55119,-0.55127,-0.55122
-0.63404,-0.6336,-0.63227,-0.62987,-0.6297,-0.63216,-0.63791,-0.6438,-0.65097,-0.6533,-0.65061,-0.63817,-0.63699,-0.64739,-0.65718,-0.66564,-0.66918,-0.67736,-0.68069,-0.6829,-0.6876,-0.69119,-0.68945,-0.68769,-0.68544,-0.68736,-0.68581,-0.68555,-0.67969,-0.6761,-0.67257,-0.66818,-0.66356,-0.65815,-0.6537,-0.65013,-0.64869,-0.64602
-0.709,-0.70107,-0.65728,-0.6384,-0.64583,-0.66592,-0.67113,-0.68075,-0.68571,-0.69901,-0.72194,-0.7323,-0.73925,-0.7422,-0.74846,-0.74917,-0.75221,-0.75341,-0.75634,-0.75783,-0.75777,-0.75699,-0.75915,-0.76134,-0.76353,-0.76372,-0.76553,-0.76833,-0.77197,-0.77367,-0.77354,-0.77412,-0.77572,-0.78849,-0.81609,-0.83563,-0.83354,-0.83748
-0.55561,-0.55672,-0.55729,-0.55865,-0.55739,-0.5558,-0.5556,-0.55498,-0.55467,-0.55422,-0.55389,-0.55344,-0.55341,-0.55315,-0.55307,-0.55288,-0.55294,-0.55282,-0.55282,-0.55278,-0.55274,-0.55275,-0.5527,-0.55266,-0.55264,-0.55262,-0.55254,-0.55254,-0.55252,-0.55251,-0.55251,-0.55251,-0.55251,-0.55247,-0.55244,-0.5524,-0.55238,-0.55236
-0.5538,-0.55429,-0.55478,-0.55511,-0.55544,-0.55542,-0.5554,-0.55536,-0.55533,-0.55526,-0.55517,-0.55506,-0.55489,-0.55478,-0.55453,-0.55447,-0.55445,-0.55417,-0.55394,-0.55397,-0.55399,-0.55388,-0.55389,-0.55392,-0.55394,-0.55404,-0.55406,-0.55406,-0.55425,-0.55452,-0.55477,-0.55493,-0.55496,-0.55452,-0.5545,-0.55451,-0.55451,-0.55394
-0.6367,-0.63564,-0.63514,-0.6334,-0.46835,-0.46081,-0.44381,-0.44076,-0.42784,-0.67179,-0.6707,-0.64935,-0.43743,-0.42648,-0.42156,-0.41477,-0.41169,-0.41006,-0.40785,-0.40686,-0.4065,-0.40382,-0.40208,-0.40286,-0.40251,-0.40177,-0.40282,-0.69643,-0.68936,-0.68015,-0.67954,-0.67282,-0.66822,-0.66299,-0.65968,-0.65569,-0.65245,-0.6446
-0.14311,-0.1441,-0.20734,-0.30571,-0.38619,-0.45295,-0.48473,-0.48068,-0.50327,-0.55947,-0.59814,-0.64953,-0.66963,-0.67907,-0.67476,-0.66962,-0.69621,-0.73533,-0.75228,-0.74933,-0.74413,-0.72615,-0.69903,-0.67765,-0.70153,-0.72584,-0.72548,-0.72401,-0.70752,-0.69252,-0.66836,-0.63818,-0.60671,-0.59772,-0.59416,-0.58413,-0.57703,-0.56598
