1,0.9996,0.99907,0.99802,0.99542,0.99462,0.99252,0.99016,0.98606,0.9846,0.9805,0.97938,0.97647,0.97592,0.97492,0.97426,0.97381,0.9736,0.97248,0.97147,0.97165,0.97181,0.97114,0.97069,0.97074,0.97042,0.97027,0.97045,0.97082,0.97202,0.97501,0.97917,0.97994,0.98322,0.98338,0.98665,0.98675,0.9898,0.99339,0.99582,0.9981,0.99982
-0.64999,-0.65579,-0.66424,-0.68394,-0.68454,-0.68407,-0.68364,-0.68243,-0.67951,-0.67224,-0.66472,-0.6618,-0.65754,-0.65478,-0.65095,-0.64756,-0.64417,-0.63827,-0.63467,-0.63186,-0.62804,-0.62609,-0.62693,-0.62354,-0.62109,-0.62117,-0.61935,-0.61787,-0.61828,-0.62301,-0.62786,-0.63613,-0.64663,-0.65663,-0.67155,-0.6717,-0.67127,-0.66713,-0.66392,-0.64429,-0.63845,-0.62547
-0.60365,-0.60006,-0.59356,-0.58118,-0.5851,-0.5772,-0.57355,-0.56851,-0.56798,-0.56571,-0.56361,-0.56134,-0.55928,-0.55728,-0.55431,-0.55102,-0.5515,-0.55182,-0.5519,-0.54772,-0.54758,-0.54684,-0.54646,-0.54597,-0.54573,-0.54558,-0.54554,-0.54546,-0.54538,-0.54521,-0.54531,-0.54577,-0.54658,-0.55227,-0.5588,-0.56364,-0.56898,-0.57457,-0.57979,-0.58388,-0.59203,-0.59569
-0.59875,-0.59972,-0.60112,-0.60428,-0.605,-0.60589,-0.60927,-0.61246,-0.61338,-0.61559,-0.61635,-0.6182,-0.61859,-0.61891,-0.61964,-0.62023,-0.6211,-0.62107,-0.62146,-0.6218,-0.62251,-0.62286,-0.62334,-0.62368,-0.62363,-0.62452,-0.62492,-0.62584,-0.62721,-0.62625,-0.62572,-0.62319,-0.62191,-0.6177,-0.61331,-0.60986,-0.60727,-0.60535,-0.60378,-0.60275,-0.601,-0.59766
-0.60436,-0.60058,-0.6021,-0.59963,-0.59663,-0.5939,-0.59174,-0.58934,-0.58743,-0.5856,-0.58151,-0.57852,-0.57659,-0.57555,-0.57059,-0.57145,-0.57121,-0.56991,-0.57076,-0.57011,-0.57016,-0.56971,-0.56979,-0.56985,-0.56951,-0.56947,-0.56922,-0.56883,-0.5682,-0.56739,-0.56604,-0.56623,-0.56455,-0.5614,-0.56134,-0.56226,-0.5687,-0.57205,-0.586,-0.59161,-0.60471,-0.60072
-0.58564,-0.58221,-0.57774,-0.56805,-0.56787,-0.56862,-0.56645,-0.56487,-0.56153,-0.56415,-0.56425,-0.56121,-0.55853,-0.55482,-0.55539,-0.55509,-0.55516,-0.55414,-0.55467,-0.55424,-0.55392,-0.55366,-0.55348,-0.55334,-0.55324,-0.55319,-0.55321,-0.55322,-0.55331,-0.55282,-0.55115,-0.54679,-0.54617,-0.54381,-0.53975,-0.54323,-0.54584,-0.5614,-0.56715,-0.58385,-0.58627,-0.58723
-0.60957,-0.60948,-0.60934,-0.60897,-0.60856,-0.60826,-0.60792,-0.60787,-0.60755,-0.60726,-0.60715,-0.60718,-0.60716,-0.60719,-0.60715,-0.60699,-0.6068,-0.60643,-0.60625,-0.60617,-0.60605,-0.60603,-0.60603,-0.60596,-0.60596,-0.60596,-0.60593,-0.60587,-0.60576,-0.60561,-0.60542,-0.60506,-0.60527,-0.60534,-0.60636,-0.60571,-0.60607,-0.6061,-0.60637,-0.6067,-0.60693,-0.60746
-0.59958,-0.5991,-0.5983,-0.5983,-0.59826,-0.5985,-0.59886,-0.59929,-0.59959,-0.60025,-0.60058,-0.60101,-0.60099,-0.60131,-0.60167,-0.60204,-0.60253,-0.60255,-0.60278,-0.6029,-0.60298,-0.60304,-0.6032,-0.60342,-0.60369,-0.60384,-0.60378,-0.60372,-0.60364,-0.60344,-0.6029,-0.60236,-0.6019,-0.60157,-0.60115,-0.60105,-0.60086,-0.60126,-0.60175,-0.60243,-0.61187,-0.61069
-0.60958,-0.6077,-0.60423,-0.59896,-0.59176,-0.58865,-0.58465,-0.58194,-0.58257,-0.58262,-0.57724,-0.57454,-0.57385,-0.57278,-0.57081,-0.57138,-0.57211,-0.57019,-0.56918,-0.56906,-0.568,-0.5679,-0.56741,-0.56734,-0.56737,-0.56737,-0.56698,-0.56667,-0.56574,-0.56564,-0.56316,-0.56373,-0.56393,-0.56097,-0.55921,-0.56528,-0.56765,-0.57654,-0.5897,-0.58651,-0.59708,-0.61022
-0.018369,0.01608,0.035049,0.025621,-0.061382,-0.16542,-0.32021,-0.43164,-0.52341,-0.64506,-0.72349,-0.79409,-0.84893,-0.88846,-0.92054,-0.96171,-0.96273,-0.96893,-0.98274,-0.98383,-0.98673,-0.99273,-0.99998,-1,-0.9995,-0.99878,-0.98879,-0.97528,-0.92885,-0.7541,-0.76014,-0.78244,-0.55905,-0.45493,-0.34325,-0.38277,-0.36574,-0.40477,-0.4229,-0.43574,-0.42868,-0.38612
-0.59915,-0.59922,-0.59928,-0.59931,-0.59934,-0.59936,-0.59938,-0.59939,-0.5994,-0.5994,-0.59941,-0.59941,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.60107,-0.60215,-0.60136,-0.60086,-0.6004,-0.60017,-0.60004,-0.59989,-0.59995,-0.59985,-0.59984,-0.59987,-0.59984
-0.63087,-0.64415,-0.63973,-0.63448,-0.62684,-0.62712,-0.63761,-0.62505,-0.61641,-0.61178,-0.60819,-0.60799,-0.60638,-0.60422,-0.60391,-0.60312,-0.60233,-0.60176,-0.60142,-0.60123,-0.60102,-0.60092,-0.60078,-0.60059,-0.60044,-0.60003,-0.59887,-0.59907,-0.59912,-0.59794,-0.59801,-0.57953,-0.5924,-0.59197,-0.59184,-0.59415,-0.59593,-0.5969,-0.59585,-0.59512,-0.59422,-0.59435
-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942
-0.65915,-0.65926,-0.65957,-0.65977,-0.66001,-0.66101,-0.66114,-0.66119,-0.66254,-0.66283,-0.66374,-0.66365,-0.66424,-0.66407,-0.66383,-0.66354,-0.66375,-0.66371,-0.66364,-0.66354,-0.66343,-0.66339,-0.66339,-0.66323,-0.66301,-0.66257,-0.66227,-0.66131,-0.66106,-0.65992,-0.65359,-0.65797,-0.65538,-0.6541,-0.65239,-0.6512,-0.64956,-0.64463,-0.64354,-0.64083,-0.63944,-0.63991
-0.60051,-0.6006,-0.60067,-0.60082,-0.60088,-0.60102,-0.60112,-0.60123,-0.60131,-0.60141,-0.60156,-0.60181,-0.60184,-0.60181,-0.60197,-0.60211,-0.60209,-0.60221,-0.60221,-0.60233,-0.60252,-0.60242,-0.60252,-0.60252,-0.60257,-0.60258,-0.60262,-0.60268,-0.6027,-0.60275,-0.60276,-0.60282,-0.60283,-0.60279,-0.60269,-0.6024,-0.60199,-0.60141,-0.6014,-0.60121,-0.60098,-0.60075
-0.56297,-0.56216,-0.55916,-0.5567,-0.55456,-0.55469,-0.55378,-0.55395,-0.55436,-0.55546,-0.55723,-0.55683,-0.56093,-0.56141,-0.56367,-0.56724,-0.56766,-0.56742,-0.57053,-0.57036,-0.57197,-0.57223,-0.57286,-0.5732,-0.57385,-0.57402,-0.5742,-0.57432,-0.57434,-0.57429,-0.57372,-0.57218,-0.56956,-0.56367,-0.55913,-0.55764,-0.55461,-0.55496,-0.55644,-0.55737,-0.56398,-0.56401
-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942,-0.59942
-0.54798,-0.54535,-0.54201,-0.52967,-0.52492,-0.5219,-0.51507,-0.50192,-0.49723,-0.49437,-0.48825,-0.48248,-0.48038,-0.47693,-0.47653,-0.47578,-0.47414,-0.47252,-0.47108,-0.47105,-0.4707,-0.47067,-0.47074,-0.47082,-0.47066,-0.47073,-0.47098,-0.47112,-0.4718,-0.47279,-0.47601,-0.482,-0.48332,-0.48804,-0.492,-0.49798,-0.50766,-0.51574,-0.53109,-0.5521,-0.55219,-0.55677
-0.59633,-0.59645,-0.59656,-0.59648,-0.5966,-0.59679,-0.59733,-0.59734,-0.59752,-0.59816,-0.59805,-0.59814,-0.59833,-0.59847,-0.59861,-0.59865,-0.59874,-0.59879,-0.59891,-0.59903,-0.5991,-0.59916,-0.59919,-0.59923,-0.59926,-0.59932,-0.59938,-0.59947,-0.59961,-0.59971,-0.59976,-0.59974,-0.59973,-0.59968,-0.59959,-0.5996,-0.59957,-0.59938,-0.59906,-0.59875,-0.59819,-0.59801
-0.56354,-0.56425,-0.56531,-0.56482,-0.56419,-0.56431,-0.57103,-0.5697,-0.56774,-0.56709,-0.56671,-0.56696,-0.56651,-0.57705,-0.58631,-0.59299,-0.59895,-0.60285,-0.60543,-0.59696,-0.58643,-0.59092,-0.59969,-0.60355,-0.60675,-0.60837,-0.59876,-0.58772,-0.58024,-0.57362,-0.56659,-0.57367,-0.57755,-0.5749,-0.57104,-0.56488,-0.56589,-0.56983,-0.57404,-0.57614,-0.58147,-0.58266
