0.99939,0.99936,0.99942,0.99952,0.99976,0.99973,0.9998,0.99997,0.99994,1,0.99996,0.99916,0.99919,0.99882,0.99858,0.99765,0.99839,0.99802,0.99787,0.99791,0.99795,0.99785,0.99778,0.9977,0.9976,0.99747,0.99731,0.99743,0.99744,0.99753,0.99745,0.99736,0.99677,0.99616,0.99588,0.99569,0.99569,0.9959,0.99616
-0.42632,-0.42782,-0.42896,-0.42872,-0.42895,-0.42706,-0.42669,-0.42538,-0.42211,-0.41917,-0.4197,-0.43061,-0.42984,-0.43555,-0.43573,-0.43726,-0.43585,-0.43704,-0.43749,-0.43787,-0.43785,-0.43789,-0.4379,-0.43793,-0.43829,-0.43868,-0.4392,-0.43317,-0.43055,-0.42401,-0.4194,-0.41524,-0.4136,-0.41693,-0.41589,-0.41751,-0.41818,-0.41986,-0.42116
-0.41369,-0.4146,-0.41453,-0.41757,-0.41749,-0.41926,-0.42263,-0.42268,-0.42357,-0.42266,-0.42154,-0.42135,-0.42019,-0.41976,-0.41947,-0.41936,-0.41957,-0.41946,-0.41947,-0.41951,-0.41955,-0.41953,-0.41965,-0.41965,-0.41976,-0.41975,-0.42005,-0.42005,-0.42035,-0.42519,-0.4261,-0.42765,-0.43568,-0.43435,-0.4323,-0.43278,-0.4326,-0.4312,-0.43123
-0.42085,-0.42079,-0.42078,-0.42074,-0.42069,-0.4207,-0.42067,-0.42064,-0.42063,-0.42079,-0.42096,-0.42108,-0.42146,-0.42149,-0.42158,-0.42162,-0.42168,-0.42164,-0.42159,-0.42149,-0.42141,-0.42137,-0.42128,-0.42133,-0.42132,-0.42134,-0.42143,-0.42157,-0.42171,-0.42169,-0.42196,-0.42266,-0.42256,-0.42275,-0.42297,-0.42287,-0.42266,-0.42249,-0.42213
-0.43056,-0.42773,-0.42485,-0.42414,-0.41782,-0.41549,-0.41514,-0.41378,-0.41239,-0.41061,-0.40823,-0.40462,-0.40568,-0.40423,-0.40415,-0.40402,-0.40364,-0.40326,-0.40306,-0.40325,-0.40351,-0.40358,-0.40386,-0.40407,-0.404,-0.40364,-0.40381,-0.40385,-0.40477,-0.40743,-0.40907,-0.40763,-0.402,-0.39643,-0.39076,-0.38355,-0.3796,-0.38079,-0.3794
-0.64025,-0.63085,-0.62219,-0.6151,-0.60657,-0.60021,-0.5985,-0.58953,-0.62649,-0.74247,-0.80094,-0.84792,-0.87947,-0.88616,-0.88943,-0.88678,-0.89304,-0.89392,-0.9069,-0.90774,-0.89772,-0.93328,-0.9774,-1,-0.99244,-0.97294,-0.96934,-0.96919,-0.96852,-0.96926,-0.95455,-0.79946,-0.62067,-0.53449,-0.46036,-0.41552,-0.38816,-0.37781,-0.37717
-0.42102,-0.42089,-0.42075,-0.42066,-0.42059,-0.42055,-0.42052,-0.4205,-0.42048,-0.42047,-0.42046,-0.42046,-0.42046,-0.42044,-0.42045,-0.42044,-0.42044,-0.42044,-0.42044,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42552,-0.42151,-0.42016,-0.41985,-0.42011,-0.41984,-0.41986
-0.39948,-0.4023,-0.40602,-0.4097,-0.39471,-0.38849,-0.38954,-0.38915,-0.40047,-0.42988,-0.45837,-0.47168,-0.48187,-0.48331,-0.48129,-0.48064,-0.48119,-0.48086,-0.48411,-0.48571,-0.48563,-0.50013,-0.51918,-0.52761,-0.5221,-0.5118,-0.49017,-0.47059,-0.45785,-0.4466,-0.33974,-0.39695,-0.39176,-0.40285,-0.41075,-0.41485,-0.41588,-0.41726,-0.41765
-0.42046,-0.42449,-0.42604,-0.42237,-0.41842,-0.41562,-0.41386,-0.41491,-0.41271,-0.41026,-0.40886,-0.40841,-0.40971,-0.40717,-0.40523,-0.4052,-0.40588,-0.40661,-0.40747,-0.40856,-0.40776,-0.40764,-0.40749,-0.40746,-0.40703,-0.40677,-0.40692,-0.40738,-0.40852,-0.40916,-0.4073,-0.40584,-0.39276,-0.38786,-0.38638,-0.38113,-0.37768,-0.37882,-0.38005
-0.038841,-0.067224,-0.062816,-0.050971,-0.065404,-0.078955,-0.10117,-0.1186,-0.11443,-0.12264,-0.14145,-0.12225,-0.10383,-0.091327,-0.090616,-0.08726,-0.094384,-0.093005,-0.095493,-0.097953,-0.10747,-0.11324,-0.11745,-0.12204,-0.12655,-0.12924,-0.13117,-0.13364,-0.13784,-0.13865,-0.1362,-0.13935,-0.12669,-0.29882,-0.33167,-0.37925,-0.41093,-0.42065,-0.42057
-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.41572,-0.41955,-0.41979,-0.42071,-0.42045,-0.42048
-0.42971,-0.42498,-0.38176,-0.3827,-0.37053,-0.35024,-0.34282,-0.36312,-0.36532,-0.37854,-0.38929,-0.39489,-0.39894,-0.35398,-0.3454,-0.33071,-0.32451,-0.32638,-0.32349,-0.32109,-0.32125,-0.32148,-0.32233,-0.32288,-0.32357,-0.32386,-0.32435,-0.32394,-0.31132,-0.33051,-0.35193,-0.38051,-0.38644,-0.39122,-0.39974,-0.40563,-0.41,-0.41204,-0.41317
-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043,-0.42043
