1,0.99998,0.99995,0.99995,0.99993,0.99988,0.99973,0.999,0.99871,0.99833,0.99734,0.99609,0.99639,0.99529,0.99439,0.99359,0.9929,0.99225,0.99135,0.9913,0.9898,0.99073,0.99006,0.98941,0.98898,0.98844,0.98797,0.98757,0.98704,0.98654,0.98614,0.98579,0.98522,0.98465,0.98463,0.98468,0.98504,0.9854,0.98624,0.98684,0.98741,0.98806,0.99053,0.99031,0.99202
-0.70769,-0.70382,-0.70565,-0.70473,-0.70192,-0.69979,-0.69794,-0.68775,-0.68561,-0.67843,-0.67373,-0.67065,-0.66876,-0.66863,-0.66787,-0.66743,-0.66726,-0.66785,-0.66868,-0.66918,-0.67004,-0.67496,-0.675,-0.67651,-0.67713,-0.67733,-0.67748,-0.67796,-0.67876,-0.67904,-0.6784,-0.67851,-0.67872,-0.67821,-0.68154,-0.68115,-0.68087,-0.67912,-0.67732,-0.67509,-0.67184,-0.67424,-0.67787,-0.67596,-0.67793
-0.67198,-0.67206,-0.67242,-0.67266,-0.67415,-0.67596,-0.68921,-0.69732,-0.69386,-0.69652,-0.69854,-0.70007,-0.7015,-0.70002,-0.69892,-0.69902,-0.69584,-0.69505,-0.69359,-0.69072,-0.6892,-0.68733,-0.68601,-0.68523,-0.68196,-0.68303,-0.67882,-0.67439,-0.67441,-0.67377,-0.67385,-0.67461,-0.67423,-0.6747,-0.67179,-0.66999,-0.6697,-0.66962,-0.66902,-0.6683,-0.66863,-0.66885,-0.66999,-0.67094,-0.67136
-0.66564,-0.66554,-0.66543,-0.66512,-0.66488,-0.66521,-0.66499,-0.6675,-0.67153,-0.67208,-0.67372,-0.67879,-0.68799,-0.70737,-0.70837,-0.71237,-0.71589,-0.71383,-0.71331,-0.71467,-0.71503,-0.71555,-0.71767,-0.71915,-0.71988,-0.72101,-0.72055,-0.72013,-0.72156,-0.72338,-0.72401,-0.72658,-0.73057,-0.72981,-0.72121,-0.71163,-0.7023,-0.69325,-0.6862,-0.68059,-0.67352,-0.67129,-0.67088,-0.66934,-0.6684
-0.66222,-0.66222,-0.66224,-0.66252,-0.66459,-0.66515,-0.67508,-0.67887,-0.67293,-0.66889,-0.66584,-0.65966,-0.66074,-0.6586,-0.65866,-0.65671,-0.65697,-0.65563,-0.65493,-0.6545,-0.6542,-0.65395,-0.65385,-0.65367,-0.65196,-0.65317,-0.65224,-0.6525,-0.65229,-0.65214,-0.65165,-0.65104,-0.64894,-0.64841,-0.64654,-0.64622,-0.65076,-0.65082,-0.65514,-0.65754,-0.65929,-0.66294,-0.66659,-0.6665,-0.67097
-0.83338,-0.90924,-0.96476,-1,-0.97894,-0.96337,-0.88227,-0.7996,-0.73545,-0.61821,-0.54996,-0.51541,-0.48969,-0.4524,-0.41186,-0.36356,-0.31768,-0.26445,-0.25668,-0.25723,-0.27293,-0.31128,-0.3289,-0.32252,-0.30503,-0.28763,-0.2819,-0.28468,-0.30335,-0.30627,-0.26834,-0.25817,-0.25885,-0.27551,-0.33249,-0.44802,-0.53168,-0.61387,-0.6884,-0.7752,-0.82719,-0.85645,-0.88499,-0.90348,-0.91664
-0.6776,-0.67366,-0.67199,-0.67035,-0.66915,-0.66859,-0.66792,-0.66767,-0.66738,-0.66721,-0.66708,-0.66698,-0.6669,-0.66685,-0.66684,-0.66679,-0.66679,-0.66679,-0.66675,-0.66673,-0.66672,-0.66671,-0.6667,-0.6667,-0.66669,-0.66669,-0.66669,-0.66669,-0.66669,-0.66669,-0.66669,-0.66668,-0.66668,-0.66668,-0.66668,-0.66668,-0.66668,-0.66668,-0.66668,-0.66668,-0.66668,-0.66668,-0.66668,-0.66668,-0.66668
-0.66542,-0.66691,-0.6699,-0.67003,-0.63729,-0.65366,-0.6474,-0.6389,-0.62187,-0.53371,-0.54499,-0.5916,-0.61252,-0.63419,-0.64605,-0.64584,-0.6434,-0.5936,-0.57358,-0.5879,-0.59628,-0.62058,-0.6273,-0.62895,-0.5665,-0.58117,-0.59374,-0.58538,-0.61598,-0.63004,-0.63703,-0.64735,-0.65481,-0.65562,-0.65497,-0.66001,-0.65751,-0.66679,-0.67109,-0.66805,-0.66846,-0.67013,-0.67015,-0.6695,-0.6707
-0.6664,-0.66634,-0.66628,-0.66623,-0.66668,-0.6672,-0.67381,-0.67409,-0.66876,-0.66473,-0.66461,-0.66176,-0.65639,-0.65682,-0.65381,-0.65447,-0.65343,-0.6533,-0.65274,-0.6527,-0.65253,-0.65245,-0.6523,-0.65195,-0.65136,-0.65061,-0.64995,-0.65028,-0.65093,-0.65015,-0.65039,-0.65021,-0.64993,-0.64896,-0.64814,-0.65164,-0.65247,-0.65511,-0.66181,-0.66025,-0.662,-0.66684,-0.66931,-0.67295,-0.67379
-0.29054,-0.28949,-0.28755,-0.28579,-0.28192,-0.27631,-0.28588,-0.26973,-0.27248,-0.26395,-0.26027,-0.25922,-0.25647,-0.25784,-0.25727,-0.25206,-0.24584,-0.23622,-0.23407,-0.23026,-0.22819,-0.22254,-0.22313,-0.22712,-0.22467,-0.22545,-0.22684,-0.22687,-0.23267,-0.23854,-0.24123,-0.24287,-0.24369,-0.23567,-0.22231,-0.2246,-0.22236,-0.22236,-0.22672,-0.23769,-0.24356,-0.25496,-0.26086,-0.26821,-0.27307
