0.99682,0.99842,0.99945,0.99926,0.99914,0.99793,0.99784,0.99713,0.99671,0.99651,0.99646,0.99654,0.99615,0.99619,0.99713,0.99778,0.99865,0.9989,0.99899,0.99929,0.99951,0.99979,0.99984,0.9999,0.99999,1,0.9999,0.99987
-0.53393,-0.5343,-0.53243,-0.52972,-0.52932,-0.52698,-0.52469,-0.52141,-0.5214,-0.52053,-0.51886,-0.51773,-0.51478,-0.51531,-0.51637,-0.51663,-0.51528,-0.51504,-0.51429,-0.51319,-0.51046,-0.50806,-0.50581,-0.50465,-0.50419,-0.50662,-0.51002,-0.51028
-0.47892,-0.47726,-0.47676,-0.47516,-0.47249,-0.47206,-0.47014,-0.46815,-0.46697,-0.46473,-0.46252,-0.46213,-0.46207,-0.4616,-0.46125,-0.46126,-0.46172,-0.46204,-0.46276,-0.4629,-0.46417,-0.46563,-0.46811,-0.46946,-0.47223,-0.47294,-0.47355,-0.4753
-0.47876,-0.47993,-0.48338,-0.4842,-0.4845,-0.48552,-0.48695,-0.487,-0.48764,-0.48795,-0.48829,-0.48855,-0.48845,-0.4884,-0.48832,-0.48831,-0.48825,-0.4882,-0.48798,-0.48787,-0.48741,-0.48696,-0.48589,-0.48611,-0.48455,-0.48447,-0.48382,-0.48292
-0.53724,-0.52806,-0.5235,-0.51735,-0.5187,-0.5148,-0.51584,-0.51152,-0.50793,-0.50526,-0.50261,-0.49785,-0.49956,-0.49915,-0.49465,-0.49453,-0.49345,-0.49302,-0.49286,-0.4929,-0.49321,-0.49369,-0.49519,-0.49482,-0.49835,-0.49949,-0.50603,-0.50994
-0.68337,-0.62597,-0.58867,-0.55537,-0.52314,-0.52335,-0.51642,-0.50951,-0.504,-0.50027,-0.49594,-0.49265,-0.48977,-0.48151,-0.48126,-0.47871,-0.47736,-0.47674,-0.47672,-0.47696,-0.47729,-0.47739,-0.47794,-0.4787,-0.55015,-0.60749,-0.64449,-0.67521
-0.48425,-0.48792,-0.48929,-0.49092,-0.49108,-0.49117,-0.49212,-0.49175,-0.49234,-0.49246,-0.49264,-0.49281,-0.49301,-0.49309,-0.4932,-0.49342,-0.49356,-0.49393,-0.49376,-0.49412,-0.49415,-0.49429,-0.49437,-0.49448,-0.49172,-0.48792,-0.48712,-0.48581
-0.48097,-0.48157,-0.48175,-0.48173,-0.48084,-0.47997,-0.48014,-0.4802,-0.48037,-0.48049,-0.48093,-0.48175,-0.48343,-0.48315,-0.48312,-0.48348,-0.48438,-0.48457,-0.48447,-0.48445,-0.48428,-0.48419,-0.48404,-0.48383,-0.48314,-0.48318,-0.48279,-0.48246
-0.53875,-0.53276,-0.5273,-0.52351,-0.51977,-0.51917,-0.51788,-0.51531,-0.51587,-0.51584,-0.5137,-0.50859,-0.50741,-0.50501,-0.50399,-0.50109,-0.50033,-0.49883,-0.49802,-0.49765,-0.49794,-0.50022,-0.50116,-0.50059,-0.50129,-0.50353,-0.50725,-0.51037
-0.3857,-0.57315,-0.63255,-0.70934,-0.77362,-0.81903,-0.85839,-0.89902,-0.93664,-0.96682,-0.98924,-1,-0.99538,-0.98937,-0.96325,-0.92945,-0.88067,-0.81531,-0.77097,-0.75662,-0.73602,-0.70453,-0.66648,-0.62893,-0.59565,-0.56079,-0.53272,-0.50862
