0.99621,0.9963,0.99645,0.99656,0.99667,0.99679,0.99718,0.99743,0.99778,0.99809,0.99834,0.99856,0.99858,0.99858,0.99841,0.99829,0.99818,0.99805,0.99787,0.99769,0.99752,0.99738,0.99705,0.99681,0.99676,0.99667,0.99661,0.99661,0.99659,0.99659,0.99661,0.99667,0.9969,0.99739,0.99796,0.99876,0.99965,1,1,0.99969,0.99838,0.99732,0.99601,0.99508,0.99526,0.99502
-0.82991,-0.83003,-0.83022,-0.83066,-0.83448,-0.83203,-0.83365,-0.84043,-0.83553,-0.84001,-0.84184,-0.84366,-0.84663,-0.84823,-0.84837,-0.84938,-0.8501,-0.85058,-0.85077,-0.85074,-0.85002,-0.8505,-0.84999,-0.84964,-0.84987,-0.84995,-0.85162,-0.85063,-0.85324,-0.8534,-0.85411,-0.85421,-0.85371,-0.85185,-0.85129,-0.8509,-0.8485,-0.84513,-0.83825,-0.83695,-0.83148,-0.82737,-0.82791,-0.82639,-0.82547,-0.82384
-0.85037,-0.84968,-0.84871,-0.84629,-0.84346,-0.8401,-0.83515,-0.833,-0.83105,-0.83186,-0.83242,-0.82718,-0.82241,-0.81904,-0.81662,-0.81679,-0.81458,-0.81492,-0.81451,-0.81195,-0.80939,-0.80982,-0.80767,-0.80652,-0.80573,-0.80513,-0.80404,-0.80323,-0.80318,-0.80271,-0.80217,-0.80187,-0.80357,-0.80347,-0.80613,-0.80991,-0.81325,-0.82393,-0.82437,-0.83073,-0.83575,-0.83929,-0.8439,-0.84376,-0.84423,-0.84611
-0.80461,-0.80481,-0.80525,-0.80581,-0.80641,-0.80833,-0.81053,-0.81294,-0.81586,-0.81895,-0.8234,-0.82501,-0.82813,-0.8297,-0.8337,-0.83427,-0.83688,-0.83851,-0.83991,-0.84072,-0.84112,-0.84227,-0.84181,-0.84282,-0.84257,-0.84225,-0.84166,-0.84194,-0.84025,-0.84132,-0.84004,-0.83868,-0.83458,-0.83429,-0.83207,-0.828,-0.82649,-0.82035,-0.81962,-0.81637,-0.81397,-0.81272,-0.8107,-0.8101,-0.81058,-0.8096
-0.81191,-0.81215,-0.81227,-0.81271,-0.81178,-0.80968,-0.81046,-0.80907,-0.80787,-0.80641,-0.80439,-0.80039,-0.79991,-0.79653,-0.79448,-0.79431,-0.79226,-0.79308,-0.79166,-0.79096,-0.78991,-0.79011,-0.79035,-0.78959,-0.78955,-0.78934,-0.78917,-0.78905,-0.78897,-0.78912,-0.79445,-0.79462,-0.80033,-0.80759,-0.81379,-0.81832,-0.82224,-0.82625,-0.83424,-0.83557,-0.83876,-0.84218,-0.8446,-0.84831,-0.85066,-0.85362
-0.83833,-0.83812,-0.83701,-0.83502,-0.82943,-0.82062,-0.81993,-0.8046,-0.80149,-0.79928,-0.79452,-0.78685,-0.78618,-0.78143,-0.78034,-0.77844,-0.77708,-0.77523,-0.77544,-0.77521,-0.77469,-0.77454,-0.77442,-0.77453,-0.77463,-0.7747,-0.77471,-0.77471,-0.77466,-0.77467,-0.77616,-0.77739,-0.78153,-0.78717,-0.79674,-0.79871,-0.80711,-0.82534,-0.82665,-0.83561,-0.84283,-0.84696,-0.84932,-0.85004,-0.85255,-1
-0.83373,-0.83371,-0.83367,-0.83328,-0.83307,-0.83268,-0.8324,-0.83182,-0.8318,-0.83137,-0.83143,-0.83121,-0.83076,-0.82953,-0.82959,-0.82923,-0.82884,-0.82815,-0.82737,-0.8275,-0.82695,-0.82671,-0.82661,-0.82665,-0.82657,-0.82658,-0.8266,-0.8266,-0.82659,-0.82658,-0.82661,-0.82782,-0.82853,-0.82973,-0.82985,-0.83104,-0.83298,-0.83389,-0.83434,-0.83592,-0.83551,-0.83572,-0.83658,-0.83748,-0.83837,-0.83512
-0.81779,-0.81834,-0.8194,-0.81983,-0.81981,-0.81949,-0.81947,-0.82117,-0.82086,-0.8214,-0.82183,-0.8222,-0.82256,-0.82267,-0.82356,-0.82478,-0.82642,-0.82814,-0.82861,-0.82912,-0.82938,-0.82952,-0.82884,-0.82762,-0.8274,-0.82702,-0.82688,-0.8268,-0.82631,-0.82592,-0.82486,-0.82375,-0.82329,-0.82266,-0.82257,-0.82235,-0.82207,-0.82182,-0.82161,-0.82163,-0.82172,-0.82076,-0.81945,-0.81859,-0.81676,-0.81693
-0.81251,-0.81295,-0.81369,-0.81432,-0.81173,-0.80999,-0.80894,-0.8087,-0.8077,-0.80652,-0.80472,-0.80106,-0.7969,-0.7944,-0.79184,-0.78991,-0.78801,-0.78825,-0.78774,-0.787,-0.78666,-0.78637,-0.78604,-0.78607,-0.78582,-0.78542,-0.78555,-0.78566,-0.78587,-0.78643,-0.79253,-0.79522,-0.80182,-0.80762,-0.81476,-0.81816,-0.82167,-0.83037,-0.83226,-0.83703,-0.84066,-0.84404,-0.84625,-0.84794,-0.84868,-0.84874
-0.70976,-0.59199,-0.44977,-0.36073,-0.29183,-0.25197,-0.2417,-0.26553,-0.30098,-0.33959,-0.37753,-0.4123,-0.44556,-0.47658,-0.48483,-0.50083,-0.51235,-0.50832,-0.52017,-0.52624,-0.52549,-0.52768,-0.53865,-0.54153,-0.55601,-0.56635,-0.57952,-0.57473,-0.59007,-0.61426,-0.61296,-0.6233,-0.6457,-0.66167,-0.66751,-0.66721,-0.64103,-0.6306,-0.59789,-0.59186,-0.62259,-0.67306,-0.69913,-0.71979,-0.73148,-0.686
