0.99054,0.99216,0.99786,0.99825,0.99954,0.99874,0.9965,0.99298,0.98865,0.98294,0.97723,0.97227,0.96748,0.9671,0.96311,0.96384,0.96646,0.96723,0.97122,0.97669,0.98284,0.99151,0.99465,0.99545,0.99771,0.99907,0.99977,1,0.99995,0.99977
-0.72184,-0.71291,-0.71365,-0.71107,-0.70496,-0.6922,-0.68009,-0.67957,-0.67167,-0.65732,-0.64298,-0.63707,-0.62026,-0.62016,-0.60903,-0.58591,-0.59949,-0.59567,-0.59546,-0.60715,-0.61254,-0.62744,-0.63902,-0.65628,-0.66085,-0.66307,-0.6623,-0.66165,-0.65932,-0.65712
-0.59459,-0.58814,-0.56625,-0.54354,-0.55375,-0.57296,-0.58187,-0.57596,-0.57943,-0.5812,-0.58461,-0.59255,-0.59548,-0.59525,-0.59819,-0.59886,-0.60031,-0.60025,-0.59925,-0.59811,-0.59879,-0.59954,-0.59995,-0.60302,-0.6051,-0.60512,-0.60784,-0.61023,-0.61211,-0.61387
-0.63546,-0.63754,-0.64064,-0.64275,-0.64372,-0.644,-0.6444,-0.64703,-0.64917,-0.65413,-0.65935,-0.6632,-0.66706,-0.66843,-0.66876,-0.66899,-0.66989,-0.66995,-0.66951,-0.66789,-0.66657,-0.66458,-0.66215,-0.65848,-0.65147,-0.65113,-0.64607,-0.6463,-0.64371,-0.64378
-0.69138,-0.69018,-0.69057,-0.69307,-0.67003,-0.64462,-0.63332,-0.63129,-0.62398,-0.62073,-0.61212,-0.60734,-0.60032,-0.59688,-0.59273,-0.59213,-0.5907,-0.59121,-0.5935,-0.59584,-0.60233,-0.60639,-0.61538,-0.61729,-0.63191,-0.62978,-0.63602,-0.64365,-0.65194,-0.6572
-0.80728,-0.80646,-0.81462,-0.80592,-0.8219,-0.83546,-0.84482,-0.79588,-0.73499,-0.70285,-0.65656,-0.64209,-0.64059,-0.63189,-0.6256,-0.62239,-0.62225,-0.66196,-0.67617,-0.6556,-0.65747,-0.65366,-0.65074,-0.64952,-0.64951,-0.69733,-0.71477,-0.69074,-0.67716,-0.68054
-0.64152,-0.64017,-0.64018,-0.63963,-0.63911,-0.63861,-0.63836,-0.64076,-0.64313,-0.64361,-0.64664,-0.64577,-0.64612,-0.64634,-0.6456,-0.64634,-0.64566,-0.64377,-0.64257,-0.64269,-0.64338,-0.64383,-0.64445,-0.64485,-0.64565,-0.6439,-0.64429,-0.64561,-0.64508,-0.64547
-0.63767,-0.63771,-0.63934,-0.64082,-0.64066,-0.64015,-0.6385,-0.63775,-0.63742,-0.63765,-0.63787,-0.63717,-0.6374,-0.63832,-0.63804,-0.63776,-0.63743,-0.63725,-0.63713,-0.63702,-0.63644,-0.63648,-0.63635,-0.63648,-0.63662,-0.63672,-0.63767,-0.63861,-0.63883,-0.63865
-0.5703,-0.57058,-0.56787,-0.56403,-0.66298,-0.64449,-0.61717,-0.61892,-0.60433,-0.60379,-0.58585,-0.58468,-0.57944,-0.57435,-0.5757,-0.57225,-0.57065,-0.57282,-0.58381,-0.58525,-0.59811,-0.60552,-0.61297,-0.62655,-0.63989,-0.64503,-0.64971,-0.65634,-0.6699,-0.66735
-0.36252,-0.40547,-0.47598,-0.57675,-0.65455,-0.69294,-0.74591,-0.78725,-0.82314,-0.85274,-0.88818,-0.92428,-0.95933,-0.98709,-1,-0.99293,-0.94925,-0.88733,-0.80222,-0.75453,-0.7385,-0.71276,-0.70421,-0.70061,-0.68446,-0.67058,-0.65464,-0.64067,-0.63455,-0.63208
-0.63548,-0.63551,-0.63554,-0.63556,-0.63557,-0.63558,-0.63559,-0.63559,-0.6356,-0.6356,-0.6356,-0.6356,-0.6356,-0.6356,-0.6356,-0.6356,-0.6356,-0.6356,-0.63561,-0.63561,-0.63561,-0.63561,-0.63512,-0.63617,-0.63798,-0.64052,-0.63985,-0.63942,-0.63894,-0.63873
-0.56806,-0.58692,-0.58789,-0.6154,-0.65476,-0.66569,-0.6583,-0.65858,-0.65273,-0.6448,-0.63732,-0.62814,-0.61909,-0.61128,-0.60438,-0.57665,-0.53538,-0.37967,-0.50714,-0.51936,-0.55681,-0.57033,-0.58987,-0.59941,-0.6064,-0.60982,-0.61416,-0.61674,-0.61911,-0.61941
-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561
-0.73541,-0.73242,-0.7285,-0.72797,-0.72817,-0.72788,-0.72669,-0.72537,-0.72468,-0.7184,-0.71859,-0.71606,-0.71564,-0.7156,-0.71622,-0.71508,-0.71535,-0.71809,-0.71766,-0.71861,-0.72083,-0.72111,-0.72206,-0.72256,-0.72272,-0.72274,-0.72267,-0.72254,-0.72255,-0.72252
-0.6356,-0.63563,-0.6357,-0.63577,-0.63592,-0.63602,-0.63618,-0.63631,-0.63645,-0.63659,-0.63681,-0.63675,-0.63695,-0.63691,-0.63688,-0.63699,-0.63687,-0.63673,-0.63669,-0.63651,-0.63638,-0.6363,-0.63622,-0.63615,-0.63607,-0.63586,-0.6359,-0.63581,-0.6358,-0.63577
-0.60506,-0.60976,-0.61989,-0.6215,-0.61779,-0.61567,-0.61825,-0.6269,-0.63025,-0.63803,-0.64839,-0.65167,-0.65554,-0.65785,-0.67317,-0.67494,-0.675,-0.67426,-0.67339,-0.67372,-0.67074,-0.66415,-0.65736,-0.65263,-0.65065,-0.6493,-0.65006,-0.65035,-0.65078,-0.65109
-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561,-0.63561
-0.56924,-0.56926,-0.56896,-0.56746,-0.56173,-0.55435,-0.55023,-0.54744,-0.54548,-0.54157,-0.54009,-0.53798,-0.53615,-0.53441,-0.53282,-0.53212,-0.53078,-0.53039,-0.5296,-0.52921,-0.52983,-0.53114,-0.53258,-0.53703,-0.54041,-0.54716,-0.54783,-0.55039,-0.55304,-0.55516
-0.63357,-0.63382,-0.63387,-0.63412,-0.63453,-0.63513,-0.63531,-0.6358,-0.63591,-0.63602,-0.63613,-0.63623,-0.6363,-0.63654,-0.63684,-0.6367,-0.6368,-0.63679,-0.63679,-0.63679,-0.63662,-0.63636,-0.63633,-0.63613,-0.63596,-0.63583,-0.63569,-0.63558,-0.63549,-0.63542
-0.57347,-0.57701,-0.58409,-0.59151,-0.59705,-0.59983,-0.60114,-0.60321,-0.60653,-0.61258,-0.62194,-0.62468,-0.62837,-0.63046,-0.64599,-0.64502,-0.64936,-0.64929,-0.64993,-0.64968,-0.64785,-0.64192,-0.63327,-0.63441,-0.63352,-0.63341,-0.6343,-0.63558,-0.6371,-0.63398
