0.99153,0.99238,0.99191,0.99222,0.99251,0.99339,0.99343,0.99334,0.9937,0.99362,0.99382,0.99378,0.99376,0.99396,0.99428,0.99472,0.99506,0.99549,0.99553,0.99685,0.99714,0.99761,0.99802,0.99843,0.99865,0.99882,0.99908,0.99927,0.99953,0.99957,0.99974,0.99967,0.99986,0.99996,0.99999,0.99999,1,1,0.99999,0.9999,0.99994,0.99989,0.99964,0.9996,0.99947,0.99932,0.99876,0.9982,0.99776,0.99731,0.99681,0.99618,0.99514,0.99495
-0.46711,-0.46639,-0.46626,-0.46596,-0.46556,-0.46403,-0.46307,-0.4597,-0.45556,-0.45011,-0.44881,-0.44709,-0.44414,-0.43893,-0.44079,-0.44368,-0.45007,-0.4648,-0.46405,-0.46991,-0.47218,-0.4758,-0.47507,-0.47566,-0.47626,-0.47703,-0.47576,-0.48012,-0.48435,-0.48856,-0.49156,-0.49297,-0.49409,-0.49778,-0.49901,-0.50054,-0.50081,-0.50006,-0.49382,-0.4912,-0.47946,-0.47839,-0.47341,-0.46983,-0.46731,-0.46517,-0.46649,-0.46698,-0.4676,-0.46798,-0.46841,-0.46871,-0.46892,-0.46887
-0.43882,-0.43883,-0.43885,-0.4388,-0.43871,-0.4383,-0.43833,-0.43761,-0.43706,-0.43657,-0.43542,-0.43433,-0.43191,-0.42769,-0.42395,-0.42302,-0.42603,-0.42726,-0.42795,-0.4303,-0.43047,-0.42971,-0.43325,-0.43409,-0.43316,-0.43249,-0.43157,-0.4365,-0.4362,-0.43634,-0.4364,-0.43653,-0.43662,-0.43668,-0.43681,-0.43676,-0.43666,-0.43658,-0.43685,-0.4368,-0.43681,-0.43679,-0.43667,-0.43642,-0.43608,-0.43572,-0.43547,-0.43555,-0.43566,-0.43578,-0.43571,-0.43574,-0.43578,-0.4358
-0.42954,-0.42954,-0.42973,-0.4299,-0.43009,-0.43008,-0.43013,-0.43039,-0.43061,-0.43125,-0.43188,-0.43254,-0.43356,-0.43398,-0.43421,-0.43352,-0.43361,-0.43306,-0.43282,-0.43269,-0.43297,-0.43298,-0.43372,-0.43397,-0.43426,-0.43495,-0.43565,-0.43599,-0.43607,-0.43611,-0.43621,-0.43651,-0.43659,-0.4368,-0.43725,-0.43717,-0.43766,-0.4382,-0.43882,-0.43834,-0.43857,-0.43853,-0.43829,-0.43794,-0.43749,-0.43742,-0.43666,-0.43588,-0.4358,-0.43542,-0.43451,-0.43455,-0.43402,-0.43321
-0.48303,-0.48309,-0.48308,-0.48305,-0.48303,-0.48302,-0.48307,-0.4833,-0.48351,-0.48405,-0.4838,-0.48334,-0.48351,-0.48433,-0.48427,-0.47225,-0.47402,-0.47059,-0.46867,-0.44962,-0.46077,-0.45422,-0.44764,-0.45393,-0.4561,-0.45249,-0.4515,-0.44768,-0.44389,-0.44367,-0.444,-0.44291,-0.44306,-0.44255,-0.44168,-0.44194,-0.4413,-0.44143,-0.44405,-0.45075,-0.45368,-0.46435,-0.46599,-0.47458,-0.47596,-0.48023,-0.48348,-0.49417,-0.48713,-0.49136,-0.49463,-0.49419,-0.49595,-0.49906
-0.454,-0.45426,-0.45437,-0.45441,-0.45441,-0.4544,-0.45442,-0.45451,-0.45455,-0.45462,-0.45469,-0.45465,-0.454,-0.45127,-0.45002,-0.44497,-0.43614,-0.43476,-0.43275,-0.4271,-0.42462,-0.42387,-0.41646,-0.42106,-0.41687,-0.41752,-0.41835,-0.41852,-0.41802,-0.4178,-0.41756,-0.41791,-0.41795,-0.41785,-0.41768,-0.41783,-0.41791,-0.41804,-0.41856,-0.42038,-0.42268,-0.42526,-0.42792,-0.42987,-0.43374,-0.43416,-0.4361,-0.43775,-0.44073,-0.44283,-0.44623,-0.44408,-0.44572,-0.44663
-0.44516,-0.44511,-0.4451,-0.44512,-0.44514,-0.44511,-0.4451,-0.4451,-0.44508,-0.44509,-0.44509,-0.44512,-0.44563,-0.4457,-0.44607,-0.44704,-0.44762,-0.44815,-0.44846,-0.44888,-0.44904,-0.44905,-0.44915,-0.44915,-0.44912,-0.44911,-0.44907,-0.44907,-0.44911,-0.44914,-0.44917,-0.44915,-0.44915,-0.44915,-0.44914,-0.44912,-0.44907,-0.4491,-0.44908,-0.44904,-0.4489,-0.44863,-0.44797,-0.44765,-0.44772,-0.44758,-0.44749,-0.44713,-0.4471,-0.44697,-0.44698,-0.44694,-0.44693,-0.44695
-0.44062,-0.44061,-0.44056,-0.44055,-0.44055,-0.4405,-0.44043,-0.44042,-0.44037,-0.44034,-0.44034,-0.44042,-0.44058,-0.44081,-0.44096,-0.44121,-0.44143,-0.44142,-0.4415,-0.44148,-0.44155,-0.44158,-0.44161,-0.44165,-0.4417,-0.44174,-0.44173,-0.44174,-0.44175,-0.44176,-0.44179,-0.44179,-0.44179,-0.4418,-0.4418,-0.4418,-0.44181,-0.44209,-0.44207,-0.44212,-0.44214,-0.44214,-0.44213,-0.44208,-0.44206,-0.44199,-0.44185,-0.44187,-0.44186,-0.44185,-0.44185,-0.44186,-0.44186,-0.44186
-0.47737,-0.47776,-0.47778,-0.47762,-0.47752,-0.47765,-0.47914,-0.47959,-0.48066,-0.48252,-0.48445,-0.48401,-0.48361,-0.3864,-0.37941,-0.48657,-0.47425,-0.46783,-0.46061,-0.45276,-0.44272,-0.43966,-0.43738,-0.43866,-0.44038,-0.44187,-0.44577,-0.44428,-0.43912,-0.43861,-0.43784,-0.43849,-0.43942,-0.43957,-0.43867,-0.43772,-0.43782,-0.43843,-0.44425,-0.45778,-0.46278,-0.47376,-0.48222,-0.48838,-0.49648,-0.49444,-0.49547,-0.49579,-0.50031,-0.50208,-0.50307,-0.50487,-0.50535,-0.50737
-0.43714,-0.43719,-0.43728,-0.40611,-0.35492,-0.33164,-0.33036,-0.3472,-0.35094,-0.35124,-0.3455,-0.34143,-0.312,-0.30666,-0.31241,-0.3514,-0.38443,-0.42594,-0.45834,-0.45299,-0.47018,-0.49315,-0.4979,-0.51903,-0.54041,-0.53452,-0.50773,-0.47926,-0.47625,-0.49928,-0.53894,-0.57123,-0.59029,-0.57737,-0.55142,-0.54363,-0.55126,-0.56579,-0.5942,-0.61081,-0.59182,-0.57381,-0.54503,-0.5103,-0.48277,-0.45163,-0.41467,-0.38444,-0.37297,-0.37754,-0.3876,-0.39139,-0.39122,-0.39293
