1,0.99596,0.99056,0.97708,0.97553,0.96865,0.96317,0.95981,0.95809,0.95601,0.9538,0.954,0.95651,0.95671,0.95633,0.95623,0.95834,0.96412,0.96583,0.97125,0.97758,0.98599
-0.62162,-0.62174,-0.61536,-0.59114,-0.58495,-0.56815,-0.54776,-0.5515,-0.54675,-0.54438,-0.53952,-0.5346,-0.53797,-0.53659,-0.53685,-0.53842,-0.54632,-0.55868,-0.57483,-0.59091,-0.59699,-0.59446
-0.50977,-0.50774,-0.50664,-0.50633,-0.50616,-0.5065,-0.50679,-0.50734,-0.50798,-0.50854,-0.5096,-0.50964,-0.51003,-0.51063,-0.51116,-0.51167,-0.51181,-0.51135,-0.51113,-0.51023,-0.51052,-0.51037
-0.52641,-0.53007,-0.53822,-0.5399,-0.53888,-0.53843,-0.53739,-0.53835,-0.53793,-0.53721,-0.53622,-0.5352,-0.53247,-0.52943,-0.5288,-0.52853,-0.52796,-0.52621,-0.52443,-0.52306,-0.51985,-0.51915
-0.5347,-0.53252,-0.53407,-0.54368,-0.55008,-0.55673,-0.55783,-0.56418,-0.55984,-0.55845,-0.56104,-0.56202,-0.56217,-0.55832,-0.55352,-0.55246,-0.55208,-0.54501,-0.53637,-0.52971,-0.53021,-0.52589
-0.53903,-0.53247,-0.5502,-0.59197,-0.59157,-0.57484,-0.43229,-0.47245,-0.50021,-0.50679,-0.51855,-0.53007,-0.53479,-0.53394,-0.53325,-0.53384,-0.53233,-0.52963,-0.52775,-0.52778,-0.52755,-0.52684
-0.51561,-0.51581,-0.51467,-0.51318,-0.51357,-0.51363,-0.51305,-0.51238,-0.51114,-0.50977,-0.51039,-0.5114,-0.50968,-0.509,-0.51,-0.51032,-0.51045,-0.51095,-0.51105,-0.51171,-0.51185,-0.51205
-0.51084,-0.51033,-0.50973,-0.50973,-0.51323,-0.51624,-0.51366,-0.51069,-0.46359,-0.46652,-0.48323,-0.48862,-0.49536,-0.49877,-0.50147,-0.50239,-0.50401,-0.50536,-0.50628,-0.50686,-0.50716,-0.50732
-0.52763,-0.52869,-0.53731,-0.46396,-0.45165,-0.44647,-0.4405,-0.43383,-0.43117,-0.42725,-0.42849,-0.42644,-0.42868,-0.58542,-0.45068,-0.46196,-0.46852,-0.54315,-0.53154,-0.52392,-0.52559,-0.52476
-0.15825,-0.25638,-0.39769,-0.5292,-0.62151,-0.69324,-0.75793,-0.80499,-0.83741,-0.85976,-0.86747,-0.86193,-0.72977,-0.6689,-1,-0.38706,-0.36738,-0.16044,-0.10198,-0.11544,-0.12204,-0.13537
-0.5099,-0.50998,-0.51004,-0.51008,-0.51011,-0.51014,-0.51014,-0.51016,-0.51016,-0.51016,-0.51017,-0.51017,-0.5118,-0.51159,-0.51523,-0.51227,-0.5123,-0.51182,-0.51139,-0.51118,-0.51089,-0.51065
-0.58382,-0.56413,-0.54188,-0.53062,-0.52396,-0.51974,-0.51656,-0.51221,-0.50887,-0.50625,-0.50408,-0.50272,-0.50298,-0.50221,-0.49796,-0.50089,-0.51638,-0.52241,-0.52232,-0.51869,-0.51517,-0.51566
-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019
-0.49187,-0.45635,-0.44413,-0.41555,-0.39908,-0.38902,-0.37295,-0.37089,-0.35447,-0.35263,-0.35167,-0.34984,-0.35632,-0.35804,-0.37214,-0.40542,-0.41154,-0.43225,-0.45225,-0.47393,-0.49682,-0.51669
-0.51048,-0.51098,-0.51191,-0.51302,-0.51107,-0.50803,-0.50641,-0.50512,-0.50461,-0.50477,-0.50439,-0.50422,-0.50403,-0.50382,-0.50368,-0.50355,-0.50468,-0.50621,-0.5074,-0.50735,-0.50743,-0.50755
-0.47046,-0.46704,-0.47742,-0.48489,-0.49304,-0.49515,-0.4998,-0.50342,-0.50463,-0.50615,-0.50686,-0.50803,-0.50446,-0.50483,-0.50209,-0.49781,-0.49277,-0.48711,-0.47976,-0.47131,-0.47213,-0.47206
-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019,-0.51019
-0.51341,-0.51746,-0.53146,-0.54598,-0.55992,-0.57047,-0.57733,-0.58439,-0.5899,-0.59199,-0.59485,-0.59615,-0.59363,-0.59048,-0.57669,-0.55724,-0.5361,-0.51525,-0.48767,-0.48376,-0.46111,-0.45306
-0.51579,-0.51621,-0.51558,-0.51585,-0.5164,-0.51678,-0.51686,-0.51674,-0.51685,-0.51677,-0.51671,-0.51652,-0.51427,-0.5105,-0.50477,-0.50513,-0.50556,-0.50813,-0.50955,-0.5092,-0.5098,-0.50991
-0.46109,-0.46355,-0.49888,-0.48846,-0.4848,-0.48612,-0.48544,-0.48595,-0.48595,-0.48597,-0.48697,-0.48723,-0.48593,-0.48532,-0.48459,-0.48315,-0.48179,-0.49454,-0.49845,-0.50073,-0.49125,-0.48563
