0.99515,0.99568,0.99525,0.99518,0.9949,0.99484,0.99449,0.99403,0.99348,0.99295,0.99267,0.99245,0.9927,0.99272,0.99297,0.9929,0.99339,0.99371,0.99413,0.99434,0.99469,0.99508,0.99543,0.99579,0.9967,0.99713,0.99757,0.99793,0.99827,0.99855,0.99908,0.99969,0.99994,1,0.99966,0.99965,0.99911,0.99811,0.99779,0.99729,0.99676,0.99603,0.99529
-0.42335,-0.42089,-0.39657,-0.36813,-0.35429,-0.34386,-0.34159,-0.35884,-0.36963,-0.37975,-0.37485,-0.37304,-0.37025,-0.36307,-0.36649,-0.36904,-0.37188,-0.37567,-0.3681,-0.37084,-0.36621,-0.36009,-0.36785,-0.36294,-0.36632,-0.37058,-0.37405,-0.37831,-0.38632,-0.39184,-0.39477,-0.39768,-0.40177,-0.40456,-0.41319,-0.41496,-0.41643,-0.42527,-0.42493,-0.4283,-0.4309,-0.43174,-0.4341
-0.39296,-0.39269,-0.39257,-0.39246,-0.39214,-0.3923,-0.39231,-0.3924,-0.39245,-0.39256,-0.39267,-0.39278,-0.39305,-0.39368,-0.39322,-0.39372,-0.39357,-0.39358,-0.39364,-0.39408,-0.39436,-0.39472,-0.39497,-0.39534,-0.39527,-0.39545,-0.39556,-0.39572,-0.3958,-0.39578,-0.39576,-0.3957,-0.39538,-0.39469,-0.39338,-0.39094,-0.39058,-0.38794,-0.38809,-0.38697,-0.38574,-0.38457,-0.37914
-0.38461,-0.38472,-0.3856,-0.38668,-0.38735,-0.38771,-0.38807,-0.38811,-0.38815,-0.38818,-0.38819,-0.38823,-0.38829,-0.38835,-0.38838,-0.3884,-0.38839,-0.38846,-0.38854,-0.38864,-0.38891,-0.3892,-0.38932,-0.3897,-0.38974,-0.38993,-0.39019,-0.39048,-0.39133,-0.39072,-0.39056,-0.39036,-0.39013,-0.38996,-0.39033,-0.39024,-0.39012,-0.38992,-0.38959,-0.38923,-0.38923,-0.38859,-0.38863
-0.44312,-0.44163,-0.41589,-0.38608,-0.36898,-0.37628,-0.37113,-0.37374,-0.38644,-0.39265,-0.38746,-0.38489,-0.38275,-0.38057,-0.37948,-0.38611,-0.38613,-0.38429,-0.38542,-0.3846,-0.38367,-0.38374,-0.38472,-0.38721,-0.39032,-0.39284,-0.39611,-0.39892,-0.40375,-0.40489,-0.40913,-0.4114,-0.41351,-0.41387,-0.41484,-0.41667,-0.41928,-0.42075,-0.42299,-0.42938,-0.42843,-0.43214,-0.43536
-0.57276,-0.65711,-0.74657,-0.79198,-0.84796,-0.89524,-0.92907,-0.94614,-0.9482,-0.94453,-0.94455,-0.96418,-0.98744,-1,-0.94037,-0.85603,-0.80317,-0.75729,-0.70928,-0.6716,-0.64227,-0.64762,-0.71159,-0.72564,-0.71708,-0.72343,-0.72627,-0.72711,-0.73077,-0.72272,-0.71244,-0.74133,-0.74054,-0.70191,-0.69459,-0.71876,-0.74036,-0.73726,-0.72691,-0.6892,-0.61744,-0.56863,-0.52934
-0.39319,-0.39312,-0.39298,-0.39294,-0.39288,-0.39284,-0.39279,-0.3928,-0.39278,-0.39277,-0.39276,-0.39276,-0.39276,-0.39276,-0.39272,-0.39272,-0.39273,-0.39273,-0.39273,-0.39273,-0.39273,-0.39273,-0.39274,-0.39274,-0.39274,-0.39274,-0.39274,-0.39274,-0.39274,-0.39274,-0.39274,-0.39274,-0.39274,-0.39274,-0.39274,-0.39274,-0.39274,-0.39274,-0.39274,-0.39274,-0.39274,-0.39274,-0.39274
-0.48128,-0.5415,-0.52435,-0.47975,-0.46118,-0.44358,-0.43678,-0.42617,-0.42486,-0.4186,-0.41602,-0.41563,-0.41367,-0.41339,-0.47299,-0.47262,-0.47802,-0.49704,-0.49356,-0.48426,-0.47601,-0.46756,-0.51816,-0.53472,-0.53031,-0.5356,-0.53859,-0.54105,-0.54435,-0.53455,-0.47895,-0.48183,-0.47784,-0.36345,-0.4012,-0.39452,-0.38935,-0.39277,-0.39259,-0.39395,-0.39868,-0.39735,-0.39562
-0.44102,-0.43873,-0.41388,-0.38578,-0.37039,-0.37235,-0.36935,-0.3792,-0.38825,-0.38972,-0.39156,-0.38543,-0.38164,-0.38039,-0.37776,-0.38402,-0.38538,-0.38327,-0.3855,-0.38561,-0.3845,-0.38458,-0.38673,-0.39018,-0.39499,-0.39912,-0.40582,-0.40521,-0.40806,-0.41216,-0.41445,-0.41707,-0.41968,-0.36592,-0.36623,-0.42063,-0.42176,-0.4246,-0.42674,-0.42909,-0.43141,-0.43532,-0.4362
-0.15197,-0.13898,-0.11333,-0.078905,-0.060715,-0.038736,-0.018728,-0.0073473,-0.009123,0.059023,0.10476,0.13841,0.16667,0.18356,0.19444,0.19378,0.19072,0.1854,0.18356,0.181,0.17886,0.17717,0.17571,0.17534,0.175,0.17461,0.17461,0.17792,0.18298,0.14521,0.10779,0.095445,0.066881,0.030571,0.002286,-0.0061449,0.00038449,0.0046908,0.0088294,-0.0065923,-0.027747,-0.090999,-0.14708
