0.99676,0.99758,0.99818,0.99834,0.99837,0.99841,0.99834,0.99826,0.99807,0.99803,0.99781,0.99701,0.99599,0.99521,0.99196,0.99128,0.98791,0.98765,0.98607,0.98382,0.98377,0.98214,0.98231,0.98225,0.98222,0.98144,0.98085,0.98099,0.98117,0.9808,0.98078,0.9808,0.9808,0.98085,0.98087,0.98134,0.98157,0.98212,0.98284,0.98369,0.98437,0.98422,0.98488,0.98598,0.98691,0.9877,0.98846,0.98933,0.99094,0.99186,0.99368,0.99535,0.99618,0.99688,0.99758,0.99811,0.99934,0.99962,0.99974,0.99992,1,0.99958,0.99951,0.99902,0.99841
-0.91477,-0.91746,-0.92056,-0.92097,-0.92174,-0.92156,-0.92074,-0.92076,-0.91959,-0.9193,-0.91923,-0.91927,-0.91865,-0.91788,-0.91674,-0.91164,-0.90795,-0.90854,-0.90717,-0.89789,-0.89191,-0.88628,-0.88413,-0.88414,-0.88272,-0.88288,-0.88326,-0.88386,-0.88448,-0.88501,-0.88434,-0.88406,-0.88395,-0.88384,-0.88365,-0.88428,-0.88473,-0.88796,-0.89108,-0.89255,-0.89451,-0.89858,-0.90496,-0.9137,-0.91416,-0.91398,-0.91734,-0.92085,-0.92517,-0.9301,-0.94022,-0.94083,-0.93946,-0.93781,-0.93567,-0.93741,-0.93695,-0.93493,-0.92923,-0.93303,-0.93012,-0.9325,-0.93301,-0.93625,-0.93903
-0.89513,-0.88895,-0.89373,-0.89535,-0.8939,-0.89275,-0.89204,-0.89188,-0.89122,-0.88885,-0.88807,-0.88551,-0.88553,-0.88167,-0.87301,-0.87227,-0.86847,-0.86514,-0.86244,-0.86114,-0.86013,-0.85994,-0.85623,-0.85603,-0.85517,-0.85476,-0.85394,-0.85319,-0.8525,-0.85196,-0.85196,-0.85204,-0.85184,-0.85188,-0.85181,-0.85182,-0.85189,-0.85194,-0.85197,-0.85197,-0.85196,-0.85197,-0.85197,-0.85198,-0.85192,-0.85179,-0.8517,-0.85165,-0.85168,-0.85175,-0.85205,-0.85323,-0.85357,-0.85822,-0.85681,-0.86575,-0.86498,-0.874,-0.87797,-0.88617,-0.89423,-0.90122,-0.90586,-0.91155,-0.916
-0.88981,-0.88979,-0.88979,-0.88979,-0.88979,-0.8898,-0.88978,-0.88973,-0.88979,-0.88998,-0.8903,-0.89167,-0.89243,-0.89418,-0.89725,-0.90037,-0.90048,-0.90406,-0.90463,-0.90561,-0.90559,-0.90632,-0.90722,-0.90719,-0.90789,-0.90852,-0.90873,-0.90882,-0.9089,-0.90894,-0.90894,-0.90896,-0.90897,-0.90899,-0.90901,-0.90906,-0.90924,-0.90951,-0.91006,-0.91088,-0.91138,-0.9115,-0.91178,-0.91244,-0.91283,-0.91288,-0.913,-0.91297,-0.9129,-0.91253,-0.9115,-0.90949,-0.90738,-0.90213,-0.90091,-0.89517,-0.89458,-0.89229,-0.89033,-0.88869,-0.88752,-0.8865,-0.88644,-0.88622,-0.88603
-0.85164,-0.85579,-0.8639,-0.86413,-0.86323,-0.86552,-0.86558,-0.86518,-0.86599,-0.8665,-0.86632,-0.86489,-0.86493,-0.86594,-0.86681,-0.87022,-0.87047,-0.86976,-0.87056,-0.87054,-0.86998,-0.8688,-0.86738,-0.86543,-0.86563,-0.86572,-0.86589,-0.8636,-0.86401,-0.86416,-0.86424,-0.86203,-0.8599,-0.85981,-0.85957,-0.85816,-0.85687,-0.85533,-0.85141,-0.8534,-0.85157,-0.85179,-0.85189,-0.85189,-0.85197,-0.85175,-0.84988,-0.84789,-0.84643,-0.84545,-0.84573,-0.84552,-0.84583,-0.84646,-0.84739,-0.84894,-0.85148,-0.85392,-0.85749,-0.86072,-0.8667,-0.87174,-0.87993,-0.87857,-0.88092
-0.89669,-0.89348,-0.88857,-0.88712,-0.88336,-0.88064,-0.87921,-0.87654,-0.87249,-0.87433,-0.8724,-0.87238,-0.87126,-0.86796,-0.8658,-0.86247,-0.86101,-0.85941,-0.85818,-0.85709,-0.85442,-0.85394,-0.85119,-0.85088,-0.84857,-0.84613,-0.84484,-0.84444,-0.84432,-0.84415,-0.84413,-0.84404,-0.84362,-0.84354,-0.84315,-0.84262,-0.84189,-0.84183,-0.84177,-0.84113,-0.83991,-0.83998,-0.83934,-0.83938,-0.83933,-0.83943,-0.83928,-0.83924,-0.83913,-0.83902,-0.83885,-0.83814,-0.83736,-0.83658,-0.8365,-0.83673,-0.83918,-0.84153,-0.85286,-0.85327,-0.85798,-0.86542,-0.86842,-0.87213,-0.87546
-0.89267,-0.89274,-0.89311,-0.89438,-0.8955,-0.8955,-0.89603,-0.89646,-0.89695,-0.89674,-0.89645,-0.89686,-0.89689,-0.89637,-0.89609,-0.89555,-0.89547,-0.89514,-0.8949,-0.8947,-0.89395,-0.89431,-0.89389,-0.89373,-0.89353,-0.89338,-0.89327,-0.89312,-0.89302,-0.89284,-0.89273,-0.8927,-0.89269,-0.89268,-0.89268,-0.89265,-0.89264,-0.89263,-0.89264,-0.89264,-0.89266,-0.89266,-0.89259,-0.8926,-0.89264,-0.89278,-0.89276,-0.89287,-0.89297,-0.89311,-0.8934,-0.89375,-0.89403,-0.89402,-0.89417,-0.89444,-0.89506,-0.89656,-0.89831,-0.89841,-0.90026,-0.90086,-0.90257,-0.9045,-0.9047
-0.89428,-0.89662,-0.89729,-0.89703,-0.89507,-0.8962,-0.89564,-0.89521,-0.89551,-0.89505,-0.89508,-0.89503,-0.89446,-0.89404,-0.89367,-0.89358,-0.89321,-0.89289,-0.89264,-0.89238,-0.89211,-0.89189,-0.89172,-0.89157,-0.89146,-0.89133,-0.89125,-0.89099,-0.89113,-0.89104,-0.89089,-0.89091,-0.89086,-0.89048,-0.8903,-0.88965,-0.88963,-0.8895,-0.88931,-0.88921,-0.88906,-0.88891,-0.88895,-0.88896,-0.88888,-0.88881,-0.88882,-0.88879,-0.88876,-0.88876,-0.88885,-0.88894,-0.88908,-0.88924,-0.88935,-0.88938,-0.88962,-0.88997,-0.89009,-0.89026,-0.89059,-0.8908,-0.89188,-0.89171,-0.89165
-0.92441,-0.92238,-0.92167,-0.91933,-0.91791,-0.91654,-0.917,-0.91516,-0.91416,-0.91429,-0.91485,-0.91553,-0.91542,-0.91475,-0.91434,-0.91358,-0.91242,-0.91162,-0.91218,-0.91296,-0.91353,-0.91483,-0.91663,-0.91699,-0.91749,-0.92085,-0.92276,-0.9238,-0.92343,-0.9234,-0.92341,-0.92347,-0.92566,-0.92725,-0.92816,-0.93013,-0.92975,-0.92969,-0.93308,-0.93428,-0.93434,-0.93507,-0.93504,-0.93507,-0.93649,-0.93618,-0.93657,-0.93697,-0.93775,-0.93799,-0.93799,-0.93779,-0.93725,-0.93638,-0.93544,-0.92795,-0.92536,-0.9242,-0.91964,-0.91489,-0.91061,-0.9062,-0.90433,-0.9028,-0.89773
-0.9389,-0.93687,-0.66655,-0.60436,-0.5072,-0.43207,-0.36328,-0.28549,-0.22588,-0.18486,-0.17842,-0.19808,-0.22599,-0.27753,-0.33365,-0.39824,-0.39313,-0.41042,-0.42522,-0.4358,-0.45733,-0.47347,-0.47871,-0.47873,-0.47564,-0.46234,-0.45212,-0.45362,-0.42881,-0.4206,-0.39994,-0.402,-0.40367,-0.4066,-0.41061,-0.41184,-0.41243,-0.41171,-0.39101,-0.39544,-0.40185,-0.40995,-0.41385,-0.4182,-0.42615,-0.45105,-0.44719,-0.45629,-0.50308,-0.56232,-0.57976,-0.55993,-0.47965,-0.46342,-0.42263,-0.41003,-0.42562,-0.46491,-0.49613,-0.49827,-0.49589,-0.62078,-0.69525,-0.75643,-0.80753
