0.98645,0.98786,0.98722,0.98802,0.98826,0.98882,0.98931,0.99086,0.98995,0.99025,0.992,0.99262,0.9944,0.99692,0.99698,0.99806,0.9986,0.99965,0.99962,0.99978,0.99985,0.99992,0.99992,0.99989,0.99985,0.99982,0.99971,0.99962,0.99957,0.99957,0.99957,0.99958,0.99962,0.99977,0.99975,0.99989,0.99994,1,0.99977,0.99957,0.99929,0.99909,0.99843,0.99814,0.99769,0.99711,0.99643
-0.61471,-0.6141,-0.61222,-0.60684,-0.6054,-0.6056,-0.6023,-0.59811,-0.59534,-0.59155,-0.59001,-0.58623,-0.58041,-0.57263,-0.57067,-0.56918,-0.5676,-0.55448,-0.54581,-0.54004,-0.5344,-0.52907,-0.52765,-0.52702,-0.52614,-0.51883,-0.51401,-0.51275,-0.50946,-0.50744,-0.50519,-0.50559,-0.50619,-0.5059,-0.50634,-0.507,-0.50839,-0.51348,-0.52235,-0.53,-0.53754,-0.54487,-0.54641,-0.55429,-0.56006,-0.56545,-0.56958
-0.53348,-0.53352,-0.53358,-0.53358,-0.53345,-0.53333,-0.53285,-0.53229,-0.53188,-0.5313,-0.52918,-0.52805,-0.52521,-0.52519,-0.52505,-0.52477,-0.52343,-0.51844,-0.52119,-0.52433,-0.52517,-0.52769,-0.52833,-0.52989,-0.53252,-0.53318,-0.53439,-0.53553,-0.53653,-0.53734,-0.538,-0.53846,-0.53886,-0.53914,-0.53995,-0.54061,-0.54094,-0.54088,-0.54082,-0.54072,-0.5409,-0.54082,-0.54067,-0.5405,-0.54033,-0.54018,-0.5401
-0.53688,-0.53705,-0.5372,-0.53739,-0.53763,-0.53859,-0.53821,-0.54019,-0.54111,-0.54238,-0.5422,-0.54448,-0.54791,-0.5504,-0.55252,-0.55359,-0.55492,-0.55581,-0.55747,-0.55996,-0.56284,-0.56433,-0.56456,-0.56409,-0.56461,-0.56469,-0.56465,-0.56464,-0.5646,-0.56456,-0.56429,-0.56333,-0.56269,-0.56245,-0.56088,-0.55988,-0.5575,-0.55663,-0.55497,-0.55293,-0.55048,-0.54772,-0.54406,-0.5434,-0.54181,-0.5407,-0.53974
-0.59813,-0.59805,-0.59797,-0.59786,-0.59784,-0.59793,-0.59934,-0.60004,-0.59937,-0.59897,-0.59897,-0.60132,-0.60684,-0.60772,-0.60859,-0.61095,-0.61409,-0.62434,-0.62869,-0.63087,-0.63583,-0.63618,-0.63536,-0.63447,-0.63527,-0.63764,-0.63622,-0.63548,-0.63984,-0.6433,-0.64465,-0.64481,-0.64492,-0.64466,-0.64411,-0.64411,-0.64357,-0.6432,-0.64281,-0.64108,-0.63863,-0.63867,-0.63552,-0.63514,-0.63434,-0.63307,-0.63206
-0.58602,-0.58461,-0.58481,-0.58504,-0.58533,-0.58451,-0.58326,-0.58342,-0.58208,-0.58103,-0.57909,-0.59767,-0.6188,-0.63469,-0.65598,-0.6761,-0.69166,-0.69069,-0.68672,-0.66564,-0.64148,-0.62991,-0.61786,-0.61091,-0.60682,-0.60751,-0.602,-0.60382,-0.5999,-0.60061,-0.60099,-0.59857,-0.59676,-0.59546,-0.59455,-0.59406,-0.59387,-0.63555,-0.68136,-0.70095,-0.71495,-0.72306,-0.73597,-0.73384,-0.74372,-0.71787,-0.7199
-0.54537,-0.5456,-0.54576,-0.54587,-0.54595,-0.54601,-0.54586,-0.54576,-0.5454,-0.54559,-0.54539,-0.54295,-0.54316,-0.54258,-0.54179,-0.54146,-0.54164,-0.54169,-0.54113,-0.54176,-0.54292,-0.54192,-0.5423,-0.54312,-0.54409,-0.54385,-0.544,-0.54398,-0.5443,-0.5448,-0.54452,-0.5448,-0.54503,-0.54528,-0.54523,-0.54564,-0.54632,-0.54536,-0.54351,-0.54278,-0.54234,-0.5419,-0.54155,-0.54104,-0.54119,-0.54239,-0.54155
-0.54064,-0.54063,-0.54063,-0.54061,-0.5406,-0.54058,-0.54058,-0.54059,-0.5405,-0.54078,-0.541,-0.54103,-0.54101,-0.54093,-0.54086,-0.5408,-0.54073,-0.54068,-0.54064,-0.54055,-0.5403,-0.5402,-0.53998,-0.53945,-0.53832,-0.53849,-0.53803,-0.53786,-0.53774,-0.53785,-0.53787,-0.53799,-0.53829,-0.53847,-0.53866,-0.53871,-0.53879,-0.53881,-0.53916,-0.5389,-0.53907,-0.53922,-0.53931,-0.53942,-0.53937,-0.53939,-0.53946
-0.60282,-0.60286,-0.60276,-0.60284,-0.60336,-0.60438,-0.60886,-0.60822,-0.6084,-0.6078,-0.46823,-0.46028,-0.45794,-0.45543,-0.45509,-0.45183,-0.44724,-0.43143,-0.42797,-0.42844,-0.42483,-0.42394,-0.41889,-0.41765,-0.417,-0.41215,-0.41643,-0.41414,-0.41296,-0.41289,-0.41238,-0.41236,-0.41273,-0.41304,-0.41521,-0.41824,-0.42192,-0.42258,-0.42557,-0.4283,-0.43279,-0.43785,-0.43831,-0.44352,-0.44647,-0.44922,-0.4519
-0.53997,-0.5399,-0.53858,-0.41298,-0.34537,-0.26216,-0.20053,-0.18663,-0.18696,-0.22266,-0.28113,-0.35541,-0.4173,-0.42268,-0.41235,-0.42563,-0.45085,-0.53238,-0.55634,-0.58077,-0.57828,-0.55658,-0.53181,-0.51997,-0.52282,-0.52425,-0.5469,-0.56477,-0.56015,-0.55899,-0.53523,-0.51216,-0.50114,-0.47709,-0.48337,-0.46734,-0.44958,-0.41334,-0.39932,-0.41054,-0.411,-0.43603,-0.46428,-0.47871,-0.48923,-0.49571,-0.50174
