0.99976,0.99976,0.99949,0.99807,0.99639,0.99403,0.99396,0.99257,0.99177,0.99068,0.98968,0.98977,0.99027,0.99071,0.99165,0.99255,0.99399,0.99526,0.99637,0.99778,0.99903,0.99974,1,0.99986,0.99902,0.999,0.9984
-0.626,-0.62592,-0.62764,-0.62977,-0.6249,-0.62139,-0.61234,-0.61066,-0.60667,-0.60286,-0.60023,-0.59748,-0.59289,-0.58693,-0.58152,-0.57213,-0.56713,-0.56321,-0.56094,-0.56136,-0.56257,-0.55999,-0.55818,-0.55323,-0.54887,-0.54694,-0.54377
-0.50548,-0.50479,-0.50519,-0.50721,-0.50756,-0.50889,-0.5109,-0.51107,-0.51132,-0.5107,-0.51086,-0.51003,-0.50929,-0.50942,-0.51009,-0.51089,-0.51124,-0.51089,-0.51145,-0.51185,-0.51226,-0.51323,-0.51395,-0.51396,-0.51423,-0.51414,-0.514
-0.50867,-0.50865,-0.5086,-0.50859,-0.50862,-0.50883,-0.50886,-0.50916,-0.50943,-0.50979,-0.51,-0.51024,-0.51091,-0.51099,-0.51121,-0.51136,-0.51126,-0.5111,-0.51137,-0.51091,-0.51086,-0.5106,-0.51036,-0.51014,-0.50987,-0.50954,-0.50926
-0.50943,-0.50736,-0.50218,-0.49687,-0.48973,-0.48333,-0.4797,-0.47878,-0.47667,-0.47483,-0.4756,-0.47612,-0.47836,-0.48613,-0.48301,-0.48658,-0.49307,-0.49726,-0.50122,-0.50617,-0.5109,-0.51982,-0.52409,-0.52706,-0.52797,-0.53272,-0.53571
-0.87427,-0.87366,-0.87044,-0.86785,-0.86952,-0.86862,-0.86863,-0.86834,-0.86738,-0.86464,-0.86177,-0.85722,-0.85662,-0.85656,-0.85534,-0.8571,-0.85846,-0.8567,-0.85615,-0.85334,-0.8475,-0.83822,-0.83284,-0.83715,-0.84139,-0.84892,-0.8623
-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045,-0.51045
-0.51774,-0.51731,-0.51685,-0.51596,-0.51523,-0.51748,-0.51932,-0.51901,-0.51981,-0.51892,-0.51617,-0.51577,-0.515,-0.51345,-0.5135,-0.51303,-0.51146,-0.51109,-0.51116,-0.51239,-0.51238,-0.51044,-0.50663,-0.50123,-0.50071,-0.50294,-0.50315
-0.50189,-0.49523,-0.49179,-0.48485,-0.48464,-0.47442,-0.47692,-0.47107,-0.46668,-0.47188,-0.46976,-0.47051,-0.47259,-0.47422,-0.47814,-0.48208,-0.48721,-0.49039,-0.49398,-0.50458,-0.51257,-0.51835,-0.52297,-0.52733,-0.53161,-0.54055,-0.53848
-0.83447,-0.85656,-0.86913,-0.87023,-0.64863,-0.89268,-0.89588,-0.93131,-0.96729,-0.98376,-0.9977,-1,-0.98184,-0.90637,-0.86741,-0.81204,-0.74957,-0.69826,-0.69635,-0.64909,-0.60532,-0.57531,-0.53876,-0.51287,-0.50055,-0.50535,-0.50976
