1,0.9999,0.9999,0.9999,0.99983,0.99974,0.99977,0.99977,0.99955,0.99948,0.99954,0.99942,0.99939,0.99932,0.99926,0.99922,0.99916,0.9991,0.99909,0.99912,0.99909,0.99909,0.99908,0.99906,0.99906,0.99906,0.99906,0.99908,0.99908,0.99908,0.99909,0.9991,0.99913,0.99915,0.99918,0.99921,0.99923,0.99934,0.99947,0.99954,0.99958,0.99968,0.99977,0.99987,0.99987,0.99991,0.9999,0.99983,0.99958,0.99965,0.99938,0.99942,0.99903,0.99919,0.99934,0.99945
-0.4572,-0.45679,-0.45607,-0.43852,-0.42741,-0.42035,-0.42652,-0.43251,-0.43316,-0.43587,-0.42123,-0.40426,-0.3937,-0.4019,-0.41173,-0.41611,-0.41804,-0.41949,-0.41514,-0.40872,-0.40429,-0.40141,-0.40324,-0.40834,-0.41762,-0.4176,-0.41888,-0.41668,-0.41728,-0.416,-0.41495,-0.41394,-0.41325,-0.41309,-0.41256,-0.41235,-0.41289,-0.41631,-0.41465,-0.41621,-0.41846,-0.42186,-0.42225,-0.42455,-0.42658,-0.42856,-0.43278,-0.43185,-0.43363,-0.43902,-0.441,-0.44341,-0.44482,-0.44618,-0.44622,-0.44619
-0.44092,-0.44097,-0.44085,-0.43998,-0.43884,-0.43917,-0.43936,-0.43959,-0.43974,-0.44009,-0.43954,-0.43929,-0.43819,-0.43921,-0.43879,-0.43959,-0.43972,-0.4391,-0.43845,-0.43809,-0.43782,-0.43706,-0.43668,-0.43671,-0.43694,-0.43704,-0.43601,-0.43675,-0.43582,-0.4353,-0.43506,-0.43489,-0.43477,-0.43455,-0.43446,-0.4346,-0.43474,-0.43504,-0.43526,-0.43589,-0.43596,-0.43672,-0.43649,-0.43717,-0.43746,-0.43779,-0.43811,-0.43858,-0.43866,-0.4391,-0.43957,-0.43987,-0.44006,-0.44027,-0.4403,-0.44037
-0.43947,-0.43899,-0.43894,-0.43909,-0.44026,-0.44011,-0.44013,-0.43994,-0.43966,-0.43979,-0.43965,-0.43964,-0.43964,-0.43915,-0.43915,-0.4386,-0.43858,-0.43869,-0.43881,-0.43893,-0.43881,-0.4388,-0.43876,-0.43874,-0.43875,-0.43878,-0.43887,-0.43911,-0.4391,-0.43933,-0.43948,-0.43956,-0.43961,-0.43962,-0.43965,-0.43968,-0.43969,-0.43969,-0.43966,-0.43964,-0.4396,-0.43958,-0.43956,-0.43948,-0.4393,-0.43932,-0.43913,-0.43896,-0.43888,-0.43882,-0.43875,-0.43823,-0.43832,-0.43843,-0.43853,-0.43846
-0.50855,-0.49837,-0.48924,-0.47971,-0.45507,-0.44709,-0.45001,-0.4517,-0.45647,-0.45689,-0.44595,-0.43129,-0.42462,-0.43221,-0.44329,-0.45397,-0.45296,-0.45168,-0.44689,-0.44105,-0.43917,-0.43235,-0.4362,-0.44055,-0.44572,-0.44799,-0.44775,-0.44363,-0.44255,-0.43687,-0.43693,-0.43399,-0.4312,-0.43169,-0.43215,-0.43264,-0.43518,-0.43836,-0.44394,-0.44513,-0.4472,-0.44901,-0.45326,-0.45401,-0.45694,-0.45716,-0.45825,-0.4592,-0.46071,-0.46353,-0.46275,-0.4641,-0.46712,-0.47837,-0.47836,-0.48299
-0.53816,-0.59073,-0.64413,-0.70954,-0.81057,-0.85771,-0.89714,-0.93097,-0.94765,-0.92276,-0.86054,-0.82176,-0.77923,-0.7801,-0.78438,-0.84511,-0.87179,-0.84566,-0.80782,-0.77369,-0.74501,-0.72538,-0.7266,-0.75489,-0.79045,-0.79238,-0.77286,-0.75824,-0.73563,-0.73332,-0.7552,-0.77008,-0.76443,-0.77836,-0.77278,-0.76072,-0.76372,-0.7601,-0.77559,-0.83307,-0.8864,-0.93478,-0.93542,-0.9678,-0.98877,-1,-0.9026,-0.88668,-0.89072,-0.92713,-0.96697,-0.97098,-0.95503,-0.91434,-0.84658,-0.79004
-0.44213,-0.44202,-0.44186,-0.4417,-0.44161,-0.44156,-0.44154,-0.4415,-0.44148,-0.44145,-0.44125,-0.44126,-0.44128,-0.44136,-0.44135,-0.44134,-0.44134,-0.44131,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44133,-0.44132,-0.44133,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132
-0.43205,-0.39785,-0.42064,-0.42471,-0.42754,-0.43104,-0.43294,-0.43506,-0.54768,-0.53795,-0.53777,-0.52941,-0.52125,-0.53176,-0.54618,-0.50513,-0.59005,-0.56491,-0.5473,-0.54275,-0.53252,-0.53028,-0.53514,-0.5461,-0.56764,-0.57065,-0.56198,-0.55177,-0.54256,-0.53821,-0.54148,-0.54609,-0.54444,-0.5482,-0.54781,-0.54601,-0.54354,-0.54446,-0.58313,-0.53258,-0.5192,-0.49567,-0.5612,-0.50387,-0.46312,-0.38181,-0.42449,-0.41177,-0.42006,-0.42035,-0.42972,-0.43063,-0.43019,-0.41186,-0.46031,-0.48342
-0.50827,-0.49769,-0.49524,-0.47903,-0.45461,-0.44543,-0.44273,-0.44868,-0.44731,-0.44668,-0.44122,-0.43255,-0.42787,-0.44175,-0.44027,-0.44542,-0.44832,-0.44535,-0.44094,-0.4427,-0.43151,-0.42766,-0.43142,-0.44327,-0.44433,-0.4428,-0.4455,-0.44388,-0.44161,-0.4383,-0.43821,-0.43667,-0.43689,-0.43715,-0.43589,-0.4357,-0.43695,-0.43951,-0.44745,-0.44852,-0.44788,-0.45112,-0.45283,-0.45629,-0.45913,-0.46129,-0.46092,-0.46071,-0.46057,-0.46219,-0.46246,-0.46487,-0.46681,-0.47271,-0.47798,-0.48804
-0.30828,-0.21209,-0.10785,-0.056178,0.042881,0.061534,0.054142,0.053117,0.069981,0.074168,0.087191,0.12467,0.14296,0.14825,0.14914,0.11683,0.097499,0.11081,0.12674,0.12471,0.13284,0.14474,0.14367,0.1516,0.15303,0.14662,0.14867,0.15291,0.15784,0.15928,0.15869,0.15563,0.15548,0.15727,0.15648,0.15462,0.15184,0.14519,0.13332,0.099088,0.094135,0.072738,0.062357,0.010179,0.0011839,-0.044411,-0.074211,-0.089212,-0.10238,-0.084087,-0.0827,-0.089125,-0.084953,-0.081444,-0.074832,-0.072421
-0.44146,-0.44142,-0.4414,-0.44138,-0.44137,-0.44136,-0.44135,-0.44134,-0.44134,-0.44134,-0.44133,-0.44133,-0.44133,-0.44133,-0.44133,-0.44133,-0.44133,-0.44133,-0.44133,-0.44133,-0.44133,-0.44133,-0.44133,-0.44133,-0.44133,-0.44133,-0.44133,-0.44132,-0.44133,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132
-0.36586,-0.29082,-0.38762,-0.34901,-0.42165,-0.31296,-0.35443,-0.29695,-0.33054,-0.31073,-0.28284,-0.26287,-0.25281,-0.24416,-0.23535,-0.24381,-0.25505,-0.25375,-0.25399,-0.25525,-0.25896,-0.26053,-0.26066,-0.31956,-0.29114,-0.28528,-0.28314,-0.27711,-0.27563,-0.275,-0.27409,-0.27406,-0.27244,-0.27002,-0.26883,-0.26782,-0.26717,-0.26691,-0.2707,-0.27129,-0.27143,-0.27286,-0.28148,-0.3538,-0.3323,-0.42295,-0.40746,-0.44555,-0.44092,-0.43497,-0.43748,-0.43797,-0.43891,-0.44821,-0.4111,-0.19449
-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132
-0.50618,-0.50641,-0.50664,-0.50697,-0.50758,-0.50801,-0.50856,-0.50838,-0.50911,-0.50962,-0.51042,-0.51026,-0.51067,-0.51073,-0.51106,-0.51134,-0.51149,-0.51164,-0.51184,-0.51198,-0.51209,-0.51227,-0.51264,-0.51271,-0.5131,-0.51312,-0.51309,-0.5131,-0.51309,-0.51341,-0.51373,-0.51373,-0.51384,-0.51393,-0.51397,-0.51396,-0.51381,-0.51355,-0.5133,-0.5127,-0.51256,-0.5113,-0.51135,-0.51086,-0.51089,-0.51031,-0.50918,-0.50703,-0.50699,-0.50792,-0.51112,-0.51163,-0.51256,-0.51301,-0.51313,-0.51336
-0.44078,-0.44079,-0.4408,-0.4408,-0.44082,-0.44082,-0.44082,-0.44083,-0.44083,-0.44084,-0.44084,-0.44085,-0.44084,-0.44085,-0.44086,-0.44086,-0.44086,-0.44085,-0.44086,-0.44086,-0.44087,-0.44087,-0.44088,-0.44088,-0.44088,-0.44088,-0.44087,-0.44087,-0.44087,-0.44087,-0.44087,-0.44088,-0.44088,-0.44088,-0.44088,-0.44088,-0.44088,-0.44089,-0.44089,-0.44089,-0.44089,-0.44089,-0.44089,-0.44089,-0.4409,-0.44089,-0.44089,-0.44089,-0.44089,-0.44099,-0.44101,-0.44107,-0.44112,-0.44116,-0.4412,-0.4412
-0.45411,-0.45409,-0.45404,-0.45713,-0.46222,-0.46378,-0.46294,-0.46273,-0.46292,-0.46205,-0.47256,-0.4668,-0.47322,-0.46857,-0.46815,-0.46582,-0.46398,-0.464,-0.46735,-0.46856,-0.47081,-0.47271,-0.47111,-0.46932,-0.46807,-0.46835,-0.4687,-0.46932,-0.46981,-0.47195,-0.47193,-0.47193,-0.47226,-0.47248,-0.47259,-0.47258,-0.4725,-0.47231,-0.47185,-0.47135,-0.47021,-0.47028,-0.46911,-0.46906,-0.46829,-0.46749,-0.46642,-0.46521,-0.46405,-0.46337,-0.4623,-0.4608,-0.46018,-0.46062,-0.46108,-0.45999
-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132,-0.44132
