0.35726,0.35514,0.35075,0.35166,0.34816,0.34624,0.34604,0.34604,0.34667,0.3477,0.34753,0.34881,0.34779,0.34656,0.3463,0.34535,0.34428,0.34258,0.34102,0.33777,0.33537,0.33202,0.32942,0.3252,0.32605,0.32629,0.32037,0.3218,0.31852,0.31652,0.31168,0.31414,0.31233,0.31151,0.312,0.31312,0.3137,0.31535,0.31466,0.31612,0.31095,0.30587,0.30299,0.30074,0.3012,0.30099,0.30117,0.30432,0.30563,0.30815,0.30861,0.31241,0.31494,0.31779,0.32034,0.32933,0.32835,0.33174,0.33497,0.33728,0.33703,0.33684,0.34159,0.34596,0.34973,0.3497
0.98547,0.98683,0.98338,0.98148,0.98036,0.97946,0.97955,0.97951,0.97964,0.98002,0.98045,0.98079,0.98088,0.98117,0.98148,0.9824,0.98352,0.98497,0.98654,0.98802,0.98788,0.98952,0.9905,0.99136,0.99167,0.99221,0.99328,0.99496,0.99666,0.99819,0.99924,0.99935,0.9998,1,0.99982,0.99964,0.99948,0.99901,0.99702,0.99382,0.99059,0.97711,0.97622,0.95848,0.95752,0.93425,0.93206,0.91268,0.89143,0.89161,0.88642,0.88346,0.88236,0.88232,0.88406,0.87755,0.87593,0.87596,0.87488,0.87587,0.87676,0.87815,0.88023,0.88207,0.89526,0.88727
-0.47514,-0.47207,-0.4725,-0.47024,-0.47066,-0.47109,-0.46975,-0.46914,-0.46892,-0.46905,-0.46894,-0.46896,-0.46903,-0.46916,-0.46959,-0.47024,-0.47089,-0.47111,-0.47194,-0.47319,-0.47413,-0.47481,-0.47613,-0.47722,-0.4779,-0.47879,-0.48032,-0.48164,-0.48157,-0.48152,-0.4815,-0.48141,-0.48244,-0.48296,-0.48305,-0.48296,-0.48278,-0.48063,-0.4794,-0.4751,-0.46347,-0.44516,-0.44769,-0.43284,-0.42088,-0.39033,-0.39208,-0.37797,-0.3691,-0.36055,-0.355,-0.34261,-0.33563,-0.33271,-0.32745,-0.32257,-0.32698,-0.32443,-0.32523,-0.32689,-0.32893,-0.32953,-0.33549,-0.33717,-0.3429,-0.34772
-0.0081068,0.012653,0.034443,0.057733,0.062503,0.079724,0.086868,0.086218,0.08754,0.094258,0.099118,0.098267,0.097841,0.095982,0.09231,0.077933,0.077082,0.069647,0.064272,0.059927,0.056725,0.054105,0.052157,0.04555,0.042101,0.039481,0.038854,0.033166,0.033054,0.032315,0.032158,0.032226,0.031151,0.029001,0.02376,0.026896,0.025171,0.036861,0.052269,0.062772,0.083307,0.099633,0.10579,0.1139,0.11927,0.12447,0.13177,0.13664,0.14616,0.1589,0.17256,0.20383,0.20417,0.211,0.21755,0.22369,0.22902,0.23223,0.24034,0.24811,0.26111,0.2695,0.27763,0.29251,0.29022,0.29281
0.35264,0.35301,0.35357,0.35439,0.35635,0.35536,0.35513,0.35592,0.35546,0.35481,0.35443,0.35093,0.34911,0.35108,0.34939,0.34964,0.34885,0.34805,0.34672,0.34528,0.34545,0.34374,0.34401,0.34419,0.34253,0.34283,0.34135,0.34145,0.34101,0.33899,0.33938,0.33793,0.33699,0.33683,0.33615,0.33565,0.33439,0.33045,0.33049,0.32987,0.33062,0.33217,0.33368,0.33569,0.33924,0.3398,0.34118,0.34204,0.34427,0.34472,0.3464,0.34858,0.35009,0.35097,0.35143,0.35153,0.35151,0.35139,0.35106,0.35087,0.35006,0.34995,0.35002,0.34996,0.34974,0.34956
0.28032,0.27373,0.27703,0.27822,0.27535,0.27542,0.27428,0.27433,0.27333,0.27583,0.27843,0.27883,0.28259,0.28243,0.28145,0.2813,0.28191,0.28145,0.28125,0.2827,0.28338,0.28723,0.28474,0.28841,0.28867,0.28835,0.29003,0.29137,0.29408,0.29509,0.30056,0.30566,0.30869,0.31042,0.31152,0.31132,0.31118,0.31124,0.31026,0.30385,0.29475,0.28992,0.29386,0.30258,0.30164,0.30496,0.31124,0.31544,0.3189,0.32222,0.32568,0.32501,0.32489,0.24487,0.21759,0.18472,0.1556,0.13365,0.11511,0.18245,0.20872,0.23806,0.26449,0.28256,0.30547,0.30617
0.15388,0.15363,0.15407,0.15332,0.15309,0.15523,0.16249,0.1675,0.17337,0.17261,0.16754,0.16782,0.16919,0.17219,0.16818,0.16879,0.16848,0.1695,0.17039,0.17252,0.17217,0.17541,0.17876,0.18112,0.18219,0.18199,0.1815,0.18003,0.17907,0.17829,0.17621,0.17457,0.17331,0.17168,0.17245,0.17398,0.17649,0.18074,0.18138,0.18301,0.17629,0.14143,0.14127,0.12377,0.12578,0.12907,0.13117,0.13786,0.14253,0.14142,0.14156,0.12605,0.092355,0.07043,0.031778,-0.015766,-0.011802,-0.020872,-0.021028,-0.0050835,0.024074,0.067721,0.074865,0.082994,0.10039,0.10404
0.29985,0.30799,0.31318,0.32196,0.32901,0.33223,0.33616,0.34059,0.33819,0.33731,0.34329,0.34696,0.34413,0.35088,0.35373,0.40018,0.44194,0.45688,0.45395,0.43913,0.42187,0.39026,0.38539,0.36879,0.3789,0.37498,0.3662,0.3621,0.36376,0.35899,0.35614,0.35425,0.35511,0.3542,0.35277,0.35067,0.34965,0.34686,0.34486,0.34162,0.34171,0.34095,0.33395,0.32727,0.32689,0.33347,0.32385,0.32683,0.3268,0.31616,0.31466,0.31865,0.32655,0.32733,0.31467,0.32592,0.32554,0.33087,0.33045,0.33487,0.34134,0.34884,0.35534,0.35045,0.35563,0.35917
0.3397,0.33917,0.33891,0.33839,0.33825,0.33826,0.33799,0.33796,0.33836,0.34036,0.34157,0.34267,0.3444,0.34529,0.34582,0.34668,0.34739,0.34806,0.34875,0.35048,0.35227,0.35498,0.35626,0.35659,0.35718,0.35766,0.35831,0.35946,0.36059,0.36246,0.36354,0.36555,0.36685,0.36659,0.36729,0.36788,0.36885,0.36996,0.37076,0.36845,0.36684,0.36324,0.36086,0.35711,0.35498,0.35464,0.3536,0.35311,0.35081,0.34945,0.34897,0.34788,0.34664,0.34609,0.34589,0.34555,0.34565,0.34553,0.34564,0.34574,0.34597,0.34628,0.34657,0.34688,0.34707,0.34776
0.15414,0.21319,0.25823,0.2828,0.27604,0.25218,0.21968,0.18301,0.14201,0.083307,0.03227,-0.0087562,-0.042124,-0.061114,-0.088771,-0.087943,-0.099857,-0.098983,-0.10017,-0.09175,-0.082008,-0.080911,-0.081359,-0.070968,-0.07202,-0.065996,-0.056882,-0.055538,-0.047499,-0.04723,-0.041004,-0.034465,-0.02694,-0.018543,0.0029113,0.0376,0.093564,0.099185,0.12533,0.15036,0.17533,0.18755,0.20779,0.22886,0.23297,0.23452,0.23864,0.23748,0.23582,0.22934,0.21826,0.23688,0.25352,0.26357,0.27112,0.27368,0.27538,0.27579,0.27585,0.27595,0.2759,0.27637,0.27641,0.27784,0.27912,0.28018
