0.45551,0.45551,0.45557,0.45599,0.45612,0.45002,0.44161,0.43863,0.43182,0.42698,0.41613,0.40222,0.4016,0.39525,0.39022,0.38792,0.3804,0.37615,0.37592,0.37516,0.37446,0.37338,0.37235,0.37226,0.37113,0.37199,0.37167,0.37174,0.3745,0.37486,0.37445,0.3755,0.37591,0.37651,0.3773,0.38032,0.38754,0.38965,0.39412,0.40133,0.40535,0.40701,0.4055,0.40631
0.34054,0.34041,0.34042,0.34031,0.34006,0.3383,0.33788,0.33986,0.34277,0.34447,0.35513,0.35609,0.36543,0.36789,0.3731,0.37582,0.37688,0.3772,0.37527,0.3751,0.37274,0.37041,0.3686,0.3659,0.36314,0.3605,0.35867,0.35707,0.35718,0.355,0.35388,0.3515,0.34892,0.34954,0.34842,0.34836,0.34846,0.34824,0.34808,0.34708,0.34685,0.34609,0.34538,0.34488
0.43618,0.43614,0.43651,0.43695,0.43721,0.43726,0.43732,0.43675,0.43505,0.43155,0.42772,0.42322,0.41867,0.41331,0.40677,0.40261,0.40252,0.40228,0.40242,0.40324,0.40382,0.40499,0.40704,0.40902,0.40862,0.41324,0.41721,0.41698,0.42039,0.42002,0.41995,0.42207,0.42313,0.42547,0.42844,0.4299,0.43105,0.4319,0.43216,0.43424,0.43456,0.4357,0.43579,0.43638
0.30127,0.30293,0.2999,0.28683,0.28833,0.27338,0.25006,0.20113,0.19936,0.16371,0.15837,0.15428,0.14732,0.14332,0.13486,0.1299,0.12931,0.12433,0.12785,0.12597,0.12884,0.13277,0.13789,0.1411,0.14521,0.14757,0.14678,0.14584,0.14507,0.14453,0.1457,0.14572,0.1459,0.14739,0.15212,0.15361,0.15884,0.16341,0.16777,0.17724,0.17917,0.19961,0.19585,0.20284
0.44262,0.4423,0.44217,0.44217,0.4422,0.44222,0.44227,0.44265,0.44306,0.44445,0.44588,0.44633,0.44848,0.45254,0.45743,0.46152,0.46218,0.45812,0.45315,0.45245,0.4567,0.46825,0.46841,0.47132,0.4731,0.46964,0.46942,0.46754,0.46669,0.46871,0.47363,0.47252,0.4774,0.48005,0.4807,0.48069,0.48061,0.48017,0.47884,0.47851,0.47735,0.47627,0.4743,0.47262
0.36565,0.36508,0.36522,0.36489,0.36472,0.35554,0.33992,0.32757,0.31552,0.30126,0.2854,0.26989,0.26166,0.25002,0.22786,0.22093,0.2074,0.20118,0.19599,0.19893,0.20129,0.19978,0.18528,0.19164,0.18966,0.18528,0.18418,0.18522,0.18669,0.1864,0.18625,0.18221,0.1812,0.17962,0.17397,0.16829,0.1662,0.16654,0.16891,0.17486,0.17781,0.17915,0.18559,0.19264
0.10038,0.10358,0.10538,0.10693,0.10691,0.10096,0.083759,0.048398,-0.017834,-0.028599,-0.062427,-0.10543,-0.10758,-0.14377,-0.15693,-0.18191,-0.17578,-0.19199,-0.19428,-0.19305,-0.19502,-0.19502,-0.19466,-0.19305,-0.1928,-0.19031,-0.18557,-0.18793,-0.18221,-0.18322,-0.17583,-0.17392,-0.16606,-0.15879,-0.15214,-0.14828,-0.1402,-0.12664,-0.12716,-0.11099,-0.10742,-0.092071,-0.082749,-0.0656
0.061561,0.00028851,0.12646,0.17242,0.22837,0.27224,0.30353,0.35272,0.39684,0.42427,0.44443,0.45521,0.47064,0.48411,0.4866,0.49323,0.49875,0.49809,0.51516,0.51827,0.51012,0.49167,0.47732,0.47594,0.48352,0.50017,0.50888,0.53183,0.53474,0.54818,0.57325,0.56287,0.56222,0.55997,0.57149,0.56781,0.57237,0.57222,0.57212,0.56393,0.55686,0.54254,0.51504,0.48704
0.44245,0.4422,0.44212,0.44347,0.44249,0.44352,0.44317,0.44359,0.44441,0.35618,0.34794,0.33857,0.33167,0.47934,0.48926,0.49093,0.5061,0.31249,0.32155,0.3224,0.49553,0.50879,0.51202,0.51128,0.51071,0.3001,0.30583,0.30866,0.30754,0.50833,0.51866,0.52584,0.52561,0.52261,0.29049,0.2985,0.30413,0.30915,0.31308,0.3178,0.32376,0.32492,0.33186,0.33462
0.26559,0.25986,0.22464,0.17359,0.13205,0.045585,-0.056314,-0.1378,-0.1849,-0.21965,-0.2423,-0.25414,-0.26783,-0.27771,-0.31271,-0.43441,-0.39573,-0.33202,-0.28332,-0.23081,-0.23615,-0.29675,-0.35545,-0.3912,-0.40397,-0.37885,-0.34717,-0.31156,-0.28563,-0.28781,-0.26979,-0.25441,-0.25903,-0.2551,-0.23305,-0.081072,-0.0058424,0.024812,0.0328,0.051337,0.071244,0.088231,0.12139,0.16094
0.15942,0.14519,0.033539,-0.15627,-0.30835,-0.45185,-0.51368,-0.58086,-0.66213,-0.71416,-0.75655,-0.7931,-0.82199,-0.85601,-0.87989,-0.83677,-0.83998,-0.89246,-0.92827,-0.96522,-0.97843,-0.9622,-0.94654,-0.92538,-0.89954,-0.91233,-0.93101,-0.95157,-0.96599,-0.96495,-0.98714,-1,-0.99951,-0.97423,-0.93139,-0.92362,-0.904,-0.80462,-0.7257,-0.56025,-0.46052,-0.30366,-0.19687,-0.093316
0.54847,0.55547,0.60474,0.60182,0.57159,0.53012,0.45786,0.3922,0.37488,0.41892,0.48573,0.53863,0.57066,0.74519,0.69223,0.61752,0.54209,0.69784,0.72627,0.75271,0.78412,0.77269,0.75284,0.17363,0.21225,0.90935,0.8928,1,0.78975,0.85199,0.78616,0.84139,0.61911,0.59805,0.50642,0.51964,0.52553,0.53137,0.57009,0.60427,0.61305,0.61285,0.59002,0.55261
0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287,0.40287
0.41222,0.41229,0.41272,0.41301,0.4131,0.4131,0.41392,0.41638,0.41844,0.42029,0.42165,0.42415,0.42939,0.44121,0.44236,0.45353,0.45328,0.45607,0.46056,0.46571,0.47002,0.47276,0.47469,0.47563,0.47702,0.47696,0.47746,0.47828,0.47976,0.48024,0.48208,0.48415,0.48695,0.49228,0.49563,0.49282,0.49508,0.49742,0.50086,0.50618,0.51244,0.51272,0.51637,0.52335
0.47153,0.47266,0.47563,0.48619,0.50709,0.53091,0.52999,0.54228,0.55542,0.56014,0.5647,0.56358,0.56366,0.56097,0.55724,0.55404,0.54926,0.54762,0.54156,0.52361,0.51914,0.51869,0.51706,0.51826,0.51539,0.50957,0.51367,0.51253,0.508,0.50744,0.50452,0.50569,0.50255,0.50019,0.49807,0.49565,0.49343,0.48453,0.4835,0.47808,0.47459,0.47143,0.46859,0.46167
-0.54815,-0.54794,-0.54927,-0.5552,-0.56426,-0.56923,-0.57672,-0.58874,-0.58725,-0.59013,-0.59437,-0.59994,-0.60387,-0.6082,-0.61529,-0.61585,-0.61884,-0.62425,-0.62427,-0.6262,-0.63036,-0.6308,-0.63265,-0.63413,-0.63568,-0.63566,-0.63572,-0.63586,-0.63747,-0.63925,-0.64111,-0.64212,-0.64304,-0.64425,-0.64517,-0.64573,-0.6465,-0.64803,-0.64764,-0.64852,-0.64903,-0.64955,-0.65007,-0.65049
