0.4275,0.4261,0.43114,0.43747,0.44934,0.44567,0.43397,0.43341,0.4279,0.42536,0.43067,0.42903,0.43084,0.4341,0.44109,0.44219,0.44333,0.44416,0.44574,0.44707,0.45397,0.45194,0.45276,0.454,0.45648,0.45973,0.46372,0.4694,0.47001,0.47212,0.47543,0.47801,0.48061
0.43672,0.43154,0.43835,0.46364,0.46936,0.50386,0.55371,0.62862,0.64128,0.67998,0.71296,0.75137,0.78811,0.81756,0.84568,0.86796,0.88502,0.90143,0.91281,0.92632,0.93145,0.9401,0.95134,0.96916,0.97164,0.97858,0.99606,0.99302,0.99405,1,0.99991,0.99683,0.99352
0.41811,0.41689,0.38759,0.38297,0.33161,0.31539,0.26312,0.17919,0.16459,0.092685,0.081001,0.034669,-0.0088812,-0.045326,-0.079374,-0.11911,-0.12262,-0.14159,-0.15413,-0.16904,-0.1843,-0.1986,-0.21719,-0.21901,-0.22372,-0.23018,-0.23652,-0.24129,-0.24666,-0.25058,-0.2423,-0.24439,-0.23566
0.29106,0.28675,0.27977,0.26842,0.26258,0.25649,0.2474,0.24563,0.24516,0.24005,0.23405,0.23622,0.23451,0.23479,0.23445,0.23234,0.22558,0.22898,0.22616,0.22359,0.22175,0.22246,0.22145,0.22111,0.22241,0.22503,0.23636,0.26537,0.27899,0.30468,0.32613,0.34565,0.35859
0.48549,0.48226,0.47015,0.45721,0.44381,0.44297,0.43626,0.42941,0.4269,0.41884,0.4237,0.42486,0.42181,0.41971,0.41674,0.41465,0.41312,0.41347,0.41383,0.41395,0.41306,0.40989,0.4068,0.40639,0.40737,0.40839,0.40975,0.4114,0.41428,0.41672,0.41932,0.41942,0.42248
0.36711,0.3662,0.38244,0.40187,0.40673,0.41987,0.40287,0.39162,0.37923,0.37652,0.39069,0.40067,0.4017,0.3882,0.36479,0.34578,0.33621,0.33288,0.32894,0.32646,0.32688,0.35148,0.37418,0.38257,0.37887,0.37845,0.37641,0.39833,0.42194,0.42975,0.43647,0.43915,0.44055
0.12513,0.12609,0.12759,0.13103,0.13917,0.13328,0.12408,0.11888,0.11768,0.1064,0.095767,0.081835,0.081643,0.066341,0.057075,0.056091,0.054186,0.054165,0.053266,0.054293,0.053801,0.050698,0.045604,0.047295,0.045497,0.046332,0.047466,0.054807,0.059408,0.060478,0.066085,0.072526,0.072205
0.51794,0.5237,0.53427,0.52727,0.53077,0.53325,0.53128,0.57087,0.59219,0.57731,0.57335,0.56965,0.56597,0.56248,0.55636,0.54207,0.53007,0.52887,0.52755,0.52404,0.52228,0.5186,0.51747,0.51998,0.51973,0.51969,0.51852,0.52143,0.5224,0.52235,0.52218,0.52514,0.52652
0.41081,0.41273,0.42314,0.43578,0.44292,0.45044,0.45718,0.46573,0.46976,0.47605,0.48095,0.48498,0.48617,0.486,0.48603,0.48643,0.48692,0.48735,0.48748,0.48801,0.48978,0.49693,0.49062,0.4931,0.49219,0.49131,0.4906,0.48933,0.48321,0.48411,0.48126,0.48168,0.48127
-0.063174,-0.14781,-0.31397,-0.36342,-0.40667,-0.41234,-0.44444,-0.47321,-0.48219,-0.48729,-0.48926,-0.49212,-0.49101,-0.48975,-0.48239,-0.4719,-0.46621,-0.47479,-0.49026,-0.49322,-0.493,-0.48549,-0.46375,-0.42927,-0.40229,-0.38861,-0.28154,-0.1501,-0.086971,-0.03499,0.015815,0.075244,0.13872
