0.46209,0.45804,0.46033,0.46228,0.45559,0.45794,0.46054,0.46307,0.46558,0.4676,0.47025,0.4788,0.47878,0.48381,0.49253,0.48665,0.48553,0.49001,0.49257,0.49468,0.49606,0.49599,0.49492,0.49198,0.48991,0.48935,0.48734,0.48754,0.48711,0.48702,0.48653,0.48642,0.48406,0.4808
0.59111,0.59546,0.60991,0.63415,0.65798,0.66911,0.73725,0.74045,0.78419,0.80953,0.83676,0.86354,0.88631,0.91278,0.92748,0.94018,0.95146,0.96775,0.96834,0.9774,0.98938,0.98867,0.99271,0.99632,1,0.99897,0.99785,0.99931,0.99878,0.99809,0.99357,0.9917,0.98668,0.97872
0.23239,0.22841,0.19681,0.17278,0.13258,0.11812,0.069914,-0.0034431,-0.049757,-0.061258,-0.12441,-0.16061,-0.1756,-0.18652,-0.20319,-0.21842,-0.2283,-0.23719,-0.2546,-0.26289,-0.27822,-0.26349,-0.25897,-0.25362,-0.26371,-0.26811,-0.26995,-0.26942,-0.26959,-0.26768,-0.26521,-0.2638,-0.24728,-0.24417
0.2435,0.23451,0.22294,0.19843,0.19803,0.18717,0.17445,0.16481,0.15436,0.14164,0.12904,0.12357,0.11257,0.097171,0.087727,0.084236,0.066279,0.066734,0.064988,0.065203,0.064964,0.064893,0.064319,0.064582,0.065777,0.06659,0.068909,0.070153,0.07527,0.075389,0.08218,0.10836,0.12024,0.14234
0.48576,0.48598,0.47574,0.46423,0.45545,0.45607,0.45256,0.45075,0.44605,0.44437,0.44118,0.43685,0.43731,0.43408,0.43128,0.42923,0.42693,0.42419,0.42311,0.42114,0.42041,0.42013,0.42019,0.42142,0.42131,0.42638,0.42588,0.42729,0.42957,0.43205,0.43551,0.44347,0.44534,0.44865
0.38876,0.38991,0.39275,0.39706,0.39662,0.39608,0.39753,0.39852,0.39882,0.39936,0.40063,0.40215,0.40448,0.40741,0.41163,0.41565,0.42274,0.42242,0.42557,0.42727,0.42859,0.42802,0.42716,0.42711,0.42581,0.42334,0.41658,0.41101,0.40457,0.40353,0.38682,0.37965,0.36725,0.35986
0.12142,0.1338,0.14798,0.14793,0.15188,0.15795,0.15879,0.16634,0.16682,0.16854,0.16917,0.16862,0.16833,0.16764,0.16732,0.1674,0.1667,0.16089,0.16161,0.1607,0.16082,0.15898,0.15812,0.15764,0.15716,0.15633,0.15334,0.15217,0.14915,0.14958,0.14953,0.14951,0.1492,0.14891
0.53885,0.53835,0.53924,0.542,0.54586,0.54493,0.55814,0.58229,0.62797,0.6327,0.63001,0.62652,0.63044,0.62911,0.62385,0.62098,0.6195,0.60734,0.60197,0.60369,0.59592,0.58337,0.59207,0.58757,0.58687,0.58475,0.59345,0.59508,0.59529,0.59871,0.60073,0.60335,0.60273,0.60241
0.49201,0.49651,0.4117,0.42501,0.43388,0.44033,0.44525,0.44828,0.45204,0.45328,0.45804,0.4608,0.46829,0.46464,0.46551,0.46666,0.468,0.47163,0.47382,0.47534,0.47615,0.47745,0.47751,0.47684,0.47541,0.47273,0.47115,0.46926,0.46647,0.46347,0.45956,0.45396,0.44642,0.44204
-0.43938,-0.49069,-0.62939,-0.66624,-0.71592,-0.74669,-0.77312,-0.79767,-0.82966,-0.8322,-0.82797,-0.8134,-0.79406,-0.79224,-0.80341,-0.81118,-0.8222,-0.81438,-0.80202,-0.78299,-0.74703,-0.72063,-0.71439,-0.69213,-0.67468,-0.61442,-0.51209,-0.46247,-0.29912,-0.22299,-0.11941,-0.025895,0.054109,0.12297
-0.80336,-0.72568,-0.66628,-0.62817,-0.6242,-0.65782,-0.69617,-0.71176,-0.70849,-0.71461,-0.72137,-0.7395,-0.77751,-0.79827,-0.79841,-0.79741,-0.78796,-0.78971,-0.79762,-0.81429,-0.82127,-0.83205,-0.78313,-0.70557,-0.56923,-0.48617,-0.4371,-0.3576,-0.20599,-0.099873,-0.009851,0.066901,0.1191,0.13732
0.2736,0.25907,0.54118,0.25911,0.18442,0.17115,0.035363,-0.055639,-0.028501,0.12108,0.15613,0.16288,0.1652,0.16218,0.19831,0.2588,0.27689,0.26996,0.28408,0.26703,0.22552,0.21928,0.067547,0.25862,0.23528,0.2989,0.26191,0.27655,0.33691,0.40239,0.44269,0.43203,0.41028,0.43141
0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684
0.67696,0.67596,0.6769,0.67809,0.68668,0.6878,0.68883,0.69127,0.69369,0.6967,0.69911,0.70385,0.70774,0.70913,0.70896,0.70944,0.7098,0.7103,0.71023,0.70937,0.70949,0.70801,0.70961,0.70985,0.71202,0.7141,0.71401,0.71554,0.71697,0.71685,0.71815,0.71774,0.71776,0.71623
0.50823,0.51062,0.5148,0.52409,0.53857,0.54469,0.54784,0.54949,0.55455,0.56317,0.56676,0.57001,0.57385,0.57939,0.57711,0.58772,0.5882,0.58814,0.58783,0.58981,0.59032,0.59112,0.58997,0.58726,0.58509,0.58331,0.57897,0.57325,0.57469,0.57225,0.56995,0.56465,0.55068,0.55347
-0.97387,-0.97403,-0.97635,-0.97798,-0.97996,-0.98125,-0.98245,-0.98269,-0.9829,-0.98503,-0.98711,-0.98905,-0.99079,-0.99271,-0.99216,-0.99421,-0.99584,-0.99641,-0.99713,-0.99773,-0.99849,-0.99876,-0.99969,-1,-0.99986,-0.99957,-0.99916,-0.99974,-0.99964,-0.99986,-0.9999,-0.99983,-0.99962,-0.99923
0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684,0.44684
0.50698,0.5237,0.53733,0.56696,0.62591,0.64642,0.65867,0.65888,0.66882,0.68675,0.70755,0.71057,0.71702,0.72386,0.72092,0.72745,0.7322,0.73189,0.73194,0.72957,0.72474,0.72551,0.71982,0.71879,0.7119,0.71023,0.70397,0.69495,0.69354,0.67645,0.68036,0.67019,0.64174,0.64123
0.58734,0.58327,0.57651,0.57011,0.56838,0.56431,0.56213,0.56008,0.55601,0.55363,0.5534,0.5506,0.55206,0.54893,0.54956,0.55013,0.55065,0.54892,0.54884,0.54825,0.54785,0.54773,0.54715,0.5467,0.54674,0.54691,0.54683,0.54703,0.54732,0.55112,0.56927,0.56772,0.57681,0.5828
-0.90312,-0.90653,-0.91423,-0.92667,-0.93071,-0.93972,-0.95278,-0.95359,-0.96012,-0.96686,-0.97171,-0.97568,-0.97882,-0.98113,-0.982,-0.9819,-0.98157,-0.98563,-0.98635,-0.98831,-0.99041,-0.99192,-0.99299,-0.99323,-0.99304,-0.99311,-0.99314,-0.99319,-0.99319,-0.99359,-0.99479,-0.99625,-0.99684,-0.99725
