0.35164,0.35267,0.35635,0.3611,0.36341,0.35994,0.35958,0.35942,0.35794,0.35629,0.35466,0.3518,0.34711,0.34737,0.3439,0.34162,0.33995,0.3385,0.33618,0.33386,0.33143,0.32921,0.32602,0.32377,0.32327,0.32248,0.32197,0.32189,0.3216,0.32129,0.32125,0.32166,0.32233,0.32304,0.32319,0.32455,0.32846,0.33239,0.33321,0.3372,0.34265,0.34597,0.34869,0.35041,0.3501,0.35039
0.97,0.97071,0.97201,0.97406,0.98006,0.9778,0.98041,0.99111,0.98371,0.99123,0.99488,0.99712,0.99898,1,0.99933,0.99829,0.99654,0.99418,0.99072,0.98645,0.97907,0.98274,0.97854,0.97498,0.97554,0.97307,0.96947,0.97131,0.96845,0.96834,0.96753,0.96635,0.96132,0.94353,0.94018,0.9396,0.92705,0.91009,0.88193,0.87485,0.84856,0.83667,0.83538,0.83,0.8241,0.81964
-0.46477,-0.46615,-0.46777,-0.47146,-0.47377,-0.47762,-0.48293,-0.4854,-0.48782,-0.4872,-0.48667,-0.49221,-0.49571,-0.49724,-0.49747,-0.49712,-0.49581,-0.49562,-0.49377,-0.48978,-0.48369,-0.48461,-0.47854,-0.47545,-0.4737,-0.47257,-0.47044,-0.46876,-0.46883,-0.46804,-0.46719,-0.4664,-0.44937,-0.45083,-0.43825,-0.42445,-0.4124,-0.37344,-0.37444,-0.35027,-0.33107,-0.31799,-0.29666,-0.29807,-0.29558,-0.28632
0.11238,0.1095,0.10359,0.097979,0.099018,0.092256,0.08584,0.077186,0.064447,0.048615,0.026367,0.021567,0.012105,0.0071428,-0.0016963,-0.0037041,-0.012659,-0.017643,-0.020598,-0.020551,-0.019513,-0.022351,-0.02189,-0.024036,-0.023321,-0.022328,-0.01912,-0.018959,-0.0089429,-0.01522,-0.010212,-0.0053888,0.017228,0.018797,0.031721,0.053323,0.064262,0.099318,0.10183,0.11096,0.11398,0.11206,0.10904,0.1065,0.1074,0.1016
0.33451,0.33465,0.33472,0.33498,0.33437,0.3329,0.33338,0.33238,0.3315,0.33041,0.32897,0.32606,0.32566,0.32319,0.32168,0.32156,0.32001,0.32062,0.31954,0.319,0.3182,0.31835,0.31854,0.31794,0.31792,0.31776,0.31764,0.31756,0.31756,0.31767,0.32143,0.32154,0.32547,0.33042,0.33457,0.33761,0.34016,0.34278,0.34789,0.3487,0.35065,0.35276,0.35422,0.35654,0.358,0.35986
0.36259,0.36226,0.36231,0.36177,0.36078,0.35333,0.352,0.33247,0.32911,0.32668,0.32238,0.32064,0.32061,0.31988,0.32041,0.32036,0.31946,0.31894,0.31994,0.32035,0.32039,0.32058,0.32085,0.32096,0.3212,0.32152,0.3218,0.32195,0.32182,0.32072,0.31427,0.31043,0.30086,0.29546,0.28897,0.29464,0.29985,0.31649,0.31655,0.32187,0.32615,0.32533,0.32384,0.32162,0.32221,0.25977
0.08711,0.087917,0.08854,0.096202,0.10133,0.10983,0.11585,0.12987,0.12736,0.13443,0.1326,0.13199,0.13617,0.14523,0.1458,0.14885,0.15275,0.15764,0.16245,0.16152,0.16397,0.16447,0.16199,0.16243,0.16002,0.158,0.15938,0.15682,0.15723,0.15805,0.15865,0.15019,0.14393,0.13284,0.13142,0.1186,0.10052,0.094541,0.08944,0.068416,0.07684,0.07654,0.066408,0.057638,0.047553,0.019951
0.53592,0.51262,0.46955,0.40295,0.40634,0.34061,0.26389,0.19626,0.20618,0.19536,0.18678,0.17706,0.16805,0.16546,0.14211,0.10959,0.0602,0.0035195,-0.025952,-0.057061,-0.070355,-0.077555,-0.060292,-0.023644,-0.014528,-0.00054234,0.0083198,0.013997,0.024221,0.035345,0.075016,0.12677,0.158,0.19065,0.19625,0.21051,0.24454,0.27392,0.2954,0.3041,0.32447,0.29597,0.26572,0.2371,0.19308,0.18409
0.34415,0.34391,0.34351,0.34319,0.34508,0.34639,0.34717,0.34734,0.34807,0.3489,0.35013,0.35268,0.35561,0.35734,0.35915,0.3605,0.362,0.36187,0.36229,0.36286,0.36313,0.36337,0.36367,0.36367,0.36388,0.36423,0.36412,0.36403,0.36385,0.36344,0.35924,0.35737,0.35297,0.34927,0.34438,0.34209,0.33992,0.33446,0.33326,0.33042,0.32826,0.32625,0.32494,0.32392,0.32344,0.32336
0.24576,0.19957,0.13911,0.091148,0.024198,-0.043261,-0.06897,-0.11476,-0.17502,-0.20382,-0.2251,-0.22556,-0.2172,-0.20846,-0.21616,-0.2341,-0.2397,-0.23682,-0.22636,-0.23458,-0.23158,-0.23119,-0.22443,-0.22842,-0.21787,-0.19927,-0.19982,-0.19724,-0.1863,-0.15369,-0.15397,-0.13571,-0.062277,0.026829,0.091956,0.15241,0.24258,0.23986,0.26029,0.25855,0.28143,0.30712,0.31568,0.32062,0.32002,0.28669
-0.033614,-0.12754,-0.24972,-0.40677,-0.53015,-0.67178,-0.79211,-0.84053,-0.85094,-0.86501,-0.87441,-0.9177,-0.95172,-0.96504,-0.97244,-0.96633,-0.96337,-0.96522,-0.97454,-0.96534,-0.98154,-0.97528,-0.98306,-0.97861,-0.98691,-0.99582,-1,-0.99968,-0.9721,-0.92573,-0.85954,-0.78562,-0.75668,-0.72177,-0.66594,-0.59876,-0.52722,-0.44879,-0.36237,-0.28773,-0.21926,-0.16461,-0.11893,-0.086325,-0.068278,-0.076401
0.25623,0.24471,0.22088,0.23425,0.19605,0.16293,0.1799,0.22823,0.29172,0.32342,0.34902,0.49536,0.49443,0.45806,0.46323,0.45724,0.45127,0.44195,0.43263,0.44361,0.44777,0.45395,0.45526,0.45981,0.46842,0.46434,0.46579,0.47207,0.45998,0.43013,0.40379,0.43811,0.50585,0.53459,0.52956,0.46636,0.40273,0.37797,0.33594,0.33943,0.35525,0.3568,0.35652,0.29632,0.25666,0.25344
0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968
0.59599,0.59587,0.59458,0.59398,0.59301,0.58932,0.58353,0.57688,0.56055,0.56632,0.56298,0.55602,0.54961,0.54325,0.5385,0.5311,0.52228,0.52407,0.52008,0.51728,0.51775,0.51311,0.51116,0.51071,0.51007,0.50972,0.51005,0.51028,0.51096,0.51146,0.51218,0.51366,0.51471,0.51514,0.5156,0.51674,0.51966,0.52703,0.52608,0.53208,0.53113,0.54208,0.54883,0.55937,0.56397,0.56462
0.41098,0.41116,0.41146,0.41153,0.41209,0.41387,0.41761,0.42027,0.4236,0.42478,0.4267,0.43108,0.4348,0.43721,0.44177,0.44659,0.44859,0.44978,0.45187,0.45146,0.45315,0.45446,0.45556,0.45567,0.45599,0.45641,0.45636,0.45615,0.4563,0.45611,0.45564,0.45455,0.45265,0.44868,0.44074,0.43393,0.42384,0.417,0.41774,0.41525,0.41328,0.41229,0.40992,0.41006,0.41119,0.41209
-0.82543,-0.82548,-0.82571,-0.8259,-0.82624,-0.82647,-0.82657,-0.82661,-0.82707,-0.82728,-0.82786,-0.82827,-0.83019,-0.82943,-0.82994,-0.8307,-0.83197,-0.83319,-0.83427,-0.83448,-0.83517,-0.83534,-0.8352,-0.83577,-0.83589,-0.83584,-0.83587,-0.83642,-0.83656,-0.83649,-0.8369,-0.83697,-0.83704,-0.83744,-0.83801,-0.83854,-0.83873,-0.83903,-0.83942,-0.83995,-0.84032,-0.84053,-0.84083,-0.8408,-0.84048,-0.84009
0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968,0.33968
