0.33291,0.33367,0.33412,0.33487,0.33562,0.33691,0.33769,0.33857,0.33948,0.34051,0.34153,0.34251,0.34308,0.34367,0.34973,0.35063,0.35049,0.35082,0.35045,0.35151,0.35249,0.35274,0.35428,0.35479,0.35442
0.59084,0.61931,0.67562,0.68858,0.69543,0.71478,0.73477,0.75125,0.77167,0.77558,0.79332,0.80183,0.80827,0.80748,0.81357,0.81308,0.8123,0.81299,0.81099,0.8034,0.80254,0.7969,0.79008,0.78139,0.77214
-0.042896,-0.10058,-0.11131,-0.1389,-0.16055,-0.19876,-0.20264,-0.2147,-0.22542,-0.23096,-0.23372,-0.24563,-0.25466,-0.26086,-0.26333,-0.26082,-0.26232,-0.262,-0.26052,-0.2585,-0.25475,-0.25007,-0.24383,-0.23829,-0.23079
0.11691,0.1082,0.094535,0.097109,0.090866,0.089128,0.08885,0.086511,0.085095,0.083679,0.083915,0.080869,0.08044,0.079903,0.080247,0.081276,0.082435,0.084602,0.083701,0.08473,0.088807,0.094985,0.098632,0.10421,0.1049
0.34308,0.34007,0.33573,0.3327,0.33035,0.32722,0.31821,0.31775,0.31709,0.3171,0.31811,0.31954,0.31786,0.31738,0.31746,0.31749,0.3177,0.31938,0.32038,0.32183,0.32401,0.32895,0.32973,0.33203,0.33342
0.27143,0.28007,0.26537,0.24322,0.23392,0.22781,0.2281,0.23112,0.2287,0.22877,0.25397,0.27828,0.28826,0.29596,0.30179,0.30165,0.30101,0.29611,0.29147,0.29027,0.28406,0.28299,0.27959,0.27684,0.27718
0.021078,0.024704,0.0086565,-0.01299,-0.016208,-0.028801,-0.0397,-0.041373,-0.046543,-0.049075,-0.042767,-0.029874,-0.021593,-0.023159,-0.022086,-0.016938,-0.012926,-0.0060392,0.0015983,0.00089032,-0.00089032,0.0070475,0.0068329,0.0069831,0.0061464
0.42375,0.4277,0.42883,0.42955,0.43293,0.43549,0.4364,0.43575,0.43324,0.43061,0.42881,0.42824,0.42793,0.42734,0.42588,0.42554,0.42356,0.424,0.42079,0.4173,0.41438,0.41222,0.41135,0.41175,0.41229
0.34274,0.33538,0.33402,0.32733,0.32658,0.3233,0.31918,0.31214,0.31354,0.31257,0.31003,0.30977,0.30978,0.31037,0.3112,0.31206,0.31255,0.31498,0.31759,0.32075,0.32415,0.32968,0.33027,0.33265,0.33403
-0.5177,-0.53379,-0.55171,-0.56385,-0.57413,-0.5849,-0.5911,-0.59462,-0.60197,-0.60019,-0.60401,-0.59262,-0.57559,-0.56095,-0.52998,-0.4926,-0.42642,-0.34367,-0.27695,-0.21678,-0.13416,-0.034529,0.037361,0.086082,0.13885
-0.3883,-0.42412,-0.46598,-0.52723,-0.57035,-0.62029,-0.68296,-0.74176,-0.79729,-0.88668,-0.91592,-0.96063,-0.96136,-0.97044,-0.96939,-0.92446,-0.82726,-0.7438,-0.63488,-0.53349,-0.43447,-0.34719,-0.26573,-0.15589,-0.053022
-0.11927,-0.15817,-0.12706,-0.093054,-0.091274,-0.064393,-0.044784,-0.039743,-0.085417,-0.1474,-0.21141,-0.25544,-0.29251,-0.37397,-0.11773,1,-0.41859,-0.25415,-0.0462,0.23286,0.34813,0.47788,0.55488,0.548,0.54057
0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887
0.6012,0.59794,0.59213,0.59279,0.58636,0.58704,0.58706,0.58284,0.57971,0.57516,0.56984,0.56439,0.55907,0.55589,0.55201,0.54928,0.54825,0.548,0.54817,0.54868,0.551,0.55439,0.556,0.56126,0.56366
0.4063,0.40845,0.40993,0.41124,0.41218,0.41389,0.41595,0.41626,0.41775,0.41813,0.41808,0.41945,0.4196,0.41924,0.41981,0.41927,0.4186,0.41796,0.41635,0.41471,0.41193,0.40395,0.40242,0.39809,0.3941
-0.98655,-0.98279,-0.98196,-0.97767,-0.97717,-0.97484,-0.9723,-0.97012,-0.96743,-0.96475,-0.96533,-0.96604,-0.96668,-0.96726,-0.96593,-0.96595,-0.96628,-0.966,-0.96602,-0.96619,-0.96632,-0.96688,-0.96666,-0.96692,-0.96739
0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887,0.32887
0.6157,0.62448,0.62795,0.62935,0.64123,0.64346,0.64593,0.64505,0.64743,0.64705,0.64306,0.63905,0.63158,0.62439,0.61266,0.61156,0.60809,0.60328,0.58687,0.58979,0.5879,0.5856,0.58262,0.57254,0.55937
0.39192,0.39488,0.39535,0.39692,0.39794,0.3988,0.39993,0.40185,0.40371,0.40762,0.40836,0.41024,0.40946,0.41155,0.41139,0.41207,0.41239,0.41222,0.4117,0.4117,0.40938,0.40689,0.4046,0.40655,0.40889
-0.96904,-0.97396,-0.97878,-0.98279,-0.98629,-0.98947,-0.99266,-0.99547,-0.99728,-0.99798,-0.99839,-0.99942,-0.99996,-1,-0.99959,-0.99908,-0.99884,-0.99835,-0.99691,-0.99547,-0.99339,-0.99138,-0.98771,-0.98088,-0.97732
