0.62139,0.61576,0.61734,0.61951,0.61906,0.61798,0.62414,0.62252,0.62681,0.62549,0.62493,0.62293,0.6181,0.61229,0.61073,0.60916,0.60878,0.60648,0.60463,0.60314,0.59802,0.5978,0.59611,0.59666,0.59434,0.59132,0.58927,0.58803,0.58797,0.58841,0.59,0.59754,0.59543,0.59363,0.59223,0.5915,0.59248,0.59422,0.59821,0.60177,0.60297,0.60855,0.60599,0.60557,0.60699,0.60571,0.605,0.60265,0.60247
0.84007,0.8163,0.76888,0.76696,0.73858,0.73364,0.71487,0.71128,0.70169,0.70347,0.69728,0.69997,0.69783,0.69162,0.68678,0.67757,0.66662,0.6546,0.64502,0.62643,0.62403,0.61487,0.60712,0.60152,0.5941,0.58837,0.58395,0.57931,0.5695,0.5662,0.56424,0.5568,0.55943,0.5456,0.54708,0.53838,0.54337,0.53568,0.52946,0.52764,0.52834,0.52959,0.53317,0.53818,0.54413,0.56478,0.56611,0.58507,0.59854
0.29049,0.33504,0.34865,0.38941,0.39513,0.42786,0.42192,0.43321,0.44152,0.4496,0.45245,0.4519,0.45302,0.45309,0.45709,0.4642,0.47929,0.49316,0.50652,0.51368,0.52597,0.54381,0.5466,0.55456,0.57145,0.57305,0.579,0.58635,0.59264,0.59669,0.60504,0.6143,0.62052,0.61936,0.61841,0.62167,0.62356,0.62484,0.62363,0.62532,0.62527,0.62206,0.60283,0.60367,0.59553,0.58,0.56662,0.55852,0.5509
0.45658,0.45487,0.45324,0.44747,0.4395,0.42492,0.41132,0.39163,0.37077,0.35316,0.34414,0.33632,0.33575,0.33684,0.34384,0.33916,0.34475,0.34831,0.35021,0.34692,0.3459,0.34009,0.34189,0.34315,0.33688,0.33567,0.33291,0.3299,0.32205,0.32155,0.32177,0.31824,0.31962,0.32108,0.31887,0.31915,0.31906,0.31995,0.32667,0.32591,0.33105,0.33718,0.3529,0.36669,0.38397,0.40388,0.42697,0.43895,0.43986
0.64071,0.64028,0.64441,0.65168,0.65181,0.65343,0.65396,0.65331,0.65283,0.64919,0.65192,0.655,0.65465,0.65533,0.65733,0.65952,0.66548,0.66866,0.6701,0.67036,0.6737,0.67261,0.67142,0.67019,0.67016,0.67178,0.67165,0.67116,0.66897,0.66853,0.66731,0.66782,0.66882,0.66949,0.6689,0.66906,0.66934,0.66969,0.67035,0.67124,0.67109,0.67144,0.67128,0.66968,0.66977,0.6681,0.66662,0.66699,0.66197
0.5119,0.51187,0.51168,0.51074,0.51114,0.51105,0.51179,0.50975,0.50815,0.51124,0.51338,0.51119,0.49405,0.46996,0.45043,0.42974,0.41034,0.39563,0.38931,0.38873,0.38301,0.37508,0.36656,0.36437,0.3536,0.35401,0.37471,0.40477,0.42598,0.4195,0.42266,0.44354,0.44569,0.45309,0.45511,0.45942,0.45942,0.46047,0.46205,0.46532,0.46463,0.46481,0.44753,0.42359,0.41358,0.43031,0.45781,0.47242,0.48428
0.29248,0.29205,0.29142,0.28737,0.28535,0.28492,0.28329,0.28524,0.28559,0.28609,0.2844,0.27969,0.26417,0.24808,0.23655,0.23987,0.22625,0.22571,0.22023,0.21444,0.21127,0.21184,0.21136,0.21145,0.21169,0.2126,0.21834,0.22404,0.22671,0.22768,0.22935,0.23319,0.24377,0.24173,0.24245,0.24206,0.2426,0.24271,0.24262,0.24273,0.2431,0.24295,0.23946,0.23512,0.23419,0.23833,0.2349,0.23727,0.23922
0.72827,0.7094,0.72343,0.71273,0.71421,0.70428,0.70727,0.69863,0.69426,0.68791,0.69319,0.68686,0.69547,0.69877,0.69564,0.69259,0.69127,0.69039,0.68569,0.68054,0.67119,0.66079,0.65798,0.65791,0.6536,0.65339,0.66453,0.68062,0.69716,0.70328,0.71928,0.71734,0.71598,0.71349,0.71115,0.70967,0.71005,0.70924,0.70829,0.70843,0.70905,0.71069,0.70205,0.69947,0.68472,0.69438,0.68857,0.68964,0.69001
0.5699,0.56858,0.5659,0.56199,0.55918,0.55691,0.55491,0.55647,0.55808,0.5567,0.64704,0.65574,0.66451,0.67533,0.67816,0.67863,0.68404,0.69038,0.69074,0.69312,0.70037,0.70777,0.70773,0.70595,0.71741,0.72065,0.71413,0.70486,0.50068,0.51037,0.51913,0.51866,0.69441,0.7052,0.70675,0.70361,0.5012,0.50492,0.5076,0.51004,0.51241,0.51523,0.51764,0.52036,0.52344,0.52642,0.52938,0.5337,0.53405
0.49734,0.4839,0.4615,0.39034,0.3162,0.075172,-0.0079887,-0.11474,-0.20683,-0.2488,-0.27414,-0.32184,-0.37033,-0.41042,-0.4414,-0.45735,-0.45562,-0.46184,-0.4735,-0.48064,-0.47767,-0.4716,-0.49952,-0.52566,-0.51086,-0.49668,-0.49763,-0.51966,-0.54077,-0.54533,-0.53813,-0.5267,-0.48929,-0.43086,-0.37907,-0.32398,-0.24951,-0.17912,-0.076798,0.0015284,0.050133,0.10767,0.16416,0.2437,0.26263,0.31219,0.34857,0.39224,0.39381
