-0.0028222,-0.0029026,-0.0035821,-0.0028771,-0.0034333,-0.0048906,-0.0069999,-0.0066372,-0.0076187,-0.0073879,-0.0074125,-0.0068756,-0.0065979,-0.0065108,-0.0066587,-0.0067676,-0.006828,-0.0067161,-0.0067362,-0.006756,-0.0066232,-0.0070353,-0.0071182,-0.0073511,-0.0077938,-0.0082431,-0.0081537,-0.0084841,-0.0084337,-0.0087599,-0.0086909,-0.008892,-0.0089541,-0.0089742,-0.0089437,-0.008912,-0.0088986,-0.0087987,-0.008654,-0.0084161,-0.0082881,-0.0074592,-0.0067575,-0.005858,-0.0050287,-0.004172,-0.0043072,-0.0042977,-0.0043488,-0.0043083
0.051035,0.052099,0.058423,0.056237,0.060783,0.062258,0.063013,0.063077,0.062894,0.06238,0.062472,0.06253,0.062494,0.05961,0.058919,0.056335,0.053149,0.045997,0.045573,0.042193,0.039381,0.035148,0.032788,0.031435,0.029347,0.028907,0.027121,0.028092,0.02899,0.029948,0.028462,0.028306,0.028355,0.028808,0.029578,0.029597,0.030458,0.031561,0.032683,0.032853,0.03567,0.040228,0.039134,0.039114,0.044269,0.049315,0.053921,0.057615,0.059951,0.067592
-0.11192,-0.11292,-0.11774,-0.12147,-0.12277,-0.12289,-0.12291,-0.12288,-0.12285,-0.12272,-0.12249,-0.12194,-0.12075,-0.11893,-0.11726,-0.11391,-0.107,-0.10421,-0.097137,-0.096493,-0.09294,-0.089883,-0.087718,-0.085854,-0.077904,-0.083396,-0.081001,-0.080365,-0.079935,-0.079681,-0.079524,-0.079693,-0.079902,-0.080198,-0.080577,-0.082623,-0.082988,-0.084762,-0.084419,-0.08586,-0.088482,-0.091906,-0.094679,-0.09926,-0.10517,-0.10987,-0.11705,-0.12413,-0.12899,-0.13177
-0.083621,-0.084138,-0.085788,-0.089137,-0.091695,-0.094463,-0.10096,-0.10168,-0.1038,-0.10504,-0.1061,-0.10759,-0.10987,-0.11055,-0.11132,-0.11147,-0.11171,-0.1121,-0.11228,-0.11287,-0.11408,-0.11555,-0.11527,-0.11684,-0.11823,-0.11796,-0.1187,-0.11892,-0.11863,-0.11856,-0.11779,-0.11784,-0.11786,-0.11716,-0.11645,-0.11584,-0.11538,-0.11474,-0.11487,-0.11503,-0.098271,-0.10441,-0.10212,-0.10473,-0.105,-0.10551,-0.10308,-0.096985,-0.0949,-0.086906
0.0057184,0.0034033,0.0021552,0.00014763,-0.0053972,-0.01369,-0.018202,-0.021386,-0.018686,-0.015335,-0.013274,-0.012344,-0.011175,-0.012471,-0.013809,-0.013418,-0.012367,-0.010556,-0.0076141,-0.007532,-0.0059542,-0.0067478,-0.0087569,-0.009442,-0.0086987,-0.0090672,-0.0085777,-0.0074101,-0.0065142,-0.0050244,-0.0049988,-0.0053173,-0.004976,-0.0050439,-0.0051183,-0.0051571,-0.0051296,-0.0050823,-0.0050346,-0.0050213,-0.0041258,-0.0045326,-0.0056583,-0.0062905,-0.0061161,-0.0063746,-0.0062222,-0.0059713,-0.0055127,-0.0050261
-0.20827,-0.32888,-0.3358,-0.38392,-0.35064,-0.32338,-0.30553,-0.28416,-0.30502,-0.35318,-0.38504,-0.40684,-0.39064,-0.3546,-0.31395,-0.30676,-0.31253,-0.32231,-0.33743,-0.34525,-0.34851,-0.32402,-0.2889,-0.26798,-0.26125,-0.27259,-0.28043,-0.28782,-0.29733,-0.2984,-0.30064,-0.30115,-0.30139,-0.30132,-0.30689,-0.30672,-0.3122,-0.32609,-0.33807,-0.34643,-0.35793,-0.35608,-0.35667,-0.36292,-0.28769,-0.27205,-0.23012,-0.18753,-0.16987,-0.15585
-0.64465,-0.69265,-0.75298,-0.78923,-0.82439,-0.85888,-0.87766,0.88551,0.89942,-0.89973,-0.87727,-0.8668,0.87275,0.91132,0.93974,0.95098,0.95127,-0.96887,-0.96037,-0.96125,-0.96438,0.95677,0.97925,1,0.99522,0.9885,-1,-0.98942,-0.98515,-0.98347,-0.9841,-0.98413,-0.98434,-0.98534,-0.97899,-0.963,-0.94326,-0.91665,-0.89155,-0.86118,-0.7731,-0.70326,-0.61175,-0.53105,-0.37418,-0.31843,-0.25467,-0.2209,-0.22059,-0.24614
-0.0011239,-0.088386,-0.036102,-0.025289,-0.02678,-0.026277,-0.02626,-0.027205,-0.026492,-0.025531,-0.025201,-0.024762,-0.04442,-0.075367,-0.090728,-0.090425,-0.081656,-0.10954,-0.11866,-0.05652,-0.049157,-0.062583,-0.036258,-0.018564,-0.022159,-0.01223,-0.038338,-0.062817,-0.05264,-0.038706,-0.042183,-0.06952,-0.086533,-0.079611,-0.10289,-0.14254,-0.16545,-0.14143,-0.11028,-0.062692,-0.096711,-0.04594,-0.031682,-0.04211,-0.006047,0.045732,0.07491,0.095612,0.093473,0.062701
-0.029347,-0.02766,-0.026706,-0.02378,-0.017579,-0.0093985,-0.0018753,-0.0019976,-0.0037462,-0.0069623,-0.0074902,-0.0087026,-0.0096933,-0.008159,-0.0083585,-0.010266,-0.011277,-0.012986,-0.015136,-0.017948,-0.017924,-0.017669,-0.017609,-0.015709,-0.015648,-0.015964,-0.015743,-0.016648,-0.015994,-0.017357,-0.018078,-0.017891,-0.018168,-0.018097,-0.018059,-0.018038,-0.018061,-0.018094,-0.01816,-0.018215,-0.0042421,-0.018709,-0.017615,-0.017566,-0.017286,-0.017118,-0.017026,-0.017303,-0.017465,-0.017877
-0.23056,-0.34208,-0.37748,-0.41894,-0.4511,-0.46166,-0.46441,-0.46835,-0.46604,-0.45801,-0.44624,-0.44638,-0.44305,-0.43011,-0.42838,-0.43168,-0.43351,-0.43381,-0.43267,-0.43146,-0.42993,-0.42625,-0.42343,-0.42442,-0.42413,-0.42234,-0.41748,-0.42214,-0.41908,-0.41906,-0.41855,-0.41554,-0.41096,-0.40924,-0.40685,-0.40428,-0.39672,-0.39511,-0.39475,-0.37774,-0.36941,-0.3629,-0.34784,-0.33681,-0.26826,-0.24272,-0.20613,-0.169,-0.13813,-0.1192
