0.36793,0.36685,0.36746,0.36936,0.37093,0.37451,0.37469,0.37802,0.37605,0.37448,0.37179,0.36982,0.36233,0.35403,0.35375,0.35523,0.35502,0.34817,0.34995,0.34971,0.35069,0.35061,0.35143,0.3526,0.35364,0.35441,0.35633,0.35813,0.3592,0.35934,0.36009,0.36041,0.36195,0.36647,0.36606,0.37085,0.37244,0.3767,0.38702,0.39065,0.39341,0.39181,0.39325,0.39356,0.39329,0.39237,0.39197
0.49687,0.49615,0.4942,0.48942,0.48876,0.48939,0.491,0.49191,0.49263,0.49117,0.49123,0.49196,0.49075,0.48545,0.48378,0.46266,0.4534,0.44485,0.4278,0.41994,0.40731,0.39549,0.38767,0.38045,0.3745,0.36569,0.35988,0.35439,0.34622,0.34049,0.33131,0.33247,0.33262,0.33004,0.32626,0.3274,0.3241,0.32068,0.31938,0.31931,0.31827,0.31576,0.31555,0.31435,0.31316,0.31201,0.31095
0.19321,0.19625,0.19907,0.20167,0.20352,0.20355,0.20403,0.20422,0.20414,0.20451,0.20402,0.20303,0.20193,0.20294,0.20492,0.21341,0.21743,0.24225,0.24468,0.2742,0.26975,0.29351,0.29886,0.30964,0.32922,0.33374,0.34209,0.34965,0.35624,0.3616,0.3665,0.37016,0.37352,0.37616,0.38316,0.39059,0.39541,0.39479,0.3944,0.39416,0.40069,0.4012,0.40362,0.40537,0.40672,0.40787,0.40835
0.21453,0.21436,0.2144,0.21427,0.2139,0.21069,0.20995,0.1929,0.18032,0.16327,0.16566,0.14612,0.12435,0.1081,0.094397,0.10037,0.10444,0.10297,0.098332,0.089953,0.081849,0.077053,0.075349,0.075937,0.073137,0.071141,0.071121,0.070769,0.070357,0.070455,0.070632,0.071689,0.073685,0.07439,0.078912,0.081947,0.090639,0.095043,0.10736,0.12349,0.13927,0.16196,0.19401,0.20372,0.22518,0.24122,0.25365
0.41087,0.41082,0.41077,0.41067,0.41062,0.41062,0.41148,0.41193,0.41151,0.41127,0.41134,0.41319,0.41705,0.41783,0.4186,0.42021,0.42208,0.42841,0.43114,0.43255,0.43572,0.43589,0.43546,0.43494,0.43539,0.4369,0.43597,0.43559,0.43851,0.44101,0.44204,0.44222,0.44236,0.44218,0.44201,0.44198,0.44166,0.44139,0.44111,0.43994,0.43832,0.43837,0.43635,0.43609,0.43557,0.43481,0.43418
0.3202,0.31919,0.31934,0.3195,0.31963,0.31899,0.31585,0.31773,0.31566,0.31502,0.31074,0.29363,0.27362,0.26038,0.24405,0.21991,0.19849,0.18993,0.18323,0.19054,0.20058,0.20332,0.20641,0.20778,0.20904,0.20805,0.21005,0.20935,0.21182,0.21157,0.21215,0.21518,0.21919,0.22448,0.23278,0.24205,0.24706,0.23128,0.21817,0.21693,0.21598,0.21607,0.21919,0.22014,0.22085,0.24051,0.2463
0.051486,0.053091,0.054168,0.054951,0.055538,0.055988,0.057417,0.057907,0.061352,0.058494,0.060726,0.046788,0.046964,0.043146,0.03974,0.038879,0.03929,0.037802,0.035061,0.036706,0.039251,0.039505,0.043734,0.046925,0.061235,0.05824,0.05775,0.058044,0.058572,0.061372,0.060413,0.062997,0.065013,0.065405,0.06468,0.063799,0.061744,0.055871,0.047414,0.046337,0.044008,0.042363,0.040151,0.037939,0.039114,0.040504,0.039094
0.41933,0.4196,0.41956,0.41955,0.41945,0.41926,0.41869,0.41794,0.41523,0.41829,0.42146,0.42142,0.41951,0.41801,0.41729,0.41659,0.41586,0.41528,0.41471,0.41348,0.41075,0.40917,0.4041,0.39371,0.37541,0.37778,0.3682,0.3648,0.36219,0.36364,0.36471,0.36692,0.37247,0.37668,0.38172,0.38391,0.38693,0.38693,0.39558,0.38975,0.39323,0.39539,0.39681,0.39818,0.39668,0.39668,0.39751
0.33161,0.33158,0.33165,0.33157,0.33109,0.3301,0.32537,0.32575,0.32509,0.32473,0.42539,0.43862,0.44329,0.44858,0.44945,0.45275,0.45562,0.49078,0.4891,0.4817,0.48392,0.48759,0.48942,0.4873,0.48437,0.49005,0.48601,0.48947,0.49092,0.49108,0.49169,0.49133,0.48989,0.48873,0.48351,0.47679,0.46929,0.46815,0.46378,0.45953,0.45331,0.44635,0.44608,0.4406,0.43744,0.43466,0.43171
0.21637,0.21675,0.21752,0.16129,0.12901,0.081868,0.013273,-0.080381,-0.18318,-0.2783,-0.34975,-0.40081,-0.45061,-0.51159,-0.56145,-0.59866,-0.61249,-0.64232,-0.66701,-0.68944,-0.69661,-0.7042,-0.71356,-0.71446,-0.69856,-0.63858,-0.59798,-0.59949,-0.59328,-0.59193,-0.59733,-0.60346,-0.58614,-0.53526,-0.5257,-0.50098,-0.38763,-0.33507,-0.23817,-0.16248,-0.099937,-0.028444,0.035433,0.085607,0.1296,0.16311,0.18241
