0.29346,0.29102,0.27973,0.28883,0.29884,0.30671,0.31354,0.31462,0.31424,0.31549,0.31585,0.31484,0.31601,0.31487,0.31383,0.31299,0.31375,0.31466,0.31512,0.316,0.31688,0.31695,0.31742,0.3174,0.31593,0.31327,0.3071,0.3012,0.29443,0.28905,0.28119,0.2751,0.26882,0.26535,0.2665,0.26992
0.99021,0.99082,0.99135,0.99448,0.99855,0.99933,0.99795,0.9946,0.99151,0.99267,0.99253,0.99282,0.99356,0.99395,0.99448,0.99477,0.99641,0.99648,0.99682,0.99737,0.99781,0.99875,0.99976,0.99993,1,0.99626,0.98988,0.98636,0.98409,0.98474,0.98595,0.9879,0.99043,0.98906,0.99096,0.99282
-0.49851,-0.49972,-0.4989,-0.50642,-0.51189,-0.50967,-0.50852,-0.51297,-0.51763,-0.51483,-0.51722,-0.51862,-0.51948,-0.52062,-0.52189,-0.52148,-0.52129,-0.52211,-0.52563,-0.52483,-0.52406,-0.52341,-0.52717,-0.5318,-0.52929,-0.52782,-0.52758,-0.52307,-0.52358,-0.52394,-0.52409,-0.52435,-0.52476,-0.52496,-0.52556,-0.52621
0.20745,0.19745,0.17715,0.15854,0.1475,0.12867,0.11528,0.11085,0.1136,0.11439,0.12041,0.14016,0.15133,0.16665,0.17348,0.18758,0.20969,0.25294,0.25861,0.27013,0.26808,0.26777,0.25652,0.24388,0.24429,0.233,0.21646,0.2007,0.19974,0.20271,0.20607,0.21662,0.22599,0.2278,0.23357,0.23714
0.3078,0.2954,0.29627,0.28688,0.28468,0.28541,0.28287,0.28151,0.28156,0.28031,0.27939,0.27882,0.27754,0.27551,0.27594,0.27453,0.27461,0.27337,0.27213,0.27238,0.27247,0.27142,0.2706,0.27001,0.27005,0.27026,0.26944,0.27018,0.27145,0.27389,0.27667,0.27745,0.28014,0.28331,0.28695,0.29092
0.31305,0.32766,0.32654,0.33544,0.3441,0.34516,0.34942,0.35368,0.35201,0.35372,0.35369,0.35264,0.35422,0.35388,0.35395,0.35357,0.35423,0.3545,0.35486,0.35512,0.3567,0.35602,0.35684,0.35699,0.35652,0.35671,0.36321,0.36426,0.3585,0.35516,0.35088,0.35287,0.35664,0.35505,0.35446,0.34738
0.14537,0.14243,0.14287,0.16885,0.1981,0.21177,0.21717,0.22326,0.21564,0.19629,0.18063,0.17238,0.16991,0.16562,0.1667,0.17385,0.17036,0.16394,0.16784,0.16546,0.16625,0.16625,0.16311,0.15951,0.15844,0.15843,0.15722,0.15405,0.15036,0.14694,0.14419,0.12973,0.12598,0.11931,0.12591,0.13424
0.27724,0.28173,0.28778,0.27978,0.2686,0.26395,0.26204,0.26316,0.27749,0.28864,0.30318,0.31261,0.31743,0.3158,0.29195,0.26642,0.24673,0.24696,0.24171,0.2353,0.23125,0.22943,0.22509,0.22573,0.22152,0.21771,0.2152,0.21489,0.21365,0.21214,0.21083,0.20918,0.20508,0.19722,0.18499,0.17898
0.34978,0.35571,0.36153,0.37095,0.37028,0.37202,0.37523,0.37737,0.37786,0.37836,0.37918,0.37962,0.38071,0.38059,0.38171,0.3814,0.38229,0.38266,0.3836,0.38353,0.38409,0.38413,0.38396,0.38431,0.38424,0.38457,0.38571,0.38707,0.38748,0.38639,0.38433,0.38535,0.38069,0.3757,0.36649,0.36564
-0.18779,-0.23986,-0.25984,-0.32085,-0.38295,-0.42193,-0.49559,-0.49598,-0.50779,-0.53243,-0.56408,-0.5717,-0.57485,-0.57688,-0.583,-0.58392,-0.60301,-0.62839,-0.64281,-0.64799,-0.64336,-0.63625,-0.63953,-0.63861,-0.6092,-0.54614,-0.37413,-0.24459,-0.10588,-0.014523,0.11013,0.17609,0.23409,0.26234,0.27503,0.32286
-0.97524,-1,-0.97194,-0.89292,-0.80802,-0.74644,-0.682,-0.61913,-0.54658,-0.51351,-0.46869,-0.45389,-0.44266,-0.43634,-0.4294,-0.4206,-0.41135,-0.40481,-0.40011,-0.39093,-0.37827,-0.36923,-0.35947,-0.35557,-0.36056,-0.3702,-0.44765,-0.53756,-0.58375,-0.60137,-0.59539,-0.58018,-0.53236,-0.46867,-0.39276,-0.29299
-0.061264,-0.031614,-0.015922,-0.021225,-0.0097747,0.0098953,-0.0070508,-0.012041,0.083272,0.088397,0.076498,0.066688,0.075149,0.079078,0.10386,0.10762,0.07404,0.041642,0.0090998,-6.0263e-05,-0.0059902,-0.022285,-0.040123,-0.034193,0.0022539,-0.0074847,0.020598,0.051887,0.092695,0.14175,0.21476,0.27668,0.31795,0.30709,0.31531,0.28878
0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724,0.32724
0.53036,0.52748,0.52114,0.50605,0.48938,0.48703,0.48112,0.47625,0.47783,0.47852,0.47605,0.47372,0.46917,0.47307,0.46875,0.47061,0.46878,0.46909,0.46928,0.46949,0.46955,0.46787,0.46628,0.46645,0.46676,0.47556,0.47643,0.47813,0.47619,0.47658,0.47544,0.4739,0.47375,0.47434,0.47558,0.48249
0.44521,0.44464,0.447,0.45307,0.45621,0.45994,0.47253,0.47284,0.47619,0.47805,0.47903,0.47966,0.48175,0.48084,0.48322,0.48601,0.48606,0.48674,0.48704,0.48701,0.48686,0.48685,0.48676,0.48676,0.48649,0.48519,0.48303,0.48332,0.48349,0.48205,0.47956,0.47609,0.47162,0.47301,0.46939,0.4607
-0.89394,-0.89618,-0.899,-0.90235,-0.90466,-0.90568,-0.90787,-0.90934,-0.91158,-0.91505,-0.91529,-0.91662,-0.91652,-0.91746,-0.91814,-0.9192,-0.91927,-0.91939,-0.91975,-0.92021,-0.92065,-0.92098,-0.92127,-0.92142,-0.92154,-0.92168,-0.92171,-0.92183,-0.92195,-0.92226,-0.92253,-0.92267,-0.92265,-0.92178,-0.92185,-0.92173
