0.34349,0.34309,0.34129,0.33931,0.33761,0.33773,0.33731,0.33829,0.34258,0.34356,0.34441,0.34557,0.34765,0.34905,0.3493,0.35022,0.35092,0.35159,0.35065,0.35424,0.35323,0.34983,0.34935,0.34816,0.34743,0.34678,0.34546,0.3449,0.34419,0.34016,0.3404,0.33921,0.33865,0.32875,0.32671,0.32195,0.31382,0.31112,0.30568,0.30653,0.3073,0.31258,0.31794,0.32539,0.33018,0.33326,0.33636,0.33611,0.33952,0.34558,0.3537,0.36077,0.36461,0.36661,0.36786,0.3695,0.37044,0.37015,0.37032,0.3697,0.36889,0.36741,0.36441,0.36306,0.36234,0.36063,0.35897,0.35641,0.35633,0.35542,0.35482,0.3543,0.35358,0.35304,0.35264,0.35232,0.35238,0.35243,0.35162
0.87044,0.86186,0.86441,0.8568,0.84748,0.84575,0.84568,0.84411,0.84971,0.85759,0.8634,0.87885,0.88178,0.89213,0.90253,0.90988,0.91749,0.92657,0.92725,0.92602,0.93061,0.93541,0.93885,0.93796,0.9424,0.94204,0.94514,0.945,0.94773,0.9486,0.95184,0.95415,0.95489,0.9566,0.96366,0.96774,0.96443,0.96942,0.97452,0.98119,0.98861,0.99601,0.99978,1,0.99755,0.99563,0.98998,0.98398,0.96527,0.95631,0.95038,0.94178,0.93613,0.92501,0.93397,0.93748,0.93313,0.9339,0.93409,0.93558,0.93661,0.93969,0.94156,0.94435,0.95595,0.95648,0.9565,0.96183,0.96085,0.9639,0.9663,0.96608,0.97029,0.97404,0.97687,0.9791,0.97939,0.98078,0.98105
-0.36889,-0.35239,-0.3515,-0.3528,-0.35457,-0.35686,-0.35352,-0.35546,-0.36618,-0.37091,-0.38357,-0.39529,-0.41234,-0.41023,-0.41825,-0.42346,-0.4219,-0.42507,-0.42663,-0.42961,-0.43405,-0.44914,-0.43809,-0.45005,-0.44676,-0.4649,-0.45531,-0.46045,-0.46711,-0.46307,-0.46653,-0.4666,-0.46672,-0.46715,-0.46819,-0.47301,-0.48094,-0.49735,-0.49492,-0.50357,-0.51426,-0.51442,-0.51454,-0.51678,-0.51068,-0.5083,-0.49874,-0.48346,-0.47448,-0.46353,-0.4526,-0.44446,-0.43862,-0.43948,-0.44059,-0.43975,-0.44174,-0.44904,-0.45027,-0.45579,-0.45534,-0.46927,-0.47606,-0.47448,-0.47746,-0.48041,-0.48176,-0.48363,-0.4856,-0.48793,-0.49153,-0.49456,-0.49703,-0.49903,-0.49924,-0.4991,-0.50037,-0.50054,-0.50162
-0.16206,-0.10513,-0.012802,-0.0057166,0.035309,0.075205,0.1179,0.12181,0.14203,0.16208,0.17967,0.19175,0.20456,0.22083,0.2174,0.21837,0.21789,0.21533,0.21965,0.22672,0.2486,0.26643,0.28893,0.30351,0.3016,0.304,0.30481,0.30272,0.29945,0.29724,0.28764,0.27469,0.26417,0.25601,0.25317,0.25717,0.26258,0.26496,0.26151,0.26777,0.26847,0.2606,0.2425,0.23909,0.22947,0.22612,0.22203,0.21323,0.21201,0.20884,0.2039,0.20457,0.20447,0.20453,0.20548,0.2069,0.21011,0.21387,0.21762,0.2181,0.21873,0.22376,0.22988,0.23334,0.23529,0.23897,0.2388,0.23859,0.23844,0.24028,0.24319,0.24339,0.2431,0.24265,0.24349,0.24437,0.24519,0.24583,0.2473
0.3372,0.33838,0.33987,0.34046,0.34151,0.34232,0.34472,0.34529,0.34511,0.34482,0.34438,0.34358,0.34373,0.34155,0.33288,0.31841,0.31266,0.28771,0.27966,0.26702,0.26162,0.26075,0.25344,0.25297,0.25034,0.24832,0.24679,0.24522,0.24279,0.24373,0.24126,0.24128,0.23863,0.23849,0.23814,0.24168,0.24487,0.25413,0.26404,0.27189,0.279,0.28606,0.29464,0.29603,0.30156,0.30642,0.30932,0.31143,0.31541,0.31912,0.32155,0.32274,0.32459,0.32402,0.32512,0.32503,0.32473,0.32483,0.32466,0.32443,0.32438,0.32425,0.3236,0.32278,0.3228,0.32233,0.32186,0.32115,0.32031,0.32072,0.32017,0.32015,0.32002,0.31996,0.31997,0.31997,0.32,0.32004,0.32012
0.24636,0.24191,0.23074,0.23179,0.24385,0.23991,0.2359,0.23987,0.23895,0.23856,0.10839,0.075133,-0.0060529,-0.039248,-0.10165,-0.17791,-0.22987,-0.32508,-0.43437,-0.57351,-0.62105,-0.68525,-0.78601,-0.86568,-0.91809,-0.95689,-0.99815,-0.99488,-1,-0.9976,-0.95967,-0.84416,-0.75029,-0.67783,-0.64307,-0.50213,-0.32662,-0.23087,-0.13194,-0.04189,0.048375,0.13406,0.20305,0.25546,0.32198,0.32128,0.34852,0.34949,0.30076,0.27513,0.24992,0.22579,0.20988,0.19975,0.17967,0.16001,0.20542,0.23213,0.25583,0.28183,0.3196,0.32255,0.34953,0.34617,0.36387,0.3654,0.36987,0.38716,0.38726,0.3216,0.29334,0.26475,0.23851,0.20787,0.20085,0.19856,0.19081,0.18086,0.18008
0.14313,0.14039,0.14111,0.13469,0.1308,0.1233,0.11548,0.11505,0.10355,0.080513,0.040665,-0.036389,-0.12187,-0.33046,-0.44273,-0.61096,-0.70384,-0.96856,-0.80004,-0.83986,-0.84738,-0.84378,-0.804,-0.73581,-0.73776,-0.714,-0.72652,-0.71083,-0.66755,-0.59835,-0.5543,-0.55444,-0.57349,-0.4912,-0.4305,-0.38741,-0.21346,-0.099464,0.022122,0.12263,0.19304,0.24149,0.26689,0.27266,0.26768,0.24775,0.20195,0.14758,0.065693,-0.015565,-0.080561,-0.13023,-0.15867,-0.15824,-0.16448,-0.1624,-0.12485,-0.070761,-0.0294,0.0055004,0.030601,0.030841,0.033723,0.037662,0.037903,0.038479,0.038263,0.035885,0.027358,0.0037951,-0.028607,-0.066894,-0.065045,-0.074316,-0.085797,-0.085557,-0.08904,-0.09101,-0.093411
0.25496,0.26122,0.25717,0.255,0.24506,0.24613,0.24979,0.24439,0.24006,0.23303,0.22018,0.17623,0.21783,0.067807,0.0045397,-0.039464,-0.042082,-0.00093676,0.10078,0.0349,-0.014748,-0.023011,-0.045181,-0.05647,-0.064636,-0.062595,-0.06185,-0.068407,-0.064756,-0.032258,-0.014123,0.25401,0.42511,0.21948,0.20783,0.28637,0.38869,0.46286,0.49787,0.50812,0.53015,0.51947,0.48708,0.47692,0.4602,0.42234,0.36116,0.31101,0.24131,0.18166,0.15887,0.1434,0.13976,0.14181,0.15197,0.17233,0.21172,0.26842,0.31087,0.36249,0.3771,0.40379,0.4158,0.43938,0.43709,0.44299,0.4454,0.44664,0.44903,0.43337,0.41728,0.40751,0.39793,0.37924,0.38295,0.3812,0.38212,0.37857,0.37739
0.32039,0.31858,0.31738,0.31823,0.31759,0.31721,0.31687,0.31626,0.3166,0.31702,0.31761,0.31753,0.31835,0.32249,0.32878,0.34359,0.35911,0.36257,0.37374,0.3842,0.39367,0.39998,0.40544,0.41237,0.41172,0.41438,0.41587,0.41705,0.41805,0.42037,0.42219,0.42351,0.42407,0.42484,0.42613,0.42381,0.4197,0.41146,0.40085,0.39268,0.38034,0.37785,0.37447,0.36823,0.3626,0.35822,0.35572,0.35396,0.35077,0.34365,0.34321,0.34198,0.3403,0.3393,0.33748,0.33834,0.3387,0.33821,0.33815,0.33822,0.33829,0.33845,0.33871,0.33879,0.33906,0.33943,0.33953,0.3398,0.34013,0.3404,0.34061,0.34078,0.34079,0.34074,0.34069,0.34062,0.34054,0.34059,0.34059
-0.12031,-0.039392,0.09614,0.17545,0.22834,0.25458,0.24964,0.23081,0.21114,0.17471,0.16251,0.14495,0.12893,0.097377,-0.016165,-0.0796,-0.14078,-0.215,-0.38688,-0.4959,-0.57361,-0.63089,-0.68912,-0.75073,-0.79072,-0.82108,-0.84229,-0.85283,-0.85908,-0.82596,-0.77237,-0.70932,-0.64024,-0.49141,-0.42642,-0.29609,-0.22131,-0.10725,-0.024812,0.051113,0.12537,0.1864,0.27746,0.3271,0.36301,0.38585,0.40659,0.40454,0.40152,0.39525,0.38287,0.35853,0.32773,0.2779,0.23781,0.19843,0.16868,0.14349,0.12237,0.096205,0.070953,0.11316,0.14451,0.17085,0.19695,0.21479,0.23091,0.23193,0.23605,0.23778,0.23979,0.24201,0.24616,0.24645,0.24787,0.24894,0.24966,0.25024,0.25084
