0.5885,0.58726,0.58291,0.5809,0.58393,0.59094,0.59076,0.59343,0.59562,0.59808,0.60121,0.60085,0.60173,0.60296,0.60499,0.60729,0.61083,0.6142,0.61722,0.61946,0.62108,0.621,0.62005,0.61922,0.61681,0.61661,0.61534
0.79757,0.79987,0.80449,0.81218,0.82172,0.8256,0.84103,0.84307,0.85204,0.8624,0.87,0.87712,0.89507,0.90368,0.9177,0.93928,0.95087,0.95937,0.96389,0.96306,0.9614,0.96571,0.9644,0.95894,0.9453,0.92955,0.91457
0.39262,0.3714,0.35586,0.34106,0.32354,0.30544,0.28029,0.2777,0.26652,0.25531,0.24493,0.23557,0.22477,0.21014,0.19829,0.18783,0.16603,0.16694,0.1571,0.1529,0.15183,0.15515,0.16213,0.16587,0.18518,0.21781,0.249
0.41345,0.41276,0.41543,0.41498,0.41737,0.41776,0.41784,0.41759,0.4163,0.41413,0.41192,0.40842,0.39822,0.39695,0.39391,0.39163,0.39413,0.39722,0.39497,0.41599,0.42492,0.44023,0.45226,0.45953,0.46813,0.47177,0.47643
0.61984,0.61795,0.6133,0.60846,0.60201,0.59629,0.5931,0.59229,0.59046,0.58889,0.58955,0.59011,0.59225,0.59932,0.59646,0.59965,0.60536,0.60907,0.61257,0.61694,0.62119,0.62917,0.63296,0.63559,0.63642,0.64064,0.64331
0.25521,0.25654,0.26676,0.2724,0.27206,0.2784,0.28757,0.28912,0.29543,0.30247,0.30576,0.31124,0.31132,0.31071,0.311,0.30239,0.28952,0.28423,0.27441,0.27192,0.26791,0.27198,0.27805,0.28053,0.28078,0.27799,0.27425
0.10302,0.10053,0.094885,0.093842,0.088064,0.082956,0.077205,0.073915,0.070598,0.071347,0.072391,0.070197,0.06878,0.068191,0.066854,0.069074,0.079211,0.084346,0.085523,0.095313,0.10045,0.10005,0.099191,0.098388,0.097693,0.097078,0.096062
0.72893,0.74074,0.76721,0.80839,0.82393,0.81897,0.82069,0.80928,0.8001,0.77304,0.73999,0.72011,0.68909,0.67773,0.69244,0.692,0.68659,0.68905,0.68651,0.69295,0.68983,0.70185,0.73007,0.77322,0.78199,0.71857,0.65624
0.62759,0.63293,0.63563,0.64072,0.64079,0.64764,0.64598,0.64985,0.65291,0.64944,0.65094,0.65044,0.64896,0.64776,0.64485,0.64191,0.63808,0.63569,0.63299,0.62491,0.61877,0.6144,0.61082,0.60737,0.60385,0.59646,0.59827
-0.5391,-0.59519,-0.63359,-0.66446,-0.62504,-0.76021,-0.77359,-0.79862,-0.786,-0.73999,-0.70474,-0.66524,-0.60861,-0.39434,-0.31712,-0.19034,-0.081618,0.009669,0.18379,0.27914,0.34318,0.41396,0.46017,0.48683,0.50945,0.50915,0.51344
-0.18221,-0.17804,-0.17924,-0.1487,0.027375,0.037299,0.0072618,0.009348,-0.041097,-0.14482,-0.22546,-0.30252,-0.35524,-0.40066,-0.43618,-0.42976,-0.37805,-0.29212,-0.27668,-0.10422,-0.013253,0.032297,0.057599,0.075145,0.077767,0.082902,0.088278
0.27313,0.30557,0.32389,0.33825,0.43693,0.41625,0.31951,0.26911,0.22701,0.1782,0.11674,0.099271,0.0065664,-0.031387,-0.022962,0.049335,0.11005,0.12674,0.22477,0.32164,0.38379,0.50885,0.62015,0.70233,0.67566,0.68935,0.69637
0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078
0.95694,0.95242,0.95164,0.95271,0.95175,0.95124,0.94843,0.94362,0.94292,0.9407,0.93923,0.94102,0.9415,0.94493,0.94792,0.95234,0.95161,0.95186,0.95539,0.95686,0.95798,0.9571,0.9552,0.95373,0.95282,0.94988,0.94562
0.60642,0.60859,0.60754,0.60821,0.60921,0.61017,0.61259,0.61545,0.61511,0.61634,0.61669,0.61661,0.61681,0.61623,0.6156,0.61495,0.61385,0.61253,0.61117,0.60728,0.60814,0.60429,0.60129,0.59931,0.59526,0.59618,0.59715
-0.067817,-0.035453,-0.0083317,0.013093,0.036041,0.057305,0.069448,0.085256,0.095874,-0.19254,-0.16526,-0.03013,-0.010632,0.039385,0.051367,0.068592,0.07774,0.08226,0.092691,0.098282,0.098736,0.098282,0.098469,0.097212,0.10114,-0.21254,-0.4147
0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078,0.62078
0.90641,0.91238,0.92562,0.95346,0.95327,0.9637,0.96659,0.9679,0.9782,0.98406,0.99789,0.99874,0.99585,1,0.99909,0.99727,0.99331,0.9896,0.98748,0.97357,0.95183,0.94271,0.92503,0.90005,0.89352,0.87325,0.87152
0.6388,0.63877,0.63908,0.63857,0.63868,0.63882,0.63936,0.64009,0.64144,0.64139,0.6439,0.64623,0.64695,0.64732,0.65105,0.65137,0.65123,0.65364,0.65481,0.656,0.65937,0.65765,0.65947,0.65999,0.65981,0.65904,0.65762
-0.95351,-0.95482,-0.95696,-0.95937,-0.9629,-0.9655,-0.96863,-0.97256,-0.97561,-0.97991,-0.98366,-0.98954,-0.99238,-0.99452,-1,-0.99901,-0.99925,-0.99914,-0.99888,-0.99634,-0.99767,-0.99535,-0.99195,-0.98767,-0.98427,-0.97531,-0.97555
