0.4332,0.43538,0.43854,0.4381,0.43539,0.42947,0.42706,0.42068,0.41872,0.41646,0.41818,0.42522,0.42364,0.42539,0.42383,0.41636,0.42101,0.41902,0.41974,0.41957,0.41942,0.42026,0.42048,0.42031,0.42011,0.41949,0.41905,0.41923,0.42128,0.42343,0.42545,0.42729,0.43016,0.43306,0.43586,0.43832,0.43796,0.43806
0.41643,0.4459,0.47198,0.47568,0.51373,0.51397,0.52193,0.52676,0.52315,0.51065,0.4991,0.48494,0.47084,0.46437,0.45631,0.44333,0.43422,0.42737,0.41451,0.41315,0.4081,0.40073,0.39645,0.38528,0.38474,0.38054,0.3781,0.37289,0.3728,0.37147,0.36929,0.36074,0.35327,0.35055,0.35104,0.35221,0.35298,0.35304
0.41608,0.39378,0.3604,0.31771,0.28505,0.28596,0.27897,0.27093,0.27328,0.28148,0.29128,0.31767,0.32399,0.33766,0.35063,0.35567,0.36959,0.38034,0.39729,0.39663,0.40155,0.40631,0.41726,0.42274,0.43036,0.43655,0.44016,0.44946,0.44328,0.45348,0.4483,0.45309,0.45635,0.4556,0.4576,0.45929,0.46101,0.46126
0.16833,0.12905,0.10823,0.098486,0.072063,0.053026,0.041417,0.032991,0.059838,0.056231,0.060157,0.061494,0.061621,0.061536,0.067033,0.068625,0.080764,0.082929,0.086198,0.088829,0.092331,0.095515,0.10801,0.10731,0.11254,0.11349,0.11411,0.12128,0.12709,0.13423,0.1456,0.16313,0.191,0.225,0.26146,0.31659,0.32294,0.35952
0.48277,0.48253,0.48203,0.48081,0.48133,0.48386,0.48916,0.49437,0.5002,0.50247,0.50094,0.49217,0.49199,0.5004,0.50817,0.51485,0.51777,0.52417,0.52683,0.52856,0.53226,0.53504,0.53367,0.53229,0.53044,0.5319,0.53064,0.53029,0.52549,0.52239,0.51933,0.51543,0.51148,0.5067,0.50275,0.49958,0.49833,0.49617
0.31684,0.31269,0.31995,0.31552,0.30253,0.28342,0.26922,0.25177,0.23418,0.21462,0.20352,0.21112,0.21271,0.21286,0.20751,0.2036,0.18635,0.17727,0.17124,0.16494,0.166,0.1675,0.16407,0.1623,0.16394,0.16553,0.16958,0.17519,0.19083,0.19976,0.2112,0.23733,0.25219,0.26824,0.28225,0.28272,0.28325,0.28545
0.063149,0.065781,0.068689,0.070301,0.062194,0.041863,0.041162,0.030508,0.023292,0.012108,0.0016236,-0.015758,-0.01752,-0.028343,-0.030317,-0.036514,-0.03401,-0.037682,-0.037193,-0.037533,-0.03696,-0.036811,-0.034944,-0.033225,-0.032355,-0.031039,-0.027388,-0.027537,-0.026964,-0.026964,-0.027112,-0.02724,-0.027261,-0.020003,-0.014676,-0.0053376,-0.002048,0.0016236
0.46862,0.47594,0.48425,0.49135,0.49786,0.49763,0.49804,0.49922,0.50023,0.49914,0.49861,0.4986,0.4971,0.49613,0.49193,0.49179,0.49187,0.4867,0.48215,0.48296,0.48342,0.48077,0.48085,0.48126,0.48107,0.4817,0.48199,0.48193,0.48642,0.4917,0.49691,0.50093,0.5016,0.49186,0.4912,0.4915,0.49041,0.47369
0.36777,0.36802,0.36751,0.36733,0.49594,0.50828,0.53065,0.53405,0.54409,0.32247,0.32989,0.35408,0.5209,0.53209,0.53742,0.54467,0.54839,0.55165,0.55508,0.55694,0.55791,0.56331,0.56673,0.56562,0.57421,0.58119,0.57522,0.29317,0.30629,0.32226,0.32292,0.33079,0.33648,0.34177,0.34494,0.34884,0.352,0.35961
-0.071087,-0.20155,-0.28294,-0.37967,-0.43835,-0.47452,-0.52129,-0.57554,-0.61402,-0.6023,-0.61438,-0.62414,-0.65937,-0.66639,-0.72576,-0.78957,-0.81585,-0.82147,-0.7956,-0.71149,-0.71185,-0.68749,-0.66098,-0.63738,-0.57061,-0.52484,-0.48755,-0.43256,-0.22402,-0.14985,-0.069389,0.01788,0.087598,0.14874,0.19558,0.218,0.23045,0.24191
-0.60875,-0.672,-0.72907,-0.75152,-0.80258,-0.84095,-0.8706,-0.92217,-0.95441,-0.97564,-0.94561,-0.91292,-0.90116,-0.88631,-0.86173,-0.8261,-0.79929,-0.77332,-0.80006,-0.8868,-0.87171,-0.88854,-0.93535,-0.97434,-0.99866,-0.99605,-1,-0.98113,-0.96201,-0.92523,-0.84702,-0.756,-0.66769,-0.58235,-0.48167,-0.37103,-0.25929,-0.16451
0.40514,0.29203,0.26465,0.40566,0.40745,0.39282,0.71899,0.54859,0.55204,0.29706,0.54014,0.53302,0.43176,0.35948,0.8695,0.73289,0.71986,0.57749,0.57361,0.92568,0.74696,1,0.84426,0.93493,0.81625,0.93803,0.71737,0.64965,0.75373,0.92012,0.94425,0.93765,0.93228,0.88113,0.80727,0.70823,0.59599,0.51823
0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281,0.4281
0.66109,0.66073,0.65901,0.65349,0.64729,0.63594,0.62829,0.61703,0.59313,0.58287,0.57911,0.56643,0.54647,0.54581,0.53705,0.53135,0.52121,0.52084,0.51772,0.51391,0.51037,0.50889,0.50821,0.50826,0.50917,0.5144,0.51483,0.52012,0.52681,0.54186,0.55069,0.55337,0.56076,0.56483,0.56952,0.56942,0.57397,0.57867
0.47909,0.48831,0.49794,0.50663,0.51537,0.52378,0.53252,0.53891,0.54503,0.55068,0.55548,0.55811,0.5684,0.56222,0.56191,0.56247,0.57036,0.57528,0.57976,0.58677,0.58954,0.59112,0.59411,0.59822,0.59778,0.59908,0.59791,0.5951,0.59215,0.586,0.57943,0.57085,0.56416,0.54383,0.54248,0.52748,0.51738,0.50703
