-0.4612,-0.46175,-0.46193,-0.46259,-0.46362,-0.46499,-0.46554,-0.47301,-0.47692,-0.49311,-0.51658,-0.53611,-0.56508,-0.59667,-0.6367,-0.63709,-0.6512,-0.66712,-0.69144,-0.68842,-0.69976,-0.70103,-0.7049,-0.71006,-0.71402,-0.71429,-0.71538,-0.71747,-0.71952,-0.72154,-0.72343,-0.72249,-0.72318,-0.72665,-0.72507,-0.72298,-0.71366,-0.69199,-0.6658,-0.64007
0.95045,0.95048,0.95048,0.95045,0.94997,0.94942,0.94888,0.9488,0.94829,0.94778,0.94823,0.94754,0.9467,0.94575,0.94548,0.94489,0.94473,0.94448,0.94413,0.94437,0.94414,0.94416,0.94392,0.94369,0.94378,0.94366,0.94368,0.9437,0.94365,0.94354,0.94348,0.94339,0.94332,0.94323,0.94321,0.94321,0.94313,0.94187,0.94179,0.94205
0.91627,0.9163,0.91585,0.9158,0.91549,0.91516,0.91489,0.91465,0.91452,0.91444,0.91424,0.91396,0.91438,0.91449,0.91407,0.91358,0.9131,0.9125,0.91211,0.91188,0.91111,0.90965,0.90963,0.90927,0.90886,0.90854,0.9084,0.90845,0.90838,0.9083,0.9082,0.90809,0.90816,0.90816,0.90812,0.90813,0.90812,0.90809,0.9082,0.90853
0.99997,0.99997,0.99997,0.99997,0.99997,0.99997,0.99997,0.9998,0.99924,0.99876,0.99726,0.99568,0.99244,0.99327,0.99148,0.99203,0.99059,0.98894,0.98839,0.98876,0.98866,0.98905,0.98927,0.98956,0.98935,0.98912,0.98891,0.98849,0.98828,0.98824,0.98812,0.98729,0.98688,0.98628,0.9858,0.98613,0.98729,0.98969,0.99275,0.99245
0.18593,0.18552,0.18549,0.18562,0.18545,0.18539,0.18547,0.18601,0.19429,0.18344,0.17505,0.17904,0.17145,0.16118,0.15708,0.15609,0.15863,0.15859,0.16652,0.16502,0.1663,0.16598,0.16783,0.16766,0.16805,0.16817,0.16832,0.16821,0.16705,0.16659,0.16707,0.16609,0.16684,0.16705,0.16752,0.16745,0.16475,0.16583,0.16598,0.16805
0.92501,0.92104,0.91504,0.91033,0.90642,0.90845,0.91441,0.9216,0.92329,0.92652,0.9251,0.91163,0.885,0.85794,0.83686,0.82101,0.80908,0.79995,0.78881,0.79008,0.78926,0.78806,0.78702,0.78476,0.784,0.78252,0.7809,0.78004,0.78203,0.79543,0.82135,0.87347,0.92097,0.94956,0.9766,0.9811,0.97424,0.97388,0.96984,0.96135
0.98288,0.98257,0.97709,0.96646,0.95334,0.9206,0.88563,0.82503,0.79244,0.78455,0.74846,0.77851,0.79476,0.80397,0.82068,0.83251,0.84931,0.865,0.87614,0.8802,0.88098,0.88048,0.88102,0.8856,0.89063,0.88969,0.89167,0.89473,0.88964,0.87842,0.86195,0.83858,0.81983,0.82372,0.83616,0.85332,0.88707,0.9249,0.9449,0.95846
0.9981,0.99828,0.99828,0.99724,0.99434,0.99322,0.98179,0.97603,0.95239,0.92614,0.92238,0.94177,0.96561,0.97484,0.97824,0.98379,0.98328,0.96705,0.62008,0.97254,0.9528,0.97477,0.97746,0.97429,0.9701,0.97168,0.97829,0.98227,0.9834,0.98371,0.98389,0.98936,0.9947,0.99165,0.99121,0.98975,0.99027,0.99701,0.99982,1
-0.99996,-0.99996,-1,-0.99997,-0.99986,-0.99839,-0.99873,-0.99666,-0.99543,-0.9919,-0.98578,-0.98134,-0.97881,-0.97742,-0.97608,-0.97716,-0.97759,-0.97776,-0.97863,-0.98135,-0.98203,-0.98423,-0.98389,-0.9858,-0.98022,-0.9791,-0.97863,-0.98024,-0.98179,-0.98818,-0.98777,-0.98948,-0.9886,-0.98791,-0.98699,-0.98793,-0.98846,-0.98896,-0.98898,-0.98958
0.91468,0.91463,0.91459,0.9146,0.91465,0.91472,0.91475,0.9149,0.91501,0.91542,0.91761,0.91798,0.91894,0.91843,0.91263,0.90744,0.90806,0.91128,0.91453,0.91345,0.91363,0.91387,0.91372,0.9138,0.91535,0.91827,0.9192,0.91933,0.91913,0.91486,0.91159,0.91198,0.91171,0.91164,0.91152,0.91105,0.91075,0.90875,0.90678,0.90419
0.97942,0.97943,0.97946,0.97949,0.97952,0.97955,0.9796,0.9797,0.97989,0.9802,0.98289,0.98439,0.9858,0.98664,0.98821,0.98914,0.98941,0.98817,0.98556,0.98599,0.98448,0.98419,0.9844,0.98326,0.98106,0.98216,0.98147,0.98114,0.98123,0.98154,0.98163,0.98152,0.98155,0.98158,0.98152,0.98142,0.98021,0.97842,0.9764,0.97603
0.99977,0.99976,0.99976,0.99976,0.99976,0.99966,0.99932,0.99941,0.99972,0.99935,0.99749,0.99536,0.99433,0.99062,0.99131,0.99046,0.99073,0.99265,0.99362,0.99319,0.99348,0.99281,0.99309,0.99269,0.99283,0.99281,0.99279,0.99302,0.99319,0.99334,0.99353,0.99535,0.99667,0.99701,0.99716,0.9969,0.9978,0.99904,0.99911,0.99889
0.13316,0.13344,0.13344,0.13344,0.13359,0.13381,0.13355,0.13352,0.13333,0.13323,0.13271,0.13177,0.13825,0.14603,0.148,0.14921,0.14891,0.14866,0.14863,0.1486,0.1478,0.14474,0.14613,0.14434,0.1451,0.14368,0.14254,0.14224,0.14115,0.13967,0.13826,0.13791,0.13651,0.13516,0.13311,0.13091,0.1316,0.13218,0.1321,0.13153
0.92535,0.92533,0.92517,0.92489,0.92486,0.92461,0.92454,0.92427,0.92387,0.92274,0.91878,0.91425,0.91441,0.91088,0.90845,0.90761,0.90482,0.9001,0.88923,0.88909,0.88639,0.88522,0.88304,0.88172,0.87971,0.87778,0.87821,0.87769,0.87796,0.87799,0.87824,0.87865,0.88093,0.87959,0.88275,0.88676,0.89144,0.89854,0.90427,0.91112
0.99836,0.99834,0.99834,0.99842,0.99838,0.99846,0.99843,0.99842,0.99852,0.9986,0.99866,0.99866,0.99865,0.99866,0.99866,0.99866,0.99866,0.99867,0.99867,0.99867,0.99867,0.99867,0.99866,0.99866,0.99866,0.99866,0.99865,0.99865,0.99865,0.99863,0.99863,0.99863,0.99865,0.99866,0.99866,0.99866,0.99849,0.99842,0.99828,0.99831
0.80458,0.80461,0.80472,0.80484,0.80492,0.80508,0.8053,0.80587,0.80608,0.80702,0.80867,0.81035,0.81156,0.81381,0.81604,0.81578,0.81762,0.81932,0.82145,0.82416,0.82441,0.82585,0.82714,0.82832,0.83197,0.83344,0.83354,0.83434,0.83478,0.83491,0.83488,0.83477,0.83447,0.83416,0.83145,0.83161,0.83037,0.82822,0.82582,0.82379
-0.94581,-0.94581,-0.94581,-0.94614,-0.94631,-0.9463,-0.94633,-0.94638,-0.94662,-0.9472,-0.95018,-0.95351,-0.95355,-0.95349,-0.95207,-0.95177,-0.95024,-0.9482,-0.94536,-0.94193,-0.94272,-0.94348,-0.94129,-0.94146,-0.94012,-0.93925,-0.93932,-0.93909,-0.93904,-0.93908,-0.93918,-0.93936,-0.9396,-0.94002,-0.94012,-0.94011,-0.94011,-0.94036,-0.94083,-0.941
0.92535,0.92537,0.92537,0.92535,0.92518,0.9249,0.9247,0.92428,0.92411,0.92386,0.92373,0.92414,0.92015,0.9164,0.9181,0.9217,0.92284,0.92729,0.93258,0.93451,0.93571,0.93647,0.93858,0.94026,0.94136,0.94173,0.94296,0.94366,0.944,0.94444,0.94447,0.94433,0.94445,0.94445,0.94427,0.94365,0.94341,0.94255,0.94165,0.94088
0.99794,0.99794,0.99794,0.99793,0.99793,0.99787,0.9978,0.99755,0.99767,0.99748,0.99726,0.99691,0.99652,0.99591,0.99546,0.99491,0.99508,0.99487,0.99488,0.99492,0.99492,0.99492,0.99491,0.99491,0.99491,0.99491,0.99491,0.99491,0.99491,0.99492,0.99494,0.99498,0.99513,0.99512,0.99527,0.9954,0.99558,0.99598,0.99635,0.99647
0.8022,0.8022,0.80223,0.80231,0.80237,0.80247,0.80265,0.803,0.80324,0.80335,0.80341,0.80341,0.8031,0.803,0.80265,0.80218,0.80185,0.80177,0.80168,0.80152,0.80144,0.80139,0.80117,0.80115,0.8011,0.80108,0.801,0.8009,0.80079,0.80066,0.80058,0.80032,0.80001,0.7999,0.79964,0.79956,0.79933,0.79907,0.79905,0.79914
