-0.46789,-0.43514,-0.42545,-0.37745,-0.36671,-0.33665,-0.30688,-0.27922,-0.25805,-0.228,-0.22141,-0.22209,-0.22386,-0.21869,-0.22057,-0.23424,-0.24104,-0.25698,-0.28482,-0.29382,-0.3197,-0.3423,-0.35965,-0.3775,-0.41003,-0.41378,-0.42789,-0.45118
0.99881,0.99825,0.99709,0.99549,0.99449,0.99341,0.9928,0.99195,0.99189,0.99119,0.99112,0.99057,0.99057,0.99016,0.99012,0.98993,0.98974,0.98939,0.98934,0.98902,0.98839,0.98808,0.98806,0.98821,0.98831,0.98894,0.98902,0.99137
0.9998,0.99894,0.99854,0.99747,0.99444,0.99453,0.99307,0.99095,0.99062,0.98984,0.98884,0.98817,0.9874,0.98679,0.98626,0.98476,0.98425,0.98318,0.98136,0.98103,0.98016,0.9798,0.97905,0.97916,0.98015,0.9818,0.98386,0.98542
0.99119,0.99128,0.99131,0.99156,0.99172,0.9918,0.99157,0.99119,0.99114,0.99089,0.99057,0.9902,0.98967,0.98932,0.98927,0.98936,0.98939,0.98959,0.98988,0.99127,0.99371,0.99375,0.99482,0.99598,0.99706,0.99709,0.99717,0.99728
0.26728,0.26605,0.26515,0.26373,0.25966,0.26017,0.25679,0.25388,0.25155,0.24809,0.24522,0.24308,0.24042,0.23871,0.23761,0.23558,0.23588,0.23633,0.23955,0.24043,0.24312,0.24499,0.24653,0.24741,0.24774,0.24813,0.24848,0.24948
0.89879,0.8975,0.89597,0.89474,0.89423,0.89446,0.89569,0.89589,0.89727,0.89983,0.90072,0.90144,0.90224,0.90293,0.90332,0.90412,0.9034,0.90355,0.90256,0.90259,0.90235,0.90214,0.90206,0.90198,0.90256,0.9036,0.90428,0.9047
0.98419,0.98452,0.98472,0.9854,0.9856,0.98521,0.98621,0.98659,0.98643,0.98636,0.98649,0.98668,0.98605,0.9863,0.9858,0.98571,0.98674,0.98751,0.98806,0.9875,0.98745,0.98695,0.98645,0.98586,0.98559,0.98574,0.98586,0.98584
0.99777,0.99766,0.99752,0.99744,0.99817,0.99844,0.99153,0.97629,0.97008,0.96308,0.9622,0.96019,0.96682,0.97469,0.97952,0.98394,0.98767,0.99077,0.99244,0.9931,0.99418,0.99529,0.99551,0.9957,0.99585,0.99578,0.99441,0.99441
-0.9656,0.29365,-1,-0.97629,-0.96778,-0.95625,-0.944,-0.94154,-0.93914,-0.93255,-0.92907,-0.92731,-0.92873,-0.92926,-0.9298,-0.93075,-0.92983,-0.92921,-0.9297,-0.92932,-0.92994,-0.9299,-0.93026,-0.93081,-0.9315,-0.93205,-0.93418,-0.93481
0.87992,0.87869,0.86572,0.85402,0.83785,0.82008,0.79202,0.76186,0.73131,0.71172,0.69689,0.68408,0.68732,0.69917,0.72183,0.76297,0.86011,0.88198,0.91075,0.92311,0.92675,0.92725,0.92647,0.92707,0.92527,0.92224,0.91886,0.91591
0.7519,0.78447,0.86191,0.87564,0.88745,0.91656,0.92187,0.93405,0.94603,0.94493,0.94358,0.93695,0.91572,0.8998,0.89339,0.88029,0.88441,0.88536,0.89118,0.92367,0.94642,0.962,0.97019,0.97274,0.97314,0.97315,0.97339,0.97349
0.94806,0.98034,0.97622,0.98237,0.98877,0.99122,0.99242,0.99304,0.99455,0.99419,0.99288,0.99135,0.98893,0.98721,0.98429,0.9726,0.96062,0.97453,0.98946,0.99377,1,0.99931,0.9979,0.99689,0.99774,0.99866,0.99901,0.99905
0.17458,0.17435,0.17532,0.17624,0.17903,0.18106,0.18354,0.18692,0.18555,0.18777,0.18898,0.18979,0.19107,0.19086,0.19068,0.19045,0.18991,0.18952,0.18892,0.18594,0.18551,0.18373,0.17914,0.17818,0.17808,0.17732,0.17731,0.17755
0.94871,0.94872,0.94859,0.94889,0.94908,0.94886,0.9486,0.94843,0.94833,0.94818,0.94797,0.94803,0.94787,0.94806,0.94847,0.94935,0.95004,0.95039,0.95018,0.95032,0.95033,0.95028,0.95021,0.95021,0.95021,0.95023,0.95025,0.95031
0.998,0.99786,0.99777,0.99771,0.99766,0.99766,0.99765,0.99767,0.99759,0.99758,0.99758,0.99759,0.99762,0.99769,0.9977,0.99773,0.99792,0.99781,0.99805,0.99808,0.99821,0.99832,0.99829,0.99828,0.99834,0.99838,0.99846,0.99852
0.72811,0.72858,0.73477,0.73638,0.73812,0.74067,0.74416,0.74681,0.7493,0.75332,0.7532,0.75497,0.75581,0.75592,0.75566,0.75575,0.75555,0.75446,0.75309,0.75176,0.74795,0.74781,0.74621,0.74489,0.74309,0.74179,0.7374,0.738
-0.86119,-0.85966,-0.85819,-0.85802,-0.85445,-0.84748,-0.852,-0.84907,-0.8476,-0.84731,-0.84671,-0.84666,-0.84643,-0.84624,-0.8466,-0.84679,-0.84798,-0.84813,-0.84919,-0.85288,-0.85549,-0.85621,-0.85858,-0.86015,-0.86028,-0.86088,-0.86127,-0.86217
0.91684,0.91555,0.91481,0.9132,0.91227,0.91206,0.91053,0.90988,0.9099,0.90923,0.90864,0.90777,0.90758,0.90659,0.9057,0.90432,0.90493,0.90148,0.90339,0.90232,0.90222,0.90248,0.90308,0.9047,0.90619,0.90615,0.90791,0.90856
0.99564,0.99555,0.99562,0.99587,0.99563,0.99566,0.99553,0.99541,0.99518,0.99516,0.99468,0.9947,0.99457,0.9946,0.99457,0.9947,0.99486,0.99499,0.9951,0.9951,0.9952,0.99526,0.99534,0.99539,0.99541,0.99541,0.99541,0.99541
0.70452,0.70463,0.70415,0.70338,0.70331,0.70323,0.70292,0.70202,0.70231,0.70142,0.69969,0.70049,0.70043,0.69984,0.69929,0.69725,0.69751,0.69644,0.69468,0.69613,0.69636,0.69506,0.69423,0.69464,0.69522,0.6951,0.69559,0.69603
