-0.30285,-0.30232,-0.30197,-0.30197,-0.3018,-0.30109,-0.30025,-0.29899,-0.29883,-0.29618,-0.292,-0.29258,-0.28868,-0.28557,-0.28356,-0.28387,-0.28223,-0.28028,-0.27656,-0.27594,-0.27638,-0.27442,-0.2733,-0.27378,-0.27374,-0.2742,-0.27496,-0.27528,-0.27548,-0.27382,-0.27248,-0.27083,-0.26897,-0.26852,-0.26794,-0.26787,-0.26718,-0.26729,-0.26719,-0.26712,-0.26622,-0.26312,-0.26101,-0.2576,-0.25429,-0.25323,-0.25191,-0.24988,-0.25187,-0.25318,-0.25384,-0.25289
0.94936,0.94962,0.9503,0.95128,0.95254,0.95474,0.95455,0.95525,0.95634,0.95615,0.95641,0.9563,0.95634,0.95615,0.95614,0.95587,0.95495,0.95534,0.95463,0.9547,0.9541,0.95341,0.95276,0.95288,0.95317,0.9535,0.95389,0.95555,0.95577,0.95807,0.96046,0.96336,0.96591,0.9736,0.97643,0.97796,0.98294,0.98376,0.98579,0.98755,0.98934,0.98911,0.98955,0.9897,0.98938,0.98775,0.98751,0.98528,0.98292,0.98024,0.97743,0.97517
0.91888,0.91832,0.91873,0.92089,0.92328,0.92635,0.92714,0.92925,0.93122,0.93206,0.93197,0.93172,0.93159,0.93141,0.93113,0.93039,0.9281,0.92831,0.92747,0.92647,0.92351,0.926,0.9271,0.92573,0.92602,0.92591,0.9266,0.929,0.93037,0.93423,0.93496,0.93963,0.94473,0.95143,0.96154,0.96806,0.96874,0.97243,0.97556,0.97817,0.97989,0.98081,0.98141,0.98179,0.98085,0.97725,0.97546,0.97346,0.96921,0.96471,0.95788,0.95609
0.99977,0.9999,0.99987,0.99991,0.99998,0.99994,0.9998,0.99969,0.99949,0.99949,0.99938,0.99927,0.99931,0.99938,0.9993,0.99928,0.99934,0.99928,0.99923,0.99908,0.99918,0.99906,0.99902,0.99903,0.99906,0.99907,0.99917,0.99914,0.99911,0.99911,0.99908,0.99906,0.99905,0.99902,0.99868,0.99869,0.99849,0.99812,0.99716,0.9966,0.99611,0.99514,0.99502,0.99433,0.99321,0.99181,0.99178,0.99176,0.99129,0.99141,0.99146,0.99203
0.28722,0.28865,0.28936,0.28984,0.2911,0.29163,0.29241,0.2931,0.29452,0.2975,0.29713,0.29965,0.30001,0.29944,0.30079,0.30177,0.30347,0.30551,0.30778,0.30774,0.31158,0.31612,0.31955,0.31885,0.31801,0.31744,0.31946,0.32384,0.3278,0.33121,0.33399,0.33338,0.33251,0.33337,0.33371,0.33404,0.33457,0.33557,0.33683,0.33786,0.33939,0.34686,0.35167,0.35415,0.36031,0.36192,0.3599,0.35544,0.34779,0.34584,0.34048,0.33493
0.93756,0.93673,0.93656,0.93185,0.92737,0.92408,0.92222,0.92017,0.91803,0.91746,0.91403,0.91005,0.90517,0.90075,0.89406,0.89051,0.88614,0.88514,0.88548,0.88556,0.884,0.88345,0.88188,0.88067,0.8803,0.85688,0.84999,0.85646,0.86176,0.86354,0.86571,0.86705,0.87076,0.87194,0.87287,0.87188,0.86716,0.85141,0.82876,0.82844,0.8359,0.83872,0.84175,0.84261,0.84146,0.84545,0.8539,0.85967,0.86035,0.88491,0.89272,0.8855
0.99246,0.98963,0.98935,0.9882,0.98512,0.97745,0.96522,0.94347,0.91102,0.87716,0.82992,0.78165,0.72774,0.67754,0.63088,0.586,0.55808,0.55778,0.5732,0.57379,0.56766,0.56125,0.52909,0.49358,0.45989,0.47726,0.49781,0.52177,0.54509,0.55398,0.55453,0.55039,0.53886,0.5156,-0.92984,0.47542,0.48967,0.50153,0.53786,0.51309,0.49268,0.49543,0.50918,0.52637,0.56043,0.61539,0.67169,0.7521,0.81316,0.90085,0.92346,0.94238
0.99841,0.99816,0.99714,0.99476,0.98995,0.98915,0.99369,0.99606,0.99678,0.98841,0.98485,0.9739,0.98199,0.97944,0.9761,0.97458,0.9837,0.98758,0.98917,0.98973,0.98802,0.96391,0.97335,0.98288,0.98317,0.9883,0.9917,0.95958,0.959,0.97959,0.98512,0.98,0.97574,0.90661,0.94908,0.97254,0.98347,0.9844,0.97802,0.97062,0.95553,0.93038,0.96347,0.94706,0.95362,0.96179,0.96285,0.98306,0.98599,0.98711,0.98833,0.99858
-0.72794,-0.72891,-0.72991,-0.73214,-0.73241,-0.73384,-0.73482,-0.73581,-0.73679,-0.73888,-0.73741,-0.73679,-0.73616,-0.73565,-0.73659,-0.73693,-0.73763,-0.74051,-0.74101,-0.74101,-0.74296,-0.74546,-0.74753,-0.74707,-0.74668,-0.74639,-0.74737,-0.75524,-0.76068,-0.7664,-0.76606,-0.76541,-0.76742,-0.77043,-0.77403,-0.77339,-0.77235,-0.77045,-0.7666,-0.76571,-0.76713,-0.77132,-0.77493,-0.77712,-0.78023,-0.778,-0.77495,-0.77695,-0.77564,-0.77233,-0.76945,-0.76356
0.91737,0.91456,0.91325,0.91151,0.90955,0.9076,0.90327,0.89767,0.8933,0.88966,0.88597,0.88264,0.88046,0.87557,0.86783,0.86606,0.86509,0.86313,0.86143,0.8611,0.8582,0.85665,0.85652,0.8534,0.8516,0.84804,0.84426,0.84063,0.84076,0.84016,0.839,0.83693,0.82915,0.82185,0.82048,0.8219,0.82258,0.82112,0.819,0.82223,0.8225,0.82068,0.8222,0.82315,0.82854,0.83387,0.83562,0.83254,0.84388,0.85237,0.85288,0.86002
0.96648,0.95993,0.95161,0.95121,0.94569,0.94221,0.92767,0.90915,0.87905,0.85142,0.83435,0.81624,0.76262,0.66662,0.62229,0.571,0.54012,0.55803,0.58791,0.60264,0.60861,0.61119,-1,0.51346,0.48322,0.46538,0.48176,0.52582,0.56138,0.56912,0.58307,0.59597,0.60092,0.59971,0.59785,0.58121,0.55748,0.55856,0.54813,0.52499,0.52097,0.51669,0.51698,0.52748,0.53304,0.58876,0.63319,0.75168,0.76971,0.83003,0.86425,0.88784
