-0.28896,-0.28251,-0.2862,-0.28372,-0.28141,-0.27411,-0.27373,-0.27447,-0.2714,-0.27223,-0.27043,-0.27084,-0.2709,-0.26907,-0.26618,-0.26209,-0.25899,-0.2547,-0.25431,-0.24057,-0.23719,-0.2315,-0.22628,-0.22019,-0.2168,-0.21381,-0.20924,-0.20573,-0.20022,-0.19924,-0.19436,-0.19644,-0.19085,-0.18757,-0.18657,-0.18649,-0.18616,-0.18603,-0.18624,-0.18875,-0.18782,-0.18941,-0.19667,-0.19755,-0.20068,-0.20396,-0.2155,-0.22451,-0.23092,-0.23667,-0.24285,-0.2499,-0.26029,-0.26208
0.99901,0.99905,0.99905,0.99905,0.99904,0.99902,0.99902,0.99901,0.99897,0.99887,0.99885,0.99877,0.99863,0.99823,0.99822,0.99792,0.99762,0.99685,0.99686,0.99654,0.99653,0.99636,0.99643,0.99667,0.99693,0.99733,0.99769,0.99785,0.99811,0.99841,0.99852,0.99866,0.99873,0.99866,0.99869,0.99869,0.99871,0.99876,0.99899,0.99908,0.99943,0.99947,0.99958,0.99966,0.99971,0.99976,0.99974,0.99974,0.99973,0.99973,0.99972,0.99972,0.99972,0.99972
0.99801,0.998,0.99799,0.99796,0.99791,0.99768,0.99771,0.99751,0.9974,0.99737,0.99714,0.99697,0.99657,0.99613,0.99583,0.99534,0.99504,0.99471,0.99447,0.99418,0.99416,0.99428,0.99423,0.99441,0.99498,0.99543,0.99589,0.99727,0.99766,0.99815,0.99857,0.99919,0.99922,0.99944,0.99962,0.99974,0.99983,0.99986,1,0.99998,0.99998,0.99998,0.99997,0.99994,0.9999,0.99984,0.99978,0.99979,0.99981,0.99983,0.9998,0.99979,0.99978,0.99978
0.99245,0.99245,0.99254,0.99262,0.99272,0.9927,0.9927,0.99281,0.99288,0.99306,0.9932,0.99318,0.99272,0.99246,0.99212,0.99153,0.99101,0.98968,0.9891,0.98857,0.98896,0.98848,0.98821,0.9881,0.98801,0.98781,0.9877,0.98763,0.98765,0.98763,0.98763,0.98751,0.9875,0.98743,0.98727,0.98734,0.9873,0.98727,0.98809,0.98758,0.98802,0.98831,0.98901,0.98973,0.99073,0.99072,0.99137,0.99209,0.99215,0.9923,0.99247,0.99247,0.99247,0.99224
0.34908,0.3495,0.3498,0.34985,0.34988,0.34992,0.34987,0.34975,0.3495,0.34899,0.34914,0.34934,0.34865,0.34906,0.34911,0.35373,0.35354,0.35557,0.35661,0.36162,0.35898,0.36027,0.35982,0.36042,0.36104,0.36138,0.36225,0.36264,0.36356,0.36368,0.36378,0.36455,0.36445,0.36579,0.36713,0.36665,0.36718,0.36713,0.36711,0.36699,0.36686,0.36623,0.36616,0.36541,0.36521,0.36458,0.36427,0.3628,0.36371,0.36325,0.36314,0.36312,0.36297,0.36277
0.92788,0.92702,0.92655,0.92626,0.92609,0.92605,0.92585,0.92585,0.92597,0.9259,0.92591,0.92595,0.92592,0.92495,0.92451,0.92328,0.921,0.9202,0.91923,0.91772,0.91706,0.91699,0.91462,0.91555,0.91271,0.91303,0.9123,0.91159,0.91136,0.91108,0.91065,0.91015,0.90939,0.90919,0.90905,0.90794,0.90826,0.90745,0.90708,0.90668,0.90632,0.90621,0.90626,0.90629,0.90668,0.90678,0.90714,0.90754,0.90833,0.909,0.91033,0.90953,0.91019,0.91069
0.98924,0.98924,0.98924,0.98924,0.98924,0.98924,0.98924,0.98924,0.98924,0.98924,0.98924,0.98922,0.98887,0.98892,0.98879,0.98861,0.98836,0.98831,0.98809,0.98792,0.98789,0.98792,0.98789,0.98791,0.98794,0.98794,0.98796,0.98796,0.98795,0.98793,0.98792,0.98793,0.98792,0.98793,0.98793,0.98795,0.98802,0.988,0.98803,0.98807,0.98815,0.98829,0.98863,0.98879,0.98875,0.98881,0.98884,0.98895,0.98896,0.98902,0.98901,0.98902,0.98902,0.98901
0.99646,0.99647,0.99653,0.99654,0.99655,0.9966,0.99667,0.99669,0.99672,0.99676,0.99676,0.99672,0.99663,0.9964,0.99622,0.99592,0.9957,0.99561,0.99555,0.99545,0.99534,0.99534,0.99531,0.99528,0.99521,0.99517,0.99517,0.99518,0.9952,0.99521,0.99523,0.99523,0.99523,0.99523,0.99523,0.99523,0.99521,0.9951,0.9951,0.99506,0.99504,0.99503,0.99504,0.99507,0.99511,0.99518,0.99531,0.99529,0.99531,0.99533,0.99535,0.99536,0.99536,0.99535
-0.67928,-0.679,-0.67896,-0.67914,-0.67943,-0.68016,-0.68256,-0.68439,-0.68843,-0.6964,-0.70832,-0.71012,-0.71772,0.42163,0.45564,-0.75994,-0.72328,-0.70887,-0.69376,-0.67792,-0.65495,-0.64241,-0.62493,-0.63508,-0.64425,-0.64963,-0.66356,-0.64821,-0.61468,-0.60862,-0.60629,-0.60817,-0.61106,-0.61126,-0.59687,-0.5812,-0.58121,-0.58166,-0.5922,-0.61523,-0.62447,-0.64339,-0.65922,-0.66901,-0.68021,-0.67732,-0.6788,-0.67895,-0.6841,-0.68524,-0.68565,-0.6867,-0.68703,-0.68917
0.89337,0.89358,0.89417,0.89973,0.90723,0.91589,0.92558,0.93969,0.94086,0.94419,0.94448,0.94511,0.93872,0.92188,0.89779,0.89444,0.89403,0.89126,0.89102,0.8925,0.88979,0.89057,0.89504,0.89037,0.88403,0.88296,0.88176,0.87843,0.88379,0.89186,0.88912,0.88437,0.88152,0.88954,0.90192,0.90863,0.91254,0.91145,0.90818,0.91801,0.92736,0.92886,0.92991,0.93021,0.92645,0.92093,0.91462,0.90802,0.90397,0.90171,0.89817,0.8968,0.89666,0.89572
