-0.4119,-0.41054,-0.40802,-0.40559,-0.40301,-0.40206,-0.39594,-0.39084,-0.38231,-0.37388,-0.36383,-0.35077,-0.33303,-0.33357,-0.32423,-0.31905,-0.31452,-0.31099,-0.30639,-0.30232,-0.29886,-0.29586,-0.29098,-0.28742,-0.28675,-0.28574,-0.28527,-0.28523,-0.28526,-0.2856,-0.28619,-0.28693,-0.28909,-0.29423,-0.30133,-0.31323,-0.33315,-0.35865,-0.36045,-0.38122,-0.41094,-0.42653,-0.44156,-0.45046,-0.44865,-0.45032
0.94861,0.94848,0.94827,0.9479,0.94688,0.94727,0.94682,0.94499,0.94627,0.94497,0.94432,0.94392,0.94355,0.94335,0.94346,0.94361,0.94389,0.94428,0.94485,0.94558,0.9468,0.94619,0.94689,0.94749,0.94738,0.94778,0.94835,0.94807,0.94848,0.9485,0.94862,0.94882,0.94967,0.95262,0.95316,0.95325,0.95527,0.95791,0.96211,0.96313,0.96672,0.96827,0.96843,0.96912,0.96985,0.97039
0.9151,0.9148,0.91445,0.91368,0.91319,0.91238,0.91123,0.91069,0.91015,0.9103,0.91041,0.90918,0.9084,0.90806,0.90799,0.90807,0.90837,0.90841,0.90883,0.90973,0.91108,0.91088,0.91222,0.91291,0.91329,0.91353,0.91399,0.91435,0.91434,0.9145,0.91469,0.91485,0.91854,0.91823,0.9209,0.92379,0.92625,0.9339,0.93371,0.93821,0.94164,0.94392,0.94753,0.9473,0.9477,0.94921
0.98822,0.98828,0.98838,0.98853,0.98887,0.98949,0.99,0.99019,0.98994,0.98913,0.98747,0.98699,0.9859,0.98525,0.98372,0.98344,0.98209,0.98121,0.98054,0.98024,0.98017,0.97954,0.97974,0.97919,0.97933,0.97954,0.97997,0.97986,0.98112,0.98032,0.98112,0.98193,0.98486,0.98507,0.9866,0.98899,0.99003,0.99258,0.99267,0.99268,0.99221,0.99176,0.99096,0.99065,0.99087,0.99029
0.23078,0.23091,0.23102,0.23148,0.23403,0.24277,0.24238,0.24923,0.25475,0.26097,0.26486,0.27381,0.27612,0.28238,0.28574,0.28606,0.29063,0.28908,0.29256,0.29448,0.29764,0.29699,0.29618,0.29939,0.29942,0.30008,0.30052,0.30083,0.30085,0.3008,0.29927,0.29914,0.2965,0.29184,0.28731,0.28309,0.27696,0.27252,0.26587,0.2644,0.26089,0.25867,0.25694,0.25397,0.25249,0.25026
0.92756,0.92718,0.92663,0.92497,0.92066,0.91349,0.9132,0.90272,0.89966,0.89709,0.89205,0.88396,0.88322,0.87799,0.87629,0.87397,0.87181,0.86882,0.86885,0.86785,0.86573,0.86475,0.86361,0.86328,0.86263,0.86228,0.86224,0.86226,0.86231,0.86259,0.86404,0.86525,0.869,0.87428,0.8821,0.88295,0.88877,0.90004,0.90051,0.90626,0.91208,0.915,0.91777,0.91851,0.92097,0.91759
0.9888,0.98886,0.9889,0.98941,0.98971,0.99019,0.99053,0.99121,0.99118,0.9916,0.99152,0.99163,0.99199,0.99291,0.9929,0.99318,0.99349,0.99396,0.99446,0.99438,0.99469,0.99481,0.99476,0.99476,0.99471,0.99464,0.99468,0.99458,0.9946,0.99464,0.99464,0.99388,0.99342,0.99256,0.99246,0.99152,0.99006,0.98944,0.98905,0.9874,0.98795,0.98783,0.98699,0.98618,0.98532,0.98449
0.99508,0.99619,0.99783,0.9993,0.9993,0.99989,0.99919,0.99739,0.99773,0.99735,0.997,0.9966,0.99619,0.99607,0.99491,0.99304,0.98976,0.98521,0.98255,0.97948,0.97809,0.97732,0.97916,0.98282,0.98366,0.98491,0.98567,0.98614,0.98702,0.98792,0.9909,0.99407,0.99564,0.99703,0.99723,0.99773,0.99876,0.99941,0.99974,0.99982,0.99978,0.99941,0.99888,0.99815,0.99662,0.99639
-0.90202,-0.90279,-0.90587,-0.91264,-0.93486,-0.94499,-0.95278,-0.95375,-0.95818,-0.96153,-0.96338,-0.96675,-0.97097,-0.97307,-0.9753,-0.97697,-0.98359,-0.9848,-0.98687,-0.98901,-0.99056,-0.99198,-0.9941,-0.99473,-0.99637,-0.99877,-0.99815,-0.99761,-0.99699,-0.99642,-1,-0.99978,-0.99337,-0.98509,-0.98129,-0.97682,-0.96649,-0.95214,-0.95346,-0.94773,-0.94149,-0.93772,-0.93537,-0.93442,-0.93461,-0.93527
0.91919,0.91543,0.90565,0.89528,0.88375,0.8768,0.87774,0.88004,0.88119,0.88565,0.89013,0.89551,0.89966,0.90236,0.90098,0.89813,0.89629,0.89654,0.89662,0.89523,0.89587,0.89594,0.89612,0.89567,0.89744,0.90014,0.90066,0.90075,0.90295,0.90773,0.90684,0.90618,0.90876,0.9113,0.91288,0.91393,0.9128,0.91152,0.90726,0.90671,0.90938,0.91264,0.91337,0.91373,0.91361,0.91115
