-0.46222,-0.45885,-0.45396,-0.44844,-0.44263,-0.43642,-0.4308,-0.42298,-0.42065,-0.41319,-0.41027,-0.40201,-0.40606,-0.40425,-0.4049,-0.40571,-0.40812,-0.41367,-0.41095,-0.41262,-0.41603,-0.41835,-0.41956,-0.42021,-0.42249,-0.4211,-0.41879,-0.41569,-0.41543,-0.41294,-0.41139,-0.41115,-0.41032,-0.40759,-0.40511,-0.40368,-0.40293
0.95393,0.95324,0.95306,0.9531,0.95416,0.95489,0.95885,0.95897,0.9644,0.96453,0.9661,0.96843,0.97147,0.97215,0.97226,0.97386,0.97375,0.9739,0.97372,0.97311,0.97183,0.97085,0.97015,0.96932,0.96775,0.9658,0.96419,0.96272,0.96144,0.96075,0.95975,0.95897,0.95814,0.95749,0.95686,0.95579,0.95496
0.92449,0.92289,0.92259,0.92309,0.92521,0.92591,0.92955,0.93384,0.94294,0.94342,0.94643,0.9484,0.9528,0.95248,0.95427,0.95475,0.95411,0.95346,0.95379,0.95284,0.95171,0.94955,0.94806,0.94586,0.94389,0.93932,0.93906,0.93659,0.93548,0.93483,0.93341,0.93086,0.93028,0.92919,0.92792,0.92582,0.92549
0.99675,0.99732,0.99807,0.99867,0.99946,0.99954,0.99956,0.99956,0.99926,0.99901,0.99888,0.99861,0.99843,0.99829,0.99814,0.99804,0.99799,0.99784,0.99788,0.9977,0.99757,0.9976,0.99753,0.99752,0.99752,0.9975,0.99741,0.9972,0.99699,0.99652,0.99575,0.99574,0.99585,0.99596,0.99663,0.99763,0.99847
0.21897,0.21938,0.21934,0.21958,0.21956,0.21938,0.2193,0.2188,0.21718,0.21608,0.21505,0.21403,0.21414,0.21322,0.21184,0.21222,0.21292,0.21225,0.21247,0.2126,0.21254,0.21245,0.21239,0.21228,0.212,0.21245,0.21289,0.21297,0.21254,0.21052,0.20914,0.20569,0.20219,0.20343,0.20185,0.20043,0.19899
0.8815,0.87126,0.86839,0.86058,0.85432,0.84478,0.84454,0.8431,0.84329,0.84004,0.83591,0.83515,0.83239,0.83458,0.83449,0.83401,0.83516,0.83506,0.83512,0.83563,0.8352,0.83492,0.83458,0.83452,0.83437,0.83867,0.84525,0.84872,0.83352,0.82181,0.86266,0.86626,0.87296,0.87851,0.89099,0.90416,0.91339
0.72112,0.66942,0.61937,0.58273,0.55472,0.52546,0.4898,0.46735,0.46684,0.45926,0.454,0.43208,0.41891,0.42849,0.45016,0.43998,0.41342,0.41349,0.40849,0.40656,0.40454,0.40515,0.4054,0.40887,0.42421,0.42342,0.44729,0.4936,0.59163,0.71317,0.86274,0.91905,0.96909,0.9811,0.99005,0.99377,0.99482
0.9735,0.97111,0.97616,0.97511,0.97072,0.96143,0.95155,0.9463,0.95511,0.95162,0.95668,0.93197,0.91332,0.91758,0.92538,0.8976,0.88335,0.86537,0.85481,0.8487,0.83132,0.81103,0.81293,0.81542,0.84185,0.90824,0.93559,0.94802,0.94787,0.98171,0.99426,0.99706,0.99836,0.99845,0.99741,0.99835,0.99951
-0.97294,-0.97329,-0.97322,-0.97526,-0.98205,-0.98321,-0.98723,-0.98658,-0.98524,-0.98389,-0.98311,-0.9866,-0.9932,-0.9922,-0.9933,-0.99376,-0.99516,-0.99704,-0.99863,-0.99953,-0.99988,-0.99997,-1,-1,-0.9999,-0.99963,-0.99864,-0.99563,-0.99179,-0.98786,-0.97337,-0.9759,-0.97254,-0.96669,-0.96419,-0.96206,-0.95989
0.85392,0.85001,0.8342,0.82593,0.82978,0.82678,0.82395,0.82414,0.82306,0.82206,0.82027,0.81949,0.81863,0.81601,0.81775,0.81129,0.81152,0.81084,0.80874,0.80683,0.80587,0.8047,0.79395,0.79502,0.80475,0.80948,0.82165,0.81958,0.82664,0.82482,0.8233,0.82514,0.89718,0.82929,0.86152,0.86841,0.87433
0.72609,0.65191,0.6158,0.59449,0.57239,0.53311,0.52603,0.50402,0.51338,0.51546,0.50552,0.47612,0.46086,0.47477,0.47384,0.4608,0.44941,0.43687,0.43505,0.43358,0.43137,0.43062,0.4419,0.44665,0.44954,0.45595,0.4768,0.53336,0.62334,0.7817,0.80688,0.86811,0.93331,0.94077,0.94285,0.94304,0.94285
0.95803,0.96986,0.86553,0.96749,0.96,0.95486,0.96136,0.95991,0.95466,0.93953,0.94304,0.93862,0.92498,0.91302,0.97765,0.9298,0.93362,0.92423,0.89779,0.8665,0.84215,0.82105,0.73706,0.94884,0.90573,0.86904,0.93359,0.81335,0.95374,0.95837,0.99222,0.99709,0.99974,1,0.99943,0.99824,0.99835
0.13759,0.13703,0.13663,0.13666,0.13691,0.13756,0.13846,0.13874,0.13946,0.14035,0.14043,0.14099,0.14185,0.14188,0.14231,0.14225,0.1424,0.14251,0.14256,0.14263,0.1429,0.14303,0.14335,0.1435,0.14342,0.14365,0.1435,0.14343,0.14342,0.14347,0.14627,0.14967,0.14948,0.14933,0.14927,0.1492,0.14911
0.91715,0.91845,0.92067,0.92289,0.92588,0.92882,0.93112,0.93286,0.93402,0.93603,0.93681,0.9371,0.93781,0.93906,0.94031,0.94103,0.94208,0.94275,0.94312,0.94408,0.94407,0.94421,0.94428,0.9443,0.94421,0.94383,0.9441,0.94385,0.9436,0.94267,0.93738,0.93041,0.92292,0.92213,0.92083,0.92048,0.92079
0.99863,0.99864,0.99854,0.99838,0.99799,0.99766,0.99741,0.99724,0.99706,0.99661,0.99624,0.99543,0.99539,0.99435,0.99323,0.99183,0.99167,0.99094,0.99031,0.98991,0.98962,0.98898,0.98797,0.98846,0.98864,0.98839,0.98839,0.98851,0.98947,0.99052,0.9918,0.99327,0.99367,0.99431,0.99507,0.99605,0.99714
0.8105,0.81043,0.81024,0.81,0.8096,0.80964,0.80873,0.80871,0.80884,0.80869,0.80871,0.80871,0.80874,0.80891,0.80923,0.80919,0.80973,0.80949,0.8098,0.81024,0.81025,0.81157,0.81209,0.81157,0.81156,0.81128,0.81178,0.8117,0.81206,0.81222,0.91281,0.93583,0.92464,0.8975,0.88223,0.867,0.85758
-0.92133,-0.92141,-0.92123,-0.92108,-0.9199,-0.91897,-0.91826,-0.91772,-0.91701,-0.91683,-0.91684,-0.91684,-0.91683,-0.91492,-0.9154,-0.91612,-0.91698,-0.91775,-0.91597,-0.91497,-0.91507,-0.91471,-0.91433,-0.91393,-0.91388,-0.91296,-0.91145,-0.91078,-0.90982,-0.90991,-0.91605,-0.91651,-0.91489,-0.91708,-0.91776,-0.91779,-0.91769
0.9289,0.93069,0.93129,0.9324,0.93336,0.93406,0.93499,0.93498,0.93566,0.93577,0.93606,0.93638,0.93633,0.93638,0.93637,0.93634,0.93608,0.93577,0.93509,0.93506,0.93472,0.93441,0.93452,0.93438,0.93441,0.93572,0.9362,0.93648,0.93702,0.93696,0.93502,0.93196,0.92788,0.92742,0.92661,0.92511,0.92332
0.99782,0.99777,0.99775,0.9977,0.9976,0.9975,0.99742,0.99732,0.9971,0.99686,0.99678,0.99649,0.99605,0.99574,0.99549,0.99521,0.99476,0.99441,0.9942,0.99406,0.9936,0.99312,0.99288,0.9928,0.99252,0.99238,0.99238,0.99233,0.9923,0.99235,0.99316,0.99445,0.99453,0.99489,0.99552,0.99611,0.99649
