-0.38079,-0.38148,-0.38136,-0.38154,-0.38161,-0.38161,-0.38177,-0.38229,-0.3825,-0.38222,-0.38202,-0.38201,-0.38185,-0.38177,-0.38158,-0.38127,-0.38073,-0.38058,-0.3804,-0.37943,-0.3795,-0.3776,-0.37338,-0.37248,-0.36785,-0.36705,-0.36742,-0.36775,-0.36563,-0.36482,-0.36365,-0.36165,-0.36002,-0.35889,-0.35838,-0.35787,-0.35757,-0.35691,-0.35739,-0.35687,-0.3568,-0.35691,-0.35743,-0.35813,-0.35848
0.9992,0.99905,0.99891,0.99841,0.99844,0.99825,0.99801,0.99719,0.99721,0.99689,0.9966,0.99626,0.99595,0.99573,0.99505,0.995,0.99442,0.99441,0.99409,0.9929,0.99285,0.99294,0.99263,0.99202,0.99198,0.99201,0.99207,0.99217,0.99194,0.99185,0.99186,0.9919,0.9919,0.99194,0.99199,0.99205,0.99214,0.99215,0.99221,0.99243,0.99259,0.99277,0.99267,0.9928,0.9928
0.9982,0.99757,0.99721,0.99636,0.99627,0.99586,0.99526,0.99448,0.99346,0.99326,0.99264,0.9921,0.99153,0.99109,0.99052,0.99005,0.98949,0.98906,0.9886,0.9882,0.98786,0.98737,0.98691,0.98554,0.98649,0.98597,0.98588,0.98562,0.98547,0.98541,0.98539,0.98538,0.98539,0.98542,0.98548,0.98552,0.98575,0.98579,0.98621,0.98699,0.98699,0.98686,0.98669,0.98686,0.98672
0.9938,0.99378,0.99365,0.99375,0.99384,0.99383,0.9938,0.99375,0.9937,0.99384,0.9941,0.99394,0.99417,0.99412,0.99409,0.99433,0.99436,0.99448,0.99462,0.99486,0.99509,0.99538,0.99544,0.99559,0.99578,0.99602,0.99621,0.99636,0.99643,0.99681,0.99712,0.99728,0.99737,0.99742,0.99752,0.99763,0.99772,0.9977,0.99774,0.99773,0.99773,0.99773,0.9977,0.99768,0.9977
0.29148,0.27303,0.26255,0.2557,0.25278,0.24692,0.24687,0.24978,0.24692,0.25107,0.25104,0.24883,0.24857,0.24772,0.24829,0.24899,0.24902,0.24885,0.24787,0.24662,0.24557,0.24561,0.24552,0.24539,0.24523,0.24486,0.24422,0.24381,0.24376,0.24428,0.24529,0.24738,0.25536,0.26712,0.27529,0.27554,0.27972,0.28325,0.28572,0.28837,0.29059,0.29202,0.29262,0.29287,0.29302
0.89233,0.91111,0.92432,0.93381,0.94076,0.94525,0.94531,0.93799,0.9309,0.93195,0.93168,0.9327,0.93363,0.93448,0.93143,0.92799,0.92852,0.92857,0.92897,0.92946,0.93008,0.92755,0.92808,0.92696,0.92674,0.92634,0.92647,0.92647,0.92276,0.92257,0.91516,0.90224,0.88054,0.86026,0.84903,0.85319,0.85853,0.84614,0.8419,0.83891,0.81927,0.80277,0.79016,0.78324,0.78318
-0.98833,-0.88087,-0.82408,-0.76572,-0.72025,-0.69121,-0.68479,-0.70633,-0.72488,-0.72346,-0.72084,-0.71594,-0.69581,-0.69897,-0.70445,-0.70503,-0.7065,-0.69849,-0.69496,-0.68884,-0.68068,-0.67819,-0.68123,-0.67961,-0.67694,-0.67998,-0.67934,-0.68005,-0.68571,-0.70708,0.28196,0.33833,0.42531,0.48353,0.55395,0.63136,0.72478,0.7589,0.82177,0.86739,0.90021,0.92387,0.93654,0.94415,0.94317
0.99223,0.99037,0.97786,0.9671,0.95934,0.95489,0.95239,0.94968,0.94783,0.95034,0.95397,0.95437,0.95765,0.96141,0.96013,0.95899,0.96346,0.9726,0.97812,0.98317,0.9849,0.98811,0.98554,0.98272,0.9838,0.98502,0.98673,0.98899,0.99116,0.99049,0.94896,0.93439,0.85638,0.82681,0.7984,0.97097,0.95785,0.93734,0.98807,0.98707,0.98585,0.98463,0.99514,0.99657,0.99705
-0.75925,-0.75596,-0.75515,-0.74985,-0.75327,-0.75278,-0.75131,-0.75136,-0.75155,-0.75067,-0.74849,-0.74777,-0.74692,-0.74506,-0.74413,-0.74394,-0.74389,-0.74373,-0.74303,-0.7428,-0.74123,-0.74159,-0.74039,-0.73909,-0.73915,-0.73978,-0.73731,-0.7358,-0.73515,-0.73476,-0.7341,-0.73317,-0.73081,-0.73125,-0.73175,-0.73376,-0.73404,-0.73477,-0.73554,-0.73581,-0.73654,-0.73787,-0.73772,-0.73766,-0.73783
0.82143,0.81042,0.80153,0.79595,0.79228,0.78919,0.78564,0.78244,0.7794,0.77861,0.77883,0.77878,0.77832,0.77771,0.78546,0.79434,0.8019,0.79871,0.79686,0.79634,0.79666,0.79804,0.80404,0.80356,0.80439,0.80446,0.80513,0.80577,0.80685,0.80865,0.80619,0.8037,0.80521,0.8073,0.8193,0.8345,0.84166,0.84348,0.84402,0.84259,0.83284,0.81655,0.81351,0.8123,0.81285
0.58416,-1,-0.95009,-0.92112,-0.90102,-0.87977,-0.89347,-0.89882,-0.88982,-0.8934,-0.89166,-0.89165,-0.89023,-0.8885,-0.88738,-0.88748,-0.88748,-0.87153,-0.856,-0.84572,-0.83572,-0.83869,-0.84307,-0.84379,-0.8406,-0.83539,-0.8328,-0.82926,-0.83146,-0.83372,0.39321,0.42565,0.45267,0.48686,0.56015,0.60648,0.68214,0.74912,0.79448,0.84227,0.87745,0.90429,0.92685,0.94346,0.95281
