-0.4053,-0.40044,-0.39627,-0.38956,-0.38958,-0.38825,-0.38737,-0.3868,-0.38551,-0.38557,-0.38495,-0.38516,-0.38657,-0.38688,-0.38815,-0.38793,-0.38939,-0.3914,-0.39719,-0.3966,-0.39851,-0.39764,-0.39754,-0.39904,-0.39895,-0.39979,-0.40015,-0.40013,-0.40012,-0.40018,-0.40042,-0.40062,-0.40078,-0.40057,-0.40039,-0.4003,-0.40023,-0.40016,-0.39996,-0.39934,-0.39877,-0.39903,-0.39958,-0.4023,-0.41188,-0.42368,-0.44745,-0.46745,-0.49805,-0.51108,-0.52137,-0.52216,-0.52596,-0.52641,-0.52447
0.97455,0.97875,0.9836,0.9899,0.99096,0.99503,0.99685,0.99689,0.99796,0.99895,0.99945,0.99945,0.99964,0.99975,0.99975,0.99977,0.99977,0.9997,0.99969,0.99958,0.99951,0.99933,0.99937,0.99917,0.99927,0.99917,0.99911,0.99907,0.99899,0.999,0.99895,0.99895,0.99896,0.99929,0.99925,0.99932,0.99951,0.99953,0.99962,0.9996,0.99953,0.9993,0.99876,0.99643,0.99621,0.99421,0.98959,0.98652,0.98261,0.97893,0.97867,0.97647,0.97386,0.97011,0.96812
0.95626,0.96109,0.96926,0.9758,0.98555,0.98885,0.99239,0.99275,0.99487,0.99696,0.99815,0.99845,0.99903,0.99888,0.99938,0.99953,0.9997,0.99979,0.99986,0.99996,0.99997,0.99999,1,1,1,0.99997,0.99997,0.99997,0.99995,0.99993,0.9999,0.99989,0.9999,0.99992,0.99996,0.99999,0.99999,0.9999,0.99945,0.9993,0.99889,0.99825,0.9972,0.99525,0.99082,0.98932,0.98153,0.98044,0.97072,0.96448,0.96355,0.95901,0.9544,0.95184,0.94666
0.99918,0.99896,0.99818,0.9972,0.99566,0.99336,0.99068,0.98756,0.98491,0.98182,0.98119,0.97967,0.978,0.97599,0.97606,0.97503,0.97485,0.97398,0.97379,0.97324,0.9728,0.97245,0.97201,0.97148,0.97116,0.97104,0.97101,0.97108,0.9712,0.97126,0.97124,0.97119,0.97111,0.97127,0.97149,0.97206,0.97269,0.97319,0.97466,0.97647,0.97885,0.97859,0.97938,0.98055,0.9823,0.98176,0.98298,0.98338,0.98336,0.98395,0.98399,0.98446,0.98576,0.98728,0.988
0.24079,0.24196,0.25488,0.25819,0.2824,0.28797,0.28697,0.29026,0.2974,0.30407,0.30923,0.31347,0.31486,0.31795,0.31691,0.3199,0.32239,0.32525,0.32528,0.32518,0.32492,0.32691,0.32789,0.32856,0.33008,0.32878,0.32828,0.32906,0.329,0.3291,0.32911,0.32911,0.32908,0.32899,0.32825,0.32807,0.32416,0.32658,0.32687,0.32624,0.32338,0.32176,0.32048,0.31477,0.31149,0.30175,0.28934,0.28875,0.2796,0.26905,0.2595,0.24999,0.24006,0.22887,0.22796
0.85399,0.81636,0.80335,0.78246,0.7587,0.72563,0.72555,0.72818,0.74232,0.75373,0.76339,0.7701,0.78123,0.79554,0.79194,0.79126,0.79575,0.79754,0.79947,0.80177,0.80312,0.80379,0.80371,0.80261,0.8025,0.80577,0.80863,0.80943,0.81,0.80839,0.80887,0.80877,0.80945,0.81208,0.81216,0.81368,0.80857,0.81263,0.81237,0.81036,0.81825,0.82132,0.83397,0.83509,0.84126,0.84786,0.85118,0.8595,0.87059,0.86757,0.83658,0.89968,0.9035,0.9151,0.92389
0.79625,0.75034,0.70006,0.65864,0.63418,0.62416,0.61814,0.59702,0.55702,0.51704,0.47934,0.46276,0.46901,0.47028,0.48165,0.47939,0.46173,0.44871,0.454,0.47707,0.48485,0.49796,0.47917,0.45466,0.43181,0.44263,0.45307,0.45054,0.4501,0.43155,0.43945,0.45727,0.48703,0.48102,0.4858,0.48454,0.49123,0.4967,0.49797,0.49514,0.49389,0.49521,0.50328,0.50956,0.50834,0.51191,0.53766,0.5766,0.68819,0.77963,0.85325,0.93757,0.96334,0.97603,0.98242
0.98258,0.98833,0.99375,0.89541,0.90556,0.82285,0.79218,0.79811,0.86269,0.8856,0.91445,0.9283,0.94737,0.98159,0.92086,0.96752,0.9687,0.96432,0.96744,0.97206,0.976,0.97498,0.9859,0.99223,0.99943,0.91348,0.9626,0.96704,0.96309,0.9763,0.97982,0.98211,0.98651,0.97458,0.96892,0.95205,0.95606,0.86293,0.91674,0.93846,0.95173,0.94135,0.92117,0.87659,0.84721,0.845,0.79907,0.80701,0.88079,0.92086,0.94203,0.98,0.99105,0.99776,0.99821
-0.95286,-0.95728,-0.95628,-0.95996,-0.96823,-0.96791,-0.97102,-0.97297,-0.97595,-0.97889,-0.9802,-0.98291,-0.98532,-0.98494,-0.98465,-0.98673,-0.99405,-0.99525,-1,-0.99799,-0.99715,-0.99633,-0.99732,-0.99747,-0.99737,-0.99477,-0.98871,-0.98525,-0.98423,-0.98435,-0.98308,-0.98141,-0.97948,-0.97885,-0.97933,-0.9797,-0.97782,-0.97501,-0.9732,-0.968,-0.96654,-0.96152,-0.95797,-0.95569,-0.9489,-0.94584,-0.93892,-0.94388,-0.94689,-0.94872,-0.94848,-0.94756,-0.94678,-0.94677,-0.94578
0.86081,0.8514,0.83106,0.8066,0.78287,0.76309,0.76788,0.77839,0.7807,0.77624,0.76802,0.76439,0.76405,0.77107,0.77137,0.77063,0.76978,0.76881,0.77105,0.77364,0.77658,0.77643,0.77648,0.77681,0.77665,0.77843,0.7806,0.7828,0.7825,0.78305,0.78296,0.7833,0.78391,0.78415,0.78501,0.78694,0.78874,0.78914,0.79248,0.79655,0.79618,0.79789,0.79731,0.7994,0.81006,0.80761,0.80888,0.81868,0.803,0.81029,0.82045,0.86899,0.88039,0.89529,0.89741
