-0.48835,-0.50606,-0.50622,-0.51198,-0.51817,-0.51821,-0.51814,-0.51728,-0.51507,-0.51165,-0.50739,-0.50169,-0.49791,-0.49506,-0.49176,-0.48685,-0.48148,-0.47376,-0.46839,-0.46323,-0.45863,-0.45681,-0.45157,-0.45343,-0.45614,-0.45301,-0.45379,-0.45787,-0.45814,-0.46422,-0.46548,-0.46995,-0.47332,-0.47484,-0.4736,-0.47475,-0.47486,-0.47504,-0.47468,-0.47397,-0.47363,-0.47287,-0.47258,-0.47206,-0.47103,-0.47063,-0.47019,-0.46994
0.94564,0.94515,0.94475,0.94422,0.94419,0.9442,0.94422,0.94415,0.94387,0.94357,0.94338,0.94332,0.9434,0.94357,0.94415,0.94562,0.94791,0.94791,0.94773,0.94753,0.94728,0.94697,0.94668,0.94706,0.94704,0.947,0.94692,0.94683,0.94675,0.94681,0.94681,0.94675,0.94658,0.94633,0.9462,0.94608,0.94584,0.94557,0.94514,0.94515,0.94514,0.94511,0.94465,0.94473,0.94482,0.94443,0.94422,0.94415
0.91354,0.91292,0.91242,0.91253,0.91224,0.91225,0.91201,0.91166,0.9117,0.91183,0.91203,0.91231,0.91268,0.91263,0.91406,0.91334,0.91432,0.91498,0.91494,0.91477,0.91487,0.91478,0.9147,0.91466,0.91439,0.91439,0.91385,0.91323,0.91271,0.91277,0.91226,0.91228,0.91218,0.91154,0.91078,0.91011,0.90952,0.9096,0.90906,0.9091,0.90858,0.90813,0.90777,0.90754,0.9076,0.90754,0.90753,0.90753
0.9944,0.99411,0.99391,0.9938,0.99378,0.9938,0.99411,0.99423,0.99444,0.99479,0.99556,0.99607,0.99692,0.99695,0.99738,0.99758,0.99759,0.99734,0.99731,0.99696,0.99689,0.99616,0.99534,0.99524,0.99458,0.99392,0.99314,0.99254,0.99199,0.99154,0.99112,0.9903,0.98881,0.98898,0.98822,0.98818,0.98776,0.98741,0.98628,0.98646,0.98619,0.98601,0.98597,0.98591,0.98611,0.98663,0.98675,0.98684
0.18014,0.18032,0.18076,0.18139,0.18185,0.18219,0.18226,0.1829,0.18419,0.18507,0.18737,0.19158,0.19091,0.19063,0.20199,0.19724,0.20173,0.2064,0.21001,0.2124,0.21508,0.21786,0.21947,0.21887,0.21833,0.22136,0.22078,0.22247,0.22281,0.22365,0.22442,0.2257,0.22603,0.22664,0.22788,0.22953,0.23082,0.23293,0.23269,0.23538,0.23482,0.23688,0.23805,0.23852,0.23854,0.2381,0.23651,0.23601
0.89176,0.88857,0.87702,0.87485,0.86933,0.86894,0.86977,0.87008,0.87085,0.87176,0.87285,0.87556,0.87296,0.86705,0.86103,0.85823,0.85855,0.85406,0.84647,0.83835,0.83359,0.83,0.83,0.83363,0.83637,0.83149,0.825,0.82139,0.81712,0.80817,0.8004,0.80697,0.81109,0.81141,0.81305,0.81337,0.81835,0.81872,0.82009,0.82157,0.82327,0.82703,0.83283,0.83412,0.84132,0.84556,0.84291,0.8811
0.94213,0.94464,0.95015,0.95494,0.95797,0.95396,0.94388,0.91253,0.88073,0.82531,0.78262,0.70653,0.65013,0.59639,0.55776,0.55104,0.55034,0.54957,0.53771,0.52129,0.50115,0.50733,0.5263,0.54929,0.55558,0.54216,0.51924,0.50443,0.50273,0.51066,0.52133,0.52813,0.52175,0.51644,0.52316,0.53308,0.53743,0.53625,0.53243,0.54554,0.58053,0.59954,0.62879,0.67445,0.73626,0.7869,0.86467,0.91429
0.99129,0.9958,0.99875,0.99993,1,0.99994,0.99933,0.99892,0.99485,0.99135,0.98918,0.98878,0.9928,0.98418,0.95116,0.97655,0.97925,0.97842,0.94842,0.93133,0.90105,0.8892,0.93331,0.9458,0.95689,0.94931,0.91883,0.89507,0.88735,0.77553,0.84389,0.88143,0.88994,0.89521,0.91037,0.92417,0.93881,0.949,0.94646,0.94597,0.93289,0.94238,0.95035,0.9541,0.9705,0.98219,0.98989,0.99628
-0.97334,-0.97321,-0.97303,-0.97299,-0.97312,-0.97313,-0.97344,-0.97401,-0.97453,-0.97632,-0.97652,-0.97816,-0.98156,-0.98534,-0.98883,-0.98747,-0.98737,-0.98885,-0.9896,-0.99007,-0.99111,-0.9924,-0.99339,-0.99325,-0.99269,-0.99224,-0.99182,-0.99149,-0.9917,-0.99178,-0.99185,-0.99205,-0.99313,-0.9942,-0.99427,-0.99636,-0.99775,-0.99846,-0.99899,-0.99906,-0.9994,-1,-0.99989,-0.99989,-0.99983,-0.99973,-0.99973,-0.99993
0.91219,0.91021,0.91036,0.90624,0.90129,0.89756,0.88773,0.87776,0.87115,0.86475,0.85904,0.84532,0.84102,0.83737,0.83545,0.8352,0.83458,0.83277,0.83156,0.82989,0.8286,0.84164,0.84773,0.845,0.84209,0.83713,0.84356,0.84038,0.83719,0.84164,0.84181,0.84162,0.83964,0.83709,0.83405,0.82867,0.82311,0.82044,0.82196,0.81285,0.80978,0.81363,0.80175,0.80679,0.83317,0.85117,0.85948,0.86117
