-0.35761,-0.35798,-0.35173,-0.34743,-0.34627,-0.3491,-0.35534,-0.36525,-0.38742,-0.39352,-0.39662,-0.40293,-0.41112,-0.41679,-0.42122,-0.42592,-0.42884,-0.43046,-0.4328,-0.43364,-0.43423,-0.43498,-0.4352,-0.43525,-0.43421,-0.4318,-0.4298,-0.43028,-0.42946,-0.4306,-0.4313,-0.43266,-0.43204,-0.42965,-0.42878,-0.42486,-0.4178,-0.41467,-0.40608,-0.40828,-0.41089,-0.42153,-0.43049,-0.44295,-0.45153,-0.45637,-0.46047,-0.45978,-0.46249,-0.46406,-0.4642,-0.46106,-0.45688,-0.45181,-0.44284,-0.43612,-0.42353,-0.42443,-0.41882,-0.41436,-0.41126,-0.40777,-0.40084,-0.39799,-0.39634,-0.39258,-0.38853,-0.38204,-0.38138,-0.37862,-0.37616,-0.37379,-0.36986,-0.36698,-0.36502,-0.36417,-0.36466,-0.36512,-0.36301
0.96347,0.96457,0.9643,0.96535,0.96693,0.96725,0.96729,0.96786,0.96693,0.96588,0.96528,0.96334,0.96293,0.96156,0.96012,0.95906,0.95798,0.95659,0.95646,0.95664,0.95593,0.95508,0.95447,0.95465,0.95388,0.95398,0.9535,0.95353,0.95315,0.95297,0.95248,0.95208,0.95194,0.9517,0.95054,0.94986,0.95043,0.94968,0.94895,0.94815,0.947,0.94599,0.94551,0.94555,0.94607,0.9464,0.94733,0.94831,0.95122,0.95257,0.95346,0.95472,0.95553,0.95712,0.95583,0.95534,0.95597,0.95586,0.95583,0.95563,0.95548,0.95504,0.95477,0.95437,0.95268,0.9526,0.9526,0.95181,0.95196,0.95151,0.95114,0.95117,0.95054,0.94996,0.94953,0.94917,0.94913,0.94891,0.94887
0.9409,0.9437,0.94385,0.94363,0.94334,0.94295,0.94352,0.94318,0.94135,0.94053,0.93832,0.93622,0.9331,0.9335,0.93201,0.93104,0.93133,0.93073,0.93044,0.92987,0.92904,0.92613,0.92826,0.92595,0.92659,0.92301,0.92491,0.9239,0.92258,0.92338,0.92269,0.92267,0.92265,0.92256,0.92236,0.92138,0.91977,0.91637,0.91687,0.91506,0.91279,0.91276,0.91275,0.91227,0.91354,0.91407,0.91608,0.91922,0.92105,0.92323,0.92539,0.92697,0.92811,0.92794,0.92772,0.92789,0.92752,0.92611,0.92587,0.92479,0.92489,0.92211,0.92075,0.92108,0.92048,0.91987,0.9196,0.91922,0.91881,0.91833,0.9176,0.91697,0.91645,0.91604,0.916,0.91603,0.91577,0.91572,0.91549
0.97103,0.97743,0.98606,0.98663,0.98973,0.99235,0.99469,0.99487,0.99575,0.99651,0.99706,0.99745,0.99782,0.99844,0.99844,0.99859,0.99859,0.9984,0.99827,0.99823,0.99792,0.99827,0.99838,0.99777,0.9978,0.99757,0.99739,0.99727,0.99724,0.99711,0.99656,0.99571,0.99485,0.99417,0.99399,0.99435,0.99478,0.99559,0.99491,0.99562,0.99708,0.99853,0.99917,0.99911,0.99873,0.99857,0.99833,0.99771,0.9976,0.99728,0.99676,0.99679,0.99672,0.9967,0.99672,0.99678,0.99691,0.99709,0.99726,0.99727,0.99728,0.99749,0.99769,0.9978,0.99788,0.99803,0.99805,0.99808,0.99808,0.99817,0.99835,0.99839,0.99836,0.99833,0.9984,0.99846,0.99851,0.99855,0.99862
0.29638,0.29118,0.28754,0.28569,0.28159,0.27748,0.26861,0.26504,0.26338,0.25575,0.25466,0.24898,0.25115,0.24637,0.24024,0.23222,0.22911,0.21026,0.18624,0.17535,0.16607,0.16613,0.15894,0.15902,0.15727,0.15621,0.15592,0.1557,0.15534,0.15551,0.15501,0.15385,0.15064,0.15188,0.15315,0.15693,0.16086,0.16923,0.17714,0.18335,0.18996,0.19621,0.20477,0.20609,0.2102,0.21328,0.21512,0.21637,0.2193,0.22235,0.22406,0.22493,0.22623,0.22574,0.22631,0.22618,0.22575,0.22536,0.2248,0.22387,0.22399,0.22402,0.22244,0.22078,0.22069,0.21971,0.21835,0.21629,0.21371,0.2148,0.21257,0.21242,0.21164,0.21106,0.21098,0.21067,0.21065,0.21045,0.21026
0.88532,0.88542,0.88701,0.88715,0.89015,0.89067,0.89392,0.89617,0.90256,0.90312,0.89956,0.8968,0.87829,0.87589,0.87871,0.86506,0.85099,0.90741,0.88719,0.89002,0.88342,0.87135,0.84163,0.81326,0.79082,0.77239,0.7507,0.75268,0.75124,0.7567,0.77661,0.82148,0.85215,0.86435,0.83965,0.86981,0.9252,0.93432,0.93911,0.94035,0.94024,0.94095,0.94119,0.94082,0.94003,0.94,0.9394,0.93937,0.9323,0.92605,0.91903,0.91198,0.90793,0.90565,0.90078,0.89552,0.91174,0.9182,0.92235,0.92498,0.92652,0.92648,0.92696,0.92689,0.92722,0.92725,0.9273,0.92747,0.92745,0.92041,0.91443,0.90696,0.89907,0.88942,0.88738,0.88684,0.88471,0.882,0.88191
0.9922,0.99196,0.99227,0.99204,0.99186,0.99144,0.99074,0.99066,0.98949,0.98666,0.98648,0.98244,0.97472,0.94693,0.92712,0.89067,0.86688,0.78305,0.83933,0.82697,0.82457,0.82573,0.83813,0.85811,0.85757,0.86417,0.86072,0.86505,0.8766,0.89383,0.90404,0.904,0.89966,0.91768,0.92972,0.93765,0.96329,0.97562,0.98607,0.99196,0.99518,0.99672,0.99724,0.99724,0.99701,0.9963,0.99453,0.99189,0.9889,0.98456,0.97921,0.97436,0.97129,0.97134,0.97066,0.97095,0.97483,0.97932,0.9824,0.98468,0.98613,0.98616,0.98624,0.98639,0.98633,0.98629,0.9862,0.98587,0.98496,0.98467,0.98349,0.98089,0.98102,0.98026,0.97925,0.97928,0.97896,0.97878,0.97858
0.9963,0.99616,0.99631,0.99656,0.99719,0.99706,0.99756,0.99753,0.9975,0.99753,0.99704,0.99481,0.99853,0.98352,0.97492,0.96931,0.95629,0.96434,0.99226,0.9896,0.98434,0.98169,0.9785,0.97689,0.9759,0.97734,0.97821,0.97724,0.9764,0.97708,0.97784,0.99907,0.98968,0.98932,0.98684,0.98087,0.98242,0.98774,0.98987,0.99059,0.98815,0.98613,0.98573,0.98546,0.98603,0.98603,0.98636,0.98739,0.98975,0.99078,0.99141,0.99175,0.99226,0.99289,0.99403,0.99571,0.99706,0.99857,0.99918,0.99933,0.99924,0.99895,0.99877,0.99829,0.99836,0.99825,0.99818,0.99817,0.99813,0.99846,0.99873,0.99889,0.99909,0.99943,0.99937,0.99939,0.99937,0.99941,0.9994
-1,-0.9764,-0.9637,-0.96947,-0.96257,-0.95817,-0.95686,-0.95585,-0.95633,-0.95672,-0.9569,-0.95609,-0.95454,-0.95021,-0.9464,-0.93727,-0.93054,-0.92749,-0.91925,-0.90864,-0.8997,-0.89804,-0.89567,-0.89324,-0.89308,-0.89181,-0.89099,-0.89074,-0.89092,-0.88974,-0.8818,-0.88446,-0.88053,-0.87941,-0.87608,-0.87601,-0.87709,-0.88017,-0.88559,-0.89145,-0.90139,-0.90297,-0.90497,-0.90894,-0.91235,-0.91525,-0.91705,-0.91815,-0.91876,-0.92198,-0.92301,-0.92398,-0.92448,-0.92495,-0.92615,-0.92561,-0.92562,-0.92628,-0.92745,-0.92762,-0.92764,-0.92794,-0.92816,-0.92813,-0.9282,-0.92827,-0.92841,-0.92853,-0.92874,-0.92897,-0.92921,-0.9295,-0.92955,-0.92947,-0.92939,-0.92935,-0.92932,-0.92954,-0.9298
0.90944,0.9097,0.91512,0.91608,0.91219,0.90834,0.90427,0.90114,0.89783,0.89131,0.88779,0.88374,0.88184,0.88682,0.87963,0.87142,0.8648,0.86045,0.87049,0.8892,0.88684,0.88165,0.86693,0.84677,0.83134,0.81822,0.80828,0.8033,0.80225,0.8167,0.83545,0.85803,0.87934,0.89634,0.89641,0.89278,0.89107,0.89772,0.9021,0.906,0.90884,0.90935,0.92195,0.92595,0.92587,0.92441,0.92034,0.92007,0.91873,0.91807,0.91776,0.91738,0.91704,0.91532,0.91364,0.91138,0.90938,0.90733,0.90493,0.90065,0.89559,0.90647,0.91114,0.91355,0.91515,0.91575,0.91566,0.91564,0.91544,0.91523,0.915,0.91465,0.91406,0.91411,0.91414,0.91418,0.91422,0.91425,0.9143
