-0.26285,-0.26398,-0.2644,-0.26192,-0.25841,-0.25218,-0.24505,-0.23527,-0.22022,-0.20626,-0.19246,-0.17977,-0.17923,-0.17523,-0.17043,-0.16768,-0.16549,-0.16628,-0.16768,-0.16748,-0.17068,-0.17551,-0.18069,-0.18892,-0.19477,-0.20118,-0.20643,-0.21323,-0.22063,-0.23016,-0.24001
0.98938,0.98941,0.98939,0.98969,0.98977,0.98945,0.98956,0.98935,0.98887,0.98817,0.98756,0.98764,0.98656,0.98701,0.9855,0.9864,0.98622,0.98551,0.98409,0.98406,0.98333,0.98284,0.98212,0.98142,0.98161,0.98161,0.98307,0.98346,0.98479,0.98678,0.98915
0.97977,0.98036,0.98221,0.98088,0.98196,0.98186,0.98173,0.98137,0.97969,0.9798,0.97885,0.97798,0.97723,0.9764,0.97586,0.97538,0.97472,0.97353,0.9715,0.97195,0.97142,0.97108,0.97088,0.97051,0.97053,0.97087,0.97141,0.97272,0.97439,0.98015,0.98363
0.99914,0.99894,0.99894,0.9988,0.99849,0.99758,0.99756,0.99654,0.99605,0.99568,0.9949,0.99484,0.99437,0.99432,0.99413,0.99393,0.99301,0.993,0.9931,0.99289,0.9928,0.9928,0.99293,0.99324,0.99366,0.99488,0.9949,0.99561,0.99632,0.99741,0.99699
0.27665,0.27782,0.27755,0.27851,0.27851,0.27824,0.27799,0.27814,0.27757,0.27562,0.27144,0.27495,0.27284,0.26812,0.27174,0.27002,0.26886,0.26887,0.26905,0.26911,0.26978,0.27106,0.27548,0.27746,0.27697,0.27906,0.28094,0.28476,0.28662,0.28744,0.28986
0.91366,0.91128,0.90678,0.90416,0.90217,0.89947,0.90515,0.90331,0.8991,0.89827,0.89598,0.89432,0.89456,0.89377,0.89397,0.894,0.89434,0.89519,0.89563,0.89616,0.89662,0.89667,0.89638,0.89582,0.89529,0.8932,0.89304,0.89195,0.89215,0.89862,0.90448
0.98166,0.98166,0.98115,0.98136,0.98143,0.98143,0.98185,0.98197,0.98171,0.98122,0.98087,0.98103,0.9807,0.98059,0.98041,0.9801,0.97938,0.97981,0.97952,0.97958,0.97943,0.97935,0.97933,0.9793,0.97928,0.97927,0.9793,0.97939,0.97942,0.98022,0.98099
0.99894,0.99892,0.99884,0.99879,0.99874,0.99893,0.99917,0.99935,0.99942,0.99947,0.99945,0.9993,0.99931,0.99927,0.99912,0.99892,0.99868,0.99849,0.99825,0.99814,0.99812,0.99816,0.99816,0.9984,0.99839,0.99841,0.99845,0.99845,0.99848,0.99863,0.99864
-0.74341,-0.73993,-0.73971,-0.73582,-0.73679,-0.74872,-0.7571,-0.76444,-0.76689,-0.77036,-0.77395,-0.77658,-0.77845,-0.77992,-0.7807,-0.78486,-0.7884,-0.79084,-0.79274,-0.7942,-0.79477,-0.79564,-0.79644,-0.79709,-0.79772,-0.79505,-0.79496,-0.79366,-0.79231,-0.7907,-0.78897
0.9621,0.95823,0.95375,0.94714,0.93746,0.92457,0.90668,0.88042,0.8455,0.81879,0.79114,0.76648,0.73962,0.74226,0.74095,0.7405,0.75006,0.74955,0.76006,0.77535,0.81198,0.84248,0.87779,0.90186,0.91558,0.92736,0.93485,0.93887,0.93892,0.93633,0.93387
