-0.32515,-0.32511,-0.32506,-0.32506,-0.32502,-0.32496,-0.32492,-0.3249,-0.32482,-0.32466,-0.32444,-0.32429,-0.32421,-0.32406,-0.32372,-0.32335,-0.32317,-0.32197,-0.32209,-0.32153,-0.32077,-0.31988,-0.31991,-0.31931,-0.31931,-0.3192,-0.31805,-0.31557,-0.3116,-0.30919,-0.29652,-0.28456,-0.28383,-0.27661,-0.27254,-0.26477,-0.26015,-0.25576,-0.2509,-0.24757,-0.24432,-0.24088,-0.23768,-0.23251,-0.23157,-0.22887,-0.22558,-0.22681,-0.22459,-0.22328,-0.22386,-0.22204,-0.22212,-0.22173,-0.22235,-0.22267,-0.2244,-0.22539,-0.22821,-0.23125,-0.2374,-0.23972,-0.2469,-0.25658,-0.26212,-0.26133,-0.26876,-0.26941,-0.27293,-0.27882,-0.28311,-0.28456,-0.28868,-0.29335,-0.29674,-0.29901,-0.2987,-0.2986,-0.30051,-0.3016,-0.30206,-0.30193,-0.30272,-0.30257,-0.30303,-0.30297,-0.30304,-0.30299,-0.30295,-0.30279,-0.3024,-0.3022,-0.30143,-0.30076,-0.30014,-0.2998,-0.29966,-0.29976,-0.29988,-0.29943
0.99947,0.99945,0.99938,0.99938,0.99938,0.99937,0.99936,0.99931,0.99926,0.99922,0.99924,0.99916,0.99916,0.99913,0.99907,0.99904,0.99896,0.99896,0.99894,0.99885,0.99875,0.99869,0.99842,0.99859,0.99848,0.99835,0.9982,0.99794,0.99789,0.99787,0.99777,0.99785,0.99797,0.99816,0.9978,0.99767,0.9977,0.99782,0.99818,0.99848,0.99858,0.99901,0.99942,0.99956,0.99962,0.99977,0.99984,0.99988,0.9999,0.9999,0.99989,0.99984,0.99984,0.99979,0.99977,0.99973,0.99955,0.99954,0.99956,0.99949,0.99944,0.99938,0.99937,0.99932,0.99926,0.99928,0.99926,0.99926,0.9993,0.99939,0.99948,0.9996,0.99979,0.99982,0.99982,0.9995,0.99959,0.99922,0.99876,0.99829,0.99797,0.99713,0.99657,0.99672,0.99632,0.99611,0.99548,0.99548,0.99524,0.99534,0.99534,0.99539,0.99549,0.99558,0.99571,0.9959,0.9959,0.99594,0.99607,0.99626
0.99904,0.99897,0.99888,0.99888,0.99884,0.9988,0.99871,0.99847,0.99846,0.99836,0.99836,0.99829,0.99824,0.99817,0.99807,0.99796,0.99782,0.99782,0.99756,0.9974,0.99706,0.99713,0.99683,0.99659,0.99641,0.99623,0.99614,0.99586,0.99581,0.99556,0.99518,0.99503,0.99472,0.99447,0.9944,0.99447,0.99493,0.99518,0.99556,0.99636,0.99694,0.99755,0.9984,0.99851,0.9989,0.99922,0.99958,0.99975,0.99972,0.99978,0.99985,0.99993,0.99996,1,0.99998,1,0.99996,0.99996,0.99995,0.99995,0.99993,0.9999,0.99989,0.99989,0.99989,0.99987,0.99983,0.99982,0.99982,0.99984,0.99994,0.99996,1,0.99995,0.9996,0.99885,0.99853,0.99732,0.99721,0.9962,0.99467,0.99385,0.99367,0.99252,0.99242,0.99198,0.99101,0.99119,0.99113,0.99121,0.9913,0.99125,0.9914,0.99182,0.99167,0.99198,0.99199,0.99205,0.99249,0.99279
0.99697,0.99652,0.99647,0.99607,0.99602,0.99591,0.99581,0.99573,0.99565,0.9955,0.99538,0.99535,0.99537,0.99538,0.99531,0.99533,0.99537,0.99541,0.99537,0.99535,0.99538,0.9954,0.99543,0.99539,0.99535,0.99499,0.99403,0.99373,0.99343,0.99255,0.99188,0.99104,0.99113,0.9906,0.99015,0.9896,0.98951,0.9892,0.989,0.98888,0.98859,0.98872,0.98855,0.98856,0.98854,0.98854,0.98856,0.98859,0.98865,0.98863,0.98866,0.98866,0.98868,0.98875,0.98884,0.98894,0.98917,0.98975,0.99059,0.99179,0.99141,0.9923,0.99316,0.994,0.99457,0.99494,0.99535,0.99566,0.99557,0.99549,0.99558,0.99557,0.99555,0.99554,0.99551,0.99551,0.99551,0.99552,0.99556,0.99563,0.99573,0.9958,0.99594,0.99598,0.99632,0.99664,0.99687,0.99699,0.99736,0.99759,0.99761,0.99762,0.99763,0.99763,0.99763,0.99762,0.99762,0.99762,0.99763,0.99762
0.33386,0.33382,0.33387,0.33392,0.33413,0.33447,0.33482,0.33496,0.335,0.33533,0.33575,0.33616,0.33693,0.33703,0.33717,0.33723,0.33726,0.33764,0.33797,0.33825,0.33829,0.33813,0.33825,0.33746,0.33675,0.33658,0.33517,0.33439,0.33482,0.33558,0.33719,0.33926,0.34533,0.34222,0.34474,0.34869,0.34822,0.35528,0.35586,0.35876,0.3609,0.36176,0.36325,0.3642,0.36875,0.36576,0.36869,0.37004,0.37089,0.37108,0.37106,0.37162,0.37186,0.37191,0.37192,0.37192,0.37189,0.37168,0.37072,0.36969,0.36935,0.36815,0.36222,0.36312,0.36097,0.3575,0.35755,0.35434,0.35077,0.34732,0.34553,0.34399,0.33995,0.33732,0.33955,0.33514,0.33753,0.33775,0.33796,0.33658,0.33605,0.33542,0.33502,0.33484,0.33479,0.33445,0.33419,0.33422,0.3342,0.33421,0.33425,0.33427,0.33433,0.33436,0.33447,0.33457,0.33467,0.33471,0.3347,0.3347
0.91528,0.91522,0.91498,0.91501,0.91447,0.91392,0.91346,0.91302,0.91265,0.9126,0.91262,0.91261,0.91251,0.91237,0.91215,0.91188,0.91163,0.9112,0.91123,0.91056,0.91067,0.91011,0.91033,0.91035,0.91114,0.91134,0.91221,0.91256,0.91106,0.91006,0.9086,0.90662,0.90539,0.90334,0.90185,0.89911,0.89911,0.89622,0.89178,0.89278,0.89044,0.88882,0.88778,0.8847,0.88055,0.87975,0.87953,0.87945,0.87932,0.87948,0.87929,0.87987,0.88084,0.88268,0.88123,0.88243,0.88322,0.88332,0.8846,0.88597,0.88796,0.88989,0.89235,0.8944,0.89639,0.89727,0.8986,0.89969,0.90087,0.90212,0.90417,0.90337,0.9048,0.90625,0.90672,0.90796,0.90931,0.91022,0.91005,0.91071,0.91116,0.91145,0.91162,0.91168,0.91166,0.91162,0.91147,0.91148,0.91142,0.9113,0.91101,0.91074,0.91057,0.91044,0.91042,0.91043,0.91038,0.91034,0.91033,0.91033
0.98504,0.98504,0.98504,0.98504,0.98507,0.98508,0.98507,0.98509,0.9851,0.98509,0.98508,0.98507,0.98506,0.98508,0.9851,0.98514,0.9852,0.98527,0.98532,0.98532,0.98531,0.98533,0.98536,0.98536,0.98536,0.98541,0.98541,0.98549,0.98541,0.98533,0.98533,0.98525,0.98516,0.98503,0.98486,0.98482,0.98468,0.98456,0.98445,0.98447,0.9843,0.9841,0.98376,0.98279,0.98325,0.98284,0.9829,0.98296,0.98285,0.98282,0.98282,0.9828,0.98275,0.98276,0.98282,0.98284,0.98299,0.98309,0.98332,0.98354,0.9836,0.98379,0.98433,0.98496,0.98527,0.98526,0.98543,0.98554,0.98564,0.98577,0.98595,0.98621,0.98669,0.98672,0.98685,0.98695,0.98717,0.98741,0.98759,0.9877,0.98778,0.9878,0.98778,0.98783,0.98783,0.98786,0.98786,0.98785,0.98786,0.98787,0.98788,0.98788,0.98789,0.98789,0.98789,0.98791,0.98793,0.98793,0.98794,0.98794
0.99645,0.99645,0.99645,0.99645,0.99645,0.99643,0.99643,0.99643,0.99643,0.99642,0.99642,0.99641,0.99641,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964,0.9964,0.99639,0.99639,0.99637,0.99637,0.99649,0.99649,0.99641,0.99652,0.99643,0.99619,0.99624,0.9962,0.99558,0.99558,0.9954,0.99541,0.99545,0.99552,0.99543,0.99535,0.99511,0.99487,0.99505,0.99557,0.99548,0.9955,0.99549,0.99541,0.99528,0.99531,0.99518,0.99516,0.99512,0.99504,0.9948,0.99495,0.99489,0.99487,0.99491,0.99501,0.99514,0.99526,0.99566,0.99546,0.99566,0.99575,0.99598,0.99606,0.99614,0.99623,0.99628,0.99634,0.99636,0.99639,0.9964,0.99641,0.99642,0.99645,0.99646,0.99648,0.99648,0.99652,0.99654,0.99657,0.99659,0.99662,0.99662,0.99662,0.99662,0.99662,0.99662,0.99663,0.99664,0.99665,0.99671,0.99668,0.99666,0.9967,0.99671,0.99671
-0.74548,-0.74572,-0.74589,-0.74588,-0.74598,-0.74617,-0.74657,-0.74689,-0.74716,-0.74736,-0.74748,-0.74759,-0.74773,-0.7479,-0.74807,-0.74829,-0.74857,-0.74851,-0.74862,-0.74865,-0.74865,-0.74869,-0.74903,-0.74982,-0.75205,-0.75422,-0.75594,-0.75758,-0.76651,-0.77731,0.36678,0.39137,0.40732,0.42451,0.42316,0.42258,0.42325,-0.82189,0.40476,0.43458,0.4339,0.43179,0.42952,0.4279,0.4294,0.43212,0.43369,0.4346,0.43511,0.43528,0.43304,-0.84726,-0.80576,-0.79014,-0.78791,-0.7775,-0.76647,-0.76742,-0.76664,-0.76646,-0.76082,-0.75659,-0.75262,-0.7544,-0.75324,-0.75244,-0.75038,-0.75058,-0.74856,-0.74714,-0.74546,-0.74315,-0.74361,-0.74376,-0.74195,-0.73844,-0.73902,-0.73854,-0.7373,-0.73638,-0.7357,-0.73448,-0.73543,-0.73561,-0.73567,-0.7358,-0.73618,-0.73555,-0.73564,-0.73555,-0.73541,-0.73535,-0.73519,-0.73518,-0.73526,-0.73536,-0.73543,-0.73553,-0.73546,-0.73547
0.89383,0.89351,0.89346,0.89351,0.89346,0.89338,0.89318,0.89292,0.89291,0.893,0.89287,0.89284,0.89286,0.8929,0.89292,0.89294,0.8929,0.89294,0.89291,0.89298,0.89392,0.89604,0.89987,0.90345,0.90323,0.90018,0.90151,0.89427,0.88139,0.87372,0.86211,0.84859,0.82915,0.82252,0.81079,0.80752,0.80635,0.8277,0.79937,0.78763,0.78366,0.77714,0.7764,0.77361,0.77184,0.76846,0.76621,0.7651,0.76302,0.75683,0.75221,0.76778,0.79328,0.81398,0.84854,0.87034,0.88965,0.90157,0.90553,0.90519,0.90151,0.89495,0.88987,0.89002,0.89062,0.89144,0.89135,0.89262,0.89341,0.89405,0.89754,0.90042,0.90129,0.90201,0.90231,0.90241,0.90254,0.90262,0.90276,0.9027,0.90281,0.90326,0.90325,0.90342,0.90333,0.90338,0.90315,0.90257,0.90171,0.90168,0.90101,0.90082,0.90072,0.90069,0.90065,0.90061,0.90063,0.90058,0.90053,0.9005
