-0.34516,-0.34663,-0.34664,-0.34672,-0.34798,-0.34907,-0.34881,-0.34862,-0.35172,-0.35273,-0.35189,-0.35359,-0.35393,-0.35498,-0.35587,-0.35634,-0.35709,-0.35775,-0.35787,-0.35764,-0.3579,-0.35801,-0.35806,-0.3582,-0.35813,-0.35807,-0.35797,-0.35794,-0.35781,-0.35776,-0.35755,-0.35726,-0.35701,-0.35673,-0.35639,-0.35603,-0.35564,-0.35434,-0.35251,-0.35158,-0.3509,-0.34961,-0.34837,-0.34685,-0.3468,-0.3464,-0.34659,-0.3477,-0.35096,-0.3498,-0.35324,-0.35282,-0.3575,-0.35569,-0.35398,-0.35256
1,0.99999,0.99992,0.99975,0.99966,0.99944,0.99935,0.99933,0.99924,0.9991,0.99879,0.99837,0.99805,0.99822,0.99837,0.99842,0.99843,0.99841,0.99833,0.99819,0.99808,0.99796,0.99798,0.99803,0.99804,0.99803,0.99796,0.9978,0.99786,0.9978,0.99776,0.99771,0.99767,0.99767,0.99766,0.99767,0.9977,0.99794,0.99784,0.99794,0.99809,0.99835,0.99837,0.99854,0.99868,0.99879,0.99901,0.99893,0.99912,0.99945,0.99944,0.99948,0.99953,0.99975,0.99978,0.99989
0.99966,0.99953,0.99919,0.99916,0.99873,0.99866,0.99842,0.99818,0.99799,0.99758,0.99754,0.99747,0.99724,0.9973,0.99707,0.99681,0.99679,0.99679,0.99681,0.9967,0.99665,0.99653,0.99639,0.99628,0.99611,0.99602,0.99553,0.99585,0.99555,0.99539,0.99533,0.99528,0.99527,0.99524,0.99524,0.99527,0.99529,0.99538,0.99547,0.9957,0.99576,0.99609,0.99602,0.99636,0.99659,0.99684,0.99712,0.99745,0.99754,0.99786,0.99817,0.99833,0.99846,0.99888,0.99897,0.99913
0.99474,0.99432,0.99401,0.99393,0.99356,0.99352,0.99343,0.9934,0.99337,0.99345,0.99343,0.99346,0.99347,0.99351,0.99351,0.99348,0.99348,0.9935,0.99348,0.99347,0.99346,0.99342,0.99341,0.99337,0.99336,0.99337,0.99333,0.99328,0.99329,0.99326,0.99324,0.99322,0.9932,0.9932,0.99318,0.99315,0.99314,0.99313,0.99312,0.99312,0.99309,0.9931,0.99312,0.99313,0.99317,0.99318,0.99326,0.99343,0.99351,0.99347,0.99345,0.99379,0.99403,0.99506,0.996,0.9958
0.27974,0.28209,0.2816,0.27436,0.25593,0.25289,0.25976,0.26242,0.27161,0.27191,0.25561,0.23279,0.22206,0.23268,0.24892,0.26408,0.26269,0.25884,0.25145,0.24106,0.23774,0.22783,0.23404,0.24134,0.25098,0.25552,0.25529,0.24898,0.2473,0.23942,0.23956,0.23574,0.23179,0.2324,0.23291,0.23372,0.23778,0.24297,0.25119,0.25289,0.25541,0.25725,0.2628,0.26384,0.26695,0.26718,0.26825,0.26967,0.27215,0.27502,0.27394,0.27357,0.27378,0.27226,0.27265,0.27268
0.89665,0.87229,0.85385,0.8404,0.84492,0.82763,0.80062,0.78515,0.77314,0.78057,0.83967,0.86711,0.8911,0.87854,0.86119,0.83396,0.81847,0.83579,0.86323,0.88343,0.89905,0.90871,0.90208,0.88313,0.86585,0.85628,0.86357,0.87479,0.89035,0.89311,0.88886,0.88721,0.88912,0.88684,0.88919,0.88773,0.87986,0.87326,0.86205,0.84111,0.81906,0.79172,0.79097,0.76687,0.74616,0.7378,0.77955,0.78937,0.79313,0.78632,0.77911,0.78561,0.80366,0.83281,0.8672,0.88926
0.81348,0.7675,0.71643,0.64716,0.59437,0.5721,0.57451,0.57351,0.57442,0.54973,-1,-0.94243,-0.8882,0.34212,0.36275,0.41232,0.44241,-0.95883,-0.91279,-0.8714,-0.83722,-0.79848,-0.82317,0.34168,0.37352,0.36218,-0.88901,-0.84335,-0.8223,-0.8216,-0.82252,-0.82562,-0.82959,-0.83267,-0.83215,-0.83928,-0.84648,-0.8604,0.34366,0.39664,0.44531,0.48095,0.51373,0.57218,0.61655,0.64619,0.71903,0.76491,0.83232,0.88145,0.90812,0.92863,0.93371,0.90442,0.86991,0.80226
0.98973,0.9604,0.99487,0.99742,0.99815,0.99919,0.99953,0.99978,0.91146,0.91723,0.88754,0.85819,0.8399,0.81428,0.81197,0.93554,0.78498,0.82874,0.85329,0.85164,0.85582,0.85736,0.85438,0.84383,0.82429,0.8223,0.83066,0.83901,0.84613,0.84871,0.84531,0.84116,0.84271,0.83967,0.8406,0.84283,0.8454,0.84503,0.80916,0.92299,0.94734,0.97675,0.86099,0.79875,0.73711,0.67851,0.91977,0.93776,0.98185,0.99141,0.99989,0.99958,0.99815,0.99533,0.98955,0.97572
-0.83873,-0.83468,-0.8336,-0.82916,-0.82489,-0.82326,-0.82242,-0.82128,-0.82172,-0.82228,-0.8213,-0.82146,-0.82161,-0.82128,-0.82132,-0.82141,-0.82114,-0.82298,-0.82636,-0.82368,-0.82775,-0.82852,-0.82833,-0.82956,-0.82966,-0.82953,-0.83009,-0.82985,-0.82956,-0.82884,-0.82846,-0.82766,-0.82816,-0.82865,-0.8279,-0.82757,-0.82751,-0.82724,-0.82705,-0.82701,-0.82707,-0.82674,-0.82679,-0.82701,-0.82768,-0.82847,-0.82832,-0.82959,-0.83038,-0.83118,-0.83112,-0.83173,-0.83192,-0.8327,-0.83309,-0.83475
0.86275,0.84203,0.81208,0.7918,0.74942,0.73971,0.7414,0.73981,0.73118,0.72866,0.72273,0.70503,0.69622,0.69396,0.69374,0.70901,0.71798,0.71215,0.70326,0.70311,0.69845,0.69122,0.69179,0.68823,0.68794,0.69119,0.69052,0.68887,0.6867,0.68654,0.68834,0.6934,0.69307,0.69216,0.69328,0.69433,0.69595,0.70026,0.70748,0.7264,0.72861,0.73939,0.74487,0.76692,0.77314,0.7897,0.79885,0.80199,0.80431,0.80093,0.80456,0.81409,0.82533,0.84153,0.85553,0.86598
0.79871,0.7506,0.71381,0.68117,0.66125,0.63912,0.60941,0.60074,0.60205,0.58372,0.56406,0.55404,0.54544,0.54295,0.54306,0.52912,0.53321,0.5314,0.53266,0.52738,0.50511,0.48017,0.47816,0.49511,0.50465,0.5082,0.50953,0.50412,0.50601,0.49128,0.49492,0.49466,0.49942,0.50667,0.51009,0.51067,0.51329,0.51236,0.50894,0.51028,0.50807,0.51238,0.52402,0.56016,0.60436,0.67854,0.72692,0.7995,0.83845,0.89102,0.91515,0.92746,0.92707,0.90641,0.85665,0.80846
0.98539,0.047749,0.98118,0.74639,0.99944,0.6212,0.93114,0.54792,0.89221,0.84212,0.78709,0.76958,0.75144,0.74017,0.72743,0.73501,0.735,0.72274,0.71574,0.71241,0.71284,0.71315,0.71292,0.88204,0.79964,0.77936,0.76988,0.74611,0.73856,0.7254,0.72299,0.72175,0.71535,0.71147,0.70794,0.7057,0.70429,0.70406,0.70738,0.7085,0.71455,0.73665,0.72347,0.92817,0.77756,0.96664,0.93825,0.97866,0.98824,0.99435,0.99383,0.99674,0.99598,0.9924,0.97676,0.88083
0.21579,0.21534,0.21502,0.21508,0.21544,0.21544,0.21496,0.21491,0.21486,0.21473,0.21467,0.2157,0.21656,0.21662,0.21668,0.21658,0.21639,0.21639,0.21635,0.21681,0.21719,0.21762,0.21766,0.21751,0.21746,0.21735,0.21756,0.21758,0.21763,0.21765,0.21768,0.21781,0.21791,0.21791,0.21795,0.21822,0.21784,0.21775,0.21747,0.21725,0.21705,0.21665,0.21602,0.21562,0.21525,0.21427,0.21183,0.21046,0.20894,0.21216,0.21418,0.21864,0.21784,0.21704,0.21985,0.21902
0.92283,0.9229,0.92302,0.92313,0.92311,0.92329,0.92346,0.9234,0.92363,0.92377,0.92392,0.92378,0.92378,0.92383,0.92386,0.92393,0.92397,0.92401,0.92402,0.92399,0.92395,0.92391,0.92388,0.92385,0.92377,0.92373,0.92371,0.92367,0.92367,0.92359,0.92353,0.92354,0.92354,0.92357,0.92359,0.92364,0.92369,0.92372,0.92376,0.92387,0.9239,0.92411,0.92413,0.92428,0.9243,0.92481,0.92533,0.92559,0.92399,0.92213,0.91799,0.91709,0.91587,0.91485,0.91458,0.9141
0.99967,0.99968,0.99968,0.99968,0.99971,0.99971,0.99971,0.99971,0.99972,0.99972,0.99972,0.99971,0.99971,0.99969,0.99968,0.99968,0.99968,0.99968,0.99969,0.99968,0.99966,0.99966,0.99964,0.99964,0.99964,0.99964,0.99964,0.99964,0.99964,0.99964,0.99964,0.99964,0.99964,0.99964,0.99963,0.99964,0.99964,0.99964,0.99964,0.99966,0.99966,0.99966,0.99966,0.99967,0.99968,0.99967,0.99967,0.99967,0.99968,0.9998,0.99982,0.99989,0.99992,0.99995,0.99997,0.99997
0.76237,0.76236,0.7623,0.76197,0.76143,0.76119,0.76122,0.76123,0.76122,0.76128,0.76048,0.76094,0.76041,0.76087,0.76096,0.76123,0.76142,0.76142,0.76113,0.76101,0.76081,0.76063,0.76077,0.76094,0.76108,0.76105,0.76101,0.76096,0.76092,0.76074,0.76077,0.76078,0.76081,0.76085,0.76087,0.76095,0.76102,0.76116,0.76142,0.76162,0.76212,0.76209,0.76256,0.76258,0.76288,0.76316,0.76351,0.76391,0.76426,0.76438,0.76459,0.76477,0.76483,0.7648,0.76478,0.76488
