-0.31199,-0.29399,-0.25205,-0.18429,-0.17902,-0.14236,-0.1085,-0.084142,-0.067769,-0.062163,-0.056584,-0.057129,-0.056374,-0.066161,-0.068538,-0.083974,-0.11166,-0.12033,-0.15324,-0.16728,-0.2064,-0.27112,-0.29
0.94315,0.94293,0.94185,0.94072,0.93977,0.94184,0.94339,0.94428,0.94437,0.94438,0.94439,0.94444,0.94424,0.94416,0.94391,0.9434,0.94235,0.94233,0.9422,0.94212,0.94281,0.94488,0.94863
0.91207,0.91189,0.91185,0.91179,0.912,0.91187,0.91175,0.91161,0.91148,0.91137,0.91129,0.91123,0.91136,0.9115,0.91154,0.91159,0.91159,0.91157,0.9115,0.9115,0.91207,0.91238,0.91475
0.98995,0.98764,0.98545,0.98187,0.9805,0.97748,0.97781,0.97534,0.97625,0.9752,0.97496,0.97474,0.97517,0.97597,0.97676,0.9794,0.98459,0.98599,0.99192,0.99365,0.9974,0.99909,0.99898
0.19235,0.19089,0.19152,0.18494,0.18649,0.18575,0.18463,0.18421,0.18343,0.18263,0.18211,0.18062,0.17895,0.1787,0.17853,0.1786,0.18007,0.17985,0.18059,0.18294,0.18496,0.18705,0.18825
0.90312,0.9034,0.90378,0.90327,0.90132,0.90136,0.9014,0.90203,0.90248,0.90179,0.90162,0.90206,0.90202,0.90235,0.90207,0.90246,0.90281,0.90329,0.90381,0.90547,0.90864,0.91352,0.91741
0.99435,0.9943,0.9939,0.99392,0.99375,0.9956,0.99656,0.99614,0.99602,0.99576,0.99555,0.99526,0.99499,0.99511,0.99523,0.99506,0.99491,0.9949,0.9948,0.99446,0.99383,0.99343,0.99315
0.9985,0.99871,0.99885,0.9989,0.99898,0.99975,1,1,0.99997,0.9999,0.9999,0.99985,0.99983,0.99979,0.99979,0.99979,0.9998,0.99986,1,0.99996,0.99992,0.99983,0.99968
-1,-0.99642,-0.99116,-0.98347,-0.98325,-0.98091,-0.97927,-0.97805,-0.97548,-0.97643,-0.97741,-0.97578,-0.97475,-0.97359,-0.97216,-0.96846,-0.96939,-0.96556,-0.96166,-0.96254,-0.96451,-0.96187,-0.96363
0.85676,0.87832,0.87292,0.85975,0.84315,0.80813,0.78242,0.7562,0.7344,0.72424,0.72495,0.73811,0.76072,0.8055,0.83342,0.88275,0.89879,0.90719,0.917,0.93155,0.94377,0.94016,0.93545
0.7694,0.80602,0.8443,0.86949,0.88725,0.90193,0.91193,0.92012,0.92363,0.92742,0.92927,0.93247,0.92872,0.94186,0.95147,0.95242,0.95057,0.94716,0.94191,0.94498,0.94193,0.94198,0.93922
0.97127,0.9644,0.97144,0.97942,0.98451,0.98732,0.98728,0.98619,0.9856,0.98672,0.9881,0.98813,0.98763,0.98675,0.98087,0.97706,0.97309,0.96691,0.96278,0.9624,0.97211,0.98525,0.99253
0.1441,0.14485,0.14643,0.14946,0.1513,0.15261,0.15321,0.15422,0.15476,0.155,0.15524,0.1552,0.1551,0.15468,0.15448,0.15371,0.15283,0.15219,0.15186,0.14551,0.14568,0.14447,0.14302
0.91428,0.91773,0.92112,0.92282,0.92316,0.92323,0.9236,0.92387,0.92461,0.9251,0.92612,0.92548,0.92625,0.92618,0.92703,0.92812,0.92801,0.92795,0.92872,0.92985,0.92969,0.92967,0.92901
0.99782,0.99776,0.99754,0.99727,0.99709,0.99705,0.99705,0.99694,0.9969,0.99683,0.99684,0.99683,0.9968,0.99673,0.99669,0.99663,0.99663,0.99676,0.99702,0.99767,0.99797,0.9982,0.9986
0.96534,0.94481,0.92197,0.89848,0.87281,0.85452,0.84173,0.8344,0.82531,0.82521,0.8219,0.81982,0.81853,0.81379,0.81657,0.81463,0.81302,0.81189,0.81063,0.80992,0.81013,0.80923,0.80876
-0.92874,-0.92697,-0.9257,-0.92316,-0.92067,-0.92134,-0.92197,-0.92272,-0.92142,-0.921,-0.92084,-0.92102,-0.9211,-0.92127,-0.92153,-0.92191,-0.92194,-0.92221,-0.92293,-0.92391,-0.92668,-0.92861,-0.93673
0.92379,0.92159,0.91891,0.91542,0.9153,0.91032,0.9052,0.90225,0.89965,0.89831,0.89656,0.89754,0.89867,0.89984,0.90098,0.90081,0.90122,0.90193,0.90304,0.90519,0.90698,0.91003,0.91155
0.99855,0.99862,0.99862,0.99862,0.99853,0.99839,0.99839,0.99831,0.99824,0.99817,0.99813,0.99814,0.99813,0.99817,0.99828,0.99842,0.99856,0.99867,0.9988,0.99897,0.99895,0.99892,0.99885
0.81676,0.81878,0.82029,0.82042,0.8215,0.8231,0.82323,0.82383,0.82424,0.82531,0.82513,0.82642,0.82814,0.82811,0.82801,0.82775,0.82758,0.82696,0.82598,0.82461,0.82354,0.82224,0.82066
