-0.34497,-0.34128,-0.34442,-0.34491,-0.34686,-0.3473,-0.34978,-0.35292,-0.35657,-0.36006,-0.36184,-0.36319,-0.3616,-0.36133,-0.35972,-0.3601,-0.35657,-0.35424,-0.35129,-0.34974,-0.34733,-0.34457,-0.342,-0.33933,-0.33246,-0.32908,-0.32566,-0.3227,-0.32002,-0.31771,-0.31326,-0.30784,-0.30568,-0.30535,-0.30898,-0.30902,-0.31383,-0.32155,-0.32392,-0.32743,-0.33116,-0.33595,-0.34059
0.99968,0.99974,1,0.9998,0.99948,0.99915,0.99905,0.99945,0.99963,0.99971,0.99965,0.9996,0.99951,0.99918,0.99938,0.99929,0.99927,0.99918,0.99888,0.99903,0.9989,0.99876,0.99891,0.99882,0.99888,0.99893,0.99897,0.999,0.99905,0.99908,0.99909,0.99916,0.99932,0.99962,0.99978,0.99965,0.99958,0.99885,0.99888,0.99825,0.99706,0.99646,0.99526
0.99932,0.99947,0.9995,0.99957,0.99976,0.99976,0.99978,0.99983,0.99987,0.99989,0.99992,0.99993,0.99995,0.99996,0.99996,0.99998,0.99998,0.99996,0.99996,0.99996,0.99996,0.99995,0.99994,0.99992,0.99992,0.9999,0.9999,0.99988,0.99986,0.99984,0.99984,0.99984,0.99987,0.99994,0.99999,0.99948,0.9993,0.99755,0.99766,0.99644,0.99382,0.99294,0.98997
0.99286,0.99269,0.99306,0.99359,0.99396,0.9943,0.99455,0.99459,0.99461,0.99464,0.99462,0.9947,0.99474,0.99485,0.99488,0.99496,0.99516,0.99507,0.99518,0.99525,0.99543,0.99555,0.99558,0.99562,0.99558,0.99554,0.99552,0.99545,0.995,0.99532,0.99531,0.99525,0.9952,0.99534,0.99568,0.99525,0.99488,0.99476,0.99456,0.99462,0.99456,0.99454,0.99453
0.32586,0.32744,0.31708,0.30064,0.28818,0.29234,0.28791,0.28997,0.30236,0.30769,0.30134,0.29786,0.29517,0.29186,0.29014,0.29896,0.29924,0.29615,0.29753,0.29478,0.29192,0.29181,0.29202,0.29397,0.29701,0.30004,0.30371,0.3071,0.31282,0.31424,0.31893,0.32158,0.32331,0.35278,0.39526,0.387,0.36247,0.3541,0.34416,0.33307,0.33668,0.33131,0.32784
0.88955,0.86602,0.87415,0.87463,0.8672,0.85993,0.85292,0.8423,0.82513,0.82187,0.82621,0.8212,0.81591,0.81322,0.84087,0.85998,0.86386,0.87403,0.88745,0.89775,0.90796,0.90957,0.89079,0.87989,0.87347,0.86309,0.85208,0.85151,0.85119,0.8514,0.84744,0.84054,0.84015,0.83799,0.82899,0.84623,0.86231,0.87586,0.88715,0.90002,0.91576,0.92598,0.93073
0.80726,0.78149,0.68211,0.6455,0.60391,0.57153,0.53288,0.54285,0.54774,0.5358,0.51878,0.5184,0.51856,0.51957,-0.87457,-0.83367,-0.81667,-0.78304,-0.74183,-0.70939,-0.67907,-0.67176,0.32024,0.34559,0.35465,0.37489,0.3857,0.3959,0.4013,0.41353,0.43892,0.48489,0.55801,0.64268,0.68047,0.71614,0.74688,0.7588,0.76693,0.75402,0.71177,0.64766,-1
0.99594,0.98502,0.98831,0.99552,0.99743,0.99875,0.99911,0.99953,0.99957,0.9997,0.99974,0.99974,0.99976,0.99977,0.96972,0.95738,0.93289,0.87897,0.8406,0.84081,0.84795,0.87006,0.82906,0.80627,0.81019,0.80103,0.79776,0.80153,0.79022,0.82186,0.83043,0.80763,0.87717,0.9327,0.97255,0.98625,0.99714,0.99926,0.99987,0.99984,0.995,0.9969,0.9987
-0.73596,-0.75029,-0.7511,-0.75259,-0.7544,-0.75408,-0.75446,-0.75466,-0.75581,-0.75836,-0.76045,-0.76303,-0.76466,-0.76613,-0.76766,-0.76771,-0.76799,-0.76822,-0.76814,-0.7684,-0.76897,-0.77008,-0.77261,-0.77487,-0.77671,-0.77818,-0.78076,-0.7785,-0.77755,-0.77416,-0.77029,-0.76787,-0.76427,0.3916,0.43482,-0.82314,-0.79419,-0.78211,-0.77151,-0.76732,-0.76548,-0.7631,-0.76424
0.83786,0.82049,0.79138,0.76094,0.73838,0.72115,0.70928,0.70352,0.70292,0.68011,0.66211,0.6479,0.63524,0.62754,0.62275,0.62335,0.62631,0.62972,0.63051,0.63129,0.63189,0.63294,0.63354,0.6338,0.63448,0.63566,0.63715,0.64303,0.65064,0.67839,0.70503,0.72492,0.75642,0.77094,0.76524,0.78474,0.80939,0.82729,0.84303,0.85981,0.87459,0.8794,0.87946
0.79379,0.71741,0.67416,0.62834,0.59213,0.55897,0.53386,0.51194,0.49559,0.51975,0.54441,0.56032,0.55958,0.56395,0.56608,0.56934,0.57507,0.58241,0.58847,0.59306,0.59716,0.59678,0.59931,0.60194,0.60293,0.60352,0.60655,0.60621,0.60571,0.58744,0.57789,0.57929,0.65627,0.6945,0.74599,0.7867,0.81123,0.8237,0.83158,0.79732,0.75242,0.67828,0.6169
