-0.43763,-0.43692,-0.43928,-0.43884,-0.43821,-0.43746,-0.43668,-0.43586,-0.43487,-0.43589,-0.4363,-0.43914,-0.44025,-0.44598,-0.45974,-0.47786,-0.50126,-0.5305,-0.5761,-0.59669,-0.60245,-0.62858,-0.65222,-0.69013,-0.69949,-0.71086,-0.71207,-0.72349,-0.73508,-0.7346,-0.73624,-0.73659,-0.73577,-0.73524,-0.73522,-0.73613,-0.73798,-0.73914,-0.73747,-0.7281,-0.72391,-0.70468,-0.6821,-0.63819,-0.61398,-0.60905,-0.586,-0.56729,-0.53479,-0.52986,-0.52547,-0.51879,-0.51609,-0.51379,-0.51254,-0.51346,-0.50911,-0.50376,-0.50793,-0.50937
0.95844,0.95856,0.95849,0.9584,0.95828,0.95846,0.9585,0.9585,0.95844,0.95835,0.95797,0.95753,0.95707,0.95588,0.95597,0.95514,0.95492,0.95399,0.95321,0.95374,0.95262,0.95189,0.95183,0.95132,0.94985,0.94864,0.94775,0.9469,0.94678,0.94697,0.9458,0.94507,0.94532,0.94555,0.94578,0.94551,0.94552,0.94543,0.94539,0.94532,0.9454,0.94564,0.9465,0.94793,0.95423,0.95439,0.96202,0.96334,0.96464,0.96798,0.96836,0.96943,0.96993,0.97142,0.97118,0.97124,0.97125,0.97122,0.97111,0.971
0.92677,0.9283,0.92924,0.92978,0.93003,0.93004,0.92996,0.92995,0.92981,0.92946,0.92872,0.92808,0.92698,0.92655,0.92545,0.92434,0.92434,0.92314,0.92247,0.92125,0.91932,0.91687,0.91743,0.91671,0.91463,0.91318,0.91273,0.91234,0.91246,0.91274,0.91176,0.91128,0.91119,0.91142,0.91133,0.91112,0.91086,0.91098,0.91085,0.9111,0.91247,0.91325,0.91609,0.92417,0.92563,0.93034,0.93891,0.94106,0.94217,0.94622,0.94799,0.94754,0.94878,0.94984,0.9509,0.95056,0.95087,0.95075,0.95047,0.95004
0.99451,0.99465,0.99478,0.9949,0.99513,0.99531,0.99561,0.99564,0.99666,0.99706,0.99822,0.99897,0.9991,0.99862,0.99765,0.99631,0.99445,0.98953,0.98941,0.98729,0.98605,0.98495,0.98467,0.98452,0.98452,0.98456,0.98491,0.98501,0.98515,0.9853,0.98562,0.98598,0.98576,0.98517,0.98503,0.9851,0.98512,0.9848,0.98451,0.98452,0.98437,0.98452,0.98498,0.98576,0.9873,0.98747,0.98794,0.98815,0.98818,0.98835,0.98829,0.98822,0.98801,0.98779,0.98764,0.98754,0.98737,0.98744,0.98748,0.98739
0.21906,0.21897,0.21869,0.21865,0.21845,0.21827,0.21816,0.21809,0.21795,0.21785,0.2178,0.21757,0.21742,0.21647,0.21877,0.20358,0.18549,0.18294,0.18052,0.18239,0.18377,0.18155,0.17227,0.16277,0.16374,0.16201,0.15416,0.15011,0.15454,0.15521,0.15597,0.15058,0.15398,0.15543,0.15874,0.15963,0.16018,0.15941,0.15887,0.15997,0.16018,0.16136,0.16363,0.17275,0.17588,0.18214,0.19284,0.19568,0.19627,0.19797,0.20162,0.20339,0.2085,0.20836,0.209,0.20903,0.20903,0.20883,0.20854,0.20808
0.90323,0.90379,0.9038,0.90436,0.90487,0.90483,0.90503,0.90524,0.90664,0.90972,0.92209,0.93146,0.94321,0.94388,0.93996,0.91861,0.90841,0.89397,0.88089,0.87099,0.85947,0.84644,0.83371,0.82425,0.81356,0.80422,0.7995,0.79478,0.7928,0.79403,0.8021,0.82332,0.85391,0.88343,0.91231,0.93753,0.94814,0.95946,0.95854,0.95391,0.94451,0.95207,0.95307,0.94985,0.94557,0.93705,0.93622,0.93326,0.93188,0.93057,0.92981,0.92899,0.9286,0.91771,0.90965,0.89942,0.88939,0.90663,0.91423,0.91932
0.98726,0.98714,0.98696,0.98641,0.98591,0.98641,0.98644,0.98606,0.98205,0.97004,0.9542,0.93478,0.90902,0.88563,0.85576,0.84092,0.85562,0.86862,0.87393,0.87876,0.89048,0.90024,0.9094,0.90805,0.91382,0.92048,0.92197,0.92833,0.93032,0.92782,0.9241,0.91385,0.89195,0.88921,0.8858,0.88432,0.89071,0.90253,0.92545,0.93032,0.94559,0.95925,0.96813,0.9747,0.97633,0.97658,0.97728,0.97824,0.97894,0.97963,0.98057,0.98063,0.98197,0.98096,0.97974,0.97877,0.97923,0.98005,0.98093,0.98118
0.98093,0.98062,0.9804,0.9802,0.97986,0.97956,0.97934,0.98526,0.98984,0.99303,0.96699,0.96833,0.95684,0.93632,0.92509,0.95307,0.97476,0.98066,0.99432,0.99639,0.98038,0.96889,0.96169,0.97374,0.98552,0.99007,0.99051,0.97021,0.98249,0.98654,0.98567,0.98513,0.99397,0.99701,0.99582,0.99534,0.99215,0.98847,0.98767,0.98885,0.99181,0.99173,0.9903,0.98978,0.98961,0.98961,0.99142,0.99314,0.99375,0.99408,0.99425,0.99379,0.99389,0.99421,0.99478,0.99535,0.99548,0.9956,0.99584,0.99591
-0.99811,-0.99903,-0.99958,-0.99987,-1,-0.99997,-0.99992,-0.99987,-0.99981,-0.99976,-0.99861,-0.99623,-0.992,-0.98574,-0.99012,-0.98659,-0.98069,-0.97309,-0.97085,-0.96749,-0.96712,-0.9705,-0.97184,-0.97107,-0.97805,-0.98449,-0.98453,-0.98634,-0.98587,-0.9865,-0.98634,-0.98633,-0.9851,-0.98364,-0.98093,-0.977,-0.97515,-0.97177,-0.96632,-0.96589,-0.96293,-0.96176,-0.95992,-0.95959,-0.95981,-0.96099,-0.96141,-0.96255,-0.9644,-0.96379,-0.96333,-0.96492,-0.96869,-0.96595,-0.96545,-0.96944,-0.9673,-0.96947,-0.96925,-0.9694
0.86968,0.86823,0.86702,0.86637,0.86627,0.86644,0.8667,0.86677,0.8662,0.86628,0.86709,0.8687,0.89464,0.90294,0.90883,0.91247,0.91545,0.91854,0.91974,0.91967,0.9192,0.91778,0.91722,0.91768,0.9103,0.90132,0.9012,0.90025,0.89982,0.89981,0.89999,0.90032,0.90175,0.90354,0.90679,0.91108,0.90943,0.91107,0.91401,0.91591,0.91634,0.91533,0.91289,0.91066,0.91257,0.91474,0.91412,0.91382,0.91328,0.91324,0.91271,0.9126,0.9122,0.9119,0.91157,0.91137,0.91136,0.91132,0.91132,0.91142
0.97044,0.97047,0.97104,0.9714,0.97149,0.97152,0.97264,0.97358,0.97416,0.97491,0.97511,0.97528,0.97764,0.98015,0.98318,0.983,0.98332,0.98331,0.98334,0.98385,0.98357,0.9864,0.98836,0.9897,0.99251,0.99344,0.99378,0.99379,0.99323,0.9935,0.99211,0.99091,0.98907,0.98817,0.98772,0.98709,0.9862,0.98556,0.98483,0.9835,0.98158,0.9805,0.98068,0.98026,0.98055,0.98134,0.98207,0.98264,0.98272,0.9829,0.98297,0.98331,0.98338,0.98392,0.98395,0.98391,0.98382,0.98371,0.984,0.98393
0.99974,0.99968,0.99946,0.99727,0.99194,0.99234,0.99509,0.99529,0.9961,0.99627,0.99708,0.9974,0.99761,0.998,0.99845,0.99882,0.99926,0.99948,0.9996,0.99979,0.99986,1,0.99981,0.99964,0.99923,0.99896,0.99883,0.99868,0.99876,0.99883,0.99891,0.9991,0.99908,0.9991,0.99912,0.99915,0.99919,0.99715,0.98942,0.99133,0.99535,0.99598,0.99626,0.99639,0.99651,0.99649,0.99648,0.99649,0.99652,0.99653,0.99658,0.99656,0.99658,0.99659,0.99659,0.99659,0.99667,0.99677,0.99708,0.99712
0.14854,0.14823,0.14791,0.14766,0.14747,0.14733,0.14721,0.14715,0.14716,0.14715,0.14706,0.14698,0.14674,0.14614,0.14241,0.14146,0.13761,0.13794,0.13811,0.13814,0.13867,0.13971,0.14106,0.1427,0.14341,0.14348,0.14341,0.14337,0.14333,0.14329,0.14321,0.14298,0.14302,0.14297,0.14273,0.14213,0.1416,0.14141,0.14121,0.14126,0.14128,0.14112,0.14116,0.14128,0.14152,0.14167,0.14165,0.14179,0.1418,0.14176,0.14169,0.1416,0.14159,0.14153,0.14142,0.14142,0.14142,0.14138,0.14126,0.1412
0.93034,0.93031,0.93054,0.93059,0.93075,0.93095,0.93113,0.93128,0.93139,0.93139,0.93145,0.93156,0.9317,0.93181,0.93149,0.93103,0.9296,0.92432,0.92205,0.91719,0.91512,0.90855,0.90004,0.89163,0.89322,0.89207,0.8924,0.8912,0.89073,0.89044,0.89081,0.89106,0.8923,0.89369,0.89389,0.89468,0.8953,0.89716,0.89982,0.9018,0.9065,0.9086,0.91369,0.91492,0.91725,0.91879,0.92037,0.9217,0.92314,0.92409,0.92613,0.92814,0.92919,0.929,0.92879,0.9285,0.92901,0.92914,0.92917,0.92911
0.99769,0.99766,0.99766,0.99765,0.99763,0.99762,0.99761,0.99761,0.99759,0.99759,0.99761,0.99761,0.99766,0.9977,0.99786,0.99801,0.99816,0.99813,0.99816,0.99823,0.99829,0.99836,0.99852,0.99864,0.99868,0.99873,0.99877,0.99879,0.99882,0.9988,0.99882,0.99882,0.99883,0.99884,0.99884,0.99887,0.99889,0.99889,0.99889,0.99889,0.99889,0.99887,0.99887,0.99886,0.99884,0.99884,0.99884,0.99884,0.99884,0.99884,0.99883,0.99884,0.99884,0.99884,0.99884,0.99884,0.99883,0.99882,0.99882,0.9988
0.80576,0.80575,0.80586,0.80593,0.80597,0.80599,0.80599,0.80599,0.806,0.80604,0.80611,0.80615,0.80631,0.80689,0.80734,0.80966,0.81037,0.81285,0.81451,0.81529,0.81735,0.81732,0.81754,0.81953,0.82177,0.82109,0.82404,0.82612,0.82752,0.82803,0.8281,0.82815,0.82814,0.82814,0.82805,0.82762,0.82747,0.82615,0.82281,0.82314,0.82219,0.81991,0.81803,0.81711,0.81572,0.81452,0.81285,0.81086,0.81122,0.81156,0.81188,0.81047,0.80947,0.80964,0.8089,0.80886,0.80849,0.80849,0.80826,0.80806
